Time,Mass,HRR,Back Surface Temperature 1
[s],[g],[kW/m2],[K]
1,81.94,0.39,297.2
2,81.93,0.65,297.2
3,81.92,0.94,297.2
4,81.9,0.72,297.2
5,81.91,0.44,297.3
6,81.9,0.35,297.3
7,81.91,0.44,297.3
8,81.9,0.76,297.3
9,81.88,0.89,297.3
10,81.86,0.64,297.3
11,81.86,0.41,297.3
12,81.87,0.36,297.3
13,81.89,0.49,297.3
14,81.88,0.84,297.3
15,81.82,0.87,297.4
16,81.74,0.61,297.4
17,81.6,0.42,297.5
18,81.42,0.37,297.6
19,81.22,0.61,297.6
20,80.99,0.2,297.7
21,80.72,0.21,297.9
22,80.47,0.45,298
23,80.18,0.38,298.3
24,79.89,1.25,298.4
25,79.56,2.31,298.7
26,79.21,3.31,299.1
27,78.91,3.94,299.4
28,78.58,8.88,299.8
29,78.23,21.05,300.2
30,77.88,49.65,300.7
31,77.55,97.48,301.2
32,77.2,168.9,301.7
33,76.81,270.19,302.3
34,76.47,411.69,303
35,76.1,534.66,303.7
36,75.72,664.84,304.5
37,75.32,786.77,305.3
38,74.95,904.93,306.2
39,74.6,1022,307.2
40,74.21,1131.8,308
41,73.86,1241.26,309
42,73.55,1308.1,310
43,72.98,1360.57,311.1
44,72.63,1510.57,312.2
45,72.24,1583.86,313.3
46,71.85,1643.83,314.3
47,71.5,1703.62,315.6
48,71.13,1766.5,316.8
49,70.73,1820.67,317.9
50,70.35,1861.38,319.1
51,69.96,1892.42,320.4
52,69.57,1921.52,321.6
53,69.17,1954.73,322.9
54,68.79,1994,324.1
55,68.42,2029.32,325.5
56,67.99,2054.6,326.8
57,67.6,2071.28,328.1
58,67.23,2083.91,329.5
59,66.85,2099.04,330.8
60,66.46,2117.02,332.2
61,66.03,2132.8,333.6
62,65.66,2143.9,334.9
63,65.28,2149.53,336.4
64,64.91,2146.84,337.7
65,64.51,2142.8,339.1
66,64.12,2140.16,340.6
67,63.72,2138.46,342
68,63.35,2142.44,343.4
69,63,2157.18,344.8
70,62.62,2174.24,346.4
71,62.22,2187.94,347.9
72,61.81,2198.35,349.5
73,61.4,2208.38,351.1
74,60.99,2216.5,352.7
75,60.62,2222.08,354
76,60.22,2228.96,355.6
77,59.81,2240,357
78,59.43,2250.46,358.5
79,59.06,2257.29,359.7
80,58.68,2260.82,361.1
81,58.3,2261.97,362.4
82,57.88,2259.53,363.6
83,57.48,2253.98,364.9
84,57.08,2249.72,365.9
85,56.7,2245.94,366.8
86,56.31,2242.24,367.8
87,55.9,2240,368.3
88,55.52,2244.04,368.8
89,55.15,2254.65,369.3
90,54.77,2270.94,369.6
91,54.38,2287.38,370
92,53.97,2299.52,370.5
93,53.57,2308.81,371
94,53.19,2319.06,371.6
95,52.78,2328.25,372.3
96,52.41,2335.22,373.3
97,52.02,2336.13,374.2
98,51.62,2334.87,375.3
99,51.21,2332.81,376.6
100,50.82,2326.2,378
101,50.46,2319.16,379.9
102,50.06,2313.85,381.9
103,49.67,2310.06,383.9
104,49.28,2307,386
105,48.9,2305.85,388.2
106,48.51,2308.65,390.3
107,48.12,2312.9,392.5
108,47.77,2316.06,394.6
109,47.37,2312.74,396.7
110,46.98,2305.47,398.8
111,46.57,2300.11,400.9
112,46.2,2296.77,402.9
113,45.82,2296.48,404.9
114,45.43,2299.52,406.9
115,45.02,2302.63,408.9
116,44.64,2305.6,410.8
117,44.27,2312.7,412.8
118,43.86,2319.15,414.8
119,43.44,2323.99,416.7
120,43.04,2326.52,418.6
121,42.72,2313.19,420.6
122,42.35,2290.94,422.5
123,41.99,2273.89,424.4
124,41.63,2262.82,426.6
125,41.23,2256.59,428.6
126,40.83,2255.66,430.8
127,40.42,2267.32,432.8
128,40.01,2282.19,435
129,39.57,2296.05,437.3
130,39.17,2307.55,439.6
131,38.78,2317.96,441.8
132,38.39,2330.83,444
133,37.98,2346.71,446.2
134,37.54,2365.25,448.5
135,37.13,2383,450.7
136,36.71,2396.54,453
137,36.3,2405.96,455.3
138,35.89,2405.76,457.6
139,35.47,2394.98,460
140,35.09,2382.27,462.1
141,34.66,2373.49,464.4
142,34.24,2385.73,466.7
143,33.83,2415.4,469
144,33.4,2443.3,471.2
145,32.97,2463.78,473.2
146,32.56,2478.01,475
147,32.16,2487.37,476.4
148,31.73,2481.54,477.6
149,31.32,2470.1,478.6
150,30.87,2460.88,479.7
151,30.4,2463.82,480.8
152,29.95,2483.73,482
153,29.5,2509.82,483.3
154,29.06,2530.52,484.8
155,28.6,2545.97,486.6
156,28.15,2562.68,488.3
157,27.69,2579.24,490.3
158,27.23,2602.49,492.4
159,26.79,2630.2,494.9
160,26.35,2656.19,496.9
161,25.91,2674.96,499.1
162,25.46,2689.91,501.2
163,24.99,2705.58,503.2
164,24.52,2719.54,506.1
165,24.07,2732.39,509.3
166,23.62,2743.88,511.9
167,23.19,2752.81,514.2
168,22.73,2759.21,516
169,22.28,2767.9,517.9
170,21.84,2783.66,520.2
171,21.42,2804.45,523
172,21.02,2826.31,526.4
173,20.63,2840.94,529.4
174,20.22,2853.05,533
175,19.8,2861.33,536.4
176,19.41,2869.12,539.8
177,19.01,2876.53,543.2
178,18.6,2888.68,546.9
179,18.21,2898.67,550.3
180,17.82,2904.71,553.5
181,17.45,2908.98,556.5
182,17.08,2905.86,558.9
183,16.7,2892.33,560.8
184,16.3,2870.96,562.6
185,15.87,2841.25,564.7
186,15.48,2805.86,565.4
187,15.08,2760.26,563.4
188,14.71,2705.74,556.3
189,14.35,2647.67,542.6
190,13.96,2595.63,541.8
191,13.6,2548.5,548.6
192,13.26,2508.55,563.3
193,12.91,2477.34,594.5
194,12.58,2455.06,615.5
195,12.28,2432.48,644.5
196,11.98,2407.66,679.9
197,11.68,2381.58,656.8
198,11.37,2356.75,680.7
199,11.06,2335.56,706.7
200,10.78,2317.61,730.1
201,10.48,2294.39,752.6
202,10.18,2257.94,774.3
203,9.89,2208.41,792.7
204,9.58,2157.83,809.2
205,9.26,2103.08,827.7
206,8.99,2040.84,842.6
207,8.74,1959.33,851.9
208,8.49,1869.79,910.8
209,8.26,1769.45,954.6
210,8.04,1684.75,942.1
211,7.79,1599.45,949.5
212,7.54,1512.65,954.5
213,7.32,1433.89,965.3
214,7.11,1360.33,979.2
215,6.91,1270.59,987
216,6.73,1185.38,990.9
217,6.55,1109.29,1003.9
218,6.35,1033.48,1006.8
219,6.16,965.69,1002.5
220,5.95,901.96,1000
221,5.8,836.36,998.7
222,5.62,768.38,986.5
223,5.42,700.74,989.1
224,5.24,640.54,982.3
225,5.06,581.69,966.8
226,4.89,528.57,945.4
227,4.69,476.94,937.5
228,4.53,431.81,929.2
229,4.39,389.2,924.9
230,4.2,353.64,919.2
231,4.05,319.49,911.6
232,3.9,286.56,905.7
233,3.75,254.26,901.7
234,3.61,221.04,900
235,3.43,193.23,897.8
236,3.25,167.83,896.5
237,3.12,148.52,895.5
238,2.98,132.32,893.7
239,2.82,117.68,892.5
240,2.66,103.24,892.6
241,2.49,87.77,891.5
242,2.34,73.52,892.2
243,2.18,60.59,891
244,2.03,51.07,891.1
245,1.87,43.06,888.9
