Time,Mass,HRR,Back Surface Temperature 1
246,1.72,36.35,889.7
247,1.58,30.51,887.9
248,1.41,25.66,887.7
249,1.26,21.13,887.6
250,1.11,17.71,887.1
251,0.92,15,888
252,0.75,12.97,885.8
253,0.6,11.66,886.5
254,0.47,10.17,886.1
255,0.33,9.56,885.6
