Time,Temperature,Heat Flow
[s],[k],[mW/mg]
0,273.15,0
3,312.324,0
6,311.858,-0.013699
9,310.844,-0.145778
12,309.427,-0.321873
15,307.792,-0.4729
18,306.154,-0.569656
21,304.587,-0.575998
24,303.041,-0.571043
27,301.517,-0.567392
30,300.012,-0.560929
33,298.522,-0.555037
36,297.046,-0.550381
39,295.578,-0.544967
42,294.125,-0.535659
45,292.689,-0.509511
48,291.269,-0.49103
51,289.864,-0.477669
54,288.476,-0.465357
57,287.103,-0.455271
60,285.746,-0.448313
63,284.404,-0.439232
66,283.077,-0.433396
69,281.765,-0.427218
72,280.469,-0.421179
75,279.189,-0.41615
78,277.922,-0.411879
81,276.671,-0.406922
84,275.434,-0.403247
87,274.212,-0.400229
90,273.003,-0.397025
93,271.811,-0.393619
96,270.632,-0.389108
99,269.467,-0.385113
102,268.316,-0.381852
105,267.177,-0.377699
108,266.053,-0.374499
111,264.942,-0.370716
114,263.844,-0.367184
117,262.759,-0.363603
120,261.687,-0.3598
123,260.627,-0.355838
126,259.581,-0.35161
129,258.547,-0.347944
132,257.526,-0.3436
135,256.518,-0.340029
138,255.521,-0.335922
141,254.536,-0.332486
144,253.563,-0.328395
147,252.602,-0.324744
150,251.653,-0.320713
153,250.716,-0.317109
156,249.789,-0.313684
159,248.874,-0.308127
162,247.97,-0.304703
165,247.077,-0.301366
168,246.195,-0.298052
171,245.323,-0.294902
174,244.463,-0.291526
177,243.613,-0.287814
180,242.773,-0.284267
183,241.943,-0.277885
186,241.124,-0.274914
189,240.314,-0.271971
192,239.514,-0.269177
195,238.724,-0.265908
198,237.943,-0.263016
201,237.171,-0.260004
204,236.411,-0.256665
207,235.659,-0.253643
210,234.916,-0.250204
213,234.181,-0.247231
216,233.456,-0.244295
219,232.74,-0.241407
222,232.032,-0.238674
225,231.333,-0.235689
228,230.643,-0.232581
231,229.959,-0.229893
234,229.286,-0.226971
237,228.62,-0.224059
240,227.963,-0.221139
243,227.313,-0.218288
246,226.672,-0.215666
249,226.059,-0.213121
252,225.412,-0.210504
255,224.794,-0.207939
258,224.183,-0.205401
261,223.579,-0.20279
264,222.983,-0.20032
267,222.394,-0.19791
270,221.813,-0.195395
273,221.238,-0.192946
276,220.671,-0.190368
279,220.109,-0.188086
282,219.556,-0.185751
285,219.009,-0.183241
288,218.468,-0.180983
291,217.934,-0.178705
294,217.407,-0.176422
297,216.886,-0.174265
300,216.372,-0.172047
303,215.863,-0.169922
306,215.362,-0.167697
309,214.865,-0.165493
312,214.375,-0.163442
315,213.892,-0.16127
318,213.413,-0.159033
321,212.941,-0.157031
324,212.474,-0.155007
327,212.014,-0.152994
330,211.559,-0.151046
333,211.11,-0.149044
336,210.664,-0.147109
339,210.226,-0.145165
342,209.793,-0.143201
345,209.365,-0.141337
348,208.942,-0.139435
351,208.524,-0.13766
354,208.112,-0.135764
357,207.704,-0.133966
360,207.302,-0.13216
363,206.903,-0.130422
366,206.511,-0.128643
369,206.123,-0.126996
372,205.739,-0.125335
375,205.361,-0.123622
378,204.987,-0.121993
381,204.618,-0.120413
384,204.252,-0.118817
387,203.892,-0.117179
390,203.536,-0.115589
393,203.184,-0.114104
396,202.836,-0.112579
399,202.493,-0.111022
402,202.154,-0.109467
405,201.819,-0.107988
408,201.488,-0.106508
411,201.161,-0.105166
414,200.838,-0.103752
417,200.519,-0.102302
420,200.204,-0.10095
423,199.892,-0.0994893
426,199.586,-0.0981659
429,199.281,-0.0968185
432,198.982,-0.095454
435,198.686,-0.0941506
438,198.393,-0.0928785
441,198.104,-0.0915428
444,197.819,-0.0902575
447,197.536,-0.0889783
450,197.258,-0.0877605
453,196.982,-0.0866027
456,196.71,-0.0853411
