Time,Temp,Heat Flow
906,193.187,0.00503946
912,193.187,0.0050921
918,193.186,0.00497699
924,193.187,0.00485915
930,193.186,0.0049671
936,193.186,0.00500322
942,193.186,0.00497093
948,193.187,0.00508014
954,193.186,0.00501749
960,193.187,0.00503359
966,193.186,0.00504874
972,193.186,0.00506903
978,193.187,0.00512044
984,193.187,0.00518464
990,193.186,0.00520048
996,193.187,0.00522699
1002,193.187,0.00513635
1008,193.188,0.00520909
1014,193.187,0.00522516
1020,193.187,0.00522923
1026,193.186,0.00519087
1032,193.187,0.0052894
1038,193.187,0.00527169
1044,193.187,0.00542529
1050,193.187,0.00538066
1056,193.186,0.00528742
1062,193.186,0.00532196
1068,193.186,0.0053296
1074,193.186,0.00528617
1080,193.186,0.00534409
1086,193.186,0.00535792
1092,193.186,0.00545617
1098,193.186,0.0054751
1104,193.187,0.0054639
1110,193.261,-0.00296571
1116,193.949,0.0658229
1122,194.87,0.108983
1128,195.844,0.123948
1134,196.827,0.12724
1140,197.814,0.129319
1146,198.803,0.131392
1152,199.792,0.133294
1158,200.784,0.1348
1164,201.776,0.136165
1170,202.771,0.13756
1176,203.765,0.138614
1182,204.761,0.139625
1188,205.759,0.140688
1194,206.755,0.141576
1200,207.753,0.142499
1206,208.752,0.143366
1212,209.75,0.144261
1218,210.749,0.145024
1224,211.749,0.145958
1230,212.748,0.146696
1236,213.747,0.147473
1242,214.747,0.14829
1248,215.746,0.148998
1254,216.747,0.149861
1260,217.747,0.150817
1266,218.747,0.151471
1272,219.747,0.152093
1278,220.748,0.152751
1284,221.748,0.153397
1290,222.748,0.15406
1296,223.748,0.154659
1302,224.748,0.155359
1308,225.749,0.15603
1314,226.749,0.156596
1320,227.75,0.157255
1326,228.749,0.157879
1332,229.75,0.158551
1338,230.751,0.159135
1344,231.751,0.159777
1350,232.752,0.160397
1356,233.752,0.160994
1362,234.753,0.161721
1368,235.754,0.162218
1374,236.754,0.162927
1380,237.755,0.163531
1386,238.755,0.163991
1392,239.756,0.164507
1398,240.757,0.165216
1404,241.757,0.166042
1410,242.758,0.16686
1416,243.758,0.167753
1422,244.76,0.168717
1428,245.76,0.169583
1434,246.761,0.170416
1440,247.761,0.171272
1446,248.761,0.172029
1452,249.762,0.172993
1458,250.761,0.17367
1464,251.762,0.174593
1470,252.762,0.175453
1476,253.762,0.176247
1482,254.763,0.176944
1488,255.764,0.177588
1494,256.764,0.178202
1500,257.765,0.178703
1506,258.765,0.178987
1512,259.764,0.179463
1518,260.764,0.18094
1524,261.764,0.182595
1530,262.764,0.18418
1536,263.765,0.185842
1542,264.764,0.187069
1548,265.764,0.18789
1554,266.765,0.188829
1560,267.765,0.189807
1566,268.765,0.190913
1572,269.765,0.192171
1578,270.765,0.193522
1584,271.766,0.194976
1590,272.766,0.196396
1596,273.766,0.197897
1602,274.767,0.199378
1608,275.767,0.200886
1614,276.767,0.202373
1620,277.767,0.203979
1626,278.767,0.205617
1632,279.768,0.207388
1638,280.769,0.209258
1644,281.769,0.210963
1650,282.77,0.212633
1656,283.77,0.214258
1662,284.769,0.215937
1668,285.769,0.217581
1674,286.77,0.219179
1680,287.77,0.220812
1686,288.77,0.222346
1692,289.769,0.224059
1698,290.769,0.225817
1704,291.768,0.227559
1710,292.768,0.229366
1716,293.768,0.231055
1722,294.769,0.232817
1728,295.769,0.234423
1734,296.77,0.235983
1740,297.77,0.237359
1746,298.77,0.238721
1752,299.771,0.240037
1758,300.771,0.241339
1764,301.77,0.242348
1770,302.77,0.243547
1776,303.77,0.244838
1782,304.771,0.246167
1788,305.77,0.24701
1794,306.771,0.247621
1800,307.772,0.248003
1806,308.773,0.248304
1812,309.774,0.248346
1818,310.775,0.248448
1824,311.776,0.248441
1830,312.776,0.248486
1836,313.777,0.248482
1842,314.777,0.248357
1848,315.778,0.248349
1854,316.779,0.248411
1860,317.78,0.248456
1866,318.781,0.248416
1872,319.782,0.248582
1878,320.783,0.248677
1884,321.783,0.248652
1890,322.785,0.248599
1896,323.785,0.248618
1902,324.786,0.248694
1908,325.787,0.248584
1914,326.787,0.248494
1920,327.788,0.248475
1926,328.788,0.248512
1932,329.789,0.24852
1938,330.789,0.248529
1944,331.79,0.248457
1950,332.791,0.248533
1956,333.792,0.248544
1962,334.793,0.24863
1968,335.794,0.248636
1974,336.794,0.248667
1980,337.795,0.248663
1986,338.795,0.248689
1992,339.795,0.248676
1998,340.796,0.248751
2004,341.797,0.24885
2010,342.796,0.248835
2016,343.797,0.248878
2022,344.798,0.249089
2028,345.799,0.249247
2034,346.799,0.249456
2040,347.8,0.24969
2046,348.8,0.249848
2052,349.801,0.250055
2058,350.801,0.250275
2064,351.803,0.25047
2070,352.804,0.250713
2076,353.805,0.251154
2082,354.805,0.251371
2088,355.805,0.251687
2094,356.806,0.25198
2100,357.805,0.252211
2106,358.806,0.252628
2112,359.807,0.253032
2118,360.807,0.253436
2124,361.807,0.253917
2130,362.808,0.254242
2136,363.809,0.254842
2142,364.81,0.255088
2148,365.811,0.255736
2154,366.811,0.256274
2160,367.811,0.256746
2166,368.811,0.257346
2172,369.811,0.257981
2178,370.812,0.258836
2184,371.813,0.259404
2190,372.813,0.260031
2196,373.813,0.2606
2202,374.814,0.261312
2208,375.815,0.261984
2214,376.817,0.262892
2220,377.817,0.263927
2226,378.818,0.265001
2232,379.819,0.266098
2238,380.82,0.267201
2244,381.819,0.2683
2250,382.82,0.269605
2256,383.819,0.270894
2262,384.821,0.272313
2268,385.821,0.274044
2274,386.82,0.275582
2280,387.82,0.277348
2286,388.819,0.279341
2292,389.818,0.281438
2298,390.819,0.283893
2304,391.82,0.286556
2310,392.82,0.289419
2316,393.82,0.292496
2322,394.819,0.295664
2328,395.819,0.299363
2334,396.819,0.303262
2340,397.818,0.307313
2346,398.817,0.311625
2352,399.816,0.315779
2358,400.816,0.319694
2364,401.816,0.32329
2370,402.817,0.326151
2376,403.819,0.327934
2382,404.82,0.328661
2388,405.82,0.32863
2394,406.82,0.328144
2400,407.82,0.327744
2406,408.821,0.327645
2412,409.822,0.327635
2418,410.823,0.327837
2424,411.823,0.328021
2430,412.823,0.328319
2436,413.824,0.328743
2442,414.825,0.329171
2448,415.825,0.329569
2454,416.825,0.329942
2460,417.825,0.330431
2466,418.825,0.330844
2472,419.825,0.331302
2478,420.825,0.331743
2484,421.825,0.332313
2490,422.825,0.332842
2496,423.825,0.333319
2502,424.826,0.333814
2508,425.827,0.334511
2514,426.829,0.33508
2520,427.829,0.33566
2526,428.829,0.335958
2532,429.829,0.336318
2538,430.829,0.336787
2544,431.83,0.33729
2550,432.766,0.340962
2556,433.096,0.19046
2562,433.138,0.0898077
2568,433.148,0.0725838
2574,433.155,0.0698264
2580,433.163,0.0682717
2586,433.169,0.0669422
2592,433.175,0.0657207
2598,433.18,0.0647246
2604,433.184,0.0638404
2610,433.189,0.0630539
2616,433.192,0.0622003
2622,433.194,0.0614388
2628,433.195,0.0607175
2634,433.196,0.0599777
2640,433.197,0.0595904
2646,433.198,0.0590961
2652,433.199,0.0586847
2658,433.199,0.0581335
2664,433.199,0.0576451
2670,433.2,0.0572735
2676,433.2,0.0569133
2682,433.2,0.0564774
2688,433.199,0.0561897
2694,433.199,0.0559871
2700,433.198,0.0557966
2706,433.198,0.0557466
2712,433.198,0.05556
2718,433.198,0.0553726
2724,433.197,0.0552026
2730,433.196,0.0550965
2736,433.197,0.0549967
2742,433.197,0.0549185
2748,433.198,0.0546384
2754,433.197,0.0544635
2760,433.196,0.054257
2766,433.196,0.0541377
2772,433.196,0.0539918
2778,433.196,0.053918
2784,433.196,0.0538801
2790,433.196,0.0537871
2796,433.197,0.0535081
2802,433.197,0.0533469
2808,433.197,0.0532332
2814,433.196,0.0530548
2820,433.196,0.0529125
2826,433.196,0.0528588
2832,433.195,0.0528188
2838,433.196,0.0527499
2844,433.196,0.0526869
2850,433.196,0.0525567
2856,433.196,0.0524533
2862,433.195,0.0522681
2868,433.196,0.0521744
2874,433.196,0.0521428
2880,433.196,0.0520409
2886,433.195,0.0520084
2892,433.195,0.0519037
2898,433.195,0.0518322
2904,433.195,0.05183
2910,433.195,0.0518406
2916,433.195,0.0517271
2922,433.195,0.0515867
2928,433.196,0.0516112
2934,433.196,0.0516004
2940,433.197,0.0515604
2946,433.197,0.0513592
2952,433.197,0.0512313
2958,433.197,0.0511256
2964,433.196,0.050984
2970,433.196,0.0509679
2976,433.197,0.0509116
2982,433.196,0.0509202
2988,433.196,0.0507847
2994,433.196,0.0506438
3000,433.196,0.0505331
3006,433.196,0.0504853
3012,433.196,0.0504548
3018,433.196,0.0503281
3024,433.197,0.0503278
3030,433.196,0.0503013
3036,433.195,0.0502172
3042,433.194,0.0501285
3048,433.194,0.0501291
3054,433.195,0.0502211
3060,433.195,0.050248
3066,433.196,0.0501781
3072,433.196,0.0501632
3078,433.196,0.0501766
3084,433.196,0.0501781
3090,433.196,0.05012
3096,433.196,0.0499161
3102,433.196,0.0498955
3108,433.196,0.0498422
3114,433.195,0.0497427
3120,433.195,0.0497016
3126,433.195,0.0496972
3132,433.196,0.0496845
3138,433.196,0.0497759
3144,433.196,0.0497342
3150,433.147,0.0533324
3156,432.517,-0.129735
3162,431.584,-0.205441
3168,430.605,-0.216329
3174,429.618,-0.218587
3180,428.63,-0.219752
3186,427.639,-0.220843
3192,426.646,-0.221888
3198,425.654,-0.222578
3204,424.659,-0.223375
3210,423.664,-0.224041
3216,422.667,-0.224508
3222,421.67,-0.225054
3228,420.673,-0.225523
3234,419.675,-0.225941
3240,418.678,-0.226273
3246,417.679,-0.226508
3252,416.68,-0.22694
3258,415.681,-0.227102
3264,414.683,-0.227053
3270,413.684,-0.227119
3276,412.686,-0.2272
3282,411.686,-0.227349
3288,410.686,-0.227636
3294,409.686,-0.227598
3300,408.686,-0.227598
3306,407.685,-0.227532
3312,406.685,-0.227248
3318,405.686,-0.227018
3324,404.686,-0.226718
3330,403.687,-0.22627
3336,402.687,-0.225712
3342,401.687,-0.225075
3348,400.688,-0.224291
3354,399.688,-0.223347
3360,398.688,-0.22203
3366,397.689,-0.220586
3372,396.69,-0.218838
3378,395.691,-0.217007
3384,394.691,-0.215137
3390,393.69,-0.212962
3396,392.69,-0.210748
3402,391.69,-0.20869
3408,390.691,-0.206463
3414,389.691,-0.204274
3420,388.691,-0.20209
3426,387.691,-0.200058
3432,386.691,-0.198113
3438,385.69,-0.196273
3444,384.692,-0.194426
3450,383.691,-0.192724
3456,382.692,-0.191306
3462,381.692,-0.189962
3468,380.692,-0.188667
3474,379.693,-1.87E-01
3480,378.693,-1.86E-01
3486,377.693,-0.184816
3492,376.693,-0.183679
3498,375.693,-0.182384
3504,374.693,-0.181344
3510,373.693,-0.180168
3516,372.694,-0.179153
3522,371.695,-0.178238
3528,370.695,-0.177391
3534,369.696,-0.176672
3540,368.696,-0.175957
3546,367.696,-0.175308
3552,366.697,-0.174655
3558,365.698,-0.174064
3564,364.699,-0.173582
3570,363.699,-0.173023
3576,362.699,-0.172644
3582,361.699,-0.172172
3588,360.7,-0.171533
3594,359.699,-0.170919
3600,358.7,-0.170423
3606,357.701,-0.16995
3612,356.701,-0.169378
3618,355.701,-0.168861
3624,354.702,-0.168292
3630,353.703,-0.167986
3636,352.705,-0.167467
3642,351.706,-0.166966
3648,350.705,-0.166743
3654,349.706,-0.166417
3660,348.707,-0.166049
3666,347.707,-0.165582
3672,346.708,-0.165244
3678,345.709,-0.164861
3684,344.71,-0.164675
3690,343.71,-0.164383
3696,342.71,-0.164121
3702,341.711,-0.164204
3708,340.711,-0.16428
3714,339.712,-0.164418
3720,338.711,-0.164223
3726,337.712,-0.163962
3732,336.713,-0.163583
3738,335.713,-0.163096
3744,334.714,-0.16251
3750,333.714,-0.162183
3756,332.715,-0.161969
3762,331.715,-0.161761
3768,330.715,-0.161562
3774,329.716,-0.161342
3780,328.716,-0.161203
3786,327.717,-0.161056
3792,326.717,-0.160907
3798,325.718,-0.160703
3804,324.718,-0.160787
3810,323.719,-0.160791
3816,322.719,-0.160478
3822,321.719,-0.160427
3828,320.719,-0.16035
3834,319.72,-0.160218
3840,318.72,-0.160238
3846,317.72,-0.160133
3852,316.721,-0.160181
3858,315.721,-0.160141
3864,314.722,-0.160083
3870,313.723,-0.159932
3876,312.724,-0.159997
3882,311.724,-0.159948
3888,310.724,-0.159866
3894,309.725,-0.159927
3900,308.726,-0.159874
3906,307.726,-0.159787
3912,306.728,-0.159677
3918,305.729,-0.159503
3924,304.729,-0.159356
3930,303.73,-0.159186
3936,302.731,-0.158672
3942,301.732,-0.15844
3948,300.732,-0.158129
3954,299.734,-0.157862
3960,298.735,-0.157686
3966,297.735,-0.157282
3972,296.736,-0.157068
3978,295.736,-0.156834
3984,294.736,-0.15661
3990,293.736,-0.156421
3996,292.736,-0.156196
4002,291.735,-0.155946
4008,290.735,-0.155634
4014,289.734,-0.155529
4020,288.736,-0.155269
4026,287.736,-0.155168
4032,286.736,-0.155006
4038,285.736,-0.154787
4044,284.736,-0.154471
4050,283.737,-0.154164
4056,282.737,-0.15403
4062,281.738,-0.153812
4068,280.739,-0.153567
4074,279.739,-0.153271
4080,278.74,-0.152999
4086,277.741,-0.152795
4092,276.742,-0.152574
4098,275.742,-0.15211
4104,274.742,-0.151949
4110,273.741,-0.151785
4116,272.742,-0.151544
4122,271.742,-0.151402
4128,270.743,-0.151286
4134,269.744,-0.151084
4140,268.743,-0.150927
4146,267.744,-0.150789
4152,266.744,-0.150718
4158,265.745,-0.150583
4164,264.744,-0.150432
4170,263.744,-0.150281
4176,262.744,-0.15015
4182,261.745,-0.150057
4188,260.745,-0.149955
4194,259.745,-0.149898
4200,258.745,-0.149899
4206,257.746,-0.149996
4212,256.746,-0.149963
4218,255.746,-0.149926
4224,254.746,-0.150019
4230,253.746,-0.150035
4236,252.747,-0.150066
4242,251.747,-0.150088
4248,250.746,-0.150138
4254,249.746,-0.150075
4260,248.746,-0.150129
4266,247.746,-0.150173
4272,246.745,-0.150261
4278,245.746,-0.150287
4284,244.746,-0.150288
4290,243.746,-0.150255
4296,242.747,-0.150329
4302,241.746,-0.150374
4308,240.746,-0.150391
4314,239.746,-0.149978
4320,238.746,-0.150167
4326,237.746,-0.150234
4332,236.746,-0.150266
4338,235.747,-0.150341
4344,234.746,-0.150224
4350,233.745,-0.150283
4356,232.745,-0.150455
4362,231.744,-0.150593
4368,230.745,-0.150622
4374,229.744,-0.150678
4380,228.743,-0.150745
4386,227.742,-0.150783
4392,226.742,-0.150833
4398,225.741,-0.150918
4404,224.741,-0.151086
4410,223.74,-0.15083
4416,222.74,-0.150932
4422,221.74,-0.150945
4428,220.74,-0.150919
4434,219.739,-0.151042
4440,218.739,-0.151171
4446,217.738,-0.151197
4452,216.737,-0.151315
4458,215.737,-0.151485
4464,214.745,-0.151613
4470,213.775,-0.151032
4476,212.829,-0.149143
4482,211.906,-0.146887
4488,211.007,-0.144163
4494,210.132,-0.141167
4500,209.276,-0.138002
4506,208.444,-0.134773
4512,207.63,-0.13186
4518,206.837,-0.12861
4524,206.063,-0.125748
4530,205.307,-0.121289
4536,204.571,-0.118748
4542,203.852,-0.116082
4548,203.151,-0.113451
4554,202.466,-0.110707
4560,201.798,-0.108013
4566,201.145,-0.105365
4572,200.508,-0.102818
4578,199.888,-0.100191
4584,199.281,-0.0975047
4590,198.69,-0.0951077
4596,198.112,-0.0926019
4602,197.548,-0.0900014
4608,196.999,-0.087815
4614,196.462,-0.0854916
4620,195.938,-0.0833713
4626,195.428,-0.0812191
4632,194.927,-0.0788771
4638,194.43,-0.0769
4644,193.932,-0.0753529
4650,193.424,-0.0741
4656,193.134,-0.0782151
4662,193.101,-0.0282953
4668,193.117,-0.014586
4674,193.136,-0.0106899
4680,193.152,-0.00841675
4686,193.163,-0.00668754
4692,193.173,-0.00523354
4698,193.179,-0.00408241
4704,193.184,-0.00310537
4710,193.188,-0.00246822
4716,193.19,-0.00184104
4722,193.192,-0.00131757
4728,193.194,-0.000929072
4734,193.194,-0.000550574
4740,193.195,-0.000223214
4746,193.196,0.000140437
4752,193.196,0.000483945
4758,193.197,0.000759402
4764,193.196,0.000937984
4770,193.197,0.00118538
4776,193.197,0.00131153
4782,193.196,0.00154294
4788,193.197,0.00167112
4794,193.196,0.0018595
4800,193.197,0.00208972
4806,193.197,0.00219682
4812,193.196,0.00224448
4818,193.196,0.00240725
4824,193.196,0.00252406
4830,193.196,0.00258715
4836,193.196,0.00267002
4842,193.196,0.00267494
4848,193.196,0.00282307
4854,193.196,0.00283945
4860,193.195,0.00286191
4866,193.195,0.00294849
4872,193.196,0.00304764
4878,193.195,0.00313951
4884,193.195,0.00326215
4890,193.196,0.00337806
4896,193.194,0.00337482
4902,193.194,0.00341356
4908,193.195,0.00333387
4914,193.195,0.00335977
4920,193.195,0.00334622
4926,193.195,0.0034218
4932,193.194,0.00343346
4938,193.194,0.003417
4944,193.195,0.0033903
4950,193.195,0.00338708
4956,193.195,0.00339089
4962,193.195,0.00341854
4968,193.195,0.00358405
4974,193.195,0.00377214
4980,193.195,0.00380625
4986,193.194,0.00384823
4992,193.196,0.00391084
4998,193.195,0.00392611
5004,193.194,0.0038914
5010,193.194,0.00390023
5016,193.195,0.0039116
5022,193.194,0.00406174
5028,193.194,0.00411392
5034,193.194,0.00411669
5040,193.194,0.004037
5046,193.194,0.00399367
5052,193.195,0.00403897
5058,193.195,0.00405761
5064,193.195,0.00396662
5070,193.195,0.00410922
5076,193.194,0.00404404
5082,193.194,0.00400546
5088,193.195,0.00407133
5094,193.194,0.00410499
5100,193.194,0.00418684
5106,193.194,0.00419123
5112,193.195,0.0043329
5118,193.193,0.00430639
5124,193.194,0.00430263
5130,193.194,0.00430086
5136,193.194,0.00438596
5142,193.193,0.00432513
5148,193.194,0.00425391
5154,193.194,0.00430874
5160,193.194,0.00437758
5166,193.194,0.00437096
5172,193.193,0.004401
5178,193.194,0.00448941
5184,193.193,0.00440198
5190,193.193,0.00444075
5196,193.193,0.00445712
5202,193.193,0.00451586
5208,193.194,0.00448853
5214,193.194,0.00451983
5220,193.193,0.00439456
5226,193.193,0.00438074
5232,193.193,0.00429284
5238,193.193,0.00436932
5244,193.194,0.00448216
5250,193.507,-0.0106766
5256,194.358,0.0910189
5262,195.316,0.116407
5268,196.295,0.12282
5274,197.278,0.12534
5280,198.265,0.127436
5286,199.254,0.129503
5292,200.244,0.131338
5298,201.236,0.132948
5304,202.229,0.134477
5310,203.224,0.135766
5316,204.218,0.136765
5322,205.216,0.137747
5328,206.21,0.1387
5334,207.207,0.139612
5340,208.205,0.14039
5346,209.203,0.141208
5352,210.201,0.141979
5358,211.2,0.142855
5364,212.199,0.143738
5370,213.198,0.144545
5376,214.198,0.145294
5382,215.197,0.146127
5388,216.196,0.14682
5394,217.197,0.147563
5400,218.197,0.148112
5406,219.196,0.148785
5412,220.196,0.149392
5418,221.196,0.149979
5424,222.196,0.150577
5430,223.196,0.151156
5436,224.197,0.151732
5442,225.198,0.152104
5448,226.198,0.152555
5454,227.198,0.153217
5460,228.198,0.153824
5466,229.198,0.154364
5472,230.199,0.154917
5478,231.198,0.155434
5484,232.199,0.156016
5490,233.2,0.156604
5496,234.2,0.157096
5502,235.2,0.157538
5508,236.201,0.158017
5514,237.201,0.158376
5520,238.201,0.158758
5526,239.202,0.159355
5532,240.202,0.15992
5538,241.202,0.160729
5544,242.202,0.16145
5550,243.203,0.162201
5556,244.203,0.162841
5562,245.204,0.163477
5568,246.205,0.164061
5574,247.204,0.164747
5580,248.205,0.165507
5586,249.205,0.166132
5592,250.205,0.166749
5598,251.205,0.16745
5604,252.207,0.168323
5610,253.207,0.16889
5616,254.207,0.169468
5622,255.208,0.169983
5628,256.208,0.170431
5634,257.208,0.17101
5640,258.209,0.171515
5646,259.209,0.172101
5652,260.21,0.172544
5658,261.21,0.173202
5664,262.21,0.17378
5670,263.211,0.174336
5676,264.21,0.174867
5682,265.211,0.175518
5688,266.211,0.176201
5694,267.212,0.176833
5700,268.212,0.177576
5706,269.213,0.178173
5712,270.212,0.17878
5718,271.213,0.179498
5724,272.213,0.180067
5730,273.214,0.180803
5736,274.213,0.181562
5742,275.215,0.182268
5748,276.215,0.183055
5754,277.217,0.183874
5760,278.217,0.184607
5766,279.218,0.185361
5772,280.219,0.186217
5778,281.219,0.186967
5784,282.22,0.187844
5790,283.22,0.188525
5796,284.221,0.189331
5802,285.222,0.190153
5808,286.222,0.190971
5814,287.223,0.191637
5820,288.223,0.192437
5826,289.224,0.193142
5832,290.224,0.193878
5838,291.225,0.194573
5844,292.224,0.195335
5850,293.225,0.196039
5856,294.226,0.196813
5862,295.226,0.197529
5868,296.227,0.198247
5874,297.227,0.19913
5880,298.227,0.199935
5886,299.228,0.200653
5892,300.228,0.201303
5898,301.229,0.202158
5904,302.229,0.20285
5910,303.231,0.203581
5916,304.231,0.2043
5922,305.232,0.205006
5928,306.232,0.205639
5934,307.233,0.206446
5940,308.233,0.207194
5946,309.234,0.208005
5952,310.234,0.208703
5958,311.235,0.209401
5964,312.236,0.210153
5970,313.237,0.210777
5976,314.238,0.211506
5982,315.238,0.21208
5988,316.238,0.21283
5994,317.24,0.21357
6000,318.24,0.214186
6006,319.241,0.214881
6012,320.241,0.215433
6018,321.242,0.216232
6024,322.242,0.216911
6030,323.243,0.217502
6036,324.244,0.218177
6042,325.244,0.218838
6048,326.245,0.219636
6054,327.245,0.220234
6060,328.246,0.22078
6066,329.246,0.221403
6072,330.246,0.222072
6078,331.247,0.222719
6084,332.247,0.223373
6090,333.248,0.224127
6096,334.249,0.224706
6102,335.249,0.225426
6108,336.249,0.226044
6114,337.25,0.22687
6120,338.25,0.227598
6126,339.249,0.22835
6132,340.251,0.229062
6138,341.252,0.229754
6144,342.252,0.230494
6150,343.252,0.2311
6156,344.253,0.23187
6162,345.253,0.232493
6168,346.253,0.233281
6174,347.253,0.234015
6180,348.254,0.234835
6186,349.254,0.23571
6192,350.255,0.236436
6198,351.256,0.237314
6204,352.257,0.238132
6210,353.257,0.238991
6216,354.259,0.239882
6222,355.26,0.240651
6228,356.262,0.241528
6234,357.261,0.242234
6240,358.261,0.243101
6246,359.262,0.243924
6252,360.262,0.244748
6258,361.263,0.245752
6264,362.263,0.246684
6270,363.263,0.247513
6276,364.263,0.24843
6282,365.264,0.249265
6288,366.264,0.250198
6294,367.264,0.250956
6300,368.265,0.251836
6306,369.265,0.252686
6312,370.264,0.253508
6318,371.264,0.254468
6324,372.264,0.255393
6330,373.266,0.256276
6336,374.265,0.257265
6342,375.266,0.258226
6348,376.265,0.259208
6354,377.266,0.260245
6360,378.266,0.261351
6366,379.267,0.262758
6372,380.268,0.264103
6378,381.268,0.265501
6384,382.269,0.266793
6390,383.271,0.268341
6396,384.272,0.269923
6402,385.273,0.27155
6408,386.273,0.273151
6414,387.273,0.274925
6420,388.273,0.276779
6426,389.274,0.278804
6432,390.273,0.28096
6438,391.274,0.283259
6444,392.274,0.285866
6450,393.274,0.288544
6456,394.273,0.291491
6462,395.272,0.294642
6468,396.271,0.298109
6474,397.27,0.301832
6480,398.27,0.30569
6486,399.27,0.309902
6492,400.271,0.313671
6498,401.27,0.317479
6504,402.27,0.320618
6510,403.27,0.323171
6516,404.271,0.324995
6522,405.272,0.326127
6528,406.272,0.326588
6534,407.274,0.326806
6540,408.273,0.326983
6546,409.272,0.327106
6552,410.272,0.327346
6558,411.274,0.327767
6564,412.273,0.328191
6570,413.273,0.328614
6576,414.274,0.329139
6582,415.275,0.329624
6588,416.277,0.330244
6594,417.276,0.330657
6600,418.275,0.331
6606,419.275,0.3314
6612,420.275,0.331927
6618,421.275,0.332393
6624,422.276,0.333042
6630,423.277,0.333668
6636,424.278,0.334195
6642,425.278,0.334725
6648,426.279,0.335041
6654,427.279,0.335624
6660,428.28,0.336112
6666,429.28,0.336602
6672,430.28,0.337027
6678,431.281,0.337461
6684,432.28,0.33788
6690,432.998,0.307223
6696,433.126,0.125648
6702,433.146,0.079178
6708,433.153,0.0709411
6714,433.16,0.0689966
