Time,Mass,HRR,Back Surface Temperature
[s],[g],[kW/m2],[K]
0,0,0.137030421,302.632
1,0,,302.65
2,0,,302.629
3,0,,302.69
4,0,,302.714
5,0,0.740269081,302.71
6,0,,302.762
7,0,,302.779
8,0,,302.809
9,0,,302.9
10,0,1.898005377,302.909
11,0,,302.976
12,0,,303.075
13,0,,303.121
14,0,,303.231
15,0,2.253403332,303.323
16,0,,303.384
17,0,,303.533
18,0,,303.652
19,0,,303.738
20,0,1.452741533,303.944
21,0,,304.12
22,0,,304.291
23,0,,304.524
24,0,,304.755
25,0,2.165349263,304.966
26,0,,305.3
27,0,,305.474
28,0,,305.88
29,0,,306.24
30,0,2.666543326,306.583
31,0,,306.955
32,0,,307.432
33,0,,307.841
34,0,,308.407
35,0,1.937553468,308.863
36,0,,309.371
37,0,,309.929
38,0,,310.53
39,0,,311.109
40,0,0.981868189,311.735
41,0,,312.419
42,0,,313.111
43,0,,313.769
44,0,,314.539
45,0,2.53558588,315.241
46,0,,315.956
47,0,,316.783
48,0,,317.567
49,0,,318.269
50,0,5.347519291,319.214
51,0,,319.984
52,0,,320.795
53,0,,321.561
54,0,,322.492
55,0,4.953126623,323.304
56,0,,324.157
57,0,,325.079
58,0,,325.995
59,0,,326.877
60,0,3.031988445,327.664
61,0,,328.742
62,0,,329.59
63,0,,330.452
64,0,,331.381
65,0,1.892650481,332.4
66,0,,333.331
67,0,,334.21
68,0,,335.17
69,0,,336.208
70,0,0.579029078,337.085
71,0,,337.986
72,0,,339.048
73,0,,340.011
74,0,,340.936
75,0,0.161109796,342.024
76,0,,342.927
77,0,,343.844
78,0,,344.907
79,0,,345.87
80,0,5.24450882,346.768
81,0,,347.821
82,0,,348.809
83,0,,349.663
84,0,,350.594
85,0,6.320580792,351.677
86,0,,352.561
87,0,,353.546
88,0,,354.541
89,0,,355.436
90,0,5.079623519,356.372
91,0,,357.225
92,0,,358.251
93,0,,359.195
94,0,,360.184
95,0,2.362524322,361.078
96,0,,361.971
97,0,,362.801
98,0,,363.874
99,0,,364.634
100,0,0.220040759,365.504
101,0,,366.538
102,0,,367.317
103,0,,368.128
104,0,,368.941
105,0,-0.469644216,369.841
106,0,,370.662
107,0,,371.384
108,0,,372.157
109,0,,373.036
110,0,14.98389311,373.724
111,0,,374.529
112,0,,375.026
113,0,,375.557
114,0,,376.036
115,0,88.76361582,376.267
116,0,,376.379
117,0,,376.395
118,0,,376.546
119,0,,376.851
120,0,217.5978293,377.264
121,0,,377.846
122,0,,378.288
123,0,,378.859
124,0,,379.43
125,0,314.6845505,380.017
126,0,,380.796
127,0,,381.391
128,0,,381.996
129,0,,382.744
130,0,355.0074302,383.615
131,0,,384.659
132,0,,385.807
133,0,,387.341
134,0,,388.54
135,0,365.6263456,389.999
136,0,,391.179
137,0,,392.293
138,0,,393.422
139,0,,394.759
140,0,380.7170741,395.81
141,0,,397.066
142,0,,398.134
143,0,,399.151
144,0,,400.222
145,0,388.2246537,401.191
146,0,,402.394
147,0,,403.438
148,0,,404.358
149,0,,405.503
