Time,Mass,HRR,Back Surface Temperature
[s],[g],[kW/m2],[K]
0,N/A,3.641566489,303.076
1,N/A,,303.076
2,N/A,,303.075
3,N/A,,303.091
4,N/A,,303.099
5,N/A,3.455208632,303.106
6,N/A,,303.136
7,N/A,,303.141
8,N/A,,303.202
9,N/A,,303.214
10,N/A,4.800931065,303.239
11,N/A,,303.266
12,N/A,,303.293
13,N/A,,303.332
14,N/A,,303.402
15,N/A,7.015965095,303.444
16,N/A,,303.519
17,N/A,,303.568
18,N/A,,303.659
19,N/A,,303.767
20,N/A,1.925571087,303.843
21,N/A,,304.013
22,N/A,,304.119
23,N/A,,304.276
24,N/A,,304.318
25,N/A,1.87406679,304.669
26,N/A,,304.863
27,N/A,,305.162
28,N/A,,305.436
29,N/A,,305.736
30,N/A,0.75406288,306.008
31,N/A,,306.424
32,N/A,,306.791
33,N/A,,307.254
34,N/A,,307.617
35,N/A,-0.409411939,308.136
36,N/A,,308.569
37,N/A,,309.061
38,N/A,,309.659
39,N/A,,310.212
40,N/A,-0.454148372,310.676
41,N/A,,311.42
42,N/A,,312.017
43,N/A,,312.821
44,N/A,,313.373
45,N/A,-1.320740751,313.944
46,N/A,,314.673
47,N/A,,315.4
48,N/A,,316.231
49,N/A,,316.946
50,N/A,-2.015515257,317.629
51,N/A,,318.487
52,N/A,,319.326
53,N/A,,320.092
54,N/A,,320.903
55,N/A,-2.513648268,321.794
56,N/A,,322.594
57,N/A,,323.346
58,N/A,,324.301
59,N/A,,325.281
60,N/A,-2.799774868,326
61,N/A,,326.886
62,N/A,,327.734
63,N/A,,328.69
64,N/A,,329.747
65,N/A,-2.573188128,330.58
66,N/A,,331.586
67,N/A,,332.413
68,N/A,,333.163
69,N/A,,334.196
70,N/A,3.066975436,335.105
71,N/A,,336.071
72,N/A,,337.112
73,N/A,,337.849
74,N/A,,338.828
75,N/A,7.947164474,339.758
76,N/A,,340.806
77,N/A,,341.677
78,N/A,,342.894
79,N/A,,343.674
80,N/A,8.945669196,344.557
81,N/A,,345.644
82,N/A,,346.631
83,N/A,,347.405
84,N/A,,348.27
85,N/A,6.000693585,349.26
86,N/A,,350.325
87,N/A,,351.257
88,N/A,,352.14
89,N/A,,353.142
90,N/A,3.057572886,354.15
91,N/A,,355.03
92,N/A,,355.962
93,N/A,,356.986
94,N/A,,358.047
95,N/A,3.740269983,358.944
96,N/A,,359.837
97,N/A,,360.768
98,N/A,,361.79
99,N/A,,362.658
100,N/A,48.37626875,363.459
101,N/A,,364.491
102,N/A,,365.442
103,N/A,,366.392
104,N/A,,367.192
105,N/A,140.343917,368.107
106,N/A,,369.137
107,N/A,,370.027
108,N/A,,370.92
109,N/A,,371.894
110,N/A,257.8658249,372.818
111,N/A,,373.621
112,N/A,,374.551
113,N/A,,375.597
114,N/A,,376.383
115,N/A,315.7172115,377.377
116,N/A,,378.131
117,N/A,,378.877
118,N/A,,379.767
119,N/A,,380.658
120,N/A,339.3307728,381.235
121,N/A,,381.97
122,N/A,,382.803
123,N/A,,383.416
124,N/A,,384.081
125,N/A,363.3598072,384.842
126,N/A,,385.713
127,N/A,,386.432
128,N/A,,387.2
129,N/A,,388.107
130,N/A,383.8468934,388.872
131,N/A,,389.729
132,N/A,,390.599
133,N/A,,391.659
134,N/A,,392.648
135,N/A,391.6437916,393.815
136,N/A,,394.794
137,N/A,,395.773
138,N/A,,396.954
139,N/A,,397.926
140,N/A,393.3266323,398.92
141,N/A,,399.946
142,N/A,,401.123
143,N/A,,402.104
144,N/A,,403.075
145,N/A,387.0501959,404.082
146,N/A,,405.044
147,N/A,,406.206
148,N/A,,407.143
149,N/A,,408.11
150,N/A,395.5270971,409.225
151,N/A,,410.168
152,N/A,,411.27
153,N/A,,412.219
154,N/A,,413.129
155,N/A,403.8568725,414.236
156,N/A,,414.976
157,N/A,,416.026
158,N/A,,416.901
159,N/A,,417.74
160,N/A,395.8689154,418.773
161,N/A,,419.618
162,N/A,,420.477
163,N/A,,421.524
164,N/A,,422.324
165,N/A,413.6092239,423.189
166,N/A,,424.155
167,N/A,,424.994
168,N/A,,425.838
169,N/A,,426.631
170,N/A,420.5735045,427.621
171,N/A,,428.388
172,N/A,,429.179
173,N/A,,430.11
174,N/A,,430.898
175,N/A,419.2465564,431.84
176,N/A,,432.584
177,N/A,,433.294
178,N/A,,433.803
179,N/A,,434.306
180,N/A,421.1242134,434.9
181,N/A,,435.359
182,N/A,,435.842
183,N/A,,436.419
184,N/A,,436.923
185,N/A,428.9316119,437.498
186,N/A,,438.178
187,N/A,,438.694
188,N/A,,439.326
189,N/A,,439.997
190,N/A,425.9793141,440.632
191,N/A,,441.334
192,N/A,,441.874
193,N/A,,442.551
194,N/A,,443.336
195,N/A,433.9167399,443.965
196,N/A,,444.631
197,N/A,,445.319
198,N/A,,446.053
199,N/A,,446.626
200,N/A,427.0527026,447.141
201,N/A,,447.822
202,N/A,,448.211
203,N/A,,448.85
204,N/A,,449.412
205,N/A,440.1665904,449.887
206,N/A,,450.467
207,N/A,,451.015
208,N/A,,451.614
209,N/A,,452.273
210,N/A,437.0525812,452.934
211,N/A,,453.576
212,N/A,,454.248
213,N/A,,454.778
214,N/A,,455.612
215,N/A,441.0368192,456.223
216,N/A,,456.954
217,N/A,,457.783
218,N/A,,458.479
219,N/A,,459.353
220,N/A,447.0415376,460.119
221,N/A,,460.91
222,N/A,,461.73
223,N/A,,462.693
224,N/A,,463.541
225,N/A,447.3098142,464.342
226,N/A,,465.32
227,N/A,,466.25
228,N/A,,467.038
229,N/A,,467.987
230,N/A,452.6083074,468.998
