Time,Temperature,Mass
[s],[K],[mg]
0,301.192,2.94796
3,301.164,2.948
6,301.15,2.94804
9,301.12,2.94788
12,301.103,2.94771
15,301.079,2.94772
18,301.051,2.94785
21,301.052,2.94785
24,301.017,2.94799
27,300.993,2.9481
30,300.985,2.94791
33,300.962,2.9476
36,300.948,2.94741
39,300.941,2.94744
42,300.927,2.94745
45,300.912,2.94736
48,300.898,2.94735
51,300.861,2.94764
54,300.854,2.94765
57,300.847,2.94749
60,300.827,2.94732
63,300.816,2.94725
66,300.809,2.94717
69,300.794,2.94718
72,300.783,2.94736
75,300.773,2.94741
78,300.768,2.9473
81,300.761,2.94701
84,300.746,2.94692
87,300.73,2.9471
90,300.713,2.9472
93,300.713,2.94719
96,300.687,2.94728
99,300.69,2.94731
102,300.687,2.94731
105,300.671,2.94703
108,300.653,2.94662
111,300.663,2.94642
114,300.64,2.94643
117,300.636,2.94648
120,300.629,2.94669
123,300.632,2.94701
126,300.613,2.94706
129,300.595,2.94694
132,300.589,2.94672
135,300.586,2.94666
138,300.568,2.94664
141,300.558,2.9468
144,300.559,2.94696
147,300.56,2.94703
150,300.552,2.9471
153,300.553,2.94714
156,300.539,2.94712
159,300.528,2.94707
162,300.523,2.94703
165,300.518,2.94701
168,300.503,2.94701
171,300.503,2.94697
174,300.49,2.94672
177,300.492,2.9466
180,300.482,2.94655
183,300.484,2.94657
186,300.479,2.9464
189,300.465,2.94642
192,300.473,2.94675
195,300.468,2.94704
198,300.471,2.94719
201,300.461,2.94692
204,300.447,2.94659
207,300.435,2.94637
210,300.433,2.94628
213,300.434,2.94654
216,300.429,2.94685
219,300.419,2.9467
222,300.419,2.94656
225,300.418,2.94636
228,300.413,2.94646
231,300.411,2.9464
234,300.403,2.94626
237,300.394,2.94606
240,300.403,2.94603
243,300.407,2.94609
246,300.402,2.94615
249,300.39,2.94614
252,300.381,2.94608
255,300.397,2.94602
258,300.394,2.946
261,300.385,2.94599
264,300.382,2.94599
267,300.372,2.94599
270,300.369,2.94607
273,300.351,2.94614
276,300.362,2.94607
279,300.35,2.946
282,300.351,2.94599
285,300.353,2.94599
288,300.346,2.94599
291,300.354,2.94599
294,300.344,2.94606
297,300.345,2.94599
300,300.343,2.94533
303,300.457,2.94484
306,300.834,2.94631
309,301.399,2.94841
312,302.102,2.9488
315,302.863,2.94859
318,303.7,2.94794
321,304.565,2.94722
324,305.453,2.94655
327,306.371,2.94601
330,307.296,2.94548
333,308.223,2.94512
336,309.158,2.94494
339,310.101,2.94501
342,311.036,2.94499
345,311.988,2.94485
348,312.918,2.94473
351,313.88,2.94467
354,314.832,2.94462
357,315.776,2.9445
360,316.736,2.94432
363,317.689,2.9441
366,318.635,2.94392
369,319.589,2.9439
372,320.554,2.94393
375,321.518,2.94383
378,322.475,2.94367
381,323.454,2.94362
384,324.405,2.94359
387,325.372,2.94351
390,326.349,2.94332
393,327.309,2.94317
396,328.289,2.94301
399,329.27,2.94285
402,330.228,2.94268
405,331.201,2.94255
408,332.175,2.94238
411,333.143,2.94229
414,334.124,2.94222
417,335.099,2.94213
420,336.067,2.94201
423,337.051,2.94202
426,338.035,2.94214
429,339.018,2.94227
432,339.985,2.94221
435,340.954,2.94193
438,341.937,2.94168
441,342.925,2.94155
444,343.889,2.94155
447,344.874,2.94155
450,345.853,2.94157
