Time,Mass,HRR,Back Surface Temperature
[s],[g],[kW/m2],[K]
0,N/A,0.137030421,302.632
1,N/A,,302.65
2,N/A,,302.629
3,N/A,,302.69
4,N/A,,302.714
5,N/A,0.740269081,302.71
6,N/A,,302.762
7,N/A,,302.779
8,N/A,,302.809
9,N/A,,302.9
10,N/A,1.898005377,302.909
11,N/A,,302.976
12,N/A,,303.075
13,N/A,,303.121
14,N/A,,303.231
15,N/A,2.253403332,303.323
16,N/A,,303.384
17,N/A,,303.533
18,N/A,,303.652
19,N/A,,303.738
20,N/A,1.452741533,303.944
21,N/A,,304.12
22,N/A,,304.291
23,N/A,,304.524
24,N/A,,304.755
25,N/A,2.165349263,304.966
26,N/A,,305.3
27,N/A,,305.474
28,N/A,,305.88
29,N/A,,306.24
30,N/A,2.666543326,306.583
31,N/A,,306.955
32,N/A,,307.432
33,N/A,,307.841
34,N/A,,308.407
35,N/A,1.937553468,308.863
36,N/A,,309.371
37,N/A,,309.929
38,N/A,,310.53
39,N/A,,311.109
40,N/A,0.981868189,311.735
41,N/A,,312.419
42,N/A,,313.111
43,N/A,,313.769
44,N/A,,314.539
45,N/A,2.53558588,315.241
46,N/A,,315.956
47,N/A,,316.783
48,N/A,,317.567
49,N/A,,318.269
50,N/A,5.347519291,319.214
51,N/A,,319.984
52,N/A,,320.795
53,N/A,,321.561
54,N/A,,322.492
55,N/A,4.953126623,323.304
56,N/A,,324.157
57,N/A,,325.079
58,N/A,,325.995
59,N/A,,326.877
60,N/A,3.031988445,327.664
61,N/A,,328.742
62,N/A,,329.59
63,N/A,,330.452
64,N/A,,331.381
65,N/A,1.892650481,332.4
66,N/A,,333.331
67,N/A,,334.21
68,N/A,,335.17
69,N/A,,336.208
70,N/A,0.579029078,337.085
71,N/A,,337.986
72,N/A,,339.048
73,N/A,,340.011
74,N/A,,340.936
75,N/A,0.161109796,342.024
76,N/A,,342.927
77,N/A,,343.844
78,N/A,,344.907
79,N/A,,345.87
80,N/A,5.24450882,346.768
81,N/A,,347.821
82,N/A,,348.809
83,N/A,,349.663
84,N/A,,350.594
85,N/A,6.320580792,351.677
86,N/A,,352.561
87,N/A,,353.546
88,N/A,,354.541
89,N/A,,355.436
90,N/A,5.079623519,356.372
91,N/A,,357.225
92,N/A,,358.251
93,N/A,,359.195
94,N/A,,360.184
95,N/A,2.362524322,361.078
96,N/A,,361.971
97,N/A,,362.801
98,N/A,,363.874
99,N/A,,364.634
100,N/A,0.220040759,365.504
101,N/A,,366.538
102,N/A,,367.317
103,N/A,,368.128
104,N/A,,368.941
105,N/A,-0.469644216,369.841
106,N/A,,370.662
107,N/A,,371.384
108,N/A,,372.157
109,N/A,,373.036
110,N/A,14.98389311,373.724
111,N/A,,374.529
112,N/A,,375.026
113,N/A,,375.557
114,N/A,,376.036
115,N/A,88.76361582,376.267
116,N/A,,376.379
117,N/A,,376.395
118,N/A,,376.546
119,N/A,,376.851
120,N/A,217.5978293,377.264
121,N/A,,377.846
122,N/A,,378.288
123,N/A,,378.859
124,N/A,,379.43
125,N/A,314.6845505,380.017
126,N/A,,380.796
127,N/A,,381.391
128,N/A,,381.996
129,N/A,,382.744
130,N/A,355.0074302,383.615
131,N/A,,384.659
132,N/A,,385.807
133,N/A,,387.341
134,N/A,,388.54
135,N/A,365.6263456,389.999
136,N/A,,391.179
137,N/A,,392.293
138,N/A,,393.422
139,N/A,,394.759
140,N/A,380.7170741,395.81
141,N/A,,397.066
142,N/A,,398.134
143,N/A,,399.151
144,N/A,,400.222
145,N/A,388.2246537,401.191
146,N/A,,402.394
147,N/A,,403.438
148,N/A,,404.358
149,N/A,,405.503
