Time,Mass,HRR,Back Surface Temperature
[s],[g],[kW/m2],[K]
0,N/A,-0.127446413,303.042
1,N/A,,303.057
2,N/A,,303.103
3,N/A,,303.144
4,N/A,,303.146
5,N/A,-0.300916869,303.195
6,N/A,,303.205
7,N/A,,303.255
8,N/A,,303.326
9,N/A,,303.323
10,N/A,0.497068406,303.381
11,N/A,,303.445
12,N/A,,303.469
13,N/A,,303.547
14,N/A,,303.578
15,N/A,-0.38585787,303.614
16,N/A,,303.729
17,N/A,,303.762
18,N/A,,303.843
19,N/A,,303.977
20,N/A,6.278122927,304.046
21,N/A,,304.193
22,N/A,,304.339
23,N/A,,304.503
24,N/A,,304.654
25,N/A,6.875388087,304.908
26,N/A,,305.036
27,N/A,,305.067
28,N/A,,305.55
29,N/A,,305.802
30,N/A,6.654738782,306.149
31,N/A,,306.486
32,N/A,,306.817
33,N/A,,307.198
34,N/A,,307.619
35,N/A,4.232534996,307.991
36,N/A,,308.435
37,N/A,,308.932
38,N/A,,309.398
39,N/A,,309.895
40,N/A,1.429176884,310.389
41,N/A,,310.943
42,N/A,,311.559
43,N/A,,312.066
44,N/A,,312.634
45,N/A,-0.221599165,313.312
46,N/A,,314.04
47,N/A,,314.586
48,N/A,,315.42
49,N/A,,316.1
50,N/A,1.931913164,316.846
51,N/A,,317.401
52,N/A,,318.155
53,N/A,,318.977
54,N/A,,319.607
55,N/A,5.101823755,320.433
56,N/A,,321.158
57,N/A,,322.019
58,N/A,,322.755
59,N/A,,323.393
60,N/A,6.231192206,324.39
61,N/A,,325.212
62,N/A,,326.071
63,N/A,,326.858
64,N/A,,327.694
65,N/A,5.17743226,328.665
66,N/A,,329.405
67,N/A,,330.137
68,N/A,,331.073
69,N/A,,332.068
70,N/A,4.543210866,332.816
71,N/A,,333.705
72,N/A,,334.655
73,N/A,,335.618
74,N/A,,336.313
75,N/A,2.312490713,337.249
76,N/A,,338.175
77,N/A,,338.96
78,N/A,,339.835
79,N/A,,340.873
80,N/A,2.508054808,341.718
81,N/A,,342.506
82,N/A,,343.402
83,N/A,,344.354
84,N/A,,345.274
85,N/A,6.682228368,346.322
86,N/A,,347.045
87,N/A,,347.875
88,N/A,,348.726
89,N/A,,349.588
90,N/A,9.84677899,350.511
91,N/A,,351.389
92,N/A,,352.203
93,N/A,,353.161
94,N/A,,354.023
95,N/A,11.92843987,355.133
96,N/A,,355.935
97,N/A,,356.55
98,N/A,,357.419
