Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,303.167,4.9303,-0.0072
1,303.167,4.9304,-0.0071
2,303.167,4.9304,-0.0071
3,303.1675,4.9307,-0.0072
4,303.1693,4.9309,-0.0073
5,303.1717,4.9306,-0.0072
6,303.17,4.9318,-0.0072
7,303.17,4.9306,-0.0073
8,303.1707,4.9314,-0.0072
9,303.1715,4.9319,-0.0071
10,303.1713,4.9317,-0.0072
11,303.1702,4.9315,-0.0072
12,303.171,4.9318,-0.0073
13,303.1727,4.9315,-0.0072
14,303.1717,4.9317,-0.0071
15,303.1725,4.9317,-0.0071
16,303.174,4.9316,-0.0072
17,303.1743,4.9319,-0.0072
18,303.176,4.9319,-0.0073
19,303.1752,4.9319,-0.0072
20,303.175,4.9319,-0.0072
21,303.175,4.9319,-0.0072
22,303.1747,4.9319,-0.007
23,303.175,4.9319,-0.007
24,303.18,4.9319,-0.0072
25,303.18,4.9321,-0.0072
26,303.1807,4.932,-0.0072
27,303.18,4.9319,-0.0071
28,303.1797,4.9319,-0.0071
29,303.1813,4.9319,-0.0071
30,303.183,4.9319,-0.0072
31,303.1838,4.9319,-0.0072
32,303.1833,4.9319,-0.0072
33,303.1835,4.9319,-0.0071
34,303.1843,4.9319,-0.0071
35,303.1852,4.9317,-0.0072
36,303.186,4.9312,-0.007
37,303.1827,4.9317,-0.007
38,303.184,4.9319,-0.0069
39,303.1855,4.9322,-0.0069
40,303.1867,4.9323,-0.0069
41,303.1878,4.9319,-0.007
42,303.187,4.9319,-0.0072
43,303.1862,4.933,-0.0072
44,303.188,4.9323,-0.0071
45,303.19,4.9325,-0.007
46,303.191,4.9331,-0.007
47,303.191,4.9327,-0.007
48,303.191,4.9319,-0.007
49,303.1918,4.933,-0.0071
50,303.1907,4.9323,-0.007
51,303.19,4.9325,-0.0068
52,303.19,4.9332,-0.0068
53,303.19,4.9331,-0.007
54,303.19,4.9329,-0.0066
55,303.195,4.9331,-0.0069
56,303.194,4.9323,-0.007
57,303.1935,4.9325,-0.007
58,303.1933,4.9331,-0.0069
59,303.1925,4.9327,-0.0068
60,303.195,4.9319,-0.0067
61,303.1958,4.9327,-0.0067
62,303.196,4.9331,-0.0068
63,303.197,4.9325,-0.0067
64,303.1967,4.9323,-0.0066
65,303.1943,4.9332,-0.0067
