Time (s),Mass (g),TC back 1 (K),TC back 2 (K),TC back 3 (K)
306,98.56,379.55,375.05,381.65
307,98.53,379.55,375.25,381.65
308,98.49,379.65,375.45,381.75
309,98.44,379.65,375.55,381.75
310,98.30,379.75,375.75,381.85
311,98.26,379.75,375.95,381.95
312,98.29,379.85,376.05,381.95
313,98.25,379.85,376.15,382.05
314,98.17,379.95,376.35,382.05
315,98.13,379.95,376.35,382.15
316,98.07,380.05,376.55,382.15
317,98.03,380.05,376.55,382.25
318,97.93,380.05,376.65,382.25
319,97.82,380.15,376.75,382.35
320,97.70,380.15,376.85,382.45
321,97.69,380.25,376.95,382.45
322,97.73,380.25,377.05,382.55
323,97.68,380.35,377.15,382.65
324,97.59,380.35,377.15,382.65
325,97.55,380.55,377.25,382.65
326,97.49,380.85,377.35,382.75
327,97.49,380.95,377.35,382.75
328,97.42,381.15,377.45,382.85
329,97.34,381.25,377.55,382.95
330,97.30,381.35,377.55,382.95
331,97.27,381.35,377.65,383.05
332,97.16,381.45,377.65,383.05
333,97.03,381.45,377.75,383.15
334,96.93,381.55,377.75,383.15
335,96.84,381.65,377.85,383.25
336,96.81,381.65,377.85,383.25
337,96.80,381.75,377.85,383.35
338,96.76,381.75,377.95,383.35
339,96.73,381.85,377.95,383.35
340,96.68,381.85,378.05,383.45
341,96.67,381.95,378.05,383.45
342,96.61,381.95,378.05,383.45
343,96.56,381.95,378.05,383.55
344,96.54,382.05,378.15,383.55
345,96.56,382.05,378.15,383.65
346,96.54,382.15,378.15,383.65
347,96.47,382.15,378.25,383.75
348,96.38,382.25,378.25,383.75
349,96.31,382.25,378.25,383.85
350,96.29,382.25,378.25,383.85
351,96.27,382.35,378.25,383.85
352,96.26,382.35,378.25,383.95
353,96.31,382.45,378.25,383.95
354,96.25,382.45,378.35,384.05
355,96.16,382.45,378.35,384.05
356,96.12,382.55,378.35,384.15
357,96.07,382.55,378.35,384.15
358,95.91,382.55,378.45,384.25
359,95.84,382.65,378.45,384.25
360,95.87,382.65,378.45,384.25
361,95.84,382.65,378.55,384.35
362,95.78,382.75,378.55,384.35
363,95.74,382.75,378.55,384.35
364,95.67,382.85,378.55,384.45
365,95.65,382.85,378.65,384.55
366,95.69,382.85,378.65,384.55
367,95.67,382.85,378.65,384.55
368,95.60,382.95,378.65,384.65
369,95.55,382.95,378.75,384.65
370,95.52,383.05,378.75,384.65
371,95.48,383.05,378.75,384.75
372,95.47,383.05,378.75,384.75
373,95.41,383.15,378.75,384.85
374,95.34,383.15,378.75,384.95
375,95.25,383.15,378.85,384.95
376,95.21,383.25,378.85,385.05
377,95.23,383.25,378.85,385.05
378,95.24,383.25,378.85,385.05
379,95.21,383.35,378.95,385.15
380,95.21,383.35,378.95,385.15
381,95.13,383.35,378.95,385.25
382,95.10,383.45,378.95,385.25
383,95.01,383.45,378.95,385.35
384,94.90,383.45,379.05,385.35
385,94.81,383.55,379.05,385.45
386,94.76,383.55,379.05,385.45
387,94.72,383.55,379.15,385.45
388,94.72,383.65,379.15,385.55
389,94.68,383.65,379.15,385.65
390,94.59,383.65,379.15,385.65
391,94.51,383.75,379.15,385.65
392,94.49,383.75,379.15,385.75
393,94.52,383.75,379.15,385.75
394,94.47,383.75,379.25,385.85
395,94.47,383.85,379.25,385.85
396,94.44,383.85,379.25,385.85
397,94.41,383.95,379.25,385.95
398,94.32,383.95,379.25,385.95
399,94.24,383.95,379.35,385.95
400,94.25,384.05,379.35,386.05
401,94.22,384.05,379.35,386.05
402,94.18,384.05,379.35,386.05
403,94.10,384.15,379.45,386.15
404,94.00,384.15,379.45,386.25
405,93.94,384.25,379.45,386.25
406,93.92,384.25,379.45,386.25
407,93.98,384.25,379.45,386.35
408,94.05,384.25,379.55,386.35
409,94.02,384.35,379.55,386.45
410,93.91,384.35,379.55,386.45
411,93.90,384.35,379.55,386.55
412,93.90,384.45,379.65,386.55
413,93.91,384.45,379.65,386.55
414,93.84,384.45,379.65,386.65
415,93.72,384.55,379.65,386.65
416,93.60,384.55,379.65,386.75
417,93.50,384.55,379.65,386.75
418,93.52,384.55,379.65,386.75
419,93.57,384.65,379.75,386.85
420,93.51,384.65,379.75,386.85
421,93.51,384.75,379.75,386.95
422,93.47,384.75,379.85,387.05
423,93.46,384.75,379.85,387.05
424,93.44,384.85,379.85,387.15
425,93.38,384.85,379.85,387.15
426,93.26,384.85,379.85,387.15
427,93.23,384.95,379.95,387.25
428,93.26,384.95,379.95,387.25
429,93.21,384.95,379.95,387.35
430,93.16,385.05,379.95,387.35
431,93.09,385.05,379.95,387.45
432,93.07,385.05,379.95,387.45
433,93.00,385.15,380.05,387.55
434,92.89,385.15,380.05,387.55
435,92.86,385.15,380.05,387.65
436,92.85,385.15,380.05,387.65
437,92.84,385.15,380.05,387.75
438,92.80,385.25,380.05,387.75
439,92.76,385.25,380.05,387.75
440,92.74,385.25,380.15,387.85
441,92.69,385.35,380.15,387.85
442,92.60,385.35,380.15,387.85
443,92.51,385.35,380.15,387.95
444,92.49,385.45,380.15,387.95
445,92.55,385.45,380.25,388.05
446,92.61,385.45,380.25,388.05
447,92.54,385.55,380.25,388.15
448,92.44,385.55,380.25,388.15
449,92.35,385.65,380.25,388.25
450,92.31,385.65,380.35,388.25
451,92.35,385.65,380.35,388.35
452,92.33,385.75,380.35,388.35
453,92.22,385.75,380.35,388.45
454,92.13,385.75,380.45,388.45
455,92.10,385.85,380.45,388.55
456,92.05,385.85,380.45,388.55
457,92.01,385.85,380.55,388.55
458,91.99,385.95,380.55,388.65
459,91.93,385.95,380.55,388.65
460,91.88,386.05,380.55,388.75
461,91.93,386.05,380.55,388.85
462,91.94,386.05,380.65,388.85
463,91.83,386.15,380.65,388.95
464,91.74,386.15,380.65,388.95
465,91.76,386.15,380.65,388.95
466,91.78,386.15,380.65,389.05
467,91.71,386.25,380.75,389.15
468,91.67,386.25,380.75,389.15
469,91.64,386.25,380.75,389.15
470,91.59,386.35,380.75,389.25
471,91.50,386.35,380.75,389.25
472,91.45,386.35,380.85,389.35
473,91.44,386.45,380.85,389.45
474,91.43,386.45,380.85,389.45
475,91.42,386.45,380.85,389.55
476,91.40,386.55,380.85,389.55
477,91.37,386.55,380.85,389.55
478,91.29,386.65,380.95,389.65
479,91.26,386.65,380.95,389.75
480,91.27,386.65,380.95,389.75
481,91.23,386.75,380.95,389.85
482,91.14,386.75,381.05,389.85
483,91.10,386.85,381.05,389.95
484,91.02,386.85,381.05,389.95
485,90.97,386.85,381.15,390.05
486,90.98,386.85,381.15,390.05
487,90.98,386.95,381.15,390.15
488,90.95,386.95,381.15,390.25
489,90.86,386.95,381.15,390.25
490,90.80,387.05,381.15,390.35
491,90.82,387.05,381.25,390.35
492,90.79,387.15,381.25,390.45
493,90.76,387.15,381.25,390.45
494,90.78,387.25,381.35,390.65
495,90.71,387.25,381.35,390.65
496,90.67,387.25,381.35,390.75
497,90.59,387.35,381.35,390.85
498,90.55,387.35,381.35,390.85
499,90.51,387.35,381.35,390.95
500,90.50,387.45,381.45,391.05
501,90.52,387.45,381.45,391.05
502,90.47,387.55,381.45,391.05
503,90.40,387.55,381.55,391.15
504,90.26,387.65,381.55,391.15
505,90.19,387.65,381.55,391.25
506,90.19,387.65,381.55,391.35
507,90.22,387.75,381.55,391.35
508,90.22,387.75,381.65,391.45
509,90.18,387.75,381.65,391.55
510,90.12,387.75,381.65,391.55
511,90.00,387.85,381.75,391.65
512,90.00,387.95,381.75,391.65
513,90.01,387.95,381.75,391.75
514,89.99,387.95,381.75,391.85
515,89.88,388.05,381.75,391.95
516,89.77,388.05,381.75,391.95
517,89.77,388.15,381.85,392.05
518,89.80,388.15,381.85,392.05
519,89.76,388.25,381.85,392.15
520,89.72,388.25,381.85,392.25
521,89.70,388.35,381.85,392.25
522,89.65,388.35,381.85,392.35
523,89.64,388.35,381.85,392.35
524,89.58,388.45,381.95,392.45
525,89.51,388.45,381.95,392.55
526,89.58,388.55,381.95,392.65
527,89.64,388.55,382.05,392.75
528,89.57,388.55,382.05,392.85
529,89.41,388.65,382.15,392.85
530,89.32,388.65,382.15,392.95
531,89.31,388.75,382.15,393.05
532,89.32,388.75,382.15,393.15
533,89.34,388.85,382.25,393.25
534,89.31,388.85,382.25,393.35
535,89.25,388.85,382.25,393.35
536,89.15,388.95,382.25,393.45
537,89.13,388.95,382.25,393.55
538,89.16,389.05,382.35,393.65
539,89.12,389.05,382.35,393.75
540,89.05,389.05,382.35,393.75
541,89.03,389.15,382.45,393.85
542,89.02,389.25,382.45,393.95
543,88.93,389.25,382.45,393.95
544,88.92,389.35,382.45,394.15
545,88.89,389.35,382.55,394.25
546,88.87,389.45,382.55,394.25
547,88.83,389.45,382.55,394.35
548,88.70,389.45,382.65,394.45
549,88.64,389.55,382.65,394.55
550,88.66,389.65,382.65,394.55
551,88.69,389.65,382.65,394.65
552,88.73,389.65,382.75,394.75
553,88.68,389.75,382.75,394.85
554,88.61,389.75,382.75,394.95
555,88.57,389.85,382.85,395.05
556,88.55,389.85,382.85,395.15
557,88.55,389.95,382.85,395.25
558,88.50,389.95,382.85,395.35
559,88.48,390.05,382.85,395.45
560,88.46,390.15,382.95,395.55
561,88.38,390.15,382.95,395.55
562,88.30,390.15,383.05,395.75
563,88.30,390.25,383.05,395.85
564,88.28,390.35,383.05,395.85
565,88.29,390.35,383.05,396.05
566,88.25,390.45,383.15,396.15
567,88.15,390.55,383.25,396.25
568,88.15,390.55,383.25,396.35
569,88.12,390.65,383.25,396.45
570,88.00,390.65,383.25,396.55
571,87.89,390.75,383.35,396.65
572,87.89,390.85,383.35,396.85
573,87.86,390.85,383.35,396.85
574,87.88,390.95,383.45,397.05
575,87.90,391.05,383.45,397.15
576,87.83,391.05,383.45,397.15
577,87.76,391.15,383.45,397.25
578,87.76,391.15,383.55,397.45
579,87.67,391.25,383.55,397.55
580,87.63,391.35,383.65,397.65
581,87.67,391.35,383.65,397.75
582,87.74,391.45,383.65,397.85
583,87.72,391.55,383.75,398.05
584,87.69,391.55,383.75,398.15
585,87.59,391.65,383.75,398.15
586,87.47,391.75,383.85,398.35
587,87.43,391.75,383.85,398.55
588,87.44,391.85,383.85,398.55
589,87.47,391.95,383.95,398.75
590,87.42,392.05,383.95,398.85
591,87.33,392.05,384.05,398.95
592,87.24,392.15,384.05,399.15
593,87.28,392.25,384.15,399.25
594,87.29,392.25,384.15,399.35
595,87.33,392.35,384.15,399.55
596,87.29,392.45,384.25,399.75
597,87.22,392.55,384.25,399.75
598,87.22,392.55,384.35,399.95
599,87.23,392.65,384.35,400.15
600,87.16,392.75,384.35,400.25
601,87.06,392.85,384.45,400.45
602,87.02,392.85,384.45,400.55
603,86.91,392.95,384.55,400.65
604,86.91,393.05,384.55,400.85
605,86.86,393.15,384.65,401.05
606,86.85,393.15,384.65,401.05
607,86.89,393.25,384.75,401.25
608,86.87,393.35,384.75,401.45
609,86.79,393.45,384.75,401.55
610,86.72,393.55,384.85,401.65
611,86.69,393.65,384.95,401.85
612,86.71,393.75,384.95,401.95
613,86.75,393.75,384.95,402.15
614,86.75,393.95,385.05,402.25
615,86.65,393.95,385.05,402.35
616,86.51,394.05,385.15,402.55
617,86.54,394.15,385.15,402.75
618,86.62,394.25,385.15,402.85
619,86.65,394.35,385.25,403.05
620,86.58,394.45,385.25,403.25
621,86.56,394.55,385.35,403.35
622,86.52,394.65,385.35,403.55
623,86.37,394.75,385.45,403.75
624,86.31,394.85,385.45,403.85
625,86.33,394.95,385.55,404.05
626,86.41,395.05,385.65,404.25
627,86.39,395.15,385.65,404.35
628,86.27,395.25,385.75,404.55
629,86.16,395.35,385.75,404.75
630,86.10,395.45,385.85,404.85
631,86.14,395.45,385.85,405.15
632,86.13,395.65,385.95,405.25
633,86.08,395.65,385.95,405.45
634,86.07,395.85,386.05,405.65
635,86.04,395.95,386.05,405.85
636,86.01,396.05,386.15,405.95
637,85.99,396.15,386.25,406.15
638,85.93,396.35,386.25,406.35
639,85.93,396.35,386.35,406.45
640,85.98,396.45,386.45,406.75
641,86.00,396.65,386.45,406.95
642,85.94,396.75,386.45,407.15
643,85.81,396.85,386.55,407.35
644,85.75,397.05,386.65,407.65
645,85.76,397.15,386.75,407.75
646,85.77,397.25,386.75,407.95
647,85.62,397.45,386.85,408.25
648,85.62,397.45,386.85,408.45
649,85.70,397.65,386.95,408.65
650,85.75,397.75,387.05,408.95
651,85.72,397.85,387.05,409.05
652,85.60,398.05,387.15,409.25
653,85.56,398.15,387.25,409.55
654,85.54,398.25,387.25,409.65
655,85.52,398.35,387.35,409.95
656,85.41,398.55,387.45,410.25
657,85.37,398.65,387.45,410.35
658,85.40,398.75,387.55,410.55
659,85.35,398.95,387.65,410.85
660,85.30,399.05,387.75,410.95
661,85.28,399.15,387.75,411.25
662,85.25,399.35,387.85,411.45
663,85.25,399.45,387.95,411.65
664,85.24,399.65,388.05,411.95
665,85.16,399.75,388.05,412.15
666,85.15,399.85,388.15,412.35
667,85.14,400.05,388.25,412.55
668,85.10,400.25,388.35,412.85
669,85.01,400.35,388.45,412.95
670,84.99,400.45,388.55,413.25
671,84.98,400.65,388.55,413.55
672,84.89,400.75,388.65,413.65
673,84.88,400.95,388.75,413.95
674,84.89,401.15,388.85,414.25
675,84.85,401.15,388.85,414.35
676,84.77,401.35,388.95,414.65
677,84.76,401.55,389.05,414.95
678,84.76,401.65,389.15,415.15
679,84.69,401.85,389.25,415.45
680,84.69,402.05,389.35,415.65
681,84.69,402.15,389.35,415.85
682,84.60,402.25,389.45,416.15
683,84.59,402.45,389.55,416.45
684,84.60,402.55,389.65,416.55
685,84.58,402.75,389.75,416.85
686,84.54,402.95,389.85,417.15
687,84.48,403.15,389.95,417.25
688,84.43,403.35,390.05,417.55
689,84.40,403.55,390.15,417.85
690,84.43,403.65,390.25,418.05
691,84.41,403.85,390.35,418.35
692,84.33,404.05,390.45,418.65
693,84.27,404.15,390.55,418.85
694,84.33,404.35,390.65,419.15
695,84.34,404.55,390.85,419.45
696,84.30,404.65,390.85,419.65
697,84.30,404.85,390.95,419.95
698,84.20,405.05,391.05,420.25
699,84.11,405.15,391.15,420.45
700,84.01,405.45,391.25,420.75
701,84.00,405.65,391.35,421.05
702,83.99,405.75,391.45,421.25
703,83.93,405.95,391.55,421.55
704,83.91,406.15,391.65,421.85
705,83.89,406.25,391.75,422.05
706,83.81,406.55,391.95,422.35
707,83.80,406.75,392.05,422.75
708,83.79,406.85,392.15,422.85
709,83.74,407.05,392.25,423.25
710,83.73,407.35,392.35,423.65
711,83.68,407.45,392.45,423.75
712,83.62,407.65,392.55,424.15
713,83.53,407.95,392.75,424.45
714,83.54,408.05,392.85,424.65
715,83.54,408.35,392.95,424.95
716,83.46,408.55,393.05,425.35
717,83.43,408.65,393.15,425.45
718,83.37,408.95,393.35,425.85
719,83.39,409.15,393.55,426.15
720,83.36,409.25,393.55,426.25
721,83.31,409.55,393.75,426.65
722,83.33,409.75,393.85,427.05
723,83.28,409.95,393.95,427.15
724,83.23,410.15,394.15,427.55
725,83.28,410.35,394.25,427.85
726,83.27,410.55,394.35,428.05
727,83.19,410.75,394.55,428.45
728,83.13,410.95,394.65,428.75
729,83.09,411.15,394.75,428.95
730,83.05,411.45,394.95,429.35
731,83.05,411.65,395.15,429.65
732,83.03,411.75,395.15,429.85
733,82.96,412.05,395.35,430.15
734,82.90,412.25,395.45,430.45
735,82.95,412.45,395.55,430.65
736,82.86,412.65,395.75,431.05
737,82.79,412.95,395.95,431.35
738,82.80,413.05,396.05,431.55
739,82.75,413.35,396.25,431.85
740,82.62,413.55,396.45,432.25
741,82.61,413.75,396.55,432.35
742,82.68,413.95,396.75,432.75
743,82.67,414.25,396.85,433.15
744,82.58,414.35,396.95,433.25
745,82.51,414.65,397.15,433.65
746,82.52,414.95,397.35,433.95
747,82.49,415.05,397.45,434.15
748,82.52,415.35,397.65,434.45
749,82.55,415.55,397.85,434.85
750,82.57,415.75,397.95,435.05
751,82.52,415.95,398.05,435.35
752,82.44,416.25,398.35,435.75
753,82.37,416.35,398.45,435.85
754,82.34,416.65,398.65,436.25
755,82.35,416.95,398.85,436.65
756,82.28,417.05,398.85,436.75
757,82.19,417.35,399.05,437.15
758,82.25,417.65,399.35,437.45
759,82.29,417.75,399.45,437.65
760,82.18,418.05,399.55,438.05
761,82.13,418.35,399.85,438.35
762,82.10,418.45,399.95,438.55
763,82.11,418.75,400.15,438.85
764,82.09,419.05,400.35,439.25
765,81.97,419.15,400.45,439.45
766,81.89,419.45,400.65,439.75
767,81.87,419.75,400.85,440.15
768,81.87,419.95,401.05,440.25
769,81.85,420.25,401.25,440.65
770,81.86,420.45,401.45,440.95
771,81.79,420.65,401.55,441.15
772,81.77,420.95,401.75,441.55
