Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,303.151,4.9516,0.004
1,303.1518,4.9516,0.0042
2,303.1507,4.9525,0.0042
3,303.1505,4.9529,0.0043
4,303.151,4.9527,0.0043
5,303.151,4.9524,0.0042
6,303.151,4.9529,0.0041
7,303.1518,4.9529,0.004
8,303.1513,4.9527,0.0039
9,303.1515,4.9528,0.0038
10,303.1517,4.9527,0.0039
11,303.1515,4.9523,0.0041
12,303.154,4.9529,0.0042
13,303.1523,4.9527,0.004
14,303.152,4.9528,0.0041
15,303.152,4.9529,0.0041
16,303.152,4.9525,0.004
17,303.1523,4.9518,0.0039
18,303.154,4.9526,0.004
19,303.1532,4.9523,0.004
20,303.153,4.9518,0.0041
21,303.152,4.9523,0.0042
22,303.1513,4.9525,0.0043
23,303.1523,4.9516,0.0044
24,303.154,4.9516,0.0042
25,303.154,4.9516,0.0041
26,303.1533,4.9516,0.004
27,303.1535,4.9516,0.004
28,303.1553,4.9517,0.004
29,303.1575,4.9521,0.004
30,303.155,4.953,0.0041
31,303.1558,4.953,0.004
32,303.1553,4.953,0.004
33,303.155,4.953,0.0039
34,303.1547,4.953,0.004
35,303.1545,4.9528,0.0041
36,303.157,4.9516,0.0041
37,303.1578,4.9527,0.0039
38,303.1573,4.9525,0.0039
39,303.1575,4.9527,0.004
40,303.1577,4.9531,0.004
41,303.1572,4.9531,0.0039
42,303.158,4.953,0.0037
43,303.158,4.953,0.0037
44,303.158,4.9535,0.0038
45,303.159,4.9534,0.0039
46,303.1607,4.953,0.0039
47,303.1615,4.953,0.004
48,303.159,4.953,0.0039
49,303.159,4.953,0.0039
50,303.1617,4.9535,0.0039
51,303.162,4.9533,0.004
52,303.161,4.9534,0.004
53,303.1615,4.9542,0.004
54,303.164,4.9539,0.0038
55,303.1632,4.9531,0.0037
56,303.1623,4.9536,0.0037
57,303.163,4.9541,0.0037
58,303.164,4.9545,0.0037
59,303.164,4.955,0.0038
60,303.164,4.9553,0.0038
61,303.164,4.9552,0.0038
62,303.164,4.9554,0.0037
63,303.164,4.9548,0.0037
64,303.164,4.9544,0.0036
65,303.1643,4.9549,0.0036
66,303.166,4.9552,0.0039
67,303.1677,4.9543,0.0039
68,303.1667,4.9551,0.0038
69,303.165,4.9548,0.0038
70,303.164,4.9545,0.0039
71,303.1642,4.9552,0.0039
72,303.165,4.9541,0.0037
73,303.1667,4.9541,0.0035
74,303.1677,4.9541,0.0034
75,303.1685,4.9541,0.0034
76,303.1687,4.9541,0.0035
77,303.1682,4.9538,0.0036
78,303.169,4.9527,0.0037
79,303.1682,4.9527,0.0035
80,303.1687,4.9527,0.0034
81,303.1695,4.9534,0.0034
82,303.17,4.9541,0.0034
83,303.1703,4.9538,0.0034
84,303.172,4.9527,0.0035
85,303.1712,4.9527,0.0034
86,303.1723,4.9536,0.0035
87,303.173,4.9534,0.0036
88,303.1727,4.9527,0.0037
89,303.1717,4.9526,0.0038
90,303.17,4.9517,0.0036
91,303.1708,4.9526,0.0034
92,303.1717,4.9527,0.0034
93,303.1705,4.9527,0.0036
94,303.1697,4.9523,0.0037
95,303.1718,4.9515,0.0036
96,303.176,4.9521,0.0035
97,303.1735,4.9526,0.0035
98,303.173,4.9518,0.0035
99,303.173,4.952,0.0034
100,303.173,4.9527,0.0034
101,303.173,4.9525,0.0035
102,303.173,4.9517,0.0034
103,303.1722,4.9523,0.0034
104,303.1727,4.9522,0.0035
105,303.174,4.952,0.0035
106,303.1747,4.9521,0.0035
107,303.1735,4.9526,0.0034
108,303.171,4.9529,0.0034
109,303.1727,4.9529,0.0036
110,303.1743,4.9538,0.0036
111,303.1755,4.9538,0.0035
112,303.1757,4.9536,0.0035
113,303.1745,4.9544,0.0035
114,303.172,4.9544,0.0036
115,303.1745,4.9544,0.0035
116,303.1743,4.9544,0.0035
117,303.1735,4.9542,0.0035
118,303.1727,4.9537,0.0034
119,303.172,4.9531,0.0034
120,303.172,4.9534,0.0035
121,303.1728,4.9542,0.0033
122,303.1743,4.9537,0.0031
123,303.174,4.9532,0.0033
124,303.1727,4.9535,0.0034
125,303.1727,4.9542,0.0034
126,303.176,4.9534,0.0034
127,303.1735,4.9531,0.0032
128,303.1723,4.9535,0.0031
129,303.1735,4.9534,0.0031
130,303.1743,4.953,0.0032
131,303.1728,4.953,0.0032
132,303.172,4.953,0.0032
133,303.1728,4.953,0.0031
134,303.173,4.954,0.0031
135,303.1725,4.9547,0.0033
136,303.1717,4.9548,0.0034
137,303.1712,4.9547,0.0035
138,303.172,4.9547,0.0035
139,303.1728,4.9547,0.0034
140,303.1737,4.9545,0.0034
141,303.173,4.9544,0.0034
142,303.1707,4.9544,0.0034
143,303.1688,4.9543,0.0033
144,303.173,4.9537,0.0032
145,303.173,4.9532,0.0032
146,303.173,4.953,0.0033
147,303.1715,4.953,0.0033
148,303.17,4.9532,0.0033
149,303.1702,4.9534,0.0031
150,303.171,4.9534,0.0031
151,303.1718,4.9531,0.0032
152,303.1707,4.9533,0.0033
153,303.1695,4.9535,0.0033
154,303.169,4.9535,0.0032
155,303.169,4.9535,0.0032
156,303.169,4.9535,0.0032
157,303.1673,4.9535,0.0031
158,303.1677,4.9542,0.0031
159,303.168,4.954,0.0032
160,303.1677,4.9535,0.0033
161,303.1677,4.9537,0.0033
162,303.171,4.9548,0.0033
163,303.1677,4.954,0.0031
164,303.1677,4.9536,0.0031
165,303.1685,4.9535,0.0032
166,303.1683,4.9537,0.0033
167,303.1673,4.9541,0.0033
168,303.169,4.9535,0.0033
169,303.169,4.9535,0.0032
170,303.1683,4.953,0.0032
171,303.1675,4.9532,0.0032
172,303.1667,4.9535,0.0032
173,303.1658,4.9536,0.0031
174,303.165,4.9538,0.0031
175,303.1675,4.9536,0.003
176,303.168,4.9535,0.003
177,303.167,4.9532,0.0031
178,303.167,4.9531,0.0031
179,303.1685,4.9538,0.003
180,303.166,4.9546,0.003
181,303.1668,4.9549,0.003
182,303.1683,4.9543,0.003
183,303.167,4.9544,0.003
184,303.1653,4.9549,0.0029
185,303.166,4.9548,0.0029
186,303.166,4.9543,0.0029
187,303.1652,4.9548,0.003
188,303.1657,4.9549,0.003
189,303.167,4.9548,0.003
190,303.1663,4.9547,0.003
191,303.1632,4.955,0.003
192,303.164,4.955,0.003
193,303.1657,4.9547,0.0031
194,303.166,4.9548,0.003
195,303.1655,4.9549,0.003
196,303.165,4.9549,0.003
197,303.1653,4.9549,0.003
198,303.167,4.9549,0.0028
199,303.1653,4.9549,0.0028
200,303.1657,4.9549,0.0029
201,303.1655,4.9549,0.0029
202,303.1647,4.9553,0.0028
203,303.164,4.9558,0.0027
204,303.164,4.9549,0.0027
205,303.1632,4.9552,0.0027
206,303.1623,4.9551,0.0027
207,303.1615,4.9549,0.0028
208,303.162,4.9549,0.0029
209,303.164,4.9549,0.003
210,303.164,4.9549,0.0031
211,303.1607,4.9558,0.0032
212,303.1607,4.9553,0.0032
213,303.1615,4.9553,0.0032
214,303.1613,4.9557,0.0031
215,303.1605,4.9558,0.003
216,303.163,4.955,0.003
217,303.1622,4.955,0.0029
218,303.1647,4.9559,0.003
219,303.1635,4.9563,0.003
220,303.162,4.956,0.003
221,303.1638,4.9552,0.003
222,303.163,4.955,0.0031
223,303.1647,4.9561,0.0029
224,303.163,4.9554,0.0029
225,303.1605,4.9556,0.0029
226,303.1593,4.9563,0.0031
227,303.1602,4.9563,0.0031
228,303.161,4.9563,0.0031
229,303.1593,4.9552,0.0032
230,303.1583,4.9549,0.0032
231,303.1595,4.9551,0.0032
232,303.161,4.9552,0.0031
233,303.161,4.9549,0.0029
234,303.161,4.9549,0.0029
235,303.161,4.9558,0.0029
236,303.1617,4.956,0.003
237,303.1605,4.9555,0.0031
238,303.159,4.9549,0.0031
239,303.1588,4.9548,0.0031
240,303.158,4.9543,0.0029
241,303.1588,4.9548,0.0029
242,303.1603,4.9549,0.0028
243,303.16,4.9549,0.0028
244,303.159,4.955,0.0028
245,303.1592,4.955,0.0028
246,303.16,4.955,0.0028
247,303.1608,4.955,0.0028
248,303.1583,4.9552,0.0029
249,303.158,4.9551,0.003
250,303.1587,4.955,0.0029
251,303.1582,4.9552,0.0029
252,303.159,4.9563,0.003
253,303.1607,4.9563,0.003
254,303.1603,4.9563,0.0029
255,303.1595,4.9556,0.0029
256,303.1597,4.9549,0.003
257,303.1605,4.9549,0.0032
258,303.158,4.9546,0.003
259,303.1588,4.9549,0.0029
260,303.1583,4.9549,0.0029
261,303.158,4.9556,0.0028
262,303.1583,4.9563,0.0029
263,303.159,4.9561,0.0031
264,303.159,4.9549,0.0031
265,303.1615,4.9549,0.0029
266,303.16,4.9558,0.003
267,303.159,4.956,0.0031
268,303.158,4.9554,0.0032
269,303.1562,4.9549,0.0031
270,303.157,4.9549,0.003
271,303.157,4.9549,0.0031
272,303.157,4.9552,0.0032
273,303.157,4.9551,0.003
274,303.1577,4.955,0.0028
275,303.1592,4.9551,0.0028
276,303.16,4.956,0.0029
277,303.1592,4.9551,0.003
278,303.157,4.9559,0.0031
279,303.157,4.9564,0.0032
280,303.1577,4.9561,0.0032
281,303.1575,4.9553,0.0031
282,303.16,4.9551,0.0031
283,303.1567,4.9562,0.003
284,303.1567,4.9564,0.0031
285,303.157,4.9564,0.0031
286,303.1563,4.956,0.0031
287,303.1557,4.9551,0.0031
288,303.159,4.9551,0.0031
289,303.1565,4.9551,0.0032
290,303.1553,4.9551,0.0032
291,303.1535,4.9551,0.0031
292,303.1537,4.9547,0.0031
293,303.1572,4.9542,0.0031
294,303.158,4.9549,0.0031
295,303.1572,4.9549,0.0029
296,303.157,4.9545,0.003
297,303.158,4.9544,0.003
298,303.1583,4.9546,0.003
299,303.1567,4.9547,0.0031
300,303.158,4.955,0.003
301,303.1563,4.956,0.003
302,303.1563,4.9563,0.0029
303,303.155,4.9553,0.0029
304,303.159,4.9554,0.003
305,303.1573,4.9563,0.0029
306,303.159,4.9563,0.0029
307,303.1563,4.9565,0.0029
308,303.1587,4.9567,0.0029
309,303.157,4.9563,0.0028
310,303.159,4.9574,0.0031
311,303.1633,4.957,0.003
312,303.163,4.9573,0.0032
313,303.1647,4.957,0.003
314,303.1677,4.9573,0.003
315,303.171,4.9563,0.0027
316,303.178,4.9569,0.0027
317,303.181,4.9566,0.0028
318,303.187,4.9562,0.0026
319,303.1943,4.9559,0.0026
320,303.2017,4.9561,0.0029
321,303.212,4.9559,0.0029
322,303.222,4.9557,0.0025
323,303.232,4.955,0.0025
324,303.244,4.9545,0.0025
325,303.2577,4.9547,0.0022
326,303.2737,4.9547,0.0019
327,303.286,4.9542,0.0021
328,303.306,4.9543,0.0019
329,303.3253,4.9545,0.0018
330,303.344,4.9545,0.0017
331,303.3677,4.9547,0.0016
