Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,303.147,5.112,-0.0015
1,303.1478,5.1114,-0.0013
2,303.1467,5.1109,-0.0013
3,303.1465,5.1108,-0.0013
4,303.147,5.1109,-0.0014
5,303.1477,5.1104,-0.0014
6,303.151,5.1099,-0.0013
7,303.1493,5.1102,-0.0015
8,303.149,5.1104,-0.0014
9,303.149,5.1107,-0.0015
10,303.1487,5.1108,-0.0016
11,303.1477,5.1108,-0.0014
12,303.146,5.1113,-0.0013
13,303.1485,5.1108,-0.0013
14,303.149,5.1109,-0.0014
15,303.1485,5.1115,-0.0014
16,303.148,5.1118,-0.0013
17,303.1487,5.1113,-0.0013
18,303.152,5.1113,-0.0013
19,303.152,5.1116,-0.0011
20,303.152,5.1116,-0.0011
21,303.152,5.1118,-0.0012
22,303.1517,5.1117,-0.0013
23,303.1512,5.1111,-0.0013
24,303.152,5.1113,-0.0013
25,303.1528,5.1119,-0.0014
26,303.153,5.112,-0.0014
27,303.153,5.1113,-0.0014
28,303.153,5.1111,-0.0014
29,303.1538,5.1118,-0.0013
30,303.158,5.1107,-0.0015
31,303.153,5.1109,-0.0014
32,303.1533,5.1108,-0.0013
33,303.1535,5.1107,-0.0012
34,303.154,5.1102,-0.0012
35,303.1562,5.1095,-0.0014
36,303.157,5.1107,-0.0012
37,303.1553,5.1095,-0.0013
38,303.1563,5.1092,-0.0013
39,303.1575,5.1099,-0.0013
40,303.1583,5.1101,-0.0013
41,303.1587,5.1094,-0.0013
42,303.157,5.1106,-0.0014
43,303.1587,5.1106,-0.0014
44,303.1597,5.1105,-0.0014
45,303.1595,5.1104,-0.0014
46,303.1603,5.11,-0.0015
47,303.1627,5.1092,-0.0016
48,303.161,5.1094,-0.0015
49,303.1635,5.1103,-0.0015
50,303.164,5.1095,-0.0015
51,303.163,5.1094,-0.0015
52,303.1623,5.11,-0.0014
53,303.1628,5.1104,-0.0014
54,303.162,5.1104,-0.0015
55,303.1637,5.1113,-0.0013
56,303.164,5.1107,-0.0014
57,303.164,5.1102,-0.0015
58,303.164,5.1097,-0.0016
59,303.1643,5.1091,-0.0015
60,303.166,5.11,-0.0015
61,303.1652,5.1103,-0.0016
62,303.1643,5.1103,-0.0016
63,303.1645,5.1103,-0.0016
64,303.1647,5.1103,-0.0017
65,303.1643,5.1102,-0.0017
66,303.166,5.1097,-0.0017
67,303.166,5.1102,-0.0016
68,303.166,5.1103,-0.0016
69,303.1665,5.1097,-0.0015
70,303.1673,5.1094,-0.0015
71,303.1678,5.1102,-0.0016
72,303.167,5.1093,-0.0015
73,303.167,5.1093,-0.0016
74,303.1683,5.1098,-0.0017
75,303.1685,5.1095,-0.0016
76,303.1693,5.109,-0.0016
77,303.1712,5.1089,-0.0017
78,303.167,5.1087,-0.0016
79,303.1678,5.1089,-0.0019
80,303.1707,5.109,-0.0018
81,303.1725,5.1097,-0.0018
82,303.173,5.1103,-0.0017
83,303.173,5.1101,-0.0017
84,303.173,5.109,-0.0019
85,303.1713,5.109,-0.0018
86,303.171,5.1089,-0.002
87,303.1705,5.1089,-0.002
88,303.1697,5.1086,-0.0018
89,303.1695,5.1082,-0.0017
90,303.172,5.1088,-0.0017
91,303.1695,5.1079,-0.0017
92,303.1697,5.1078,-0.0018
93,303.1705,5.1083,-0.0017
94,303.1717,5.1088,-0.0016
95,303.173,5.1088,-0.0016
96,303.173,5.1088,-0.0017
97,303.1722,5.1088,-0.0018
98,303.172,5.1088,-0.0018
99,303.1725,5.1081,-0.0018
100,303.1727,5.1074,-0.0019
101,303.1722,5.1075,-0.002
102,303.173,5.1081,-0.0021
103,303.173,5.1075,-0.002
104,303.173,5.1079,-0.002
105,303.1725,5.1085,-0.0019
106,303.1733,5.1091,-0.0019
107,303.1753,5.1093,-0.0019
108,303.172,5.109,-0.0019
109,303.172,5.109,-0.0018
110,303.1727,5.1094,-0.0018
111,303.1735,5.11,-0.0019
112,303.1747,5.1102,-0.0019
113,303.176,5.1098,-0.0019
114,303.176,5.109,-0.0018
115,303.1768,5.109,-0.0019
116,303.1763,5.1094,-0.0018
117,303.1745,5.1093,-0.0018
118,303.174,5.1088,-0.0019
119,303.176,5.1084,-0.002
120,303.176,5.109,-0.0021
121,303.1752,5.109,-0.002
122,303.1743,5.109,-0.0019
123,303.1745,5.1087,-0.0019
124,303.175,5.1085,-0.0018
125,303.175,5.109,-0.0018
126,303.175,5.109,-0.0017
