Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,303.147,5.0232,-0.0036
1,303.1453,5.0226,-0.0035
2,303.1463,5.023,-0.0034
3,303.1445,5.0227,-0.0034
4,303.143,5.0223,-0.0034
5,303.1452,5.0224,-0.0034
6,303.146,5.0224,-0.0034
7,303.1477,5.0219,-0.0035
8,303.148,5.0226,-0.0035
9,303.1465,5.0229,-0.0036
10,303.1457,5.0229,-0.0036
11,303.1472,5.0234,-0.0034
12,303.148,5.0237,-0.0034
13,303.148,5.0235,-0.0035
14,303.1487,5.0234,-0.0036
15,303.15,5.0234,-0.0035
16,303.1497,5.0236,-0.0035
17,303.1473,5.024,-0.0035
18,303.149,5.0234,-0.0034
19,303.1515,5.0231,-0.0033
20,303.1533,5.0232,-0.0033
21,303.153,5.0233,-0.0034
22,303.1517,5.0234,-0.0035
23,303.1513,5.0236,-0.0036
24,303.153,5.0233,-0.0034
25,303.1547,5.0236,-0.0035
26,303.1537,5.0243,-0.0035
27,303.1525,5.0242,-0.0034
28,303.1527,5.024,-0.0033
29,303.154,5.0245,-0.0033
30,303.154,5.0234,-0.0034
31,303.154,5.0245,-0.0034
32,303.156,5.0238,-0.0034
33,303.1575,5.0233,-0.0033
34,303.157,5.0232,-0.0033
35,303.1552,5.023,-0.0035
36,303.156,5.0233,-0.0035
37,303.1568,5.0227,-0.0034
38,303.1583,5.023,-0.0034
39,303.1575,5.0232,-0.0035
40,303.1563,5.0229,-0.0035
41,303.1572,5.0224,-0.0035
42,303.158,5.0232,-0.0035
43,303.1572,5.0232,-0.0034
44,303.1597,5.0222,-0.0033
45,303.1605,5.0224,-0.0034
46,303.16,5.0226,-0.0035
47,303.16,5.0217,-0.0035
48,303.16,5.0217,-0.0034
49,303.1575,5.0226,-0.0035
50,303.1603,5.0221,-0.0035
51,303.1615,5.0221,-0.0035
52,303.1613,5.0226,-0.0035
53,303.1625,5.0231,-0.0035
54,303.165,5.0234,-0.0035
55,303.165,5.024,-0.0034
56,303.1643,5.0234,-0.0033
57,303.164,5.023,-0.0034
58,303.1643,5.023,-0.0034
59,303.1643,5.023,-0.0034
60,303.161,5.023,-0.0035
61,303.1643,5.0241,-0.0035
62,303.1637,5.0243,-0.0035
63,303.1635,5.0237,-0.0036
64,303.1647,5.023,-0.0036
65,303.1655,5.0229,-0.0036
66,303.163,5.0223,-0.0035
67,303.163,5.0226,-0.0036
68,303.1657,5.0229,-0.0035
69,303.1685,5.0223,-0.0035
70,303.17,5.022,-0.0034
71,303.17,5.0225,-0.0034
72,303.17,5.022,-0.0033
73,303.1683,5.0217,-0.0033
74,303.17,5.0224,-0.0035
75,303.1685,5.0222,-0.0035
76,303.1667,5.0222,-0.0034
77,303.1685,5.023,-0.0035
78,303.171,5.0222,-0.0035
79,303.1693,5.0228,-0.0035
80,303.1683,5.0231,-0.0034
81,303.1695,5.0232,-0.0034
82,303.171,5.0237,-0.0034
83,303.1712,5.0243,-0.0034
84,303.172,5.0232,-0.0034
85,303.1712,5.0232,-0.0033
86,303.1723,5.0227,-0.0035
87,303.1705,5.0228,-0.0035
88,303.168,5.0226,-0.0034
89,303.169,5.0218,-0.0034
90,303.174,5.0223,-0.0035
91,303.1707,5.022,-0.0034
92,303.1713,5.0217,-0.0035
93,303.1715,5.0216,-0.0035
94,303.171,5.0221,-0.0034
95,303.1713,5.023,-0.0035
96,303.173,5.023,-0.0036
97,303.173,5.0219,-0.0036
98,303.171,5.0216,-0.0035
99,303.1705,5.0216,-0.0034
100,303.1717,5.0216,-0.0034
101,303.173,5.0216,-0.0035
102,303.173,5.0216,-0.0034
103,303.1713,5.0216,-0.0035
104,303.1737,5.0216,-0.0035
105,303.173,5.0223,-0.0034
