Time (s),Mass (g),TC back 1 (K),TC back 2 (K),TC back 3 (K)
54,98.99,300.75,311.35,298.15
55,98.85,300.85,311.45,298.25
56,98.66,301.05,311.85,298.45
57,98.63,301.25,312.25,298.65
58,98.55,301.35,312.55,298.75
59,98.41,301.55,312.95,298.95
60,98.20,301.85,313.05,299.15
61,97.83,301.95,313.25,299.25
62,97.85,302.15,313.55,299.45
63,97.82,302.45,313.75,299.65
64,97.63,302.65,314.15,299.75
65,97.55,302.95,314.65,300.05
66,97.47,303.15,315.05,300.35
67,97.46,303.35,315.15,300.45
68,97.46,303.65,315.45,300.65
69,97.33,303.95,315.85,300.95
70,97.19,304.15,316.05,301.15
71,97.12,304.45,316.55,301.45
72,97.16,304.85,317.05,301.75
73,97.06,304.95,317.25,301.95
74,96.89,305.35,317.75,302.25
75,96.79,305.85,318.25,302.65
76,96.71,305.95,318.45,302.85
77,96.56,306.45,318.95,303.25
78,96.40,306.85,319.65,303.65
79,96.30,307.05,319.95,303.85
80,96.27,307.45,320.65,304.25
81,96.22,307.95,321.25,304.65
82,96.10,308.15,321.55,304.85
83,96.01,308.65,322.15,305.35
84,95.94,309.15,322.85,305.75
85,95.86,309.45,323.15,306.05
86,95.73,309.95,323.85,306.55
87,95.64,310.55,324.55,307.05
88,95.60,310.75,324.85,307.25
89,95.50,311.35,325.65,307.85
90,95.34,311.95,326.35,308.35
91,95.19,312.25,326.65,308.65
92,95.11,312.85,327.35,309.25
93,95.09,313.55,328.25,309.75
94,94.97,313.85,328.55,310.05
95,94.89,314.45,329.35,310.65
96,94.84,315.15,330.15,311.35
97,94.71,315.45,330.65,311.65
98,94.61,316.15,331.35,312.25
99,94.59,316.85,332.05,312.95
100,94.46,317.25,332.45,313.25
101,94.26,317.95,333.25,313.95
102,94.21,318.65,333.95,314.55
103,94.21,318.95,334.35,314.95
104,94.17,319.75,335.25,315.65
105,94.09,320.45,336.05,316.25
106,94.02,320.85,336.45,316.65
107,93.97,321.65,337.35,317.35
108,93.83,322.35,338.25,318.05
109,93.72,322.75,338.65,318.45
110,93.57,323.55,339.45,319.15
111,93.45,324.35,340.25,319.85
112,93.48,324.75,340.75,320.35
113,93.45,325.45,341.65,321.05
114,93.29,326.25,342.45,321.75
115,93.15,326.65,342.75,322.15
116,93.12,327.45,343.65,322.95
117,93.08,328.25,344.55,323.65
118,92.86,328.65,344.95,324.05
119,92.68,329.35,345.65,324.85
120,92.66,330.15,346.65,325.65
121,92.64,330.55,347.15,325.95
122,92.52,331.35,347.95,326.75
123,92.41,332.05,348.85,327.55
124,92.38,332.45,349.25,327.85
125,92.30,333.25,350.15,328.65
126,92.22,333.95,350.85,329.45
127,92.13,334.35,351.35,329.85
128,92.10,335.15,352.35,330.55
129,92.04,335.85,353.25,331.35
130,91.79,336.25,353.65,331.65
131,91.55,336.95,354.45,332.45
132,91.61,337.75,355.35,333.25
133,91.64,338.15,355.85,333.55
134,91.63,338.85,356.75,334.35
135,91.62,339.65,357.75,335.05
136,91.52,340.05,358.15,335.45
137,91.42,340.85,359.05,336.15
138,91.28,341.55,359.85,336.95
139,91.18,341.95,360.15,337.35
140,91.12,342.75,361.05,338.05
141,91.00,343.45,362.05,338.75
142,90.90,343.85,362.45,339.15
143,90.86,344.55,363.25,339.85
144,90.83,345.35,364.15,340.65
145,90.75,345.75,364.55,340.95
146,90.69,346.45,365.35,341.65
147,90.61,347.25,366.05,342.45
148,90.50,347.55,366.55,342.75
149,90.38,348.35,367.35,343.55
150,90.29,349.05,368.15,344.25
151,90.19,349.45,368.55,344.55
152,90.06,350.15,369.35,345.35
153,90.02,350.85,370.25,346.05
154,90.06,351.25,370.75,346.35
155,89.95,351.95,371.55,347.05
156,89.78,352.65,372.35,347.75
157,89.73,352.95,372.65,348.15
158,89.99,353.65,373.25,348.85
159,89.79,354.35,373.95,349.55
160,89.61,354.65,374.25,349.85
161,89.50,355.35,374.95,350.55
162,89.44,356.05,375.75,351.25
163,89.29,356.35,376.15,351.55
164,89.11,357.05,376.75,352.25
165,89.05,357.65,377.45,352.95
166,89.18,357.95,377.85,353.25
167,89.30,358.65,378.55,353.95
168,89.02,359.25,379.25,354.55
169,88.77,359.55,379.55,354.85
170,88.74,360.15,380.15,355.55
171,88.72,360.75,380.75,356.15
172,88.69,361.05,381.05,356.45
173,88.62,361.65,381.65,357.15
174,88.55,362.25,382.25,357.75
175,88.46,362.55,382.45,358.05
176,88.35,363.15,383.05,358.65
177,88.26,363.65,383.55,359.25
178,88.12,363.95,383.75,359.55
179,87.94,364.55,384.25,360.05
180,87.81,365.05,384.85,360.65
181,87.78,365.35,385.05,360.95
182,87.68,365.85,385.65,361.45
183,87.63,366.35,385.95,362.05
184,87.67,366.65,386.15,362.35
185,87.50,367.15,386.45,362.95
186,87.39,367.65,386.85,363.65
187,87.34,367.85,387.05,364.15
188,87.21,368.45,387.35,365.35
189,87.16,368.85,387.65,366.75
190,87.13,369.15,387.75,367.45
191,87.04,369.65,388.25,368.75
192,87.03,370.05,388.45,369.85
193,86.95,370.35,388.55,370.25
194,86.84,370.75,388.75,370.95
195,86.77,371.25,388.75,371.35
196,86.71,371.55,388.85,371.55
197,86.67,371.95,389.15,371.85
198,86.48,372.45,389.35,372.05
199,86.34,372.65,389.45,372.15
200,86.25,373.05,389.55,372.25
201,86.28,373.45,389.65,372.35
202,86.28,373.75,389.75,372.45
203,86.21,374.15,389.85,372.55
204,86.08,374.55,390.15,372.65
205,85.98,374.75,390.25,372.65
206,85.91,375.15,390.45,372.75
207,85.86,375.55,390.55,372.85
208,85.76,375.65,390.65,372.85
209,85.69,375.95,390.75,372.95
210,85.60,376.25,391.05,372.95
211,85.49,376.45,391.15,373.05
212,85.47,376.65,391.15,373.05
213,85.47,376.95,391.25,373.15
214,85.36,377.05,391.25,373.15
215,85.35,377.35,391.45,373.15
216,85.23,377.55,391.65,373.15
217,85.16,377.65,391.65,373.25
218,85.06,377.75,391.85,373.25
219,84.96,377.95,391.95,373.25
220,84.88,378.05,392.05,373.35
221,84.87,378.25,392.15,373.35
222,84.78,378.35,392.25,373.45
223,84.69,378.45,392.25,373.55
224,84.58,378.55,392.25,373.65
225,84.53,378.65,392.65,373.85
226,84.53,378.75,392.75,374.05
227,84.44,378.85,392.95,374.55
228,84.36,378.95,393.05,375.25
229,84.24,379.05,393.15,375.45
230,84.07,379.15,393.35,375.85
231,83.92,379.15,393.55,376.15
232,83.83,379.25,393.55,376.25
233,83.86,379.35,393.75,376.55
234,83.88,379.45,393.85,376.65
235,83.82,379.45,393.75,376.65
236,83.68,379.55,393.95,376.85
237,83.59,379.65,394.15,376.95
238,83.53,379.65,394.15,376.95
239,83.44,379.75,394.25,377.05
240,83.37,379.85,394.35,377.15
241,83.29,379.85,394.45,377.15
242,83.21,379.95,394.65,377.25
243,83.13,380.05,394.95,377.35
244,83.03,380.05,395.05,377.35
245,82.97,380.15,395.15,377.45
246,82.94,380.25,395.15,377.45
247,82.85,380.25,395.25,377.45
248,82.54,380.35,395.45,377.55
249,82.43,380.45,395.55,377.55
250,82.59,380.45,395.65,377.55
251,82.85,380.55,395.95,377.65
252,82.73,380.65,396.15,377.65
253,82.44,380.65,396.35,377.75
254,82.23,380.75,396.35,377.75
255,82.14,380.85,396.65,377.85
256,82.14,380.85,396.65,377.85
257,82.13,380.95,396.95,377.85
258,82.06,380.95,397.15,377.95
259,82.02,381.05,397.25,377.95
260,81.95,381.05,397.45,378.05
261,81.88,381.15,397.55,378.05
262,81.68,381.15,397.75,378.05
263,81.50,381.25,397.85,378.15
264,81.44,381.35,398.05,378.15
265,81.56,381.35,398.25,378.15
266,81.57,381.45,398.35,378.25
267,81.58,381.55,398.55,378.25
268,81.50,381.55,398.65,378.25
269,81.33,381.65,398.95,378.35
270,81.12,381.75,399.25,378.35
271,80.93,381.75,399.25,378.45
272,80.87,381.85,399.35,378.45
273,80.89,381.95,399.65,378.45
274,80.86,381.95,399.75,378.55
275,80.76,382.05,399.75,378.55
276,80.72,382.05,399.95,378.65
277,80.63,382.15,400.05,378.65
278,80.50,382.15,400.15,378.65
279,80.39,382.25,400.45,378.75
280,80.38,382.35,400.45,378.75
281,80.37,382.35,400.45,378.85
282,80.35,382.45,400.55,378.85
283,80.27,382.55,400.55,378.85
284,80.08,382.55,400.65,378.95
285,79.93,382.65,400.95,378.95
286,79.81,382.65,401.05,378.95
287,79.78,382.75,401.05,379.05
288,79.74,382.85,401.25,379.05
289,79.64,382.85,401.35,379.15
290,79.63,382.95,401.45,379.15
291,79.58,383.05,401.65,379.15
292,79.62,383.05,401.75,379.25
293,79.63,383.15,402.05,379.25
294,79.61,383.25,402.15,379.25
295,79.37,383.25,402.25,379.25
296,79.16,383.35,402.35,379.35
297,79.14,383.45,402.55,379.35
298,79.10,383.45,402.65,379.45
299,78.99,383.55,403.25,379.45
300,78.99,383.55,403.25,379.55
301,78.99,383.65,403.15,379.55
302,78.92,383.75,403.15,379.65
303,78.79,383.75,403.35,379.65
304,78.76,383.85,403.45,379.65
305,78.72,383.95,403.55,379.75
306,78.59,383.95,403.75,379.75
307,78.31,384.05,403.85,379.75
308,78.13,384.15,404.35,379.85
309,78.24,384.15,404.35,379.85
310,78.35,384.25,404.35,379.95
311,78.34,384.35,404.65,379.95
312,78.22,384.35,404.85,380.05
313,78.02,384.45,404.95,380.05
314,77.90,384.45,405.05,380.05
315,77.97,384.55,405.25,380.05
316,78.06,384.65,405.35,380.15
317,77.90,384.65,405.45,380.15
318,77.77,384.75,405.65,380.15
319,77.73,384.85,405.75,380.25
320,77.58,384.85,405.95,380.25
321,77.47,384.95,406.05,380.35
322,77.49,385.05,406.15,380.35
323,77.49,385.05,406.75,380.35
324,77.49,385.15,406.65,380.45
325,77.41,385.15,406.65,380.45
326,77.32,385.25,406.75,380.45
327,77.27,385.35,406.85,380.55
328,77.15,385.35,406.95,380.55
329,77.13,385.45,407.15,380.65
330,77.11,385.55,407.45,380.65
331,76.87,385.65,407.75,380.65
332,76.70,385.65,407.65,380.75
333,76.50,385.75,407.75,380.75
334,76.57,385.85,407.85,380.75
335,76.76,385.85,407.85,380.85
336,76.66,385.95,407.65,380.85
337,76.47,386.05,407.55,380.85
338,76.36,386.05,407.35,380.95
339,76.32,386.15,407.35,380.95
340,76.33,386.25,407.45,380.95
341,76.27,386.35,407.55,381.05
342,76.19,386.45,407.65,381.15
343,76.08,386.45,407.75,381.15
344,76.00,386.55,407.65,381.15
345,75.98,386.65,407.65,381.25
346,75.98,386.65,407.75,381.25
347,75.78,386.75,407.65,381.35
348,75.60,386.85,407.75,381.35
349,75.57,386.85,407.85,381.35
350,75.70,386.95,408.15,381.45
351,75.73,387.05,408.25,381.45
352,75.49,387.15,408.25,381.55
353,75.37,387.15,408.25,381.55
354,75.42,387.35,408.25,381.65
355,75.31,387.35,408.35,381.65
356,75.33,387.45,408.45,381.75
357,75.25,387.55,408.55,381.75
358,75.12,387.65,408.65,381.75
359,75.04,387.65,408.65,381.85
360,74.97,387.75,408.85,381.85
361,74.92,387.75,408.95,381.85
362,74.87,387.95,409.15,381.95
363,74.79,388.05,409.35,381.95
364,74.62,388.05,409.45,382.05
365,74.56,388.15,409.95,382.05
366,74.64,388.25,410.25,382.15
367,74.59,388.35,410.35,382.15
368,74.43,388.45,410.45,382.25
369,74.40,388.55,410.35,382.25
370,74.36,388.55,410.45,382.25
371,74.18,388.65,410.55,382.35
372,74.18,388.75,410.85,382.45
373,74.16,388.85,410.95,382.45
374,74.16,388.85,411.15,382.45
375,74.14,389.05,411.35,382.55
376,74.08,389.05,411.45,382.55
377,74.11,389.15,411.55,382.65
378,74.05,389.25,411.45,382.65
379,73.73,389.35,411.55,382.75
380,73.39,389.45,411.55,382.75
381,73.49,389.55,411.75,382.85
382,73.56,389.55,412.05,382.85
383,73.45,389.65,412.35,382.95
384,73.45,389.75,412.65,382.95
385,73.37,389.85,412.65,383.05
386,73.22,389.95,412.85,383.05
387,73.15,390.05,412.85,383.15
388,73.16,390.05,413.05,383.15
389,73.08,390.15,413.25,383.25
390,73.01,390.35,413.55,383.35
391,72.92,390.35,413.75,383.35
392,72.97,390.45,413.95,383.35
393,72.99,390.55,414.25,383.45
394,72.90,390.55,414.35,383.45
395,72.80,390.75,414.45,383.55
396,72.65,390.85,414.65,383.55
397,72.48,390.85,414.75,383.65
398,72.32,390.95,414.95,383.65
399,72.40,391.15,415.15,383.75
400,72.36,391.15,415.35,383.75
401,72.25,391.25,415.55,383.85
402,72.17,391.35,415.85,383.95
403,72.17,391.45,415.95,383.95
404,72.13,391.55,416.35,384.05
405,72.11,391.65,416.85,384.15
406,72.15,391.75,416.95,384.15
407,71.99,391.85,417.25,384.25
408,71.89,392.05,417.55,384.25
409,71.86,392.05,417.55,384.35
410,71.80,392.15,417.95,384.35
411,71.80,392.35,418.15,384.45
412,71.61,392.35,418.25,384.55
413,71.49,392.45,418.45,384.55
414,71.51,392.65,418.75,384.65
415,71.41,392.65,419.05,384.65
416,71.27,392.85,419.35,384.75
417,71.29,392.95,419.75,384.85
418,71.33,392.95,419.95,384.85
419,71.23,393.15,419.95,384.95
420,70.98,393.25,420.05,385.05
421,70.93,393.35,420.15,385.15
422,70.97,393.45,420.65,385.15
423,70.90,393.65,421.15,385.25
424,70.96,393.65,421.35,385.25
425,70.87,393.85,421.75,385.35
426,70.68,393.95,422.05,385.45
427,70.56,394.05,422.25,385.55
428,70.56,394.15,422.65,385.65
429,70.45,394.35,422.95,385.65
430,70.41,394.35,423.05,385.75
431,70.42,394.55,423.55,385.85
432,70.39,394.65,423.85,385.95
433,70.43,394.75,423.95,385.95
434,70.36,394.85,424.25,386.05
435,70.22,395.05,424.65,386.15
436,70.12,395.15,424.85,386.15
437,70.09,395.25,425.35,386.25
438,69.99,395.45,425.75,386.35
439,69.85,395.55,425.95,386.45
440,69.85,395.65,426.35,386.55
441,69.84,395.85,426.85,386.65
442,69.78,395.95,427.05,386.65
443,69.62,396.15,427.45,386.75
444,69.58,396.35,427.75,386.85
445,69.57,396.35,427.85,386.95
446,69.47,396.55,428.15,387.05
447,69.42,396.75,428.85,387.15
448,69.40,396.85,429.15,387.15
449,69.27,397.05,429.65,387.35
450,69.19,397.25,430.05,387.45
451,69.11,397.35,430.35,387.45
452,69.10,397.45,430.55,387.55
453,69.06,397.65,430.95,387.65
454,69.01,397.75,431.15,387.75
455,68.90,397.95,431.45,387.85
456,68.86,398.15,432.05,387.95
457,68.74,398.25,432.45,388.05
458,68.69,398.45,432.75,388.15
459,68.59,398.65,433.05,388.25
460,68.57,398.85,433.25,388.35
461,68.54,398.95,433.75,388.45
462,68.49,399.25,434.35,388.55
463,68.39,399.35,434.65,388.65
464,68.36,399.55,435.25,388.75
465,68.25,399.75,435.55,388.95
466,68.24,399.85,435.75,388.95
467,68.19,400.15,436.15,389.15
468,68.06,400.35,436.65,389.25
469,68.02,400.45,436.95,389.35
470,68.00,400.65,437.35,389.45
471,67.87,400.95,437.65,389.55
472,67.93,401.05,437.85,389.65
473,67.95,401.35,438.35,389.75
474,67.87,401.55,438.95,389.95
475,67.75,401.65,439.25,389.95
476,67.62,401.85,439.75,390.15
477,67.54,402.05,440.35,390.25
478,67.50,402.15,440.75,390.35
479,67.30,402.45,441.45,390.45
480,67.03,402.65,441.85,390.65
481,67.00,402.75,442.15,390.75
482,67.26,403.05,442.55,390.85
483,67.14,403.35,443.15,391.05
484,67.02,403.45,443.55,391.15
485,66.91,403.75,443.95,391.25
486,66.93,404.05,444.45,391.45
487,66.91,404.15,444.65,391.45
488,66.86,404.45,445.15,391.65
489,66.81,404.75,445.65,391.85
490,66.67,404.95,445.95,391.95
491,66.46,405.25,446.55,392.05
492,66.42,405.55,447.25,392.25
493,66.55,405.75,447.55,392.35
494,66.52,406.05,448.15,392.55
495,66.35,406.35,448.75,392.75
496,66.31,406.45,448.95,392.75
497,66.47,406.85,449.45,392.95
498,66.31,407.15,449.95,393.15
499,66.10,407.35,450.35,393.25
500,66.26,407.65,450.85,393.45
501,66.04,407.95,451.55,393.65
502,65.83,408.15,452.05,393.65
503,65.78,408.45,452.75,393.85
504,65.84,408.85,453.25,394.05
505,65.73,409.05,453.55,394.15
506,65.56,409.35,454.05,394.35
507,65.68,409.75,454.65,394.55
508,65.62,409.95,454.85,394.65
509,65.46,410.25,455.45,394.85
510,65.48,410.65,456.15,395.05
511,65.52,410.85,456.45,395.15
512,65.34,411.25,456.85,395.35
513,65.24,411.65,457.45,395.55
514,65.20,411.85,457.75,395.75
515,65.10,412.25,458.25,395.95
516,65.01,412.65,458.85,396.15
517,64.96,412.85,459.25,396.25
518,64.99,413.25,459.95,396.45
519,64.88,413.65,460.45,396.75
520,64.76,413.85,460.75,396.85
521,64.75,414.35,461.25,397.05
522,64.67,414.65,461.85,397.35
523,64.55,414.85,462.25,397.45
524,64.49,415.35,462.75,397.65
525,64.54,415.75,463.35,397.95
526,64.38,415.95,463.75,398.05
527,64.26,416.35,464.35,398.35
528,64.34,416.85,465.05,398.55
529,64.23,417.05,465.35,398.65
530,64.13,417.55,466.05,398.95
531,64.10,418.05,466.65,399.15
532,64.09,418.35,466.95,399.35
533,63.98,418.85,467.55,399.55
534,63.92,419.25,468.15,399.85
535,63.78,419.55,468.45,399.95
536,63.73,420.05,469.05,400.25
537,63.76,420.45,469.65,400.55
538,63.58,420.75,469.95,400.65
539,63.64,421.25,470.65,400.95
540,63.64,421.75,471.25,401.25
541,63.50,421.95,471.55,401.35
542,63.43,422.45,472.25,401.65
543,63.37,422.95,472.95,401.95
544,63.37,423.25,473.25,402.05
545,63.23,423.75,474.15,402.35
546,63.11,424.25,474.95,402.55
547,63.08,424.55,475.25,402.75
548,63.13,425.05,475.65,403.05
549,63.04,425.55,476.15,403.35
550,62.90,425.85,476.45,403.45
551,62.83,426.35,477.15,403.75
552,62.77,426.85,477.85,404.15
553,62.72,427.15,478.15,404.25
554,62.66,427.65,478.85,404.55
555,62.61,427.65,479.55,404.95
556,62.62,427.55,479.85,405.05
557,62.51,428.25,480.35,405.35
558,62.39,428.95,480.85,405.65
559,62.30,429.25,481.25,405.85
560,62.25,429.85,482.05,406.25
561,62.14,430.35,482.65,406.55
562,62.10,430.65,482.95,406.75
563,62.14,431.25,483.65,407.05
564,62.00,431.75,484.15,407.35
565,61.92,432.05,484.55,407.55
566,61.89,432.65,484.95,407.95
567,61.78,433.15,485.65,408.25
568,61.78,433.45,485.95,408.45
569,61.75,433.95,486.75,408.85
570,61.69,434.45,487.45,409.15
571,61.57,434.75,487.75,409.35
572,61.45,435.35,488.35,409.75
573,61.46,435.85,489.05,410.05
574,61.35,436.15,489.35,410.25
575,61.23,436.65,490.05,410.65
576,61.29,437.25,490.75,410.95
577,61.20,437.55,491.05,411.15
578,61.05,438.05,491.55,411.55
579,61.01,438.65,492.25,411.95
580,61.00,438.85,492.55,412.15
581,60.94,439.45,493.35,412.55
582,60.81,439.95,493.95,412.85
583,60.79,440.25,494.15,413.05
584,60.77,440.85,494.75,413.45
585,60.69,441.35,495.55,413.85
586,60.60,441.65,495.85,414.05
587,60.59,442.15,496.35,414.55
588,60.50,442.75,496.95,414.95
589,60.36,443.05,497.25,415.15
590,60.38,443.55,497.85,415.55
591,60.31,444.15,498.65,415.95
592,60.18,444.45,499.05,416.15
593,60.16,444.95,499.65,416.55
594,60.15,445.55,500.15,417.05
595,60.00,445.75,500.45,417.25
596,59.93,446.35,501.25,417.65
597,59.88,446.95,501.95,418.05
598,59.82,447.15,502.45,418.35
599,59.76,447.75,502.95,418.75
600,59.74,448.35,503.35,419.25
601,59.70,448.65,503.65,419.45
602,59.59,449.15,504.05,419.95
603,59.42,449.75,504.75,420.45
604,59.45,450.05,505.15,420.65
605,59.36,450.65,505.85,421.15
606,59.35,451.15,506.45,421.75
607,59.24,451.45,506.75,421.95
608,59.11,452.05,507.35,422.45
609,59.11,452.55,507.85,422.95
610,59.01,452.85,508.15,423.25
611,58.89,453.45,508.75,423.75
612,58.80,453.95,509.25,424.25
613,58.74,454.25,509.55,424.45
614,58.62,454.85,510.15,424.95
615,58.64,455.35,510.75,425.45
616,58.62,455.65,511.05,425.75
617,58.53,456.25,511.65,426.25
618,58.49,456.75,512.35,426.75
619,58.43,457.05,512.55,427.05
620,58.37,457.65,513.15,427.55
621,58.29,458.25,513.75,428.15
622,58.18,458.55,514.05,428.45
623,58.17,459.15,514.75,428.95
624,58.10,459.65,515.15,429.45
625,57.96,459.95,515.55,429.75
626,57.89,460.55,516.05,430.25
627,57.86,461.05,516.65,430.85
628,57.87,461.35,516.95,431.15
629,57.79,461.95,517.55,431.65
630,57.91,462.45,518.05,432.25
631,58.07,462.75,518.35,432.55
632,57.55,463.35,519.05,433.05
633,57.51,463.95,519.85,433.65
634,57.41,464.15,520.45,433.95
635,57.31,464.75,520.95,434.55
636,57.28,465.25,521.25,435.15
637,57.22,465.55,521.55,435.45
638,57.15,466.05,522.35,436.05
639,57.08,466.65,522.65,436.65
640,57.03,466.95,522.95,436.95
641,56.91,467.45,523.65,437.55
642,56.78,468.05,524.25,438.15
643,56.76,468.35,524.45,438.45
644,56.52,468.95,524.95,439.05
645,56.62,469.55,525.25,439.75
646,56.63,469.75,525.55,440.05
647,56.56,470.35,526.25,440.65
648,56.38,470.95,526.85,441.35
649,56.40,471.25,527.25,441.65
650,56.32,471.85,527.85,442.25
651,56.23,472.35,528.25,443.15
652,56.12,472.65,528.65,444.55
653,56.08,473.25,529.45,446.05
654,56.03,473.75,530.15,446.85
655,55.91,474.05,530.55,447.25
656,55.87,474.55,530.95,447.95
657,55.84,475.15,531.35,448.55
658,55.77,475.45,531.65,448.85
659,55.74,475.95,532.35,449.55
660,55.59,476.45,533.25,450.15
661,55.56,476.75,533.65,450.45
662,55.48,477.25,534.05,451.05
663,55.37,477.75,534.55,451.65
664,55.37,478.05,534.85,451.95
665,55.26,478.65,535.65,452.55
666,55.22,479.15,536.25,453.15
667,55.06,479.45,536.55,453.45
668,55.10,480.05,537.05,454.15
669,55.01,480.55,537.55,454.75
670,54.93,480.85,537.95,454.95
671,54.84,481.45,538.75,455.55
672,54.75,481.95,539.15,456.15
673,54.65,482.25,539.45,456.45
674,54.67,482.75,539.95,457.05
675,54.47,483.35,540.65,457.65
676,54.49,483.55,540.95,457.95
677,54.48,484.15,541.55,458.55
678,54.43,484.65,542.25,459.15
679,54.30,484.95,542.65,459.45
680,54.26,485.45,543.15,460.15
681,54.15,486.05,543.45,460.75
682,54.08,486.35,543.65,461.05
683,54.00,486.85,544.25,461.65
684,53.88,487.35,544.85,462.25
685,53.81,487.65,545.05,462.55
686,53.79,488.15,545.85,463.15
687,53.75,488.65,546.45,463.75
688,53.66,488.95,546.65,464.15
689,53.61,489.55,547.25,464.75
690,53.48,490.05,547.85,465.35
691,53.41,490.35,548.15,465.65
692,53.31,490.85,548.85,466.25
693,53.30,491.35,549.35,466.95
694,53.16,491.65,549.75,467.25
695,53.14,492.15,549.95,467.85
696,53.05,492.65,550.25,468.55
697,52.97,492.95,550.55,468.85
698,52.88,493.45,551.35,469.45
699,52.81,494.05,551.95,470.15
700,52.73,494.25,552.25,470.45
701,52.67,494.85,552.85,471.05
702,52.59,495.35,553.35,471.65
703,52.53,495.65,553.65,471.95
704,52.46,496.15,554.25,472.55
705,52.42,496.65,555.05,473.25
706,52.31,496.95,555.35,473.55
707,52.26,497.45,555.85,474.15
708,52.16,497.95,556.25,474.75
709,52.13,498.25,556.35,475.05
710,52.07,498.75,556.85,475.65
711,52.02,499.25,557.25,476.35
712,51.90,499.55,557.35,476.65
713,51.79,500.05,557.75,477.25
714,51.65,500.55,558.25,477.85
715,51.70,500.85,558.45,478.25
716,51.59,501.35,559.35,478.85
717,51.52,501.85,559.95,479.45
718,51.51,502.05,560.05,479.75
719,51.43,502.65,560.45,480.45
720,51.30,503.15,561.05,481.05
721,51.22,503.35,561.45,481.35
722,51.16,503.95,562.25,481.95
723,51.02,504.45,562.65,482.55
724,50.97,504.65,562.95,482.85
725,50.96,505.25,563.65,483.45
726,50.84,505.75,564.05,484.15
727,50.78,505.95,564.35,484.45
728,50.71,506.45,564.85,485.05
729,50.58,506.95,565.75,485.65
730,50.52,507.25,566.05,485.95
731,50.42,507.75,566.75,486.55
732,50.44,508.25,567.25,487.25
733,50.32,508.55,567.35,487.55
734,50.28,509.05,567.65,488.15
735,50.22,509.55,568.25,488.75
736,50.11,509.75,568.55,489.05
737,49.96,510.25,569.05,489.65
738,49.95,510.75,569.35,490.25
739,49.87,511.05,569.65,490.55
740,49.83,511.55,570.25,491.15
741,49.73,512.05,570.75,491.85
742,49.63,512.25,571.15,492.15
743,49.58,512.75,571.65,492.75
744,49.50,513.25,571.95,493.35
745,49.43,513.55,572.25,493.65
746,49.22,513.95,572.75,494.25
747,49.30,514.45,573.35,494.85
748,49.25,514.75,573.65,495.15
749,49.13,515.25,574.45,495.85
750,49.05,515.75,574.85,496.45
751,48.94,515.95,575.05,496.75
752,48.87,516.45,575.65,497.35
753,48.82,516.95,576.35,498.05
754,48.80,517.15,576.75,498.25
755,48.66,517.65,577.35,498.95
756,48.66,518.15,577.65,499.55
757,48.48,518.45,577.85,499.85
758,48.42,518.95,578.55,500.45
759,48.34,519.45,578.85,501.05
760,48.26,519.65,579.15,501.35
761,48.23,520.15,579.65,501.95
762,48.05,520.65,580.35,502.55
763,48.04,520.85,580.75,502.85
764,47.93,521.35,581.35,503.45
765,47.90,521.85,581.75,504.05
766,47.76,522.15,582.05,504.35
767,47.68,522.55,582.65,504.95
768,47.60,523.05,583.25,505.55
769,47.53,523.35,583.45,505.85
770,47.40,523.75,583.75,506.45
771,47.37,524.25,584.45,507.05
772,47.27,524.55,584.75,507.35
