Time (s),Mass (g),TC back 1 (K),TC back 2 (K),TC back 3 (K)
120,90.77,315.05,308.45,315.75
121,90.73,315.15,308.45,315.85
122,90.70,315.35,308.55,316.05
123,90.67,315.55,308.65,316.15
124,90.63,315.55,308.75,316.25
125,90.60,315.75,308.85,316.45
126,90.56,315.95,308.95,316.55
127,90.53,316.05,309.05,316.65
128,90.49,316.15,309.15,316.75
129,90.46,316.35,309.25,316.95
130,90.43,316.45,309.25,317.05
131,90.39,316.65,309.35,317.15
132,90.35,316.75,309.55,317.35
133,90.32,316.85,309.55,317.45
134,90.29,317.05,309.65,317.55
135,90.28,317.25,309.75,317.75
136,90.24,317.35,309.75,317.85
137,90.21,317.55,309.85,317.95
138,90.17,317.65,310.05,318.15
139,90.13,317.75,310.05,318.25
140,90.10,317.95,310.15,318.35
141,90.09,318.15,310.35,318.55
142,90.05,318.15,310.35,318.65
143,90.00,318.35,310.45,318.85
144,89.96,318.55,310.55,318.95
145,89.94,318.65,310.65,319.05
146,89.90,318.85,310.75,319.25
147,89.88,319.05,310.85,319.35
148,89.84,319.15,310.95,319.45
149,89.81,319.35,311.05,319.65
150,89.78,319.55,311.15,319.85
151,89.75,319.55,311.25,319.85
152,89.72,319.75,311.35,320.05
153,89.68,319.95,311.45,320.25
154,89.65,320.05,311.55,320.35
155,89.62,320.25,311.65,320.45
156,89.59,320.45,311.75,320.65
157,89.56,320.55,311.85,320.75
158,89.53,320.75,311.95,320.95
159,89.50,320.95,312.05,321.05
160,89.47,321.05,312.15,321.15
161,89.44,321.25,312.25,321.35
162,89.40,321.45,312.35,321.55
163,89.37,321.55,312.45,321.65
164,89.34,321.65,312.55,321.75
165,89.32,321.95,312.75,321.95
166,89.29,322.05,312.75,322.05
167,89.25,322.25,312.95,322.25
168,89.22,322.45,313.05,322.45
169,89.20,322.55,313.15,322.55
170,89.16,322.75,313.25,322.75
171,89.13,322.95,313.35,322.95
172,89.10,323.05,313.45,322.95
173,89.06,323.25,313.55,323.15
174,89.03,323.45,313.65,323.35
175,89.00,323.45,313.75,323.45
176,88.97,323.75,313.95,323.65
177,88.94,323.95,314.05,323.85
178,88.91,324.05,314.15,323.95
179,88.88,324.25,314.25,324.15
180,88.86,324.45,314.35,324.35
181,88.83,324.55,314.45,324.35
182,88.80,324.75,314.65,324.55
183,88.78,324.95,314.75,324.75
184,88.74,325.05,314.85,324.85
185,88.71,325.35,314.95,325.05
186,88.69,325.45,315.15,325.25
187,88.64,325.65,315.15,325.35
188,88.62,325.85,315.35,325.55
189,88.59,326.05,315.45,325.75
190,88.56,326.15,315.55,325.75
191,88.53,326.35,315.65,325.95
192,88.50,326.65,315.85,326.15
193,88.48,326.75,315.95,326.25
194,88.45,326.95,316.05,326.45
195,88.42,327.15,316.15,326.65
196,88.39,327.25,316.25,326.75
197,88.36,327.45,316.45,326.95
198,88.33,327.75,316.65,327.15
199,88.31,327.85,316.65,327.25
200,88.28,328.05,316.85,327.45
201,88.24,328.25,316.95,327.65
202,88.21,328.35,317.05,327.75
203,88.19,328.65,317.25,327.95
204,88.15,328.85,317.35,328.15
205,88.12,328.95,317.45,328.25
206,88.10,329.15,317.65,328.45
207,88.07,329.35,317.75,328.65
208,88.05,329.55,317.85,328.75
209,88.02,329.75,317.95,328.95
210,87.99,329.95,318.15,329.15
211,87.96,330.05,318.25,329.25
212,87.94,330.35,318.45,329.45
213,87.90,330.55,318.55,329.65
214,87.86,330.65,318.65,329.75
215,87.84,330.85,318.85,329.95
216,87.81,331.15,318.95,330.15
217,87.78,331.25,319.05,330.25
218,87.75,331.45,319.25,330.55
219,87.71,331.75,319.45,330.75
220,87.69,331.85,319.45,330.85
221,87.66,332.05,319.65,331.05
222,87.64,332.35,319.85,331.25
223,87.61,332.45,319.95,331.35
224,87.58,332.65,320.05,331.55
225,87.55,332.85,320.25,331.75
226,87.52,333.05,320.35,331.85
227,87.49,333.25,320.55,332.05
228,87.46,333.45,320.65,332.25
229,87.43,333.65,320.75,332.35
230,87.41,333.85,320.95,332.55
231,87.38,334.15,321.15,332.75
232,87.38,334.15,321.25,332.85
233,87.34,334.45,321.45,333.15
234,87.30,334.65,321.55,333.35
235,87.27,334.75,321.65,333.45
236,87.23,335.05,321.85,333.65
237,87.20,335.25,322.05,333.85
238,87.18,335.35,322.15,333.95
239,87.14,335.65,322.35,334.15
240,87.12,335.85,322.55,334.45
241,87.09,335.95,322.55,334.55
242,87.06,336.25,322.75,334.75
243,87.02,336.45,322.95,334.95
244,87.00,336.55,323.05,335.05
245,86.98,336.85,323.25,335.25
246,86.96,337.05,323.45,335.45
247,86.94,337.15,323.45,335.65
248,86.91,337.45,323.65,335.85
249,86.88,337.65,323.85,336.05
250,86.84,337.75,323.95,336.15
251,86.81,338.05,324.15,336.35
252,86.77,338.25,324.35,336.65
253,86.76,338.35,324.45,336.75
254,86.74,338.65,324.65,336.95
255,86.72,338.85,324.85,337.15
256,86.68,338.95,324.95,337.25
257,86.65,339.25,325.15,337.45
258,86.63,339.45,325.35,337.65
259,86.60,339.55,325.45,337.75
260,86.57,339.85,325.65,338.05
261,86.54,340.05,325.85,338.25
262,86.51,340.15,325.95,338.35
263,86.48,340.45,326.15,338.55
264,86.45,340.65,326.25,338.75
265,86.42,340.75,326.35,338.95
266,86.40,341.05,326.55,339.15
267,86.37,341.25,326.85,339.35
268,86.35,341.45,326.85,339.45
269,86.33,341.65,327.15,339.65
270,86.30,341.85,327.25,339.95
271,86.27,342.05,327.45,340.05
272,86.23,342.25,327.65,340.25
273,86.21,342.45,327.85,340.45
274,86.18,342.55,327.95,340.65
275,86.14,342.85,328.15,340.75
276,86.12,343.05,328.25,341.05
277,86.10,343.15,328.35,341.15
278,86.07,343.35,328.65,341.35
279,86.04,343.65,328.75,341.65
280,86.01,343.75,328.95,341.75
281,85.98,344.05,329.05,341.95
282,85.96,344.25,329.25,342.15
283,85.93,344.35,329.45,342.35
284,85.90,344.65,329.65,342.55
285,85.87,344.85,329.85,342.75
286,85.85,344.95,329.95,342.85
287,85.83,345.25,330.15,343.05
288,85.79,345.45,330.35,343.35
289,85.76,345.55,330.45,343.45
290,85.73,345.85,330.65,343.65
291,85.71,346.05,330.85,343.95
292,85.68,346.15,330.95,344.05
293,85.66,346.45,331.15,344.25
294,85.63,346.65,331.45,344.45
295,85.60,346.75,331.45,344.55
296,85.58,347.05,331.75,344.75
297,85.55,347.25,331.95,345.05
298,85.52,347.35,332.05,345.15
299,85.48,347.65,332.25,345.35
300,85.46,347.85,332.45,345.55
301,85.44,347.95,332.55,345.65
302,85.41,348.25,332.75,345.95
303,85.38,348.45,332.95,346.15
304,85.35,348.55,333.05,346.25
305,85.33,348.85,333.35,346.55
306,85.32,349.05,333.55,346.75
307,85.30,349.15,333.65,346.85
308,85.27,349.45,333.85,347.05
309,85.25,349.65,334.05,347.35
310,85.22,349.75,334.15,347.45
311,85.19,350.05,334.35,347.65
312,85.16,350.25,334.55,347.85
313,85.14,350.35,334.65,347.95
314,85.12,350.65,334.85,348.15
315,85.09,350.85,335.15,348.45
316,85.05,350.95,335.25,348.55
317,85.02,351.25,335.45,348.75
318,85.00,351.45,335.65,348.95
319,84.97,351.55,335.75,349.05
320,84.95,351.85,335.95,349.35
321,84.92,352.05,336.15,349.55
322,84.89,352.15,336.25,349.65
323,84.86,352.45,336.55,349.85
324,84.84,352.65,336.75,350.05
325,84.82,352.75,336.85,350.15
326,84.78,353.05,337.05,350.45
327,84.76,353.25,337.35,350.65
328,84.73,353.35,337.45,350.75
329,84.69,353.65,337.65,350.95
330,84.66,353.85,337.85,351.25
331,84.64,353.95,337.95,351.35
332,84.62,354.15,338.15,351.55
333,84.60,354.45,338.35,351.75
334,84.56,354.55,338.55,351.85
335,84.54,354.75,338.75,352.15
336,84.51,355.05,338.95,352.35
337,84.48,355.15,339.05,352.45
338,84.46,355.35,339.25,352.65
339,84.43,355.65,339.55,352.95
340,84.41,355.75,339.65,352.95
341,84.39,355.95,339.85,353.25
342,84.36,356.25,340.05,353.45
343,84.35,356.35,340.15,353.55
344,84.32,356.55,340.45,353.75
345,84.29,356.75,340.65,354.05
346,84.27,356.85,340.75,354.15
347,84.24,357.15,340.95,354.35
348,84.21,357.35,341.25,354.55
349,84.19,357.45,341.35,354.65
350,84.17,357.75,341.55,354.85
351,84.14,357.95,341.75,355.05
352,84.12,358.05,341.85,355.25
353,84.09,358.25,342.05,355.45
354,84.07,358.55,342.35,355.65
355,84.04,358.65,342.45,355.75
356,84.02,358.85,342.65,355.95
357,84.01,359.05,342.85,356.15
358,83.96,359.25,342.95,356.35
359,83.94,359.35,343.25,356.45
360,83.92,359.65,343.45,356.75
361,83.88,359.75,343.55,356.85
362,83.85,359.95,343.75,357.05
363,83.82,360.15,344.05,357.25
364,83.78,360.35,344.05,357.35
365,83.77,360.55,344.35,357.55
366,83.75,360.75,344.55,357.75
367,83.71,360.85,344.65,357.85
368,83.69,361.15,344.85,358.05
369,83.68,361.35,345.15,358.25
370,83.66,361.45,345.25,358.45
371,83.62,361.65,345.45,358.65
372,83.60,361.85,345.75,358.85
373,83.58,361.95,345.85,358.95
374,83.55,362.25,346.05,359.15
375,83.53,362.45,346.35,359.35
376,83.50,362.55,346.45,359.45
377,83.48,362.75,346.65,359.65
378,83.45,362.95,346.85,359.95
379,83.42,363.05,346.95,359.95
380,83.40,363.25,347.25,360.25
381,83.37,363.55,347.45,360.45
382,83.34,363.65,347.55,360.55
383,83.32,363.85,347.75,360.75
384,83.28,364.05,348.05,360.95
385,83.25,364.15,348.15,361.05
386,83.24,364.35,348.35,361.25
387,83.22,364.55,348.65,361.45
388,83.20,364.65,348.75,361.55
389,83.18,364.95,348.95,361.75
390,83.14,365.15,349.25,361.95
391,83.11,365.25,349.35,362.05
392,83.08,365.45,349.55,362.25
393,83.06,365.65,349.75,362.45
394,83.04,365.75,349.95,362.55
395,83.02,365.95,350.15,362.75
396,82.99,366.15,350.35,362.95
397,82.97,366.25,350.55,363.05
398,82.95,366.45,350.75,363.25
399,82.92,366.65,350.95,363.45
400,82.88,366.75,351.05,363.55
401,82.86,367.05,351.35,363.85
402,82.84,367.25,351.55,363.95
403,82.82,367.25,351.65,364.05
404,82.79,367.55,351.85,364.35
405,82.76,367.75,352.15,364.55
406,82.74,367.85,352.25,364.55
407,82.70,368.05,352.45,364.75
408,82.69,368.25,352.65,364.95
409,82.67,368.35,352.85,365.15
410,82.64,368.55,353.05,365.25
411,82.62,368.65,353.25,365.45
412,82.59,368.85,353.35,365.55
413,82.57,369.05,353.65,365.85
414,82.54,369.25,353.95,365.95
415,82.53,369.35,354.05,366.05
416,82.50,369.55,354.25,366.25
417,82.48,369.75,354.55,366.45
418,82.45,369.85,354.65,366.55
419,82.42,369.95,354.85,366.75
420,82.40,370.25,355.05,366.95
421,82.36,370.35,355.25,367.05
422,82.34,370.55,355.45,367.25
423,82.32,370.65,355.65,367.45
424,82.30,370.85,355.85,367.55
425,82.28,370.95,356.05,367.75
426,82.25,371.15,356.25,367.85
427,82.23,371.25,356.35,367.95
428,82.20,371.45,356.65,368.15
429,82.19,371.65,356.85,368.35
430,82.17,371.75,356.95,368.45
431,82.15,371.95,357.25,368.65
432,82.12,372.15,357.45,368.85
433,82.08,372.25,357.65,368.95
434,82.05,372.45,357.85,369.15
435,82.03,372.55,358.05,369.25
436,82.01,372.65,358.15,369.45
437,81.99,372.85,358.45,369.55
438,81.96,373.05,358.65,369.75
439,81.94,373.15,358.75,369.85
440,81.92,373.35,359.05,370.05
441,81.88,373.55,359.25,370.25
442,81.86,373.55,359.35,370.35
443,81.83,373.75,359.75,370.45
444,81.81,373.95,359.95,370.65
445,81.80,374.05,360.05,370.75
446,81.77,374.25,360.25,370.95
447,81.74,374.45,360.55,371.05
448,81.72,374.45,360.65,371.15
449,81.69,374.65,360.85,371.35
450,81.66,374.85,361.15,371.55
451,81.65,374.95,361.25,371.55
452,81.63,375.15,361.45,371.75
453,81.60,375.25,361.65,371.95
454,81.57,375.35,361.75,372.05
455,81.55,375.55,361.95,372.15
456,81.53,375.75,362.25,372.35
457,81.51,375.85,362.35,372.45
458,81.48,375.95,362.55,372.65
459,81.45,376.15,362.85,372.75
460,81.43,376.25,362.95,372.85
461,81.41,376.45,363.15,373.05
462,81.38,376.55,363.35,373.15
463,81.36,376.65,363.45,373.25
464,81.35,376.85,363.65,373.45
465,81.32,377.05,363.95,373.55
466,81.30,377.05,364.05,373.65
467,81.27,377.25,364.25,373.85
468,81.25,377.45,364.45,373.95
469,81.22,377.45,364.55,374.05
470,81.19,377.65,364.75,374.25
471,81.16,377.85,365.05,374.45
472,81.14,377.85,365.15,374.45
473,81.11,378.05,365.35,374.65
474,81.10,378.25,365.55,374.75
475,81.07,378.25,365.65,374.85
476,81.05,378.45,365.95,375.05
477,81.02,378.65,366.15,375.15
478,81.01,378.65,366.25,375.25
479,81.00,378.85,366.45,375.45
480,80.98,378.95,366.65,375.55
481,80.96,379.05,366.75,375.65
482,80.93,379.25,366.95,375.75
483,80.91,379.35,367.15,375.95
484,80.89,379.45,367.25,375.95
485,80.86,379.55,367.45,376.15
486,80.84,379.75,367.65,376.25
487,80.83,379.85,367.75,376.35
488,80.81,379.95,367.95,376.55
489,80.77,380.05,368.25,376.65
490,80.75,380.15,368.35,376.75
491,80.73,380.35,368.55,376.85
492,80.70,380.45,368.75,377.05
493,80.68,380.55,368.75,377.05
494,80.66,380.65,369.05,377.25
495,80.63,380.85,369.25,377.45
496,80.61,380.85,369.35,377.45
497,80.60,381.05,369.55,377.55
498,80.56,381.15,369.75,377.75
499,80.54,381.25,369.85,377.85
500,80.52,381.35,370.05,377.95
501,80.49,381.55,370.25,378.15
502,80.46,381.55,370.35,378.25
503,80.44,381.75,370.55,378.35
504,80.42,381.85,370.65,378.45
505,80.39,381.95,370.75,378.55
506,80.38,382.05,370.95,378.75
507,80.36,382.15,371.15,378.85
508,80.33,382.25,371.25,378.95
509,80.31,382.35,371.45,379.05
510,80.28,382.45,371.65,379.15
511,80.25,382.55,371.75,379.25
512,80.23,382.65,371.85,379.45
513,80.21,382.75,372.05,379.55
514,80.18,382.85,372.15,379.55
515,80.16,382.95,372.35,379.65
516,80.14,383.05,372.55,379.85
517,80.11,383.15,372.65,379.95
518,80.09,383.25,372.75,380.05
519,80.07,383.35,372.95,380.15
520,80.04,383.45,373.05,380.25
521,80.02,383.55,373.15,380.35
522,80.00,383.65,373.35,380.45
523,79.96,383.75,373.45,380.55
524,79.94,383.85,373.65,380.65
525,79.92,383.95,373.75,380.75
526,79.90,384.05,373.85,380.85
527,79.88,384.15,374.05,380.95
528,79.86,384.25,374.25,381.05
529,79.83,384.35,374.25,381.15
530,79.81,384.45,374.45,381.25
531,79.78,384.55,374.65,381.45
532,79.76,384.55,374.65,381.45
533,79.74,384.75,374.85,381.55
534,79.72,384.85,374.95,381.75
535,79.68,384.85,375.05,381.75
536,79.66,384.95,375.15,381.85
537,79.64,385.05,375.35,381.95
538,79.61,385.15,375.45,382.05
539,79.58,385.25,375.55,382.15
540,79.56,385.35,375.65,382.35
541,79.54,385.35,375.75,382.35
542,79.52,385.45,375.95,382.45
543,79.50,385.55,376.05,382.55
544,79.46,385.65,376.15,382.65
545,79.44,385.75,376.25,382.75
546,79.42,385.85,376.35,382.85
547,79.41,385.85,376.45,382.95
548,79.39,385.95,376.55,383.05
549,79.37,386.05,376.65,383.15
550,79.34,386.15,376.75,383.15
551,79.32,386.25,376.85,383.25
552,79.29,386.35,376.95,383.35
553,79.27,386.35,377.05,383.45
554,79.25,386.45,377.15,383.55
555,79.23,386.55,377.25,383.65
556,79.20,386.65,377.35,383.65
557,79.17,386.75,377.45,383.85
558,79.15,386.85,377.55,383.95
559,79.13,386.85,377.65,383.95
560,79.11,386.95,377.75,384.05
561,79.09,387.05,377.85,384.15
562,79.06,387.05,377.85,384.25
563,79.03,387.15,378.05,384.35
564,79.00,387.25,378.15,384.35
565,78.98,387.35,378.15,384.45
566,78.96,387.35,378.25,384.55
567,78.94,387.55,378.35,384.65
568,78.92,387.55,378.45,384.65
569,78.90,387.65,378.55,384.75
570,78.87,387.75,378.65,384.85
571,78.85,387.75,378.65,384.95
572,78.82,387.85,378.75,385.05
573,78.80,387.95,378.85,385.15
574,78.78,387.95,378.95,385.15
575,78.75,388.05,379.05,385.25
576,78.72,388.15,379.05,385.35
577,78.70,388.25,379.15,385.35
578,78.68,388.35,379.15,385.45
579,78.67,388.45,379.25,385.55
580,78.64,388.45,379.35,385.65
581,78.62,388.55,379.45,385.75
582,78.60,388.65,379.55,385.75
583,78.57,388.65,379.55,385.85
584,78.54,388.75,379.65,385.95
585,78.51,388.85,379.75,385.95
586,78.49,388.85,379.75,386.05
587,78.48,388.95,379.85,386.05
588,78.46,389.05,379.95,386.15
589,78.43,389.15,380.05,386.25
590,78.40,389.25,380.05,386.35
591,78.38,389.25,380.15,386.45
592,78.36,389.35,380.15,386.45
593,78.34,389.45,380.25,386.55
594,78.31,389.55,380.35,386.65
595,78.28,389.55,380.45,386.65
596,78.25,389.65,380.45,386.75
597,78.23,389.75,380.55,386.75
598,78.21,389.75,380.65,386.85
599,78.19,389.85,380.65,386.85
600,78.17,389.95,380.75,386.95
601,78.14,389.95,380.85,387.05
602,78.12,390.05,380.85,387.05
603,78.11,390.15,380.95,387.15
604,78.09,390.25,380.95,387.25
605,78.05,390.35,381.05,387.25
606,78.04,390.35,381.15,387.35
607,78.02,390.45,381.15,387.45
608,77.99,390.55,381.25,387.45
609,77.97,390.55,381.35,387.55
610,77.94,390.65,381.35,387.65
611,77.92,390.75,381.45,387.75
612,77.90,390.85,381.55,387.75
613,77.87,390.85,381.55,387.85
614,77.86,390.95,381.65,387.85
615,77.83,391.05,381.65,387.95
616,77.80,391.05,381.75,388.05
617,77.78,391.15,381.75,388.05
618,77.76,391.25,381.85,388.15
619,77.73,391.25,381.95,388.25
620,77.71,391.35,381.95,388.25
621,77.68,391.45,382.05,388.35
622,77.66,391.45,382.15,388.45
623,77.64,391.55,382.15,388.55
624,77.63,391.65,382.25,388.55
625,77.61,391.65,382.25,388.55
626,77.59,391.75,382.35,388.65
627,77.56,391.85,382.45,388.75
628,77.53,391.95,382.45,388.75
629,77.50,391.95,382.55,388.85
630,77.49,392.05,382.55,388.95
631,77.46,392.15,382.55,388.95
632,77.44,392.15,382.65,389.05
633,77.41,392.25,382.75,389.15
634,77.40,392.35,382.75,389.15
635,77.38,392.35,382.85,389.25
636,77.35,392.55,382.95,389.25
637,77.33,392.55,382.95,389.35
638,77.31,392.65,383.05,389.45
639,77.27,392.75,383.05,389.45
640,77.25,392.75,383.15,389.45
641,77.23,392.85,383.15,389.55
642,77.21,392.85,383.25,389.65
643,77.18,392.95,383.25,389.75
644,77.17,393.05,383.35,389.85
645,77.14,393.15,383.45,389.85
646,77.13,393.15,383.45,389.95
647,77.10,393.25,383.55,389.95
648,77.08,393.35,383.55,390.05
649,77.06,393.35,383.65,390.15
650,77.04,393.45,383.65,390.15
651,77.02,393.55,383.75,390.25
652,77.00,393.65,383.75,390.35
653,76.98,393.75,383.85,390.35
654,76.96,393.75,383.95,390.45
655,76.94,393.75,383.95,390.45
656,76.92,393.85,384.05,390.55
657,76.89,393.95,384.05,390.65
658,76.87,394.05,384.15,390.65
659,76.85,394.15,384.15,390.75
660,76.81,394.15,384.25,390.85
661,76.79,394.25,384.25,390.85
662,76.77,394.35,384.35,390.95
663,76.75,394.45,384.35,391.05
664,76.73,394.45,384.45,391.05
665,76.71,394.55,384.45,391.15
666,76.68,394.65,384.55,391.15
667,76.66,394.65,384.55,391.15
668,76.63,394.75,384.65,391.25
669,76.61,394.75,384.75,391.35
670,76.58,394.85,384.75,391.35
671,76.57,394.95,384.85,391.45
672,76.55,395.05,384.85,391.55
673,76.52,395.05,384.85,391.55
674,76.50,395.15,384.95,391.65
675,76.47,395.25,385.05,391.75
676,76.45,395.35,385.05,391.75
677,76.43,395.35,385.15,391.85
678,76.41,395.45,385.15,391.95
679,76.38,395.45,385.25,391.95
680,76.36,395.55,385.25,392.05
681,76.34,395.65,385.35,392.15
682,76.32,395.75,385.35,392.15
683,76.30,395.75,385.45,392.25
684,76.28,395.85,385.55,392.35
685,76.26,395.95,385.55,392.35
686,76.23,396.05,385.55,392.45
687,76.20,396.15,385.65,392.55
688,76.18,396.15,385.65,392.55
689,76.15,396.25,385.75,392.65
690,76.13,396.35,385.85,392.65
691,76.11,396.35,385.85,392.75
692,76.08,396.45,385.95,392.85
693,76.06,396.55,385.95,392.85
694,76.03,396.55,386.05,392.85
695,76.01,396.65,386.05,392.95
696,75.99,396.75,386.15,393.05
697,75.97,396.75,386.15,393.15
698,75.95,396.85,386.25,393.15
699,75.93,396.95,386.25,393.25
700,75.91,397.05,386.35,393.25
701,75.88,397.15,386.35,393.35
702,75.86,397.15,386.45,393.45
703,75.85,397.25,386.45,393.45
704,75.81,397.25,386.55,393.55
705,75.78,397.35,386.55,393.65
706,75.77,397.35,386.65,393.65
707,75.76,397.55,386.65,393.75
708,75.74,397.55,386.75,393.85
709,75.71,397.65,386.75,393.85
710,75.69,397.75,386.85,393.95
711,75.66,397.85,386.85,394.05
712,75.63,397.85,386.95,394.05
713,75.61,397.95,386.95,394.15
714,75.59,398.05,387.05,394.15
715,75.57,398.05,387.05,394.25
716,75.54,398.15,387.15,394.35
717,75.52,398.25,387.15,394.35
718,75.50,398.25,387.25,394.45
719,75.47,398.35,387.25,394.55
720,75.45,398.45,387.35,394.55
721,75.43,398.45,387.35,394.55
722,75.40,398.55,387.45,394.65
723,75.38,398.65,387.45,394.75
724,75.36,398.75,387.55,394.75
725,75.34,398.75,387.65,394.85
726,75.31,398.85,387.65,394.95
727,75.29,398.95,387.75,394.95
728,75.27,399.05,387.75,395.05
729,75.26,399.05,387.75,395.15
730,75.23,399.15,387.85,395.15
731,75.20,399.25,387.85,395.25
732,75.18,399.35,387.95,395.35
733,75.16,399.35,387.95,395.35
734,75.14,399.45,388.05,395.45
735,75.12,399.55,388.15,395.55
736,75.10,399.55,388.15,395.55
737,75.08,399.65,388.15,395.65
738,75.05,399.75,388.25,395.75
739,75.03,399.75,388.25,395.75
740,75.00,399.85,388.35,395.85
741,74.99,399.95,388.35,395.95
742,74.97,399.95,388.45,395.95
743,74.94,400.05,388.45,396.05
744,74.92,400.15,388.55,396.15
745,74.89,400.15,388.55,396.15
746,74.87,400.35,388.65,396.25
747,74.85,400.35,388.65,396.35
748,74.83,400.45,388.75,396.35
749,74.80,400.55,388.75,396.45
750,74.77,400.65,388.85,396.45
751,74.76,400.65,388.85,396.55
752,74.74,400.75,388.95,396.65
753,74.72,400.85,389.05,396.65
754,74.70,400.85,389.05,396.75
755,74.67,401.05,389.05,396.75
756,74.65,401.05,389.15,396.85
757,74.62,401.15,389.15,396.95
758,74.61,401.25,389.25,397.05
759,74.58,401.35,389.35,397.15
760,74.57,401.35,389.35,397.15
761,74.55,401.45,389.45,397.15
762,74.52,401.55,389.45,397.25
763,74.50,401.55,389.45,397.35
764,74.48,401.65,389.55,397.45
765,74.45,401.75,389.55,397.45
766,74.44,401.85,389.65,397.55
767,74.41,401.95,389.75,397.55
768,74.39,402.05,389.75,397.65
769,74.36,402.05,389.85,397.75
770,74.34,402.15,389.85,397.75
771,74.33,402.25,389.95,397.85
772,74.30,402.25,389.95,397.95
