Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,303.16,5.0767,-0.0037
1,303.16,5.0767,-0.0036
2,303.1593,5.0767,-0.0036
3,303.16,5.0764,-0.0037
4,303.161,5.076,-0.0039
5,303.1612,5.0762,-0.0039
6,303.162,5.0767,-0.0039
7,303.162,5.0756,-0.0039
8,303.162,5.0763,-0.0038
9,303.163,5.0767,-0.0038
10,303.1647,5.0767,-0.0038
11,303.166,5.0766,-0.0038
12,303.166,5.0766,-0.0038
13,303.1652,5.076,-0.0037
14,303.1663,5.0764,-0.0037
15,303.1675,5.0761,-0.0037
16,303.1677,5.0755,-0.0037
17,303.1672,5.0755,-0.0038
18,303.168,5.0766,-0.0039
19,303.1705,5.0755,-0.0038
20,303.1717,5.0753,-0.0038
21,303.1705,5.0758,-0.0037
22,303.17,5.076,-0.0037
23,303.172,5.0755,-0.0037
24,303.172,5.0764,-0.0038
25,303.1745,5.0767,-0.0038
26,303.173,5.0758,-0.0038
27,303.1735,5.0759,-0.0038
28,303.1757,5.0765,-0.0038
29,303.1765,5.0766,-0.0038
30,303.174,5.0764,-0.0039
31,303.1748,5.0766,-0.0039
32,303.1763,5.0767,-0.0039
33,303.1775,5.0767,-0.0039
34,303.1777,5.0767,-0.0039
35,303.1773,5.0765,-0.0038
36,303.179,5.0757,-0.0036
37,303.1782,5.0765,-0.0036
38,303.178,5.0767,-0.0036
39,303.1805,5.0769,-0.0037
40,303.182,5.0769,-0.0037
41,303.18,5.0768,-0.0037
42,303.18,5.077,-0.0039
43,303.1808,5.0779,-0.004
44,303.183,5.0772,-0.004
45,303.1845,5.0774,-0.0039
46,303.185,5.0779,-0.0039
47,303.1847,5.0777,-0.0039
48,303.183,5.0774,-0.0039
49,303.1838,5.0779,-0.0039
50,303.1853,5.0771,-0.0039
51,303.1865,5.0774,-0.0038
52,303.187,5.078,-0.0037
53,303.1873,5.078,-0.0037
54,303.189,5.0777,-0.0037
55,303.1898,5.078,-0.0038
56,303.188,5.0776,-0.004
57,303.1895,5.0777,-0.004
58,303.1913,5.0779,-0.0039
59,303.1907,5.0775,-0.0039
60,303.194,5.0767,-0.0038
61,303.1915,5.0778,-0.0038
62,303.193,5.078,-0.0038
63,303.1935,5.0774,-0.0037
64,303.1927,5.0772,-0.0037
65,303.1922,5.078,-0.0038
66,303.193,5.078,-0.0038
67,303.1938,5.078,-0.0037
68,303.194,5.078,-0.0038
69,303.1935,5.078,-0.0038
70,303.1943,5.0778,-0.0039
71,303.1968,5.0775,-0.0039
72,303.196,5.078,-0.0038
73,303.196,5.0769,-0.0038
74,303.1967,5.0767,-0.0038
75,303.198,5.0774,-0.0037
76,303.1983,5.078,-0.0037
77,303.1973,5.0782,-0.0036
78,303.199,5.0787,-0.0035
79,303.199,5.0793,-0.0037
80,303.1983,5.0794,-0.0037
81,303.1985,5.0792,-0.0038
82,303.1993,5.0792,-0.0038
83,303.2,5.0794,-0.0037
84,303.2,5.0794,-0.0034
85,303.2,5.0805,-0.0035
86,303.2007,5.0798,-0.0035
87,303.202,5.0794,-0.0036
88,303.2027,5.0793,-0.0036
89,303.2023,5.079,-0.0035
90,303.204,5.0787,-0.0035
91,303.2032,5.0793,-0.0035
92,303.201,5.0794,-0.0035
93,303.2015,5.0792,-0.0035
94,303.204,5.0792,-0.0035
95,303.206,5.0794,-0.0036
96,303.206,5.0794,-0.0035
97,303.2077,5.0799,-0.0035
98,303.206,5.0796,-0.0035
99,303.205,5.0794,-0.0034
100,303.2043,5.0795,-0.0034
101,303.203,5.0798,-0.0033
102,303.203,5.0801,-0.0032
103,303.208,5.0794,-0.0032
104,303.2063,5.0802,-0.0031
105,303.205,5.0799,-0.0031
106,303.204,5.0793,-0.0031
107,303.2023,5.0795,-0.0031
108,303.204,5.0806,-0.0031
109,303.2065,5.0798,-0.003
110,303.207,5.0794,-0.003
111,303.205,5.0796,-0.0031
112,303.204,5.0802,-0.003
113,303.2062,5.0804,-0.003
114,303.207,5.0793,-0.003
115,303.207,5.0793,-0.0031
116,303.207,5.0799,-0.003
117,303.2075,5.0805,-0.003
118,303.2063,5.0803,-0.0028
119,303.2037,5.0797,-0.0028
120,303.207,5.0803,-0.0028
121,303.207,5.0806,-0.0028
122,303.2063,5.0806,-0.0026
123,303.206,5.0811,-0.0026
124,303.207,5.0813,-0.0027
125,303.2087,5.0806,-0.0026
126,303.207,5.0806,-0.0026
127,303.207,5.0806,-0.0025
128,303.207,5.0805,-0.0025
129,303.207,5.0805,-0.0025
130,303.2073,5.0802,-0.0025
131,303.2075,5.0797,-0.0024
132,303.205,5.0805,-0.0024
133,303.2075,5.0805,-0.0024
134,303.206,5.0805,-0.0024
135,303.205,5.0803,-0.0024
