Time (s),Mass (g),TC back 1 (K),TC back 2 (K),TC back 3 (K)
125,87.40,311.75,303.15,310.25
126,87.38,311.85,303.25,310.35
127,87.35,311.95,303.25,310.45
128,87.32,312.15,303.35,310.55
129,87.30,312.25,303.45,310.75
130,87.29,312.35,303.55,310.75
131,87.26,312.55,303.65,310.95
132,87.21,312.65,303.65,311.05
133,87.19,312.75,303.75,311.15
134,87.17,312.95,303.85,311.25
135,87.14,313.05,303.95,311.45
136,87.12,313.15,303.95,311.45
137,87.09,313.35,304.05,311.65
138,87.05,313.45,304.15,311.75
139,87.00,313.55,304.15,311.85
140,86.97,313.75,304.35,312.05
141,86.95,313.95,304.35,312.15
142,86.92,314.05,304.45,312.25
143,86.89,314.15,304.55,312.35
144,86.86,314.35,304.65,312.55
145,86.82,314.45,304.65,312.55
146,86.80,314.55,304.75,312.75
147,86.78,314.75,304.85,312.85
148,86.75,314.85,304.95,312.95
149,86.74,315.05,304.95,313.05
150,86.71,315.15,305.15,313.25
151,86.67,315.25,305.15,313.35
152,86.65,315.45,305.25,313.45
153,86.61,315.65,305.35,313.65
154,86.58,315.75,305.45,313.65
155,86.57,315.95,305.55,313.85
156,86.54,316.05,305.65,314.05
157,86.51,316.15,305.75,314.05
158,86.47,316.35,305.85,314.25
159,86.45,316.55,305.95,314.35
160,86.43,316.65,305.95,314.45
161,86.39,316.85,306.05,314.65
162,86.37,316.95,306.15,314.75
163,86.36,317.05,306.25,314.85
164,86.34,317.25,306.35,315.05
165,86.30,317.45,306.45,315.15
166,86.28,317.55,306.55,315.25
167,86.26,317.75,306.65,315.45
168,86.23,317.95,306.75,315.55
169,86.20,317.95,306.85,315.65
170,86.17,318.15,306.95,315.85
171,86.14,318.35,307.05,316.05
172,86.12,318.45,307.15,316.05
173,86.09,318.65,307.25,316.25
174,86.06,318.85,307.35,316.35
175,86.03,318.95,307.45,316.45
176,86.01,319.15,307.55,316.65
177,85.98,319.35,307.65,316.85
178,85.96,319.45,307.75,316.95
179,85.93,319.65,307.85,317.05
180,85.91,319.85,307.95,317.25
181,85.90,319.85,307.95,317.35
182,85.88,320.05,308.15,317.45
183,85.85,320.25,308.25,317.65
184,85.82,320.45,308.35,317.75
185,85.79,320.65,308.45,317.95
186,85.78,320.75,308.65,318.05
187,85.76,320.95,308.65,318.15
188,85.72,321.15,308.75,318.35
189,85.69,321.35,308.95,318.45
190,85.66,321.45,308.95,318.65
191,85.63,321.65,309.15,318.75
192,85.62,321.75,309.25,318.95
193,85.60,321.85,309.35,319.05
194,85.56,322.05,309.45,319.25
195,85.54,322.35,309.65,319.35
196,85.51,322.45,309.65,319.45
197,85.49,322.55,309.75,319.65
198,85.47,322.75,309.95,319.85
199,85.46,322.95,310.05,319.95
200,85.44,323.15,310.15,320.15
201,85.40,323.35,310.35,320.35
202,85.38,323.45,310.35,320.45
203,85.37,323.65,310.55,320.55
204,85.35,323.85,310.65,320.75
205,85.33,323.95,310.75,320.85
206,85.30,324.15,310.85,321.05
207,85.28,324.35,310.95,321.25
208,85.26,324.45,311.05,321.35
209,85.24,324.65,311.25,321.55
210,85.20,324.85,311.35,321.65
211,85.18,325.05,311.45,321.75
212,85.16,325.25,311.55,321.95
213,85.14,325.45,311.75,322.15
214,85.12,325.55,311.85,322.25
215,85.09,325.75,311.95,322.45
216,85.06,325.95,312.15,322.65
217,85.05,326.05,312.25,322.75
218,85.03,326.25,312.35,322.95
219,85.01,326.55,312.55,323.15
220,84.98,326.65,312.55,323.25
221,84.96,326.85,312.75,323.45
222,84.94,327.05,312.95,323.55
223,84.92,327.15,312.95,323.65
224,84.90,327.35,313.15,323.85
225,84.89,327.65,313.35,324.05
226,84.86,327.75,313.35,324.15
227,84.82,327.95,313.55,324.35
228,84.80,328.15,313.75,324.55
229,84.78,328.25,313.75,324.65
230,84.75,328.55,313.95,324.85
231,84.74,328.75,314.15,325.05
232,84.71,328.85,314.15,325.15
233,84.69,329.05,314.35,325.35
234,84.66,329.25,314.45,325.55
235,84.64,329.35,314.55,325.65
236,84.63,329.65,314.75,325.85
237,84.59,329.85,314.95,326.05
238,84.57,329.95,314.95,326.15
239,84.56,330.15,315.15,326.35
240,84.52,330.45,315.35,326.55
241,84.50,330.55,315.45,326.65
242,84.48,330.75,315.65,326.95
243,84.46,330.95,315.75,327.15
244,84.43,331.05,315.85,327.25
245,84.41,331.35,316.05,327.45
246,84.40,331.55,316.15,327.65
247,84.38,331.65,316.25,327.75
248,84.35,331.85,316.45,327.95
249,84.33,332.15,316.65,328.15
250,84.31,332.25,316.75,328.25
251,84.28,332.45,316.95,328.45
252,84.25,332.65,317.05,328.65
253,84.24,332.75,317.15,328.75
254,84.20,333.05,317.35,328.95
255,84.18,333.25,317.55,329.15
256,84.16,333.35,317.65,329.35
257,84.14,333.55,317.85,329.55
258,84.13,333.85,317.95,329.75
259,84.11,333.95,318.05,329.85
260,84.08,334.15,318.25,330.05
261,84.07,334.35,318.45,330.25
262,84.04,334.55,318.55,330.35
263,84.01,334.75,318.75,330.55
264,83.99,334.95,318.95,330.85
265,83.98,335.05,318.95,330.95
266,83.96,335.35,319.15,331.15
267,83.93,335.55,319.35,331.35
268,83.90,335.75,319.45,331.45
269,83.87,335.95,319.65,331.65
270,83.86,336.15,319.85,331.85
271,83.85,336.25,319.95,332.05
272,83.82,336.55,320.15,332.25
273,83.80,336.75,320.35,332.45
274,83.78,336.85,320.45,332.55
275,83.76,337.15,320.65,332.75
276,83.74,337.35,320.75,332.95
277,83.72,337.45,320.85,333.05
278,83.68,337.65,321.05,333.25
279,83.66,337.95,321.25,333.45
280,83.64,338.05,321.35,333.55
281,83.62,338.25,321.55,333.85
282,83.60,338.55,321.75,334.05
283,83.58,338.65,321.85,334.15
284,83.56,338.85,322.05,334.35
285,83.54,339.15,322.25,334.65
286,83.51,339.25,322.35,334.75
287,83.49,339.45,322.55,334.95
288,83.48,339.75,322.75,335.15
289,83.45,339.85,322.85,335.25
290,83.41,340.05,323.05,335.45
291,83.40,340.25,323.25,335.65
292,83.39,340.45,323.35,335.75
293,83.38,340.65,323.55,336.05
294,83.34,340.85,323.75,336.25
295,83.32,341.05,323.85,336.35
296,83.30,341.25,324.05,336.55
297,83.28,341.45,324.25,336.75
298,83.25,341.65,324.35,336.95
299,83.24,341.85,324.45,337.15
300,83.22,342.05,324.75,337.35
301,83.19,342.15,324.85,337.45
302,83.17,342.45,325.05,337.65
303,83.15,342.65,325.25,337.95
304,83.13,342.75,325.35,338.05
305,83.11,343.05,325.55,338.25
306,83.09,343.25,325.75,338.45
307,83.09,343.35,325.85,338.55
308,83.05,343.55,326.05,338.75
309,83.01,343.85,326.25,339.05
310,83.00,343.95,326.35,339.15
311,82.97,344.25,326.55,339.35
312,82.95,344.45,326.75,339.55
313,82.92,344.55,326.85,339.65
314,82.89,344.75,327.05,339.95
315,82.87,345.05,327.25,340.15
316,82.85,345.15,327.35,340.25
317,82.83,345.35,327.55,340.45
318,82.81,345.55,327.85,340.75
319,82.79,345.75,327.95,340.75
320,82.77,345.95,328.15,341.05
321,82.75,346.25,328.35,341.25
322,82.73,346.35,328.45,341.35
323,82.70,346.55,328.65,341.55
324,82.68,346.85,328.85,341.85
325,82.66,346.95,328.95,341.95
326,82.64,347.15,329.15,342.15
327,82.63,347.35,329.35,342.35
328,82.60,347.55,329.45,342.45
329,82.57,347.75,329.75,342.75
330,82.54,347.95,329.95,342.95
331,82.53,348.05,330.05,343.05
332,82.52,348.35,330.25,343.25
333,82.49,348.55,330.45,343.55
334,82.47,348.65,330.55,343.65
335,82.44,348.95,330.75,343.85
336,82.42,349.15,330.95,344.05
337,82.39,349.25,331.05,344.15
338,82.37,349.45,331.25,344.35
339,82.36,349.75,331.45,344.65
340,82.34,349.85,331.55,344.75
341,82.32,350.05,331.85,344.95
342,82.30,350.35,332.05,345.15
343,82.27,350.45,332.15,345.25
344,82.26,350.65,332.35,345.55
345,82.22,350.95,332.55,345.75
346,82.20,351.05,332.75,345.85
347,82.19,351.25,332.85,346.05
348,82.17,351.45,333.15,346.25
349,82.14,351.55,333.25,346.35
350,82.12,351.85,333.45,346.65
351,82.10,352.05,333.65,346.85
352,82.07,352.15,333.75,346.95
353,82.05,352.45,333.95,347.15
354,82.03,352.65,334.15,347.35
355,82.00,352.75,334.25,347.45
356,81.98,352.95,334.55,347.65
357,81.96,353.25,334.75,347.95
358,81.94,353.35,334.85,348.05
359,81.93,353.55,335.05,348.25
360,81.90,353.75,335.25,348.45
361,81.88,353.85,335.35,348.55
362,81.86,354.05,335.55,348.75
363,81.85,354.35,335.85,348.95
364,81.84,354.45,335.95,349.15
365,81.82,354.65,336.15,349.35
366,81.79,354.85,336.35,349.55
367,81.75,354.95,336.45,349.65
368,81.73,355.25,336.75,349.85
369,81.71,355.45,336.95,350.05
370,81.69,355.55,337.05,350.15
371,81.67,355.75,337.25,350.35
372,81.64,355.95,337.45,350.65
373,81.62,356.15,337.55,350.65
374,81.59,356.35,337.85,350.95
375,81.58,356.55,338.05,351.15
376,81.56,356.65,338.15,351.25
377,81.54,356.85,338.35,351.45
378,81.51,357.05,338.55,351.65
379,81.50,357.25,338.65,351.85
380,81.48,357.45,338.85,352.05
381,81.46,357.65,339.15,352.25
382,81.43,357.75,339.25,352.35
383,81.41,357.95,339.45,352.55
384,81.39,358.15,339.65,352.75
385,81.37,358.25,339.85,352.85
386,81.35,358.45,340.05,353.05
387,81.33,358.65,340.25,353.25
388,81.31,358.75,340.35,353.35
389,81.27,359.05,340.65,353.65
390,81.25,359.25,340.85,353.85
391,81.23,359.35,340.95,353.95
392,81.21,359.55,341.15,354.15
393,81.18,359.75,341.35,354.35
394,81.16,359.85,341.45,354.45
395,81.16,360.05,341.75,354.65
396,81.13,360.25,341.95,354.85
397,81.11,360.35,342.05,354.95
398,81.08,360.65,342.25,355.15
399,81.06,360.85,342.45,355.35
400,81.03,360.95,342.65,355.55
401,81.01,361.15,342.85,355.75
402,80.99,361.25,343.05,355.95
403,80.99,361.45,343.15,356.05
404,80.96,361.65,343.35,356.25
405,80.93,361.85,343.65,356.45
406,80.91,361.95,343.75,356.55
407,80.89,362.15,343.95,356.75
408,80.87,362.35,344.15,356.95
409,80.85,362.45,344.25,357.05
410,80.83,362.65,344.55,357.25
411,80.80,362.85,344.75,357.45
412,80.78,362.95,344.85,357.55
413,80.76,363.15,345.05,357.75
414,80.74,363.25,345.35,357.95
415,80.72,363.35,345.45,358.05
416,80.69,363.65,345.65,358.25
417,80.67,363.85,345.85,358.45
418,80.65,363.95,345.95,358.55
419,80.63,364.05,346.15,358.75
420,80.61,364.25,346.45,358.95
421,80.59,364.35,346.55,359.05
422,80.56,364.55,346.75,359.25
423,80.54,364.75,346.95,359.45
424,80.52,364.85,347.15,359.55
425,80.49,365.05,347.35,359.75
426,80.47,365.25,347.55,359.95
427,80.45,365.35,347.65,360.05
428,80.44,365.45,347.95,360.25
429,80.43,365.65,348.15,360.45
430,80.41,365.75,348.25,360.55
431,80.38,365.95,348.45,360.75
432,80.35,366.15,348.65,360.95
433,80.32,366.25,348.75,361.05
434,80.30,366.45,349.05,361.25
435,80.29,366.55,349.25,361.45
436,80.27,366.65,349.35,361.55
437,80.24,366.85,349.55,361.75
438,80.21,367.05,349.85,361.95
439,80.19,367.15,349.95,362.05
440,80.16,367.25,350.15,362.25
441,80.14,367.45,350.45,362.35
442,80.13,367.55,350.55,362.55
443,80.11,367.75,350.75,362.65
444,80.09,367.85,350.95,362.85
445,80.06,367.95,351.05,362.95
446,80.04,368.15,351.35,363.15
447,80.02,368.35,351.55,363.35
448,80.01,368.45,351.65,363.45
449,79.99,368.55,351.85,363.65
450,79.97,368.75,352.05,363.85
451,79.94,368.85,352.25,363.95
452,79.92,369.05,352.45,364.05
453,79.90,369.15,352.65,364.25
454,79.88,369.25,352.75,364.35
455,79.85,369.45,353.05,364.55
456,79.82,369.65,353.25,364.75
457,79.82,369.65,353.35,364.85
458,79.80,369.85,353.55,365.05
459,79.76,370.05,353.85,365.15
460,79.75,370.05,353.95,365.25
461,79.72,370.25,354.15,365.45
462,79.71,370.45,354.35,365.65
463,79.68,370.55,354.45,365.75
464,79.66,370.65,354.65,365.95
465,79.63,370.85,354.95,366.05
466,79.61,370.95,355.05,366.15
467,79.59,371.05,355.25,366.35
468,79.58,371.25,355.45,366.45
469,79.56,371.35,355.65,366.55
470,79.53,371.45,355.85,366.75
471,79.51,371.65,356.05,366.95
472,79.48,371.75,356.15,367.05
473,79.47,371.85,356.45,367.15
474,79.45,372.05,356.65,367.35
475,79.44,372.15,356.75,367.45
476,79.42,372.25,356.95,367.65
477,79.39,372.45,357.25,367.75
478,79.36,372.55,357.35,367.85
479,79.34,372.65,357.55,368.05
480,79.33,372.85,357.75,368.15
481,79.31,372.95,357.85,368.25
482,79.28,373.05,358.15,368.45
483,79.25,373.25,358.35,368.55
484,79.23,373.25,358.45,368.65
485,79.21,373.45,358.65,368.85
486,79.19,373.55,358.85,369.05
487,79.17,373.65,359.05,369.15
488,79.15,373.85,359.25,369.25
489,79.13,373.95,359.45,369.45
490,79.11,374.05,359.55,369.55
491,79.09,374.15,359.75,369.65
492,79.07,374.35,359.95,369.85
493,79.04,374.45,360.05,369.95
494,79.01,374.55,360.35,370.05
495,78.99,374.75,360.55,370.25
496,78.98,374.85,360.65,370.35
497,78.96,374.95,360.85,370.45
498,78.94,375.05,361.15,370.65
499,78.92,375.15,361.25,370.65
500,78.90,375.35,361.45,370.85
501,78.88,375.45,361.65,371.05
502,78.86,375.55,361.75,371.15
503,78.83,375.65,361.95,371.25
504,78.81,375.75,362.15,371.45
505,78.78,375.85,362.25,371.55
506,78.77,376.05,362.55,371.65
507,78.74,376.15,362.75,371.85
508,78.72,376.25,362.85,371.85
509,78.70,376.35,363.05,372.05
510,78.68,376.55,363.25,372.15
511,78.66,376.55,363.35,372.25
512,78.64,376.75,363.55,372.45
513,78.62,376.85,363.85,372.55
514,78.60,376.95,363.95,372.65
515,78.58,377.05,364.15,372.75
516,78.56,377.25,364.35,372.95
517,78.54,377.35,364.45,373.05
518,78.53,377.45,364.65,373.15
519,78.51,377.55,364.85,373.35
520,78.48,377.65,364.95,373.35
521,78.46,377.75,365.15,373.55
522,78.44,377.85,365.35,373.65
523,78.42,377.95,365.45,373.75
524,78.40,378.15,365.65,373.85
525,78.38,378.25,365.95,374.05
526,78.36,378.35,365.95,374.05
527,78.34,378.45,366.25,374.25
528,78.31,378.65,366.45,374.35
529,78.29,378.65,366.55,374.45
530,78.27,378.75,366.75,374.65
531,78.25,378.95,366.95,374.75
532,78.23,378.95,367.05,374.85
533,78.21,379.15,367.25,374.95
534,78.19,379.25,367.45,375.05
535,78.17,379.25,367.55,375.15
536,78.15,379.45,367.85,375.35
537,78.13,379.55,367.95,375.45
538,78.11,379.65,368.05,375.55
539,78.09,379.75,368.25,375.65
540,78.05,379.85,368.55,375.75
541,78.04,379.95,368.55,375.85
542,78.02,380.05,368.85,376.05
543,78.00,380.25,369.05,376.15
544,77.98,380.25,369.15,376.25
545,77.97,380.45,369.35,376.35
546,77.94,380.55,369.55,376.55
547,77.91,380.65,369.65,376.55
548,77.88,380.75,369.85,376.75
549,77.87,380.85,370.05,376.85
550,77.85,380.85,370.15,376.95
551,77.82,380.95,370.35,377.05
552,77.81,381.15,370.55,377.15
553,77.79,381.15,370.65,377.25
554,77.78,381.35,370.75,377.35
555,77.75,381.45,370.95,377.45
556,77.72,381.55,371.15,377.55
557,77.71,381.65,371.25,377.65
558,77.68,381.75,371.45,377.75
559,77.66,381.85,371.55,377.85
560,77.65,381.95,371.75,377.95
561,77.63,382.05,371.95,378.15
562,77.61,382.15,372.05,378.15
563,77.59,382.25,372.25,378.25
564,77.57,382.35,372.45,378.45
565,77.53,382.45,372.55,378.45
566,77.52,382.55,372.75,378.65
567,77.49,382.65,372.95,378.75
568,77.47,382.65,372.95,378.85
569,77.45,382.85,373.15,378.95
570,77.43,382.95,373.35,379.05
571,77.42,382.95,373.45,379.15
572,77.40,383.15,373.65,379.25
573,77.37,383.25,373.85,379.35
574,77.35,383.25,373.95,379.45
575,77.33,383.45,374.05,379.55
576,77.31,383.55,374.15,379.65
577,77.29,383.65,374.25,379.75
578,77.27,383.75,374.35,379.85
579,77.25,383.85,374.55,380.05
580,77.20,383.95,374.55,380.05
581,77.17,384.05,374.65,380.15
582,77.15,384.15,374.85,380.25
583,77.12,384.15,374.85,380.35
584,77.11,384.25,374.95,380.45
585,77.09,384.35,375.05,380.55
586,77.06,384.45,375.15,380.65
587,77.05,384.55,375.25,380.75
588,77.03,384.65,375.35,380.85
589,77.01,384.65,375.45,380.85
590,76.98,384.75,375.55,380.95
591,76.95,384.85,375.65,381.05
592,76.93,384.85,375.75,381.15
593,76.93,384.95,375.85,381.25
594,76.90,385.05,375.95,381.35
595,76.87,385.15,376.05,381.45
596,76.85,385.25,376.15,381.55
597,76.84,385.25,376.25,381.65
598,76.81,385.35,376.35,381.65
599,76.78,385.45,376.45,381.75
600,76.78,385.55,376.55,381.85
601,76.75,385.55,376.55,381.95
602,76.72,385.65,376.65,382.05
603,76.70,385.75,376.85,382.15
604,76.69,385.75,376.85,382.15
605,76.67,385.85,376.95,382.35
606,76.65,385.95,377.15,382.35
607,76.64,386.05,377.15,382.45
608,76.62,386.05,377.25,382.55
609,76.59,386.15,377.35,382.65
610,76.56,386.25,377.45,382.65
611,76.54,386.25,377.55,382.85
612,76.53,386.35,377.65,382.85
613,76.51,386.45,377.65,382.95
614,76.49,386.55,377.75,383.05
615,76.46,386.65,377.85,383.15
616,76.43,386.65,377.95,383.15
617,76.41,386.75,378.05,383.25
618,76.39,386.85,378.15,383.35
619,76.38,386.85,378.15,383.45
620,76.36,386.95,378.25,383.55
621,76.33,387.05,378.35,383.65
622,76.30,387.05,378.35,383.65
623,76.28,387.15,378.45,383.75
624,76.27,387.25,378.65,383.85
625,76.26,387.25,378.65,383.85
626,76.23,387.35,378.75,384.05
627,76.21,387.45,378.85,384.15
628,76.18,387.45,378.95,384.15
629,76.15,387.55,378.95,384.25
630,76.14,387.65,379.05,384.35
631,76.12,387.75,379.15,384.35
632,76.09,387.75,379.25,384.45
633,76.07,387.85,379.25,384.55
634,76.05,387.85,379.35,384.65
635,76.03,387.95,379.45,384.65
636,76.01,388.05,379.55,384.75
637,75.99,388.05,379.55,384.85
638,75.97,388.15,379.65,384.95
639,75.95,388.25,379.75,385.05
640,75.92,388.25,379.85,385.05
641,75.90,388.35,379.85,385.15
642,75.88,388.45,379.95,385.25
643,75.86,388.45,380.05,385.25
644,75.83,388.55,380.05,385.35
645,75.82,388.55,380.15,385.45
646,75.80,388.65,380.15,385.45
647,75.78,388.75,380.25,385.55
648,75.75,388.75,380.35,385.65
649,75.73,388.85,380.45,385.65
650,75.70,388.85,380.45,385.75
651,75.69,388.95,380.55,385.85
652,75.67,389.05,380.65,385.95
653,75.65,389.15,380.65,386.05
654,75.63,389.15,380.75,386.05
655,75.62,389.25,380.75,386.05
656,75.60,389.35,380.85,386.15
657,75.57,389.35,380.95,386.25
658,75.56,389.45,380.95,386.35
659,75.54,389.45,381.05,386.45
660,75.52,389.55,381.15,386.55
661,75.50,389.55,381.15,386.55
662,75.48,389.65,381.25,386.65
663,75.44,389.75,381.35,386.75
664,75.42,389.75,381.35,386.75
665,75.41,389.85,381.45,386.85
666,75.39,389.95,381.45,386.85
667,75.36,389.95,381.55,386.95
668,75.36,390.05,381.55,387.05
669,75.34,390.15,381.65,387.05
670,75.31,390.15,381.75,387.15
671,75.29,390.25,381.75,387.25
672,75.28,390.35,381.85,387.35
673,75.25,390.35,381.85,387.35
674,75.22,390.45,381.95,387.45
675,75.20,390.45,382.05,387.55
676,75.18,390.55,382.05,387.55
677,75.17,390.55,382.15,387.65
678,75.14,390.65,382.15,387.65
679,75.12,390.75,382.25,387.75
680,75.10,390.75,382.25,387.75
681,75.08,390.85,382.35,387.85
682,75.05,390.85,382.35,387.95
683,75.03,390.95,382.45,387.95
684,75.01,391.05,382.55,388.05
685,74.99,391.05,382.55,388.15
686,74.97,391.15,382.55,388.15
687,74.95,391.25,382.65,388.25
688,74.93,391.25,382.75,388.35
689,74.90,391.35,382.75,388.35
690,74.88,391.45,382.85,388.45
691,74.86,391.45,382.85,388.55
692,74.85,391.55,382.95,388.55
693,74.81,391.55,382.95,388.65
694,74.80,391.55,383.05,388.65
695,74.79,391.65,383.05,388.75
696,74.77,391.75,383.15,388.85
697,74.74,391.75,383.15,388.85
698,74.72,391.85,383.25,388.95
699,74.70,391.95,383.35,389.05
700,74.69,392.05,383.35,389.05
701,74.66,392.05,383.45,389.15
702,74.64,392.15,383.45,389.15
703,74.62,392.15,383.45,389.25
704,74.61,392.25,383.55,389.25
705,74.59,392.35,383.65,389.45
706,74.57,392.35,383.65,389.45
707,74.54,392.45,383.75,389.45
708,74.51,392.45,383.75,389.55
709,74.49,392.45,383.75,389.55
710,74.47,392.55,383.85,389.65
711,74.45,392.65,383.85,389.75
712,74.43,392.75,383.95,389.75
713,74.42,392.75,383.95,389.85
714,74.40,392.85,384.05,389.95
715,74.38,392.85,384.05,389.95
716,74.35,392.95,384.15,390.05
717,74.33,393.05,384.15,390.05
718,74.31,393.05,384.25,390.15
719,74.29,393.15,384.25,390.15
720,74.27,393.15,384.35,390.25
721,74.25,393.25,384.35,390.35
722,74.24,393.35,384.45,390.35
723,74.21,393.35,384.45,390.45
724,74.19,393.45,384.55,390.45
725,74.17,393.45,384.65,390.55
726,74.15,393.55,384.65,390.65
727,74.13,393.65,384.65,390.65
728,74.11,393.65,384.75,390.75
729,74.09,393.75,384.75,390.85
730,74.07,393.75,384.85,390.85
731,74.06,393.85,384.85,390.95
732,74.04,393.85,384.95,390.95
733,74.03,393.95,384.95,391.05
734,74.00,394.05,385.05,391.15
735,73.97,394.15,385.05,391.15
736,73.96,394.15,385.15,391.25
737,73.94,394.25,385.15,391.25
738,73.92,394.25,385.25,391.35
739,73.90,394.35,385.25,391.35
740,73.88,394.35,385.25,391.45
741,73.86,394.45,385.35,391.55
742,73.85,394.45,385.35,391.55
743,73.83,394.55,385.45,391.55
744,73.81,394.65,385.45,391.65
745,73.78,394.65,385.55,391.75
746,73.77,394.75,385.55,391.75
747,73.75,394.75,385.65,391.85
748,73.72,394.85,385.65,391.85
749,73.70,394.95,385.75,391.95
750,73.68,394.95,385.75,392.05
751,73.67,395.05,385.85,392.05
752,73.65,395.05,385.85,392.15
753,73.63,395.15,385.95,392.15
754,73.61,395.25,385.95,392.25
755,73.59,395.35,386.05,392.25
756,73.56,395.35,386.05,392.35
757,73.54,395.45,386.05,392.45
758,73.50,395.45,386.15,392.45
759,73.49,395.55,386.25,392.55
760,73.48,395.55,386.25,392.55
761,73.47,395.65,386.25,392.65
762,73.46,395.75,386.35,392.75
763,73.44,395.75,386.35,392.75
764,73.40,395.85,386.45,392.85
765,73.39,395.95,386.45,392.85
766,73.37,395.95,386.45,392.85
767,73.34,396.05,386.55,392.95
768,73.32,396.15,386.65,393.05
769,73.31,396.15,386.65,393.05
770,73.29,396.25,386.75,393.15
771,73.27,396.25,386.75,393.25
772,73.25,396.35,386.85,393.25
