Time (s),Mass (g),TC back 1 (K),TC back 2 (K),TC back 3 (K)
0,107.54,291.95,293.05,292.15
1,107.49,291.95,293.35,292.15
2,107.43,291.95,293.45,292.15
3,107.37,292.05,293.85,292.25
4,107.38,292.15,294.15,292.35
5,107.37,292.15,294.25,292.45
6,107.24,292.25,294.65,292.55
7,107.25,292.35,294.95,292.65
8,107.20,292.45,295.15,292.65
9,107.14,292.45,295.45,292.85
10,107.16,292.65,295.75,292.95
11,107.04,292.65,295.85,293.05
12,106.98,292.75,296.25,293.15
13,106.94,292.85,296.55,293.25
14,106.88,292.95,296.65,293.25
15,106.78,293.05,297.05,293.45
16,106.69,293.15,297.25,293.55
17,106.62,293.15,297.45,293.65
18,106.67,293.25,297.75,293.75
19,106.69,293.35,298.05,293.85
20,106.68,293.45,298.15,293.95
21,106.43,293.55,298.45,294.05
22,106.18,293.65,298.75,294.15
23,105.98,293.75,298.85,294.25
24,105.86,293.85,299.25,294.45
25,105.68,293.95,299.45,294.55
26,105.50,294.05,299.65,294.55
27,105.25,294.15,299.85,294.75
28,105.13,294.25,300.15,294.85
29,104.88,294.35,300.25,294.85
30,104.87,294.45,300.45,295.05
31,104.88,294.55,300.75,295.15
32,104.77,294.65,300.85,295.15
33,104.67,294.75,301.15,295.35
34,104.50,294.85,301.35,295.45
35,104.34,294.95,301.55,295.45
36,104.15,295.15,301.75,295.55
37,104.04,295.25,302.05,295.75
38,104.00,295.35,302.15,295.75
39,103.91,295.55,302.45,295.85
40,103.78,295.65,302.75,296.05
41,103.60,295.75,302.85,296.05
42,103.47,295.85,303.15,296.25
43,103.33,296.05,303.35,296.35
44,103.26,296.15,303.55,296.35
45,103.11,296.25,303.85,296.55
46,102.90,296.45,304.05,296.65
47,102.71,296.45,304.25,296.75
48,102.60,296.65,304.45,296.85
49,102.58,296.75,304.75,296.95
50,102.44,296.85,304.95,297.05
51,102.34,297.05,305.25,297.25
52,102.29,297.25,305.55,297.35
53,102.27,297.35,305.65,297.45
54,102.04,297.55,305.95,297.65
55,101.77,297.75,306.25,297.75
56,101.61,297.85,306.35,297.85
57,101.58,298.05,306.75,298.05
58,101.64,298.35,307.05,298.25
59,101.60,298.45,307.15,298.35
60,101.47,298.65,307.45,298.55
61,101.37,298.95,307.75,298.75
62,101.18,299.05,307.85,298.85
63,101.05,299.35,308.25,299.05
64,100.93,299.55,308.55,299.25
65,100.84,299.75,308.65,299.45
66,100.77,300.05,309.05,299.65
67,100.76,300.35,309.35,299.85
68,100.75,300.55,309.55,300.05
69,100.55,300.85,309.95,300.25
70,100.34,301.25,310.25,300.55
71,100.18,301.45,310.45,300.65
72,100.17,301.85,310.85,300.95
73,100.15,302.25,311.25,301.25
74,99.98,302.45,311.45,301.45
75,99.84,302.85,311.85,301.75
76,99.85,303.25,312.25,302.15
77,99.74,303.55,312.45,302.25
78,99.69,303.95,312.95,302.65
79,99.66,304.45,313.35,303.05
80,99.58,304.65,313.65,303.15
81,99.46,305.15,314.05,303.55
82,99.34,305.65,314.55,303.95
83,99.31,305.95,314.75,304.15
84,99.19,306.45,315.25,304.55
85,99.10,307.05,315.75,304.95
86,98.99,307.25,316.05,305.25
87,98.90,307.85,316.55,305.65
88,98.75,308.45,317.05,306.15
89,98.63,308.75,317.35,306.35
90,98.56,309.35,317.85,306.85
91,98.45,309.95,318.45,307.25
92,98.35,310.25,318.75,307.55
93,98.34,310.85,319.35,308.05
94,98.26,311.55,319.95,308.55
95,98.09,311.85,320.25,308.85
96,97.99,312.45,320.85,309.45
97,97.93,313.15,321.45,309.95
98,97.88,313.45,321.75,310.25
99,97.80,314.15,322.35,310.85
100,97.71,314.85,323.05,311.45
101,97.63,315.25,323.35,311.75
102,97.56,315.95,324.05,312.35
103,97.49,316.65,324.75,312.95
104,97.45,317.05,325.15,313.25
105,97.35,317.75,325.95,313.85
106,97.29,318.45,326.65,314.45
107,97.24,318.85,326.95,314.75
108,97.06,319.55,327.65,315.45
109,96.92,320.35,328.35,316.05
110,96.90,320.65,328.75,316.35
111,96.87,321.45,329.45,317.05
112,96.76,322.25,330.15,317.65
113,96.69,322.55,330.55,318.05
114,96.51,323.35,331.25,318.65
115,96.43,324.15,331.95,319.35
116,96.41,324.55,332.35,319.75
117,96.39,325.35,333.05,320.35
118,96.23,326.15,333.85,321.05
119,96.15,326.55,334.15,321.45
120,96.13,327.35,334.95,322.15
121,96.02,328.15,335.65,322.85
122,95.90,328.55,336.05,323.15
123,95.84,329.45,336.75,323.85
124,95.78,330.25,337.55,324.55
125,95.77,330.65,337.95,324.85
126,95.72,331.45,338.65,325.65
127,95.57,332.25,339.45,326.35
128,95.51,332.65,339.85,326.75
129,95.51,333.45,340.55,327.35
130,95.42,334.25,341.35,328.05
131,95.24,334.65,341.65,328.45
132,94.97,335.45,342.45,329.25
133,94.67,336.35,343.15,330.05
134,94.57,336.75,343.55,330.35
135,94.63,337.55,344.35,331.15
136,94.67,338.35,345.05,331.85
137,94.54,338.75,345.45,332.25
138,94.35,339.65,346.25,333.05
139,94.30,340.45,347.05,333.75
140,94.28,340.85,347.35,334.05
141,94.30,341.75,348.15,334.85
142,94.20,342.65,348.95,335.55
143,94.04,343.05,349.35,335.95
144,93.95,343.95,350.05,336.65
145,93.89,344.75,350.75,337.35
146,93.81,345.25,351.15,337.75
147,93.73,346.15,351.95,338.45
148,93.68,347.05,352.75,339.15
149,93.65,347.45,353.05,339.55
150,93.63,348.35,353.85,340.35
151,93.53,349.25,354.65,341.05
152,93.39,349.75,355.05,341.45
153,93.28,350.65,355.75,342.15
154,93.17,351.35,356.45,342.85
155,93.00,351.75,356.85,343.15
156,92.86,352.55,357.55,343.95
157,92.81,353.25,358.25,344.65
158,92.72,353.65,358.65,344.95
159,92.73,354.35,359.35,345.65
160,92.71,355.15,360.05,346.35
161,92.71,355.45,360.35,346.75
162,92.68,356.15,361.05,347.45
163,92.66,356.95,361.75,348.05
164,92.57,357.25,362.05,348.45
165,92.51,357.95,362.75,349.15
166,92.45,358.65,363.35,349.85
167,92.37,359.05,363.75,350.15
168,92.27,359.75,364.35,350.75
169,92.13,360.35,365.05,351.45
170,92.01,360.75,365.35,351.75
171,91.96,361.35,365.95,352.35
172,91.81,362.05,366.55,353.05
173,91.64,362.45,366.95,353.35
174,91.54,363.05,367.55,353.95
175,91.48,363.75,368.15,354.65
176,91.49,364.05,368.45,354.95
177,91.37,364.65,369.15,355.55
178,91.27,365.25,369.65,356.15
179,91.27,365.55,369.95,356.45
180,91.17,366.15,370.55,357.05
181,91.01,366.65,371.15,357.65
182,90.87,366.95,371.35,357.95
183,90.75,367.45,371.95,358.45
184,90.71,367.95,372.45,359.05
185,90.69,368.25,372.75,359.35
186,90.65,368.75,373.25,359.85
187,90.60,369.25,373.75,360.45
188,90.56,369.45,374.05,360.65
189,90.41,369.95,374.55,361.25
190,90.34,370.45,374.95,361.75
191,90.25,370.75,375.25,361.95
192,90.17,371.25,375.75,362.55
193,90.07,371.75,376.15,363.05
194,89.98,371.95,376.45,363.25
195,89.87,372.45,376.85,363.75
196,89.76,372.95,377.35,364.25
197,89.69,373.15,377.55,364.55
198,89.63,373.55,377.95,365.05
199,89.60,373.95,378.35,365.45
200,89.50,374.05,378.45,365.75
201,89.34,374.45,378.85,366.15
202,89.23,374.75,379.25,366.65
203,89.15,374.85,379.35,366.85
204,89.12,375.05,379.75,367.25
205,89.10,375.35,380.05,367.65
206,89.03,375.45,380.15,367.85
207,88.93,375.65,380.45,368.25
208,88.81,375.85,380.75,368.65
209,88.69,375.95,380.85,368.95
210,88.60,376.15,381.15,369.25
211,88.59,376.35,381.45,369.75
212,88.57,376.45,381.55,369.85
213,88.47,376.55,381.85,370.25
214,88.39,376.75,382.05,370.55
215,88.32,376.75,382.15,370.75
216,88.22,376.95,382.35,371.05
217,88.17,377.15,382.45,371.35
218,88.06,377.15,382.55,371.55
219,87.94,377.35,382.75,371.85
220,87.81,377.45,382.95,372.05
221,87.77,377.55,383.05,372.25
222,87.76,377.75,383.25,372.45
223,87.66,377.85,383.55,372.75
224,87.49,377.95,383.65,372.85
225,87.34,378.25,383.85,373.15
226,87.27,378.75,384.05,373.35
227,87.19,378.95,384.15,373.45
228,87.15,379.35,384.35,373.75
229,87.15,379.65,384.55,373.95
230,87.11,379.75,384.65,374.05
231,86.99,379.95,384.85,374.15
232,86.87,380.15,385.05,374.25
233,86.77,380.25,385.15,374.35
234,86.62,380.35,385.35,374.55
235,86.49,380.55,385.55,374.65
236,86.44,380.65,385.65,374.75
237,86.45,380.75,385.75,374.85
238,86.36,380.85,385.95,374.85
239,86.29,380.95,386.05,374.95
240,86.24,381.15,386.15,374.95
241,86.18,381.25,386.25,375.05
242,86.09,381.35,386.45,375.15
243,86.00,381.55,386.55,375.15
244,85.85,381.65,386.75,375.25
245,85.75,381.75,386.85,375.35
246,85.65,381.85,387.05,375.35
247,85.56,382.05,387.35,375.35
248,85.47,382.05,387.45,375.35
249,85.43,382.25,387.65,375.45
250,85.39,382.35,387.85,375.45
251,85.32,382.45,388.05,375.55
252,85.24,382.55,388.25,375.55
253,85.13,382.65,388.45,375.65
254,85.09,382.75,388.55,375.55
255,84.98,382.95,388.75,375.65
256,84.84,383.05,388.95,375.75
257,84.74,383.15,389.05,375.75
258,84.68,383.25,389.25,375.75
259,84.61,383.35,389.45,375.85
260,84.51,383.45,389.55,375.85
261,84.37,383.55,389.75,375.95
262,84.33,383.65,389.95,375.95
263,84.29,383.75,390.05,376.05
264,84.20,383.95,390.35,376.05
265,84.06,384.05,390.55,376.15
266,83.96,384.15,390.65,376.15
267,83.88,384.25,390.85,376.15
268,83.87,384.35,391.15,376.15
269,83.88,384.35,391.35,376.25
270,83.80,384.45,391.55,376.25
271,83.76,384.65,391.75,376.35
272,83.71,384.65,391.85,376.35
273,83.49,384.85,391.95,376.45
274,83.36,384.95,392.05,376.45
275,83.39,385.05,392.15,376.55
276,83.30,385.15,392.35,376.55
277,83.16,385.25,392.45,376.55
278,83.10,385.35,392.55,376.55
279,83.03,385.45,392.75,376.65
280,82.96,385.55,392.85,376.65
281,82.85,385.65,392.95,376.75
282,82.80,385.75,393.05,376.75
283,82.68,385.95,393.25,376.85
284,82.52,385.95,393.25,376.85
285,82.49,386.05,393.45,376.85
286,82.49,386.25,393.65,376.95
287,82.49,386.35,393.65,376.95
288,82.38,386.45,393.75,377.05
289,82.24,386.55,393.95,377.15
290,82.12,386.65,393.95,377.15
