Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,303.245,4.9174,-0.0034
1,303.2433,4.918,-0.0032
2,303.2443,4.9176,-0.0032
3,303.244,4.9171,-0.0032
4,303.2423,4.9169,-0.0033
5,303.2412,4.9173,-0.0034
6,303.242,4.9173,-0.0034
7,303.2412,4.9174,-0.0034
8,303.2403,4.9174,-0.0034
9,303.2405,4.9172,-0.0034
10,303.2403,4.9168,-0.0033
11,303.2385,4.9166,-0.0034
12,303.236,4.9174,-0.0033
13,303.2343,4.9163,-0.0035
14,303.234,4.9161,-0.0036
15,303.2355,4.9161,-0.0036
16,303.2367,4.9163,-0.0036
17,303.2357,4.9166,-0.0036
18,303.234,4.9161,-0.0037
19,303.234,4.9166,-0.0036
20,303.2333,4.9162,-0.0037
21,303.2305,4.9159,-0.0037
22,303.2287,4.9161,-0.0038
23,303.2298,4.9162,-0.0039
24,303.229,4.9159,-0.0038
25,303.229,4.9159,-0.0038
26,303.2283,4.9168,-0.0037
27,303.229,4.9166,-0.0038
28,303.2293,4.9159,-0.0039
29,303.2278,4.9159,-0.004
30,303.227,4.9159,-0.004
31,303.2253,4.9159,-0.004
32,303.225,4.915,-0.0039
33,303.2255,4.9152,-0.0037
34,303.2257,4.9154,-0.0038
35,303.2243,4.9145,-0.004
36,303.221,4.9145,-0.0038
37,303.2218,4.9133,-0.004
38,303.222,4.914,-0.004
39,303.2215,4.9147,-0.0041
40,303.2213,4.9148,-0.0042
41,303.2218,4.9146,-0.0041
42,303.221,4.9146,-0.0041
43,303.2185,4.9146,-0.0042
44,303.2187,4.9145,-0.0042
45,303.2195,4.9145,-0.0041
46,303.2183,4.914,-0.0043
47,303.215,4.9134,-0.0045
48,303.215,4.9145,-0.0044
49,303.2142,4.9145,-0.0044
50,303.2133,4.9138,-0.0043
51,303.213,4.914,-0.0044
52,303.2133,4.9145,-0.0044
53,303.2137,4.9147,-0.0044
54,303.212,4.9155,-0.0042
55,303.2112,4.9155,-0.0042
56,303.2123,4.9148,-0.0042
57,303.2115,4.9149,-0.0043
58,303.2107,4.9151,-0.0044
59,303.2118,4.9144,-0.0044
60,303.211,4.9144,-0.0045
61,303.2102,4.9144,-0.0046
62,303.2087,4.9153,-0.0047
63,303.206,4.9151,-0.0047
64,303.2047,4.9148,-0.0047
65,303.2063,4.9156,-0.0046
66,303.208,4.915,-0.0047
67,303.2055,4.9145,-0.0046
68,303.2057,4.9153,-0.0047
69,303.205,4.9151,-0.0047
70,303.2043,4.9147,-0.0047
71,303.2045,4.9153,-0.0047
72,303.202,4.9147,-0.0046
73,303.2037,4.9144,-0.0046
74,303.2027,4.9144,-0.0047
75,303.2015,4.9144,-0.0048
76,303.201,4.9144,-0.0048
77,303.2007,4.9142,-0.0048
78,303.199,4.9134,-0.0047
79,303.1998,4.9131,-0.0049
80,303.2,4.9139,-0.0049
81,303.199,4.9144,-0.0048
82,303.1987,4.9144,-0.0046
83,303.1997,4.9143,-0.0046
84,303.198,4.914,-0.0048
85,303.198,4.9143,-0.0046
86,303.1953,4.9134,-0.0048
87,303.195,4.9131,-0.0048
88,303.1963,4.9131,-0.0047
89,303.1968,4.9128,-0.0046
90,303.196,4.9128,-0.0048
91,303.1943,4.9131,-0.0047
92,303.1927,4.9129,-0.0048
93,303.1915,4.913,-0.0047
94,303.192,4.9135,-0.0046
95,303.1938,4.9142,-0.0046
96,303.193,4.9142,-0.0047
97,303.1938,4.913,-0.0047
98,303.194,4.9137,-0.0046
99,303.1935,4.9135,-0.0046
100,303.192,4.9128,-0.0047
101,303.1897,4.9128,-0.0047
102,303.188,4.9128,-0.0047
103,303.1913,4.9128,-0.0048
104,303.1913,4.9128,-0.0048
105,303.1905,4.9128,-0.0046
106,303.19,4.9129,-0.0046
107,303.1897,4.9131,-0.0047
108,303.188,4.9128,-0.0047
109,303.1872,4.9128,-0.0047
110,303.187,4.9128,-0.0046
111,303.188,4.9135,-0.0047
112,303.1883,4.9142,-0.0047
113,303.187,4.914,-0.0046
114,303.187,4.9143,-0.0045
115,303.1862,4.9143,-0.0047
116,303.1867,4.9138,-0.0046
117,303.1865,4.9133,-0.0047
118,303.1853,4.9132,-0.0047
119,303.1838,4.9135,-0.0047
120,303.183,4.9129,-0.0049
121,303.1838,4.9135,-0.0045
122,303.1847,4.9141,-0.0046
123,303.185,4.9136,-0.0045
124,303.1843,4.9133,-0.0045
125,303.1828,4.914,-0.0045
126,303.182,4.9143,-0.0045
127,303.182,4.9132,-0.0046
128,303.1813,4.9129,-0.0044
129,303.1815,4.9131,-0.0043
130,303.1817,4.9132,-0.0044
131,303.181,4.9129,-0.0046
132,303.181,4.9129,-0.0047
133,303.1802,4.9129,-0.0046
134,303.18,4.9125,-0.0046
135,303.179,4.9126,-0.0045
136,303.177,4.9128,-0.0045
137,303.175,4.9124,-0.0044
138,303.175,4.9116,-0.0043
139,303.1767,4.9119,-0.0044
140,303.1757,4.9126,-0.0044
141,303.1765,4.9124,-0.0045
142,303.177,4.9123,-0.0044
143,303.1755,4.9129,-0.0043
144,303.178,4.9129,-0.0045
145,303.1772,4.9124,-0.0043
146,303.1783,4.9127,-0.0042
147,303.178,4.9128,-0.0042
148,303.177,4.9127,-0.0042
149,303.1772,4.9129,-0.0041
150,303.178,4.9129,-0.0042
151,303.1755,4.9132,-0.0042
152,303.175,4.9139,-0.0042
153,303.1755,4.9136,-0.0041
154,303.176,4.9129,-0.004
155,303.1757,4.913,-0.004
156,303.174,4.9136,-0.004
157,303.1748,4.913,-0.004
158,303.1743,4.9129,-0.0042
159,303.1745,4.9129,-0.0042
160,303.1747,4.9129,-0.004
161,303.1735,4.9129,-0.0039
162,303.171,4.9126,-0.0039
163,303.1718,4.912,-0.0039
164,303.17,4.9126,-0.0039
165,303.171,4.9124,-0.0038
166,303.1723,4.9123,-0.0037
167,303.1712,4.9129,-0.0038
168,303.172,4.9129,-0.0038
169,303.1703,4.9124,-0.0037
170,303.1687,4.9125,-0.0038
171,303.1715,4.9128,-0.0038
172,303.1727,4.9125,-0.0037
173,303.168,4.9118,-0.0037
174,303.168,4.9129,-0.0037
175,303.168,4.9124,-0.0036
176,303.1673,4.9118,-0.0037
177,303.1665,4.9116,-0.0039
178,303.166,4.9116,-0.0039
179,303.1657,4.9118,-0.0037
180,303.164,4.9129,-0.0037
181,303.1657,4.9121,-0.0038
182,303.1667,4.9117,-0.0037
183,303.165,4.9119,-0.0036
184,303.1637,4.912,-0.0035
185,303.1648,4.9116,-0.0035
186,303.164,4.9116,-0.0034
187,303.1648,4.9116,-0.0034
188,303.163,4.9116,-0.0035
189,303.163,4.9116,-0.0034
190,303.1637,4.9116,-0.0034
191,303.163,4.9116,-0.0035
192,303.163,4.9119,-0.0035
193,303.1613,4.9116,-0.0035
194,303.1617,4.9116,-0.0035
195,303.1625,4.9118,-0.0034
196,303.1623,4.9123,-0.0033
197,303.1608,4.9129,-0.0033
198,303.16,4.9129,-0.0033
199,303.1608,4.9118,-0.0033
200,303.1623,4.9116,-0.0033
201,303.161,4.9114,-0.0033
202,303.159,4.9114,-0.0033
203,303.1587,4.9119,-0.0032
204,303.157,4.9127,-0.0033
