Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0,303.163,5.1073,-0.0091
1,303.1655,5.1062,-0.0091
2,303.1627,5.106,-0.009
3,303.1625,5.1056,-0.009
4,303.1643,5.1055,-0.009
5,303.165,5.106,-0.009
6,303.165,5.106,-0.009
7,303.165,5.1048,-0.0091
8,303.1657,5.1046,-0.009
9,303.167,5.1046,-0.0089
10,303.168,5.1046,-0.0089
11,303.168,5.1045,-0.0089
12,303.168,5.1045,-0.0089
13,303.1672,5.1039,-0.0089
14,303.1677,5.1043,-0.0088
15,303.168,5.104,-0.0088
16,303.1683,5.1038,-0.0087
17,303.1697,5.1045,-0.0086
18,303.173,5.1045,-0.0088
19,303.1713,5.1034,-0.0089
20,303.1723,5.1032,-0.0089
21,303.1725,5.1032,-0.0088
22,303.1717,5.1032,-0.0088
23,303.1708,5.1032,-0.0087
24,303.17,5.1032,-0.0088
25,303.1708,5.1032,-0.0088
26,303.1723,5.1032,-0.0088
27,303.1725,5.1032,-0.0086
28,303.172,5.1033,-0.0085
29,303.1727,5.1034,-0.0085
30,303.176,5.1032,-0.0085
31,303.1735,5.1032,-0.0086
32,303.1743,5.1038,-0.0087
33,303.1765,5.1037,-0.0087
34,303.1773,5.1032,-0.0086
35,303.1762,5.103,-0.0085
36,303.177,5.1022,-0.0084
37,303.1778,5.1019,-0.0084
38,303.1787,5.1027,-0.0084
39,303.18,5.1028,-0.0084
40,303.181,5.1023,-0.0084
41,303.181,5.102,-0.0085
42,303.181,5.1032,-0.0085
43,303.1818,5.1032,-0.0085
44,303.18,5.1023,-0.0085
45,303.1795,5.1018,-0.0084
46,303.1807,5.1022,-0.0084
47,303.1822,5.1027,-0.0084
48,303.183,5.1018,-0.0084
49,303.183,5.1018,-0.0084
50,303.1823,5.1018,-0.0084
51,303.184,5.1018,-0.0083
52,303.1857,5.1022,-0.0082
53,303.1843,5.1027,-0.0083
54,303.181,5.1018,-0.0083
55,303.1852,5.1018,-0.0083
56,303.1847,5.1009,-0.0084
57,303.1845,5.1012,-0.0084
58,303.1857,5.1017,-0.0083
59,303.187,5.1013,-0.0082
60,303.187,5.1005,-0.0081
61,303.187,5.1005,-0.0082
62,303.187,5.1005,-0.0082
63,303.188,5.0998,-0.0081
64,303.1883,5.0996,-0.0081
65,303.1875,5.1005,-0.0082
66,303.19,5.1005,-0.0082
67,303.1892,5.1005,-0.0082
68,303.191,5.1005,-0.0082
69,303.193,5.1005,-0.0081
70,303.1927,5.1003,-0.0081
71,303.1903,5.0999,-0.0081
72,303.192,5.1005,-0.0079
73,303.1928,5.0994,-0.0081
74,303.193,5.0991,-0.0081
75,303.1925,5.0995,-0.008
76,303.1927,5.1,-0.0079
77,303.1937,5.1005,-0.0077
78,303.192,5.1005,-0.0077
79,303.1937,5.1005,-0.0078
80,303.1927,5.1005,-0.0077
81,303.193,5.0998,-0.0077
82,303.194,5.0991,-0.0078
83,303.1938,5.0994,-0.0078
84,303.193,5.1005,-0.0077
85,303.1947,5.1005,-0.0077
86,303.1937,5.0996,-0.0076
