Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
255,303.17,5.1413,0.0003
256,303.1697,5.1406,0.0006
257,303.1687,5.1404,0.0008
258,303.167,5.1393,0.0006
259,303.1687,5.1401,0.0005
260,303.1703,5.1406,0.0005
261,303.169,5.1407,0.0006
262,303.168,5.1411,0.0006
263,303.1697,5.1416,0.0007
264,303.168,5.1407,0.0007
265,303.1705,5.1407,0.0007
266,303.171,5.1407,0.0008
267,303.17,5.1411,0.0008
268,303.168,5.1412,0.0008
269,303.1662,5.1407,0.0007
270,303.167,5.1407,0.0007
271,303.1695,5.1413,0.0007
272,303.1713,5.1412,0.0009
273,303.17,5.1409,0.0008
274,303.169,5.1407,0.0006
275,303.1703,5.1407,0.0006
276,303.167,5.1404,0.0006
277,303.1662,5.1396,0.0007
278,303.166,5.1403,0.0008
279,303.167,5.1408,0.0009
280,303.1683,5.1404,0.0008
281,303.1688,5.1397,0.0008
282,303.168,5.1394,0.0008
283,303.168,5.1405,0.0008
284,303.168,5.1407,0.0009
285,303.167,5.1409,0.0008
286,303.1673,5.141,0.0008
287,303.1697,5.1407,0.0008
288,303.168,5.1407,0.0008
289,303.1705,5.1407,0.0009
290,303.1683,5.1398,0.0009
291,303.1665,5.1401,0.001
292,303.166,5.1404,0.001
293,303.1662,5.1397,0.0011
294,303.167,5.1393,0.001
295,303.1678,5.1393,0.001
296,303.1693,5.1397,0.0009
297,303.1685,5.1398,0.0008
298,303.1667,5.1396,0.0009
299,303.167,5.1398,0.0009
300,303.166,5.1406,0.001
301,303.1683,5.1406,0.0009
302,303.167,5.1406,0.0008
303,303.168,5.1406,0.0009
304,303.1663,5.1406,0.0009
305,303.1663,5.1406,0.0009
306,303.168,5.1406,0.0009
307,303.166,5.1406,0.001
308,303.1673,5.1397,0.0011
309,303.167,5.1393,0.0009
310,303.1697,5.1405,0.0011
311,303.1723,5.1401,0.0009
312,303.174,5.1408,0.001
313,303.175,5.1403,0.0009
314,303.1807,5.1407,0.001
315,303.183,5.1399,0.0008
316,303.188,5.14,0.0005
317,303.1933,5.1398,0.0003
318,303.198,5.1394,-0.0001
319,303.206,5.1395,-0.0001
320,303.2133,5.1397,-0.0003
321,303.221,5.1401,-0.0003
322,303.2293,5.14,-0.0007
323,303.2417,5.1398,-0.0012
324,303.254,5.1395,-0.0017
325,303.267,5.1394,-0.0017
326,303.2813,5.1394,-0.0023
327,303.297,5.1393,-0.0024
328,303.3137,5.1394,-0.0032
329,303.3337,5.1401,-0.0033
330,303.352,5.1396,-0.0035
331,303.375,5.1398,-0.0039
332,303.3987,5.1408,-0.0044
333,303.425,5.1402,-0.0047
334,303.4507,5.1394,-0.005
335,303.481,5.1394,-0.0052
336,303.511,5.1384,-0.0055
337,303.545,5.1387,-0.0057
338,303.5797,5.1399,-0.0061
339,303.616,5.1395,-0.0063
340,303.653,5.1384,-0.0065
341,303.6943,5.1386,-0.0067
342,303.737,5.1381,-0.007
343,303.7813,5.1383,-0.0071
344,303.83,5.1398,-0.0072
345,303.881,5.1389,-0.0074
346,303.9323,5.1383,-0.0074
347,303.9843,5.1386,-0.0075
348,304.042,5.1381,-0.0075
349,304.1023,5.1386,-0.0074
350,304.1647,5.1397,-0.0073
351,304.228,5.1402,-0.007
352,304.2963,5.1404,-0.0069
353,304.3663,5.1416,-0.0065
354,304.441,5.1404,-0.006
355,304.5137,5.1402,-0.0057
356,304.5927,5.1402,-0.0055
357,304.668,5.1397,-0.0053
358,304.7537,5.1402,-0.0048
359,304.8393,5.1405,-0.0043
360,304.93,5.14,-0.0036
361,305.0233,5.1398,-0.0033
362,305.116,5.1387,-0.0025
363,305.215,5.1394,-0.0014
364,305.3153,5.1385,-0.0009
365,305.4163,5.1389,-0.0004
366,305.521,5.1385,0.0006
367,305.63,5.1382,0.0016
368,305.7443,5.1389,0.0023
369,305.857,5.1382,0.0035
370,305.9757,5.1389,0.0041
371,306.096,5.1381,0.0054
372,306.222,5.1383,0.0065
373,306.347,5.1387,0.0075
374,306.475,5.1376,0.0088
375,306.609,5.1381,0.0099
376,306.7443,5.1372,0.011
377,306.8833,5.1369,0.0124
378,307.026,5.1366,0.014
379,307.17,5.1374,0.015
380,307.3177,5.1368,0.0166
381,307.464,5.1376,0.0178
382,307.6183,5.1371,0.0192
383,307.7747,5.1384,0.0205
384,307.932,5.1384,0.0222
385,308.0957,5.1382,0.0237
386,308.2587,5.1381,0.0251
387,308.426,5.1378,0.0266
388,308.596,5.1381,0.0282
389,308.7667,5.1384,0.03
390,308.942,5.1387,0.0316
391,309.1213,5.1388,0.0333
392,309.302,5.1385,0.0349
393,309.486,5.1384,0.0364
394,309.67,5.1381,0.0383
395,309.858,5.1383,0.0399
396,310.049,5.1385,0.0413
397,310.2417,5.1383,0.0428
398,310.4367,5.1379,0.0447
399,310.636,5.1378,0.0463
400,310.8343,5.1384,0.0478
401,311.036,5.1386,0.0495
402,311.243,5.1382,0.0513
403,311.4487,5.1371,0.053
404,311.6573,5.1366,0.0548
405,311.87,5.1373,0.0563
406,312.085,5.1386,0.0581
407,312.2973,5.1391,0.0597
408,312.518,5.139,0.0614
409,312.7347,5.1384,0.063
410,312.954,5.138,0.0649
411,313.176,5.1378,0.0667
412,313.4027,5.138,0.0679
413,313.63,5.1381,0.0695
414,313.856,5.1378,0.0712
415,314.0843,5.1373,0.073
416,314.3167,5.1367,0.0746
417,314.55,5.1365,0.0762
418,314.784,5.1368,0.0777
419,315.0187,5.1373,0.0792
420,315.254,5.1375,0.0808
421,315.4937,5.1375,0.0821
422,315.7343,5.1374,0.0836
423,315.973,5.1378,0.0853
424,316.2157,5.1382,0.087
425,316.459,5.1383,0.0884
426,316.702,5.1374,0.0897
427,316.9463,5.1363,0.0912
428,317.1927,5.1361,0.0926
429,317.438,5.1364,0.0941
430,317.6867,5.1364,0.0954
431,317.933,5.1373,0.0965
432,318.183,5.138,0.0979
433,318.434,5.1378,0.0995
434,318.684,5.1377,0.1007
435,318.936,5.1372,0.102
436,319.187,5.137,0.103
437,319.4387,5.1368,0.1043
438,319.691,5.1368,0.1053
439,319.945,5.1366,0.1067
440,320.1977,5.1361,0.1077
441,320.452,5.1358,0.1089
442,320.7057,5.1364,0.11
443,320.96,5.1369,0.1111
444,321.216,5.1368,0.1118
445,321.4697,5.1366,0.1132
446,321.721,5.137,0.1139
447,321.976,5.1368,0.1148
448,322.2327,5.1371,0.116
449,322.488,5.1379,0.1168
450,322.739,5.1376,0.1172
451,322.9927,5.1368,0.1182
452,323.247,5.1371,0.1192
453,323.502,5.1363,0.12
454,323.7563,5.136,0.1207
455,324.0123,5.1354,0.1216
456,324.265,5.1362,0.1223
457,324.5163,5.1362,0.123
458,324.7687,5.136,0.1233
459,325.022,5.1363,0.1242
460,325.2713,5.1351,0.1246
461,325.5213,5.1362,0.125
462,325.772,5.1358,0.1257
463,326.025,5.1364,0.1261
464,326.2737,5.1364,0.1264
465,326.523,5.1365,0.1268
466,326.7697,5.1365,0.1274
467,327.019,5.1354,0.1278
468,327.265,5.1365,0.1283
469,327.5113,5.1352,0.1288
470,327.7583,5.1356,0.1291
471,328.003,5.1346,0.1294
472,328.247,5.1344,0.1296
473,328.492,5.1347,0.13
474,328.734,5.1347,0.1301
475,328.978,5.1349,0.1304
476,329.219,5.1347,0.1306
477,329.459,5.1347,0.1302
478,329.6983,5.1354,0.1303
479,329.937,5.1361,0.1303
480,330.175,5.1361,0.1304
481,330.411,5.1348,0.1304
482,330.6483,5.1347,0.1302
483,330.882,5.1357,0.1303
484,331.1173,5.1349,0.1301
485,331.3493,5.1347,0.13
486,331.583,5.1347,0.1299
487,331.8143,5.1347,0.1297
488,332.0443,5.1346,0.1296
489,332.273,5.1334,0.1293
490,332.5033,5.1334,0.1292
491,332.731,5.1334,0.129
492,332.957,5.1334,0.1285
493,333.1827,5.1346,0.1283
494,333.4067,5.1347,0.1279
495,333.63,5.135,0.1278
496,333.8523,5.1361,0.1276
497,334.0747,5.1361,0.1274
498,334.296,5.1361,0.1269
499,334.515,5.1361,0.1265
500,334.733,5.1353,0.1263
501,334.952,5.135,0.1258
502,335.1677,5.135,0.1256
503,335.384,5.135,0.1252
504,335.599,5.135,0.1246
505,335.8107,5.135,0.1241
506,336.025,5.135,0.1236
507,336.234,5.135,0.1233
508,336.445,5.134,0.1225
509,336.6553,5.1337,0.1222
510,336.864,5.1337,0.1218
511,337.0727,5.1337,0.1212
512,337.279,5.1328,0.1208
513,337.482,5.1324,0.1203
514,337.6893,5.1324,0.1198
515,337.8907,5.1324,0.1194
516,338.095,5.1324,0.1188
517,338.2963,5.1334,0.1183
518,338.496,5.1337,0.1179
519,338.697,5.1337,0.1172
520,338.896,5.1337,0.1168
521,339.0943,5.1337,0.1162
522,339.291,5.1337,0.1156
523,339.488,5.1337,0.1149
524,339.684,5.1337,0.1147
525,339.879,5.1337,0.1142
526,340.0707,5.1337,0.1136
527,340.2643,5.1336,0.113
528,340.459,5.1324,0.1126
529,340.6497,5.133,0.112
530,340.84,5.1337,0.1112
531,341.028,5.1337,0.1107
532,341.2177,5.1337,0.1106
533,341.4057,5.1337,0.1096
534,341.594,5.1337,0.1089
535,341.7797,5.1337,0.1084
536,341.9657,5.133,0.1079
537,342.149,5.1324,0.1074
538,342.3347,5.1324,0.1069
539,342.517,5.1324,0.1064
540,342.702,5.1324,0.1056
541,342.883,5.1324,0.1051
542,343.067,5.1324,0.1046
543,343.244,5.1324,0.1039
544,343.4277,5.1324,0.1034
545,343.604,5.1321,0.1027
546,343.786,5.132,0.1022
547,343.9637,5.1324,0.1016
548,344.1417,5.1324,0.1012
549,344.319,5.1324,0.1003
550,344.495,5.1324,0.0997
551,344.672,5.1324,0.0993
552,344.85,5.1324,0.0984
553,345.0227,5.1324,0.0977
554,345.199,5.1321,0.0973
555,345.37,5.131,0.0966
556,345.5443,5.131,0.0959
557,345.7173,5.131,0.0954
558,345.89,5.1304,0.0949
559,346.063,5.13,0.0941
560,346.235,5.13,0.0933
561,346.408,5.13,0.0931
562,346.578,5.13,0.0924
563,346.7483,5.13,0.0915
564,346.915,5.13,0.0913
565,347.088,5.13,0.0905
566,347.2577,5.13,0.0897
567,347.426,5.1297,0.0889
568,347.5953,5.1297,0.0884
569,347.7627,5.1297,0.0878
570,347.931,5.1297,0.087
571,348.0997,5.1297,0.0865
572,348.267,5.1297,0.0859
573,348.433,5.1297,0.0852
574,348.6027,5.1297,0.0844
575,348.7703,5.1297,0.0838
576,348.935,5.1297,0.0833
577,349.102,5.1297,0.0826
578,349.2657,5.1297,0.0818
579,349.434,5.1297,0.0811
580,349.5977,5.1297,0.0803
581,349.7657,5.1297,0.0799
582,349.931,5.1297,0.0793
583,350.0947,5.1297,0.0786
584,350.2587,5.1297,0.078
585,350.423,5.1297,0.0773
586,350.5873,5.1295,0.0769
587,350.7527,5.1283,0.0762
588,350.918,5.1283,0.0755
589,351.081,5.1283,0.0747
590,351.2447,5.1287,0.0741
591,351.41,5.1297,0.0736
592,351.5743,5.1297,0.0726
593,351.7377,5.129,0.0721
594,351.902,5.1283,0.0717
595,352.066,5.1283,0.071
596,352.2273,5.1283,0.0702
597,352.394,5.1283,0.0694
598,352.5557,5.1281,0.0687
599,352.7163,5.127,0.0681
600,352.882,5.1277,0.0676
601,353.044,5.1283,0.0667
602,353.2067,5.1283,0.0662
603,353.373,5.1283,0.0656
604,353.5337,5.1277,0.0649
605,353.698,5.127,0.0641
606,353.859,5.127,0.0636
607,354.0233,5.127,0.0628
608,354.1873,5.127,0.0623
609,354.351,5.127,0.0615
610,354.5137,5.1259,0.0609
611,354.6757,5.1257,0.0602
612,354.841,5.1257,0.0593
613,355.0037,5.1257,0.0589
614,355.1687,5.1255,0.0583
615,355.332,5.1253,0.0577
616,355.4937,5.1257,0.057
617,355.6583,5.1257,0.0562
618,355.823,5.1257,0.0555
619,355.985,5.1258,0.055
620,356.1507,5.1257,0.0546
621,356.315,5.1257,0.054
622,356.4773,5.1252,0.053
623,356.6413,5.1243,0.0526
624,356.807,5.1243,0.0519
625,356.9693,5.1243,0.0514
626,357.1357,5.1241,0.0504
627,357.302,5.123,0.05
628,357.4673,5.1241,0.0494
629,357.63,5.1243,0.0487
630,357.795,5.1243,0.0482
631,357.959,5.1237,0.0475
632,358.1257,5.1242,0.0469
633,358.289,5.1242,0.0461
634,358.4547,5.123,0.0456
635,358.6193,5.123,0.045
636,358.784,5.1242,0.044
637,358.952,5.1242,0.0436
638,359.116,5.1233,0.0428
639,359.279,5.1242,0.0423
640,359.448,5.1242,0.0417
641,359.6133,5.1242,0.0411
642,359.782,5.1242,0.0403
643,359.9443,5.1241,0.0398
644,360.1097,5.1237,0.0391
645,360.278,5.1231,0.0385
646,360.4443,5.1241,0.0379
647,360.6113,5.1241,0.0372
648,360.777,5.1231,0.0366
649,360.943,5.1227,0.0357
650,361.112,5.1227,0.035
651,361.279,5.1221,0.0345
652,361.445,5.1214,0.0341
653,361.613,5.1225,0.0335
654,361.782,5.1227,0.0329
655,361.947,5.1227,0.0322
656,362.113,5.1235,0.0314
657,362.279,5.1227,0.0309
658,362.4507,5.1227,0.0303
659,362.618,5.1236,0.0297
660,362.783,5.1241,0.0291
661,362.9507,5.1241,0.028
662,363.1183,5.1233,0.0274
663,363.288,5.1241,0.0268
664,363.454,5.1241,0.0263
665,363.6233,5.1233,0.0258
666,363.789,5.1241,0.0252
667,363.9603,5.1239,0.0245
668,364.126,5.1227,0.024
669,364.296,5.1227,0.0236
670,364.4627,5.1232,0.0229
671,364.6337,5.124,0.0222
672,364.801,5.1227,0.0214
673,364.9687,5.1227,0.0207
674,365.1387,5.1236,0.0202
675,365.307,5.1227,0.0196
676,365.477,5.1227,0.0188
677,365.6453,5.1229,0.0183
678,365.814,5.1227,0.0175
679,365.9823,5.1227,0.0168
680,366.1507,5.1227,0.0165
681,366.319,5.1227,0.0159
682,366.4877,5.1236,0.0152
683,366.6603,5.1227,0.0146
684,366.827,5.1227,0.014
685,366.9953,5.1221,0.0136
686,367.1673,5.1214,0.0126
687,367.336,5.1221,0.0119
688,367.505,5.1217,0.0113
689,367.674,5.1214,0.0109
690,367.841,5.1214,0.01
691,368.0127,5.1224,0.0095
692,368.1833,5.1226,0.0092
693,368.352,5.1214,0.0084
694,368.521,5.1216,0.0078
695,368.694,5.1224,0.0074
696,368.861,5.1214,0.0069
697,369.0313,5.1214,0.0063
698,369.1997,5.1214,0.0054
699,369.372,5.1204,0.0047
700,369.54,5.1213,0.0043
701,369.7093,5.1214,0.0036
702,369.88,5.1214,0.0031
703,370.048,5.1214,0.0025
704,370.2207,5.1214,0.0022
705,370.387,5.1224,0.0013
706,370.5577,5.1216,0.0009
707,370.726,5.1214,0.0003
708,370.896,5.1214,-0.0003
709,371.0653,5.1207,-0.0008
710,371.236,5.1207,-0.0015
711,371.407,5.1214,-0.002
712,371.5747,5.1214,-0.0026
713,371.7463,5.1212,-0.0031
714,371.914,5.1207,-0.0036
715,372.0833,5.1214,-0.0042
716,372.255,5.1214,-0.0047
717,372.423,5.1204,-0.0055
718,372.5913,5.1205,-0.0061
719,372.7627,5.1214,-0.0066
720,372.93,5.1214,-0.0067
721,373.1003,5.1214,-0.0075
722,373.2713,5.1203,-0.0082
723,373.439,5.1201,-0.0085
724,373.6093,5.1201,-0.0091
725,373.7767,5.1201,-0.01
726,373.946,5.1201,-0.01
727,374.1147,5.1201,-0.0104
728,374.2843,5.1202,-0.011
729,374.456,5.1201,-0.0116
730,374.6243,5.1201,-0.0123
731,374.7933,5.1201,-0.0127
732,374.965,5.1201,-0.0134
733,375.1323,5.1205,-0.0138
734,375.302,5.1201,-0.0145
735,375.471,5.1201,-0.0148
736,375.639,5.1201,-0.0154
737,375.8103,5.1201,-0.0162
738,375.978,5.1201,-0.0167
739,376.147,5.1198,-0.017
740,376.3177,5.1194,-0.0174
741,376.486,5.1201,-0.0178
742,376.654,5.1201,-0.0185
743,376.824,5.1201,-0.0192
744,376.992,5.1201,-0.0195
745,377.1613,5.1206,-0.0199
746,377.331,5.1201,-0.0204
747,377.498,5.1201,-0.0209
748,377.6677,5.1203,-0.0214
749,377.8343,5.1214,-0.0218
750,378.005,5.1204,-0.0223
751,378.1733,5.1201,-0.0228
752,378.341,5.1206,-0.0234
753,378.508,5.1201,-0.0237
754,378.6797,5.1201,-0.0242
755,378.847,5.1204,-0.0248
756,379.014,5.1211,-0.0254
757,379.1853,5.1201,-0.0259
758,379.3527,5.1201,-0.0261
759,379.518,5.1201,-0.027
760,379.6893,5.1201,-0.0273
761,379.8577,5.1204,-0.0276
762,380.027,5.1214,-0.0281
763,380.195,5.1214,-0.0283
764,380.3637,5.1213,-0.0289
765,380.527,5.1201,-0.0292
766,380.6973,5.1201,-0.0297
767,380.866,5.1207,-0.0303
768,381.032,5.1214,-0.031
769,381.2003,5.1214,-0.0316
770,381.3693,5.1214,-0.0318
771,381.539,5.1204,-0.0318
772,381.7063,5.1201,-0.0325
773,381.8723,5.1203,-0.0326
774,382.038,5.1214,-0.0336
775,382.2083,5.121,-0.034
776,382.3757,5.1201,-0.0346
777,382.541,5.1201,-0.0345
778,382.7113,5.1201,-0.0351
779,382.8787,5.1201,-0.0354
780,383.045,5.1201,-0.0358
781,383.2137,5.1207,-0.0362
782,383.3817,5.1203,-0.037
783,383.546,5.1201,-0.0371
784,383.7153,5.1201,-0.0375
785,383.882,5.1197,-0.0379
786,384.05,5.1187,-0.0384
787,384.2143,5.1187,-0.0386
788,384.3817,5.1187,-0.0388
789,384.546,5.1197,-0.0396
790,384.7153,5.1201,-0.04
791,384.8823,5.1189,-0.0401
792,385.05,5.1187,-0.0405
793,385.218,5.1198,-0.0414
794,385.385,5.1201,-0.0418
795,385.554,5.1201,-0.042
796,385.718,5.1201,-0.0424
797,385.8837,5.1197,-0.0428
798,386.05,5.1187,-0.0433
799,386.2177,5.1187,-0.0436
800,386.3847,5.1198,-0.0438
801,386.551,5.1191,-0.0442
802,386.7177,5.1187,-0.0447
803,386.8853,5.1191,-0.045
804,387.054,5.1201,-0.0453
805,387.2187,5.1201,-0.0456
806,387.3847,5.1201,-0.0462
807,387.553,5.1204,-0.0464
808,387.719,5.1209,-0.0467
809,387.884,5.1205,-0.0471
810,388.051,5.1201,-0.0475
811,388.2183,5.1201,-0.0479
812,388.3847,5.1197,-0.0481
813,388.553,5.1194,-0.0484
814,388.717,5.1201,-0.0486
815,388.8857,5.1201,-0.0492
816,389.051,5.1201,-0.0498
817,389.2183,5.1205,-0.0497
818,389.383,5.1211,-0.0501
819,389.552,5.1201,-0.0506
820,389.717,5.1201,-0.0511
821,389.8843,5.1201,-0.0513
822,390.05,5.1191,-0.0512
823,390.216,5.1187,-0.0517
824,390.3853,5.1187,-0.0524
825,390.552,5.1191,-0.0526
826,390.7167,5.1201,-0.0527
827,390.882,5.1201,-0.0528
828,391.049,5.1201,-0.0536
829,391.2157,5.1201,-0.0537
830,391.3847,5.1197,-0.0541
831,391.551,5.1187,-0.0544
832,391.7177,5.1187,-0.0546
833,391.8823,5.1189,-0.0549
834,392.048,5.1187,-0.0552
835,392.217,5.1187,-0.0554
836,392.3823,5.1187,-0.0557
837,392.55,5.1187,-0.056
838,392.7157,5.1187,-0.0562
839,392.8823,5.1187,-0.0566
840,393.048,5.1187,-0.057
841,393.214,5.1187,-0.0574
842,393.3843,5.1195,-0.0576
