Time,Sample Mass,HRR,Back Surface Temperature
[s],[g],[kW],[K]
835,2.650695801,0.666505203,
836,2.660644531,0.669395371,643.15
837,2.590698242,0.659691086,
838,2.600646973,0.66512413,642.15
839,2.590698242,0.651395645,
840,2.620666504,0.655542755,642.15
841,2.590698242,0.660108719,
842,2.600646973,0.654518356,641.15
843,2.570678711,0.642364655,
844,-0.128540039,0.648413467,640.65
845,-0.178527832,0.650780411,
846,2.990539551,0.639850617,640.15
847,3.31048584,0.651182098,
848,3.260498047,0.642398682,640.15
849,3.220458984,0.628506546,
850,3.190490723,0.644318237,639.65
851,3.220458984,0.627685738,
852,3.260498047,0.62351593,638.65
853,3.220458984,0.637295799,
854,3.200500488,0.630691605,638.65
855,3.190490723,0.63013607,
856,3.190490723,0.629625931,637.65
857,3.190490723,0.63505825,
858,3.120544434,0.633120537,637.15
859,3.130554199,0.634083099,
860,3.100524902,0.628827362,636.15
861,3.130554199,0.624311295,
862,3.120544434,0.627326927,636.15
863,3.040527344,0.621845017,
864,3.050537109,0.614554939,634.65
865,3.070556641,0.614005814,
866,3.070556641,0.618677254,634.15
867,3.020568848,0.608944969,
868,2.980529785,0.610511627,632.65
869,3.000549316,0.597315216,
870,2.980529785,0.599484291,632.65
871,2.97052002,0.59104866,
872,2.960571289,0.592803841,632.65
873,2.950561523,0.591838417,
874,2.890625,0.576764908,631.65
875,2.900634766,0.600482178,
876,2.900634766,0.589275322,630.15
877,2.880615234,0.586067734,
878,2.860595703,0.582383881,630.15
879,2.860595703,0.578775902,
880,2.840637207,0.567045631,630.15
881,2.820617676,0.564228363,
882,2.81060791,0.563520508,630.15
883,2.780639648,0.555049553,
884,2.81060791,0.562070923,629.15
885,2.710693359,0.566639366,
886,2.670654297,0.57099205,628.15
887,2.770629883,0.557703018,
888,2.700683594,0.56443306,626.65
889,2.72064209,0.557870216,
890,2.730651855,0.562156334,626.65
891,2.700683594,0.563413353,
892,2.680664063,0.556493607,625.65
893,2.690673828,0.558330116,
894,2.660644531,0.557546883,626.65
895,2.63067627,0.561938705,
896,2.640686035,0.564820023,627.65
897,2.650695801,0.565473938,
898,2.590698242,0.552333489,628.65
899,2.560668945,0.562179833,
900,2.520751953,0.557616081,628.15
901,2.510742188,0.555487099,
902,2.520751953,0.559082451,627.65
903,2.520751953,0.564140587,
904,2.510742188,0.55496624,626.65
905,2.500732422,0.556536446,
906,2.440734863,0.55740448,625.65
907,2.520751953,0.552582474,
908,2.520751953,0.554668274,625.15
909,2.450744629,0.549962425,
910,2.450744629,0.543158073,624.15
911,2.39074707,0.536311455,
912,2.420715332,0.550473938,624.15
913,2.410705566,0.545679054,
914,2.440734863,0.537054062,624.15
915,2.400756836,0.536898689,
916,2.410705566,0.525320168,622.65
917,2.410705566,0.531147499,
918,2.310791016,0.522254524,623.15
919,2.340759277,0.520591431,
920,2.320739746,0.517680054,624.15
921,2.320739746,0.51607254,
922,2.270812988,0.514879761,624.65
923,2.290771484,0.516778526,
924,2.280822754,0.515844231,623.15
925,2.240783691,0.506821594,
926,2.260803223,0.510348015,624.15
927,2.260803223,0.499649162,
928,2.240783691,0.496272392,624.15
929,2.21081543,0.504784889,
930,2.180786133,0.492828751,622.65
931,2.21081543,0.492857552,
932,2.170776367,0.490224838,622.15
933,2.21081543,0.491517944,
934,2.21081543,0.491646195,621.15
935,2.190795898,0.483704529,
936,2.180786133,0.477783318,620.15
937,2.150817871,0.480921669,
938,2.200805664,0.4752491,620.15
939,2.150817871,0.470486679,
940,2.150817871,0.466169968,619.15
941,2.150817871,0.464801636,
942,2.150817871,0.458343735,618.65
943,2.13079834,0.458396606,
944,2.090881348,0.456169243,618.15
945,2.080871582,0.453653984,
946,2.04083252,0.457901993,618.15
947,2.070861816,0.440796623,
948,2.060852051,0.447412529,618.15
949,2.060852051,0.442639961,
950,2.04083252,0.438610382,618.15
951,1.920837402,0.443937721,
952,2.010864258,0.443568077,618.15
953,1.970825195,0.446177864,
954,1.950866699,0.442941933,618.15
955,1.970825195,0.433636742,
956,1.950866699,0.433952942,617.65
957,1.970825195,0.425728645,
958,1.920837402,0.417486267,618.15
959,1.970825195,0.411547241,
960,1.920837402,0.418378449,618.65
961,1.990844727,0.413553619,
962,1.970825195,0.404602394,618.65
963,1.890869141,0.399826317,
964,1.890869141,0.40505806,618.65
965,1.860900879,0.401914368,
966,1.890869141,0.404591065,618.65
967,1.910827637,0.39866787,
968,1.920837402,0.404364967,619.15
969,1.920837402,0.399205017,
970,1.920837402,0.402097549,619.65
971,1.88092041,0.403214264,
972,1.820922852,0.397746468,619.65
973,1.870910645,0.400793304,
974,1.850891113,0.396978912,619.15
975,1.870910645,0.387582207,
976,1.850891113,0.388159866,618.15
977,1.88092041,0.39065712,
978,1.840942383,0.392248917,617.65
979,1.780944824,0.397117691,
980,1.810913086,0.403325691,617.65
981,1.810913086,0.39799469,
982,1.790893555,0.39346508,616.65
983,1.780944824,0.391822624,
984,1.7109375,0.397060471,615.65
985,1.750915527,0.389974175,
986,1.760925293,0.395018234,614.15
987,1.770935059,0.398066063,
988,1.750915527,0.397786293,614.15
989,1.750915527,0.392298126,
990,1.750915527,0.394609184,615.15
991,1.740905762,0.396219559,
992,1.740905762,0.394425278,615.65
993,1.700927734,0.391275597,
994,1.72088623,0.394937744,615.15
995,1.730895996,0.389496613,
996,1.640991211,0.382984085,615.65
997,1.651000977,0.384904251,
998,1.610961914,0.373943672,615.65
999,1.640991211,0.379402161,
1000,1.670959473,0.369860077,615.15
1001,1.660949707,0.360897446,
1002,1.660949707,0.359580689,614.15
1003,1.680908203,0.349908714,
1004,1.680908203,0.347255592,614.15
1005,1.680908203,0.340028725,
1006,1.651000977,0.339325371,613.15
1007,1.640991211,0.328347054,
1008,1.62097168,0.322512474,613.15
1009,1.651000977,0.32872509,
1010,1.62097168,0.328838806,612.15
1011,1.630981445,0.323839378,
1012,1.630981445,0.323785248,610.65
1013,1.62097168,0.321216126,
1014,1.62097168,0.323166504,610.15
1015,1.62097168,0.316675797,
1016,1.62097168,0.317665672,610.65
1017,1.591003418,0.317721424,
1018,1.610961914,0.311512528,610.65
1019,1.531005859,0.305527725,
1020,1.560974121,0.307159214,610.15
1021,1.591003418,0.298308106,
1022,1.550964355,0.303320713,609.15
1023,1.550964355,0.302873001,
1024,1.520996094,0.304213715,608.15
1025,1.62097168,0.302832108,
1026,1.570983887,0.299884586,610.15
1027,1.520996094,0.305268021,
1028,1.470947266,0.302430725,610.15
1029,1.520996094,0.301164093,
1030,1.531005859,0.307110405,609.65
1031,1.550964355,0.309964333,
1032,1.520996094,0.305736847,611.65
1033,1.500976563,0.301493988,
1034,1.54095459,0.30858469,612.65
1035,1.531005859,0.303642883,
1036,1.531005859,0.305227795,612.65
1037,1.531005859,0.305225506,
1038,1.490966797,0.30439682,612.15
1039,1.490966797,0.30183178,
1040,1.510986328,0.29706131,611.65
1041,1.490966797,0.297464714,
1042,1.500976563,0.294847164,611.65
1043,1.480957031,0.296097889,
1044,1.451049805,0.295488129,611.65
1045,1.480957031,0.295840416,
1046,1.431030273,0.296776657,611.65
1047,1.480957031,0.29085247,
1048,1.490966797,0.286298218,610.65
1049,1.490966797,0.284095078,
1050,1.46105957,0.277626076,610.65
1051,1.470947266,0.276114616,
1052,1.470947266,0.276155682,609.65
1053,1.431030273,0.275306377,
1054,1.451049805,0.277188492,609.65
1055,1.451049805,0.271586781,
1056,1.431030273,0.264244499,609.65
1057,1.401062012,0.267370682,
1058,1.411010742,0.264226761,610.15
1059,1.441040039,0.267679081,
1060,1.431030273,0.267518883,609.15
1061,1.431030273,0.265301285,
1062,1.451049805,0.275261917,609.15
1063,1.371032715,0.261686859,
1064,1.391052246,0.26577486,608.15
1065,1.391052246,0.264076119,
1066,1.451049805,0.264007702,608.15
1067,1.431030273,0.266179695,
1068,1.411010742,0.268259506,607.15
1069,1.351013184,0.257712345,
1070,1.361022949,0.257690373,608.15
1071,1.371032715,0.253835735,
1072,1.401062012,0.254960251,608.15
1073,1.38104248,0.251981239,
1074,1.38104248,0.249445725,609.65
1075,1.38104248,0.254030552,
1076,1.421020508,0.253202362,609.65
1077,1.391052246,0.252497501,
1078,1.38104248,0.248865051,610.15
1079,1.361022949,0.249714508,
1080,1.351013184,0.251496468,610.15
1081,1.371032715,0.248693123,
1082,1.361022949,0.2453232,611.65
1083,1.351013184,0.249604836,
1084,1.361022949,0.250283394,609.65
1085,1.341064453,0.24620182,
1086,1.361022949,0.245848007,610.15
1087,1.331054688,0.242395573,
1088,1.321044922,0.237407913,610.65
1089,1.321044922,0.238910408,
1090,1.321044922,0.235920029,610.15
1091,1.321044922,0.233676281,
1092,1.301025391,0.23550415,610.15
1093,1.331054688,0.235100651,
1094,1.331054688,0.2442062,609.65
1095,1.291015625,0.249912796,
1096,1.301025391,0.250375404,608.15
1097,1.341064453,0.2523242,
1098,1.281066895,0.253491612,608.15
1099,1.251098633,0.253981648,
1100,1.301025391,0.258148346,609.15
1101,1.321044922,0.2514254,
1102,1.291015625,0.251150398,608.15
1103,1.271057129,0.25018343,
1104,1.251098633,0.250161381,607.15
1105,1.271057129,0.256263504,
1106,1.261047363,0.245816536,608.15
1107,1.271057129,0.247944756,
1108,1.251098633,0.245294876,608.15
1109,1.211120605,0.24084425,
1110,1.171081543,0.239932098,608.15
1111,1.20111084,0.24488802,
1112,1.221069336,0.241884365,608.15
1113,1.271057129,0.244886532,
1114,1.211120605,0.241774902,608.15
1115,1.171081543,0.238364201,
1116,1.131103516,0.239008045,608.15
1117,1.20111084,0.238916435,
1118,1.301025391,0.236539269,607.15
1119,1.281066895,0.238289547,
1120,1.261047363,0.235533104,607.15
1121,1.211120605,0.23546114,
1122,1.221069336,0.234861984,607.15
