Time,Mass,HRR,Back Surface Temperature 1
[s],[g],[kW/m2],[K]
0,74.11999512,1.74E-07,314.15
1,74.18994141,0.123781932,314.65
2,74.22998047,0.207306932,315.15
3,74.22998047,0.257029545,315.65
4,74.19995117,0.292643295,316.15
5,74.17993164,0.312857386,315.65
6,74.19995117,0.742326932,315.15
7,74.19995117,1.111271591,315.9
8,74.18994141,1.396937045,316.65
9,74.18994141,1.547519432,316.65
10,74.22998047,1.671535341,316.65
11,74.20996094,1.712345455,316.65
12,74.16992188,1.437796136,316.65
13,74.17993164,1.276279205,316.9
14,74.17993164,1.143271705,317.15
15,74.19995117,1.072100682,317.4
16,74.18994141,1.009217386,317.65
17,74.20996094,0.97175625,318.15
18,74.20996094,0.948864886,318.65
19,74.18994141,1.457590795,318.65
20,74.18994141,1.8106125,318.65
21,74.16992188,2.325826364,318.65
22,74.17993164,2.588751932,318.65
23,74.16992188,2.569463523,319.15
24,74.16003418,2.471476023,319.65
25,74.17993164,2.476151477,319.9
26,74.16003418,2.405992386,320.15
27,74.15002441,2.430908523,320.15
28,74.14001465,2.407716591,320.15
29,74.14001465,2.161004773,320.65
30,74.15002441,1.689202841,321.15
31,74.14001465,1.442937159,321.15
32,74.15002441,0.966313864,321.15
33,74.13000488,0.418536364,321.15
34,74.14001465,0.072928636,321.15
35,74.14001465,-0.27485875,321.65
36,74.14001465,-0.533264545,322.15
37,74.13000488,-0.41611625,322.4
38,74.13000488,-0.103821818,322.65
39,74.11999512,0.102554886,322.65
40,74.14001465,0.237404432,322.65
41,74.15002441,0.322425682,323.15
42,74.14001465,0.381693864,323.65
43,74.13000488,0.418481591,323.65
44,74.14001465,0.032278977,323.65
45,74.13000488,-0.325257045,323.65
46,74.14001465,-0.569150114,323.65
47,74.15002441,-0.731387273,324.4
48,74.14001465,-0.976784545,325.15
49,74.13000488,-1.176807727,325.15
50,74.15002441,-1.318147955,325.15
51,74.15002441,-1.392409432,326.15
52,74.13000488,-1.458221136,327.15
53,74.13000488,-1.49662625,327.15
54,74.10998535,-1.517258636,327.15
55,74.11999512,-1.533421023,326.65
56,74.13000488,-1.704225,326.15
57,74.13000488,-2.157904773,326.9
58,74.13000488,-1.763940568,327.65
59,74.10998535,-1.102577727,327.9
60,74.11999512,-0.56418,328.15
61,74.14001465,-0.201677386,328.15
62,74.09997559,0.033998409,328.15
63,74.08996582,0.186123409,328.4
64,74.11999512,0.289176932,328.65
65,74.10998535,0.357395682,328.65
66,74.10998535,0.402443636,328.65
67,74.11999512,0.429627045,328.9
68,74.11999512,0.446399773,329.15
69,74.11999512,0.467303295,329.65
70,74.11999512,0.467668068,330.15
71,74.10998535,0.474993295,330.15
72,74.11999512,0.47452875,330.15
73,74.13000488,0.475626023,330.4
74,74.10998535,0.486570909,330.65
75,74.08996582,0.478327955,330.9
76,74.06994629,0.879314659,331.15
77,74.06994629,1.266259773,331.4
78,74.09997559,1.497304659,331.65
79,74.08996582,1.699101932,331.65
80,74.06994629,1.806463295,331.65
81,74.09997559,1.338620795,331.65
82,74.07995605,0.9003225,331.65
83,74.08996582,0.681256591,331.9
84,74.07995605,0.468500114,332.15
85,74.06994629,0.333901364,332.4
86,74.05993652,0.246656023,332.65
87,74.06994629,0.187722159,333.15
88,74.09997559,0.145651932,333.65
89,74.07995605,0.119845909,333.9
90,74.08996582,0.104915227,334.15
91,74.08996582,0.092768182,334.4
92,74.04992676,0.085722727,334.65
93,74.04003906,0.082044659,335.4
94,74.04992676,0.079378068,336.15
95,74.05993652,0.077687273,336.15
96,74.06994629,0.078986477,336.15
97,74.07995605,0.07832875,336.4
98,74.08996582,0.077767386,336.65
99,74.05993652,-0.112216023,337.15
100,74.06994629,-0.238705341,337.65
101,74.04992676,-0.320900114,338.15
102,74.05993652,-0.332598068,338.65
103,74.04003906,-0.336156477,338.65
104,74.04003906,-0.342919773,338.65
105,74.02001953,-0.338396477,339.15
106,74.02001953,-0.349783182,339.65
107,74,-0.340816023,340.4
108,74.01000977,-0.344105682,341.15
109,74,-0.344998409,341.65
110,74,-0.154736705,342.15
111,73.98999023,-0.032622273,342.4
112,73.9699707,0.457201023,342.65
113,73.9699707,0.368345568,343.15
114,73.9699707,0.598438182,343.65
115,73.94995117,1.002255,344.15
116,73.93994141,1.256442386,344.65
117,73.92993164,1.712804205,345.15
118,73.91015625,2.725904318,345.65
119,73.88012695,3.921571591,345.9
120,73.82006836,7.440902386,346.15
121,73.80004883,11.76183545,346.9
122,73.7701416,19.80793045,347.65
123,73.70007324,28.27878432,347.9
124,73.65014648,39.17753909,348.15
125,73.57006836,54.73035466,348.65
126,73.48022461,75.90008648,349.15
127,73.40026855,93.80533909,349.65
128,73.31018066,113.1333005,350.15
129,73.24023438,129.8195578,350.65
130,73.14025879,142.9012472,351.15
131,73.05029297,160.735477,351.65
132,72.95031738,180.8897018,352.15
133,72.84033203,194.0014926,352.9
134,72.73034668,208.6337869,353.65
135,72.6204834,220.1340763,354.15
136,72.51049805,234.4954577,354.65
137,72.42041016,238.4458715,355.4
138,72.30041504,245.949329,356.15
139,72.20056152,253.3684817,356.9
140,72.06054688,262.6627663,357.65
141,71.94055176,266.6013891,358.15
142,71.85058594,272.9812275,358.65
143,71.76074219,275.5962545,359.4
144,71.64074707,279.8060157,360.15
145,71.56066895,289.8605173,360.4
146,71.45068359,280.9929067,360.65
147,71.30078125,286.9552439,361.65
148,71.15087891,295.021612,362.65
149,71.04089355,290.3138594,362.9
150,70.9609375,294.0830231,363.15
151,70.85095215,293.2721225,363.65
152,70.75097656,288.2249313,364.15
153,70.64099121,288.6874285,365.15
154,70.50109863,297.7388209,366.15
155,70.40112305,307.9482339,366.65
156,70.28112793,303.2987422,367.15
157,70.16113281,303.743189,367.4
158,70.05114746,307.0278515,367.65
159,69.94116211,311.1968994,368.4
160,69.83117676,304.4181824,369.15
161,69.73120117,307.8398965,369.65
162,69.61132813,308.271096,370.15
163,69.49133301,302.4821542,370.65
164,69.37133789,303.55939,371.15
165,69.26147461,309.3453148,372.4
166,69.12145996,307.6618194,373.65
167,69.01147461,305.3096425,374.15
168,68.90148926,304.7952478,374.65
