Time,Temperature,Heat Flow
[s],[K],[W/g]
0,309.042,-0.163521846
40,314.009,-0.315115949
80,320.326,-0.32440057
120,326.832,-0.305508531
160,333.35,-0.277391825
200,339.859,-0.248109192
240,346.359,-0.211112205
280,352.837,-0.175877579
320,359.336,-0.134477999
360,365.858,-0.088283196
400,372.374,-0.048252582
440,378.928,-0.005037376
480,385.473,0.041699107
520,392.045,0.082718249
560,398.62,0.11618862
600,405.225,0.171205977
640,411.853,0.238723631
680,418.496,0.303579126
720,425.146,0.36
760,431.809,0.423141949
800,438.493,0.477357684
840,445.19,0.539297809
880,451.888,0.59415609
920,458.593,0.656639292
960,465.312,0.728264177
1000,472.042,0.805493255
1040,478.768,0.857773372
1080,485.512,0.923399529
1120,492.262,0.989739938
1160,499.018,1.078192328
1200,505.787,1.155149171
1240,512.54,1.237646706
1280,519.291,1.284491911
1320,526.049,1.342198714
1360,532.806,1.383700519
1400,539.57,1.43340245
1440,546.326,1.463774242
1480,553.095,1.489922499
1520,559.874,1.516130289
1560,566.629,1.478155673
1600,573.372,1.507478738
1640,580.104,1.541481535
1680,586.822,1.580861905
1720,593.515,1.588412343
1760,600.196,1.563145539
1800,606.854,1.50760814
1840,613.481,1.389308992
1880,620.09,1.246020224
1920,626.682,1.050922426
1960,633.289,0.928653713
2000,639.927,1.094804317
2040,646.624,1.727006457
2080,653.364,3.55396179
2120,660.152,7.32435145
2160,666.921,13.66686286
2200,673.696,22.64214779
2240,680.42,32.27699664
2280,687.131,40.2368847
2320,693.816,45.6821917
2360,700.46,48.76280243
2400,707.109,50.7935562
2440,713.729,52.7681784
2480,720.317,52.8128187
2520,726.914,52.81597968
2560,733.512,51.82946474
2600,740.096,51.03674935
2640,746.685,50.20330478
2680,753.288,49.90101225
2720,759.889,49.51635925
2760,766.495,48.86764706
2800,773.099,48.06715328
2840,779.713,47.8567549
2880,786.306,47.30878391
2920,792.897,46.5876198
2960,799.492,45.61612509
3000,806.1,44.51485454
3040,812.691,43.63395179
3080,819.26,42.43221172
3120,825.838,41.76611307
3160,832.425,41.4556314
3200,839.001,40.58569348
3240,845.572,40.29718935
3280,852.117,39.6869074
3320,858.657,38.74009027
3360,865.196,37.77439977
3400,871.731,36.60273955
3440,878.261,35.51037023
3480,884.792,33.92613945
3520,891.325,32.33984025
3560,897.852,31.07092598
3600,904.386,29.5271741
3640,910.912,27.99716049
3680,917.439,25.79874596
3720,923.969,24.2359464
3760,930.498,22.89438276
3800,937.029,21.46325131
3840,943.56,20.31065944
3880,950.096,19.20669418
3920,956.615,18.57741019
3960,963.139,17.36979412
