Time (s),Temperature (K),N2 Flow (cc/min),O2 Flow (cc/min),End Flow (cc/min),Oxygen (%),CO (%),CO2 (%),HRR (W/g),Fit Result (W/g),Fit 1 (W/g),Fit 2 (W/g),Fit 3 (W/g),Fit 4 (W/g),Fit 5 (W/g)
10.672,381.0,80.094,20.028,99.363,19.783,,,0.177,,,,,,
18.139,381.5,80.093,20.028,99.505,19.762,,,0.493,,,,,,
22.053,382.0,80.088,20.027,99.562,19.758,,,0.507,,,,,,
24.469,382.5,80.096,20.027,99.579,19.756,,,0.455,,,,,,
26.574,383.0,80.094,20.03,99.575,19.755,,,0.405,,,,,,
28.721,383.5,80.094,20.029,99.577,19.752,,,0.447,,,,,,
30.591,384.0,80.094,20.028,99.578,19.753,,,0.424,,,,,,
32.517,384.5,80.093,20.029,99.593,19.746,,,0.508,,,,,,
33.929,385.0,80.092,20.03,99.599,19.747,,,0.445,,,,,,
35.516,385.5,80.096,20.028,99.606,19.743,,,0.488,,,,,,
36.921,386.0,80.092,20.027,99.606,19.744,,,0.431,,,,,,
38.31,386.5,80.095,20.029,99.61,19.745,,,0.368,,,,,,
39.757,387.0,80.091,20.031,99.622,19.745,,,0.336,,,,,,
41.097,387.5,80.092,20.029,99.634,19.74,,,0.402,,,,,,
42.472,388.0,80.093,20.029,99.639,19.738,,,0.39,,,,,,
43.55,388.5,80.095,20.028,99.645,19.741,,,0.303,,,,,,
44.722,389.0,80.095,20.028,99.645,19.739,,,0.305,,,,,,
45.875,389.5,80.094,20.03,99.64,19.74,,,0.284,,,,,,
47.135,390.0,80.09,20.029,99.645,19.737,,,0.302,,,,,,
48.198,390.5,80.092,20.03,99.651,19.738,,,0.256,,,,,,
49.253,391.0,80.097,20.028,99.654,19.738,,,0.239,,,,,,
50.316,391.5,80.093,20.029,99.665,19.737,,,0.227,,,,,,
51.355,392.0,80.091,20.028,99.669,19.735,,,0.221,,,,,,
52.378,392.5,80.097,20.029,99.674,19.732,,,0.252,,,,,,
53.323,393.0,80.092,20.03,99.674,19.73,,,0.292,,,,,,
54.321,393.5,80.092,20.03,99.681,19.727,,,0.332,,,,,,
55.261,394.0,80.093,20.028,99.685,19.723,,,0.407,,,,,,
56.244,394.5,80.091,20.029,99.689,19.723,,,0.417,,,,,,
57.204,395.0,80.095,20.03,99.696,19.723,,,0.398,,,,,,
58.106,395.5,80.09,20.029,99.704,19.723,,,0.418,,,,,,
59.044,396.0,80.091,20.029,99.71,19.719,,,0.534,,,,,,
59.913,396.5,80.094,20.03,99.716,19.72,,,0.523,,,,,,
60.736,397.0,80.093,20.031,99.717,19.718,,,0.611,,,,,,
61.588,397.5,80.091,20.03,99.72,19.714,,,0.655,,,,,,
62.397,398.0,80.094,20.029,99.721,19.714,,,0.671,,,,,,
63.268,398.5,80.093,20.03,99.724,19.713,,,0.687,,,,,,
64.008,399.0,80.095,20.029,99.727,19.716,,,0.629,,,,,,
64.866,399.5,80.097,20.028,99.73,19.716,,,0.623,,,,,,
65.707,400.0,80.092,20.029,99.735,19.713,,,0.673,,,,,,
66.504,400.5,80.092,20.031,99.74,19.715,,,0.611,,,,,,
67.238,401.0,80.095,20.029,99.748,19.715,,,0.604,,,,,,
68.077,401.5,80.095,20.03,99.751,19.712,,,0.645,,,,,,
68.836,402.0,80.091,20.03,99.754,19.714,,,0.599,,,,,,
69.611,402.5,80.095,20.029,99.757,19.71,,,0.697,,,,,,
70.338,403.0,80.098,20.03,99.759,19.719,,,0.506,,,,,,
71.201,403.5,80.094,20.031,99.763,19.716,,,0.548,,,,,,
71.909,404.0,80.092,20.031,99.762,19.713,,,0.609,,,,,,
72.605,404.5,80.093,20.028,99.757,19.713,,,0.623,,,,,,
73.304,405.0,80.096,20.03,99.756,19.713,,,0.628,,,,,,
74.011,405.5,80.092,20.03,99.754,19.713,,,0.621,,,,,,
74.773,406.0,80.092,20.029,99.748,19.712,,,0.622,,,,,,
75.488,406.5,80.095,20.031,99.742,19.713,,,0.62,,,,,,
76.146,407.0,80.093,20.03,99.736,19.715,,,0.568,,,,,,
76.865,407.5,80.099,20.029,99.731,19.713,,,0.609,,,,,,
77.557,408.0,80.096,20.03,99.734,19.713,,,0.605,,,,,,
78.262,408.5,80.095,20.029,99.732,19.709,,,0.688,,,,,,
78.958,409.0,80.095,20.03,99.73,19.711,,,0.643,,,,,,
79.56,409.5,80.095,20.029,99.728,19.711,,,0.626,,,,,,
80.251,410.0,80.094,20.029,99.729,19.71,,,0.628,,,,,,
80.88,410.5,80.091,20.027,99.732,19.708,,,0.681,,,,,,
81.516,411.0,80.096,20.03,99.734,19.708,,,0.684,,,,,,
82.141,411.5,80.092,20.028,99.733,19.708,,,0.669,,,,,,
82.793,412.0,80.094,20.03,99.732,19.705,,,0.721,,,,,,
83.54,412.5,80.093,20.028,99.735,19.706,,,0.688,,,,,,
84.103,413.0,80.092,20.029,99.738,19.706,,,0.682,,,,,,
84.701,413.5,80.092,20.028,99.737,19.707,,,0.653,,,,,,
85.312,414.0,80.093,20.028,99.735,19.708,,,0.624,,,,,,
85.919,414.5,80.095,20.031,99.732,19.71,,,0.573,,,,,,
86.516,415.0,80.095,20.029,99.733,19.712,,,0.503,,,,,,
87.167,415.5,80.095,20.029,99.735,19.708,,,0.548,,,,,,
87.75,416.0,80.094,20.029,99.734,19.707,,,0.562,,,,,,
88.355,416.5,80.095,20.029,99.733,19.708,,,0.523,,,,,,
88.967,417.0,80.094,20.028,99.727,19.707,,,0.554,,,,,,
89.531,417.5,80.093,20.03,99.731,19.7,,,0.706,,,,,,
90.163,418.0,80.089,20.03,99.729,19.706,,,0.555,,,,,,
90.764,418.5,80.093,20.03,99.732,19.709,,,0.482,,,,,,
91.338,419.0,80.094,20.028,99.73,19.707,,,0.527,,,,,,
91.905,419.5,80.091,20.029,99.727,19.707,,,0.539,,,,,,
92.525,420.0,80.093,20.031,99.725,19.706,,,0.539,,,,,,
93.084,420.5,80.093,20.028,99.726,19.705,,,0.586,,,,,,
93.672,421.0,80.094,20.028,99.726,19.706,,,0.551,,,,,,
94.271,421.5,80.094,20.029,99.725,19.703,,,0.6,,,,,,
94.888,422.0,80.095,20.03,99.725,19.7,,,0.663,,,,,,
95.442,422.5,80.093,20.029,99.727,19.7,,,0.64,,,,,,
96.049,423.0,80.095,20.029,99.728,19.701,,,0.614,,,,,,
96.628,423.5,80.093,20.029,99.727,19.699,,,0.648,,,,,,
97.223,424.0,80.095,20.03,99.726,19.699,,,0.65,,,,,,
97.765,424.5,80.093,20.029,99.728,19.699,,,0.637,,,,,,
98.304,425.0,80.096,20.03,99.729,19.698,,,0.671,,,,,,
98.891,425.5,80.095,20.031,99.727,19.696,,,0.689,,,,,,
99.438,426.0,80.092,20.029,99.733,19.698,,,0.658,,,,,,
100.013,426.5,80.097,20.029,99.733,19.695,,,0.728,,,,,,
100.534,427.0,80.092,20.031,99.734,19.692,,,0.774,,,,,,
101.124,427.5,80.096,20.03,99.733,19.695,,,0.722,,,,,,
101.668,428.0,80.09,20.029,99.736,19.693,,,0.776,,,,,,
102.199,428.5,80.091,20.03,99.74,19.692,,,0.775,,,,,,
102.741,429.0,80.094,20.029,99.743,19.691,,,0.788,,,,,,
103.315,429.5,80.093,20.029,99.745,19.692,,,0.744,,,,,,
103.894,430.0,80.091,20.031,99.75,19.691,,,0.749,,,,,,
104.407,430.5,80.092,20.029,99.748,19.689,,,0.8,,,,,,
104.897,431.0,80.093,20.029,99.749,19.693,,,0.719,,,,,,
105.503,431.5,80.092,20.027,99.748,19.691,,,0.763,,,,,,
106.004,432.0,80.091,20.028,99.754,19.69,,,0.776,,,,,,
106.523,432.5,80.092,20.03,99.751,19.689,,,0.77,,,,,,
107.108,433.0,80.093,20.03,99.753,19.684,,,0.914,,,,,,
107.631,433.5,80.091,20.03,99.75,19.681,,,0.95,,,,,,
108.147,434.0,80.095,20.031,99.749,19.679,,,0.992,,,,,,
108.654,434.5,80.094,20.03,99.75,19.678,,,1.017,,,,,,
109.198,435.0,80.091,20.03,99.749,19.679,,,0.992,,,,,,
109.743,435.5,80.093,20.029,99.749,19.677,,,1.055,,,,,,
