Time (s),Temperature (K),N2 Flow (cc/min),O2 Flow (cc/min),End Flow (cc/min),Oxygen (%),CO (%),CO2 (%),HRR (W/g),Fit Result (W/g),Fit 1 (W/g),Fit 2 (W/g),Fit 3 (W/g),Fit 4 (W/g),Fit 5 (W/g)
64.04,467.5,80.087,20.028,99.485,19.892,,,3.614,,,,,,
64.554,468.0,80.09,20.027,99.485,19.891,,,3.683,,,,,,
65.079,468.5,80.091,20.028,99.486,19.889,,,3.748,,,,,,
65.616,469.0,80.093,20.028,99.485,19.884,,,3.942,,,,,,
66.12,469.5,80.09,20.027,99.484,19.88,,,4.114,,,,,,
66.612,470.0,80.092,20.029,99.485,19.877,,,4.237,,,,,,
67.137,470.5,80.091,20.029,99.483,19.876,,,4.268,,,,,,
67.631,471.0,80.094,20.028,99.481,19.874,,,4.38,,,,,,
68.134,471.5,80.091,20.028,99.481,19.872,,,4.449,,,,,,
68.649,472.0,80.092,20.029,99.485,19.869,,,4.596,,,,,,
69.116,472.5,80.091,20.029,99.488,19.867,,,4.665,,,,,,
69.643,473.0,80.089,20.027,99.492,19.863,,,4.795,,,,,,
70.174,473.5,80.091,20.028,99.495,19.862,,,4.826,,,,,,
70.678,474.0,80.094,20.028,99.499,19.859,,,4.945,,,,,,
71.193,474.5,80.093,20.029,99.502,19.855,,,5.072,,,,,,
71.653,475.0,80.091,20.028,99.506,19.852,,,5.204,,,,,,
72.133,475.5,80.089,20.026,99.514,19.848,,,5.383,,,,,,
72.636,476.0,80.088,20.026,99.518,19.848,,,5.336,,,,,,
73.138,476.5,80.092,20.027,99.519,19.845,,,5.471,,,,,,
73.66,477.0,80.092,20.028,99.518,19.844,,,5.531,,,,,,
74.163,477.5,80.09,20.029,99.517,19.841,,,5.637,,,,,,
74.644,478.0,80.092,20.028,99.515,19.836,,,5.839,,,,,,
75.142,478.5,80.091,20.03,99.514,19.833,,,5.98,,,,,,
75.627,479.0,80.091,20.03,99.513,19.829,,,6.124,,,,,,
76.155,479.5,80.089,20.029,99.511,19.827,,,6.238,,,,,,
76.638,480.0,80.089,20.028,99.51,19.822,,,6.438,,,,,,
77.135,480.5,80.09,20.028,99.506,19.817,,,6.64,,,,,,
77.629,481.0,80.087,20.027,99.504,19.818,,,6.601,,,,,,
78.079,481.5,80.091,20.031,99.505,19.819,,,6.569,,,,,,
78.625,482.0,80.094,20.028,99.504,19.814,,,6.72,,,,,,
79.111,482.5,80.093,20.029,99.506,19.808,,,6.961,,,,,,
79.596,483.0,80.091,20.03,99.505,19.806,,,7.054,,,,,,
80.071,483.5,80.092,20.028,99.505,19.804,,,7.131,,,,,,
80.558,484.0,80.09,20.029,99.504,19.801,,,7.261,,,,,,
81.038,484.5,80.089,20.028,99.505,19.797,,,7.394,,,,,,
81.58,485.0,80.088,20.028,99.503,19.794,,,7.522,,,,,,
82.051,485.5,80.09,20.028,99.503,19.789,,,7.719,,,,,,
82.535,486.0,80.092,20.028,99.503,19.785,,,7.88,,,,,,
83.032,486.5,80.091,20.027,99.505,19.782,,,7.963,,,,,,
83.487,487.0,80.098,20.03,99.502,19.781,,,7.973,,,,,,
84.03,487.5,80.089,20.03,99.5,19.779,,,8.068,,,,,,
84.493,488.0,80.089,20.027,99.499,19.776,,,8.146,,,,,,
84.995,488.5,80.09,20.029,99.5,19.774,,,8.239,,,,,,
85.522,489.0,80.095,20.028,99.501,19.771,,,8.352,,,,,,
85.976,489.5,80.089,20.03,99.503,19.772,,,8.318,,,,,,
86.484,490.0,80.087,20.029,99.507,19.765,,,8.578,,,,,,
86.991,490.5,80.094,20.029,99.507,19.762,,,8.72,,,,,,
87.487,491.0,80.092,20.027,99.51,19.759,,,8.832,,,,,,
87.976,491.5,80.091,20.028,99.507,19.757,,,8.914,,,,,,
88.425,492.0,80.093,20.028,99.509,19.754,,,9.052,,,,,,
88.917,492.5,80.091,20.029,99.508,19.752,,,9.109,,,,,,
89.407,493.0,80.091,20.029,99.506,19.748,,,9.294,,,,,,
89.881,493.5,80.093,20.027,99.506,19.745,,,9.381,,,,,,
90.419,494.0,80.089,20.027,99.505,19.743,,,9.46,,,,,,
90.924,494.5,80.096,20.029,99.503,19.74,,,9.604,,,,,,
91.416,495.0,80.091,20.029,99.502,19.735,,,9.76,,,,,,
91.873,495.5,80.094,20.03,99.502,19.733,,,9.806,,,,,,
92.341,496.0,80.094,20.029,99.502,19.731,,,9.872,,,,,,
92.815,496.5,80.092,20.027,99.502,19.726,,,10.05,,,,,,
93.298,497.0,80.092,20.028,99.502,19.722,,,10.182,,,,,,
93.788,497.5,80.094,20.029,99.504,19.718,,,10.319,,,,,,
94.275,498.0,80.094,20.028,99.506,19.715,,,10.409,,,,,,
94.788,498.5,80.091,20.028,99.506,19.713,,,10.505,,,,,,
95.322,499.0,80.093,20.03,99.505,19.71,,,10.609,,,,,,
95.79,499.5,80.093,20.029,99.506,19.71,,,10.617,,,,,,
96.269,500.0,80.092,20.029,99.507,19.708,,,10.69,,,,,,
96.776,500.5,80.094,20.029,99.507,19.703,,,10.884,,,,,,
97.261,501.0,80.093,20.029,99.507,19.698,,,11.075,,,,,,
97.721,501.5,80.09,20.029,99.507,19.693,,,11.275,,,,,,
98.218,502.0,80.091,20.029,99.508,19.691,,,11.363,,,,,,
98.716,502.5,80.091,20.028,99.509,19.693,,,11.3,,,,,,
99.16,503.0,80.091,20.029,99.51,19.69,,,11.386,,,,,,
99.656,503.5,80.095,20.03,99.513,19.686,,,11.576,,,,,,
100.14,504.0,80.095,20.03,99.515,19.681,,,11.738,,,,,,
100.611,504.5,80.092,20.028,99.517,19.677,,,11.92,,,,,,
101.053,505.0,80.09,20.028,99.517,19.675,,,11.968,,,,,,
101.576,505.5,80.093,20.028,99.517,19.675,,,11.926,,,,,,
102.031,506.0,80.091,20.028,99.517,19.67,,,12.107,,,,,,
102.492,506.5,80.098,20.029,99.516,19.663,,,12.398,,,,,,
103.018,507.0,80.092,20.029,99.515,19.662,,,12.414,,,,,,
103.514,507.5,80.088,20.028,99.516,19.658,,,12.55,,,,,,
103.989,508.0,80.089,20.029,99.515,19.656,,,12.602,,,,,,
104.451,508.5,80.091,20.026,99.514,19.652,,,12.763,,,,,,
104.953,509.0,80.088,20.03,99.516,19.65,,,12.826,,,,,,
105.42,509.5,80.094,20.031,99.513,19.647,,,12.911,,,,,,
105.929,510.0,80.092,20.029,99.516,19.643,,,13.082,,,,,,
106.427,510.5,80.091,20.028,99.517,19.637,,,13.333,,,,,,
106.893,511.0,80.091,20.03,99.519,19.631,,,13.526,,,,,,
107.378,511.5,80.091,20.029,99.522,19.627,,,13.669,,,,,,
107.874,512.0,80.09,20.03,99.524,19.625,,,13.745,,,,,,
108.361,512.5,80.093,20.029,99.528,19.621,,,13.825,,,,,,
108.884,513.0,80.087,20.03,99.532,19.615,,,14.047,,,,,,
109.384,513.5,80.087,20.028,99.535,19.608,,,14.283,,,,,,
109.845,514.0,80.091,20.028,99.536,19.605,,,14.398,,,,,,
110.305,514.5,80.089,20.028,99.538,19.601,,,14.533,,,,,,
110.791,515.0,80.088,20.029,99.539,19.595,,,14.754,,,,,,
111.278,515.5,80.091,20.029,99.541,19.591,,,14.899,,,,,,
111.761,516.0,80.09,20.029,99.543,19.587,,,15.013,,,,,,
112.229,516.5,80.089,20.029,99.544,19.582,,,15.189,,,,,,
112.688,517.0,80.089,20.028,99.545,19.576,,,15.42,,,,,,
113.169,517.5,80.091,20.029,99.543,19.57,,,15.673,,,,,,
113.657,518.0,80.091,20.029,99.542,19.564,,,15.905,,,,,,
114.143,518.5,80.09,20.028,99.541,19.556,,,16.201,,,,,,
114.643,519.0,80.09,20.028,99.541,19.551,,,16.374,,,,,,
115.131,519.5,80.091,20.028,99.542,19.544,,,16.632,,,,,,
115.62,520.0,80.09,20.029,99.543,19.539,,,16.841,,,,,,
116.131,520.5,80.093,20.028,99.545,19.533,,,17.023,,,,,,
116.602,521.0,80.096,20.028,99.546,19.527,,,17.215,,,,,,
117.026,521.5,80.092,20.027,99.548,19.521,,,17.463,,,,,,
117.504,522.0,80.09,20.028,99.55,19.515,,,17.662,,,,,,
117.989,522.5,80.091,20.029,99.552,19.508,,,17.937,,,,,,
118.503,523.0,80.096,20.027,99.554,19.5,,,18.237,,,,,,
118.961,523.5,80.089,20.029,99.558,19.499,,,18.255,,,,,,
119.474,524.0,80.095,20.028,99.56,19.49,,,18.596,,,,,,
119.946,524.5,80.095,20.026,99.561,19.485,,,18.77,,,,,,
120.468,525.0,80.095,20.027,99.563,19.472,,,19.246,,,,,,
120.912,525.5,80.093,20.029,99.565,19.466,,,19.45,,,,,,
121.318,526.0,80.092,20.029,99.566,19.459,,,19.694,,,,,,
121.886,526.5,80.093,20.029,99.568,19.449,,,20.077,,,,,,
122.36,527.0,80.092,20.028,99.569,19.441,,,20.355,,,,,,
122.842,527.5,80.088,20.028,99.571,19.43,,,20.751,,,,,,
123.299,528.0,80.093,20.029,99.576,19.422,,,21.045,,,,,,
123.758,528.5,80.095,20.03,99.58,19.415,,,21.292,,,,,,
124.26,529.0,80.09,20.029,99.585,19.408,,,21.574,,,,,,
124.778,529.5,80.09,20.029,99.59,19.398,,,21.913,,,,,,
125.269,530.0,80.09,20.028,99.593,19.39,,,22.228,,,,,,
125.763,530.5,80.089,20.029,99.596,19.382,,,22.53,,,,,,
126.261,531.0,80.09,20.029,99.6,19.372,,,22.901,,,,,,
126.719,531.5,80.091,20.029,99.603,19.362,,,23.286,,,,,,
127.193,532.0,80.091,20.029,99.606,19.353,,,23.659,,,,,,
127.719,532.5,80.092,20.029,99.609,19.343,,,24.037,,,,,,
128.205,533.0,80.091,20.029,99.611,19.332,,,24.406,,,,,,
128.68,533.5,80.091,20.03,99.612,19.323,,,24.71,,,,,,
129.189,534.0,80.091,20.028,99.613,19.313,,,25.055,,,,,,
129.707,534.5,80.09,20.029,99.616,19.3,,,25.509,,,,,,
130.191,535.0,80.09,20.028,99.619,19.291,,,25.853,,,,,,
130.691,535.5,80.091,20.029,99.621,19.28,,,26.268,,,,,,
131.182,536.0,80.091,20.03,99.623,19.27,,,26.654,,,,,,
131.671,536.5,80.091,20.029,99.626,19.261,,,26.967,,,,,,
132.169,537.0,80.093,20.028,99.63,19.253,,,27.284,,,,,,
132.666,537.5,80.094,20.029,99.634,19.242,,,27.652,,,,,,
133.119,538.0,80.094,20.03,99.638,19.232,,,28.003,,,,,,
133.581,538.5,80.093,20.028,99.64,19.224,,,28.337,,,,,,
134.058,539.0,80.09,20.027,99.643,19.21,,,28.858,,,,,,
134.54,539.5,80.088,20.028,99.645,19.2,,,29.227,,,,,,
135.044,540.0,80.093,20.031,99.649,19.188,,,29.687,,,,,,
135.54,540.5,80.091,20.029,99.653,19.176,,,30.12,,,,,,
136.012,541.0,80.09,20.029,99.657,19.165,,,30.496,,,,,,
136.511,541.5,80.088,20.027,99.661,19.154,,,30.866,,,,,,
137.032,542.0,80.091,20.029,99.667,19.137,,,31.454,,,,,,
137.498,542.5,80.093,20.03,99.669,19.127,,,31.83,,,,,,
138.025,543.0,80.091,20.031,99.673,19.114,,,32.305,,,,,,
138.52,543.5,80.098,20.028,99.678,19.098,,,32.895,,,,,,
139.029,544.0,80.093,20.029,99.685,19.086,,,33.3,,,,,,
139.477,544.5,80.089,20.03,99.688,19.077,,,33.639,,,,,,
139.943,545.0,80.093,20.028,99.689,19.062,,,34.161,,,,,,
140.453,545.5,80.092,20.028,99.693,19.047,,,34.69,,,,,,
140.933,546.0,80.089,20.027,99.696,19.03,,,35.291,,,,,,
141.404,546.5,80.091,20.029,99.699,19.019,,,35.693,,,,,,
141.91,547.0,80.092,20.03,99.701,19.004,,,36.256,,,,,,
142.426,547.5,80.091,20.029,99.705,18.988,,,36.818,,,,,,
142.93,548.0,80.089,20.028,99.709,18.975,,,37.3,,,,,,
143.422,548.5,80.092,20.027,99.712,18.958,,,37.901,,,,,,
143.915,549.0,80.089,20.029,99.714,18.942,,,38.477,,,,,,
144.391,549.5,80.09,20.028,99.72,18.929,,,38.917,,,,,,
144.881,550.0,80.093,20.029,99.728,18.91,,,39.585,,,,,,
145.366,550.5,80.093,20.03,99.736,18.897,,,40.038,,,,,,
145.871,551.0,80.093,20.029,99.742,18.878,,,40.699,,,,,,
146.35,551.5,80.089,20.027,99.747,18.858,,,41.413,,,,,,
146.836,552.0,80.092,20.028,99.751,18.842,,,41.996,,,,,,
147.351,552.5,80.093,20.029,99.754,18.824,,,42.621,,,,,,
147.85,553.0,80.091,20.03,99.758,18.804,,,43.369,,,,,,
148.308,553.5,80.094,20.029,99.764,18.785,,,44.023,,,,,,
148.79,554.0,80.095,20.028,99.77,18.768,,,44.655,,,,,,
149.278,554.5,80.093,20.03,99.775,18.75,,,45.3,,,,,,
149.766,555.0,80.095,20.03,99.779,18.731,,,46.019,,,,,,
150.252,555.5,80.094,20.029,99.782,18.711,,,46.751,,,,,,
150.717,556.0,80.091,20.029,99.784,18.694,,,47.364,,,,,,
151.201,556.5,80.09,20.028,99.789,18.676,,,48.009,,,,,,
151.719,557.0,80.092,20.029,99.797,18.652,,,48.848,,,,,,
152.202,557.5,80.093,20.03,99.805,18.629,,,49.685,,,,,,
152.685,558.0,80.093,20.03,99.815,18.607,,,50.505,,,,,,
153.195,558.5,80.092,20.03,99.823,18.584,,,51.367,,,,,,
153.657,559.0,80.092,20.029,99.83,18.561,,,52.206,,,,,,
154.128,559.5,80.093,20.026,99.836,18.538,,,53.04,,,,,,
154.618,560.0,80.093,20.027,99.843,18.516,,,53.8,,,,,,
155.118,560.5,80.088,20.027,99.85,18.492,,,54.686,,,,,,
155.599,561.0,80.087,20.028,99.86,18.467,,,55.562,,,,,,
156.098,561.5,80.092,20.03,99.869,18.442,,,56.438,,,,,,
156.585,562.0,80.091,20.028,99.876,18.414,,,57.456,,,,,,
157.086,562.5,80.095,20.03,99.883,18.386,,,58.435,,,,,,
157.573,563.0,80.094,20.028,99.89,18.36,,,59.374,,,,,,
158.03,563.5,80.091,20.029,99.897,18.334,,,60.289,,,,,,
158.53,564.0,80.092,20.03,99.906,18.303,,,61.385,,,,,,
159.019,564.5,80.096,20.03,99.916,18.273,,,62.486,,,,,,
159.531,565.0,80.09,20.029,99.926,18.246,,,63.429,,,,,,
160.005,565.5,80.094,20.028,99.937,18.217,,,64.442,,,,,,
160.466,566.0,80.094,20.03,99.946,18.185,,,65.544,,,,,,
160.953,566.5,80.092,20.029,99.957,18.155,,,66.612,,,,,,
161.453,567.0,80.094,20.03,99.969,18.121,,,67.81,,,,,,
161.936,567.5,80.091,20.028,99.98,18.087,,,69.043,,,,,,
162.428,568.0,80.093,20.031,99.99,18.051,,,70.285,,,,,,
162.934,568.5,80.088,20.029,100.002,18.016,,,71.507,,,,,,
163.463,569.0,80.095,20.029,100.013,17.977,,,72.899,,,,,,
163.914,569.5,80.091,20.029,100.024,17.942,,,74.088,,,,,,
164.382,570.0,80.092,20.029,100.035,17.907,,,75.269,,,,,,
164.854,570.5,80.094,20.031,100.044,17.87,,,76.576,,,,,,
165.342,571.0,80.095,20.03,100.052,17.83,,,77.952,,,,,,
165.842,571.5,80.094,20.029,100.063,17.788,,,79.397,,,,,,
166.31,572.0,80.093,20.027,100.072,17.747,,,80.831,,,,,,
166.755,572.5,80.092,20.028,100.081,17.71,,,82.122,,,,,,
167.231,573.0,80.092,20.029,100.093,17.667,,,83.574,,,,,,
167.753,573.5,80.09,20.03,100.105,17.617,,,85.299,,,,,,
168.254,574.0,80.091,20.03,100.116,17.572,,,86.853,,,,,,
168.733,574.5,80.092,20.029,100.126,17.527,,,88.367,,,,,,
169.22,575.0,80.094,20.028,100.137,17.479,,,90.047,,,,,,
169.719,575.5,80.092,20.029,100.151,17.427,,,91.838,,,,,,
170.223,576.0,80.09,20.029,100.164,17.373,,,93.689,,,,,,
170.711,576.5,80.091,20.03,100.176,17.321,,,95.497,,,,,,
171.16,577.0,80.091,20.029,100.189,17.274,,,97.16,,,,,,
171.617,577.5,80.09,20.028,100.204,17.224,,,98.875,,,,,,
172.093,578.0,80.09,20.027,100.218,17.171,,,100.77,,,,,,
172.606,578.5,80.094,20.027,100.236,17.107,,,103.064,,,,,,
173.125,579.0,80.092,20.029,100.258,17.042,,,105.38,,,,,,
173.626,579.5,80.091,20.027,100.277,16.979,,,107.614,,,,,,
174.043,580.0,80.095,20.027,100.29,16.927,,,109.516,,,,,,
174.558,580.5,80.093,20.029,100.309,16.858,,,112.035,,,,,,
175.032,581.0,80.091,20.028,100.325,16.792,,,114.484,,,,,,
175.519,581.5,80.094,20.026,100.348,16.719,,,117.163,,,,,,
176.004,582.0,80.09,20.03,100.369,16.648,,,119.799,,,,,,
176.474,582.5,80.094,20.027,100.391,16.576,,,122.486,,,,,,
176.929,583.0,80.094,20.029,100.411,16.502,,,125.304,,,,,,
177.391,583.5,80.093,20.029,100.434,16.427,,,128.124,,,,,,
177.871,584.0,80.09,20.029,100.455,16.344,,,131.288,,,,,,
178.353,584.5,80.093,20.029,100.479,16.265,,,134.337,,,,,,
178.853,585.0,80.094,20.028,100.506,16.177,,,137.613,,,,,,
179.355,585.5,80.089,20.03,100.534,16.085,,,141.121,,,,,,
179.819,586.0,80.089,20.03,100.562,15.998,,,144.493,,,,,,
180.323,586.5,80.093,20.029,100.594,15.901,,,148.233,,,,,,
180.822,587.0,80.092,20.028,100.627,15.8,,,152.008,,,,,,
181.292,587.5,80.092,20.029,100.657,15.7,,,155.99,,,,,,
181.758,588.0,80.091,20.03,100.688,15.599,,,160.21,,,,,,
182.237,588.5,80.088,20.029,100.721,15.496,,,164.594,,,,,,
182.712,589.0,80.09,20.028,100.753,15.395,,,168.857,,,,,,
183.199,589.5,80.091,20.029,100.79,15.288,,,173.347,,,,,,
183.685,590.0,80.09,20.03,100.83,15.177,,,178.327,,,,,,
184.133,590.5,80.092,20.03,100.867,15.073,,,182.971,,,,,,
184.63,591.0,80.095,20.031,100.909,14.958,,,188.021,,,,,,
185.086,591.5,80.098,20.031,100.948,14.85,,,192.885,,,,,,
185.586,592.0,80.091,20.031,100.991,14.732,,,198.3,,,,,,
186.067,592.5,80.091,20.029,101.034,14.619,,,203.628,,,,,,
186.583,593.0,80.089,20.029,101.081,14.497,,,209.135,,,,,,
187.052,593.5,80.085,20.027,101.12,14.38,,,214.342,,,,,,
187.516,594.0,80.084,20.029,101.16,14.274,,,219.182,,,,,,
187.978,594.5,80.096,20.029,101.202,14.158,,,224.651,,,,,,
188.478,595.0,80.092,20.03,101.243,14.038,,,229.991,,,,,,
188.931,595.5,80.09,20.029,101.281,13.933,,,234.745,,,,,,
189.416,596.0,80.09,20.03,101.322,13.819,,,240.003,,,,,,
189.911,596.5,80.09,20.028,101.359,13.702,,,245.263,,,,,,
190.357,597.0,80.089,20.028,101.392,13.597,,,249.967,,,,,,
190.814,597.5,80.089,20.029,101.423,13.493,,,254.56,,,,,,
191.308,598.0,80.092,20.028,101.46,13.384,,,259.25,,,,,,
191.79,598.5,80.094,20.029,101.494,13.279,,,263.739,,,,,,
192.273,599.0,80.092,20.032,101.528,13.178,,,267.913,,,,,,
192.759,599.5,80.093,20.031,101.558,13.087,,,271.611,,,,,,
193.248,600.0,80.093,20.029,101.59,13.001,,,275.025,,,,,,
193.728,600.5,80.09,20.028,101.617,12.922,,,278.092,,,,,,
194.166,601.0,80.091,20.028,101.635,12.857,,,280.559,,,,,,
194.597,601.5,80.095,20.029,101.66,12.801,,,282.648,,,,,,
