Time (s),Temperature (K),N2 Flow (cc/min),O2 Flow (cc/min),End Flow (cc/min),Oxygen (%),CO (%),CO2 (%),HRR (W/g),Fit Result (W/g),Fit 1 (W/g),Fit 2 (W/g),Fit 3 (W/g),Fit 4 (W/g),Fit 5 (W/g)
0.258,412.0,80.09,20.028,99.486,19.99,,,-0.081,,,,,,
1.028,412.5,80.093,20.03,99.486,19.99,,,-0.057,,,,,,
1.634,413.0,80.088,20.028,99.485,19.988,,,-0.024,,,,,,
2.328,413.5,80.091,20.027,99.484,19.988,,,-0.01,,,,,,
3.052,414.0,80.089,20.03,99.486,19.991,,,-0.114,,,,,,
3.684,414.5,80.093,20.028,99.489,19.989,,,-0.048,,,,,,
4.388,415.0,80.088,20.028,99.493,19.991,,,-0.11,,,,,,
5.007,415.5,80.089,20.029,99.496,19.985,,,0.115,,,,,,
5.674,416.0,80.091,20.03,99.497,19.991,,,-0.145,,,,,,
6.338,416.5,80.094,20.029,99.497,19.988,,,-0.018,,,,,,
7.021,417.0,80.091,20.027,99.496,19.988,,,-0.047,,,,,,
7.656,417.5,80.094,20.028,99.493,19.992,,,-0.168,,,,,,
8.282,418.0,80.09,20.029,99.488,19.99,,,-0.096,,,,,,
8.945,418.5,80.092,20.03,99.485,19.988,,,-0.03,,,,,,
9.687,419.0,80.09,20.031,99.483,19.991,,,-0.173,,,,,,
10.298,419.5,80.093,20.03,99.48,19.99,,,-0.126,,,,,,
10.968,420.0,80.088,20.028,99.477,19.988,,,-0.053,,,,,,
11.578,420.5,80.089,20.029,99.475,19.989,,,-0.064,,,,,,
12.22,421.0,80.09,20.028,99.477,19.987,,,-0.001,,,,,,
12.82,421.5,80.089,20.028,99.481,19.987,,,-0.018,,,,,,
13.465,422.0,80.092,20.029,99.485,19.989,,,-0.091,,,,,,
14.083,422.5,80.087,20.027,99.485,19.988,,,-0.081,,,,,,
14.74,423.0,80.09,20.027,99.485,19.987,,,-0.047,,,,,,
15.431,423.5,80.09,20.029,99.485,19.985,,,0.034,,,,,,
16.033,424.0,80.094,20.03,99.486,19.984,,,0.105,,,,,,
16.647,424.5,80.093,20.03,99.485,19.986,,,0.038,,,,,,
17.269,425.0,80.092,20.029,99.484,19.986,,,0.063,,,,,,
17.909,425.5,80.089,20.029,99.483,19.985,,,0.096,,,,,,
18.528,426.0,80.092,20.027,99.482,19.986,,,0.075,,,,,,
19.128,426.5,80.093,20.029,99.483,19.981,,,0.3,,,,,,
19.712,427.0,80.09,20.029,99.483,19.982,,,0.311,,,,,,
20.337,427.5,80.091,20.029,99.482,19.981,,,0.326,,,,,,
20.929,428.0,80.09,20.028,99.485,19.981,,,0.325,,,,,,
21.591,428.5,80.089,20.03,99.486,19.984,,,0.196,,,,,,
22.151,429.0,80.087,20.028,99.487,19.985,,,0.189,,,,,,
22.773,429.5,80.088,20.028,99.487,19.983,,,0.254,,,,,,
23.377,430.0,80.089,20.026,99.486,19.98,,,0.358,,,,,,
23.906,430.5,80.117,20.031,99.487,19.983,,,0.239,,,,,,
24.539,431.0,80.095,20.029,99.485,19.988,,,0.015,,,,,,
25.08,431.5,80.09,20.03,99.487,19.981,,,0.267,,,,,,
25.669,432.0,80.091,20.028,99.488,19.979,,,0.344,,,,,,
26.303,432.5,80.089,20.029,99.488,19.983,,,0.182,,,,,,
26.863,433.0,80.093,20.028,99.488,19.981,,,0.244,,,,,,
27.441,433.5,80.093,20.029,99.49,19.977,,,0.371,,,,,,
28.044,434.0,80.091,20.026,99.488,19.981,,,0.234,,,,,,
28.58,434.5,80.087,20.027,99.49,19.977,,,0.407,,,,,,
29.168,435.0,80.088,20.028,99.49,19.976,,,0.461,,,,,,
29.742,435.5,80.089,20.029,99.491,19.976,,,0.476,,,,,,
30.364,436.0,80.091,20.028,99.493,19.975,,,0.513,,,,,,
30.893,436.5,80.088,20.029,99.493,19.974,,,0.557,,,,,,
31.472,437.0,80.09,20.027,99.491,19.974,,,0.567,,,,,,
32.031,437.5,80.089,20.028,99.487,19.974,,,0.57,,,,,,
32.563,438.0,80.087,20.027,99.486,19.974,,,0.577,,,,,,
33.192,438.5,80.091,20.028,99.485,19.97,,,0.69,,,,,,
33.755,439.0,80.091,20.027,99.483,19.97,,,0.724,,,,,,
34.375,439.5,80.093,20.03,99.482,19.972,,,0.646,,,,,,
34.984,440.0,80.091,20.027,99.479,19.97,,,0.699,,,,,,
35.499,440.5,80.089,20.026,99.477,19.968,,,0.753,,,,,,
36.099,441.0,80.089,20.028,99.475,19.965,,,0.893,,,,,,
36.634,441.5,80.093,20.028,99.474,19.967,,,0.86,,,,,,
37.137,442.0,80.092,20.028,99.474,19.969,,,0.75,,,,,,
37.712,442.5,80.093,20.029,99.474,19.969,,,0.776,,,,,,
38.254,443.0,80.096,20.029,99.472,19.965,,,0.975,,,,,,
38.782,443.5,80.094,20.028,99.473,19.963,,,1.039,,,,,,
39.345,444.0,80.093,20.029,99.474,19.962,,,1.04,,,,,,
39.875,444.5,80.092,20.029,99.475,19.958,,,1.208,,,,,,
40.422,445.0,80.091,20.028,99.477,19.96,,,1.17,,,,,,
40.977,445.5,80.088,20.028,99.478,19.964,,,1.0,,,,,,
41.538,446.0,80.091,20.028,99.482,19.961,,,1.114,,,,,,
42.058,446.5,80.091,20.028,99.483,19.957,,,1.258,,,,,,
42.6,447.0,80.091,20.029,99.484,19.956,,,1.269,,,,,,
43.137,447.5,80.096,20.029,99.487,19.955,,,1.342,,,,,,
43.697,448.0,80.093,20.028,99.488,19.956,,,1.292,,,,,,
44.265,448.5,80.09,20.027,99.487,19.953,,,1.405,,,,,,
44.844,449.0,80.092,20.027,99.486,19.951,,,1.472,,,,,,
45.396,449.5,80.088,20.028,99.485,19.951,,,1.481,,,,,,
45.903,450.0,80.088,20.029,99.483,19.953,,,1.429,,,,,,
46.447,450.5,80.094,20.031,99.48,19.95,,,1.497,,,,,,
46.976,451.0,80.087,20.026,99.48,19.949,,,1.521,,,,,,
47.521,451.5,80.091,20.027,99.479,19.952,,,1.42,,,,,,
48.011,452.0,80.089,20.029,99.479,19.95,,,1.447,,,,,,
48.567,452.5,80.094,20.028,99.478,19.95,,,1.475,,,,,,
49.032,453.0,80.092,20.029,99.481,19.948,,,1.547,,,,,,
49.624,453.5,80.095,20.027,99.48,19.944,,,1.706,,,,,,
50.134,454.0,80.091,20.028,99.48,19.944,,,1.723,,,,,,
50.682,454.5,80.091,20.029,99.482,19.942,,,1.814,,,,,,
51.19,455.0,80.09,20.029,99.484,19.939,,,1.905,,,,,,
51.662,455.5,80.089,20.028,99.483,19.938,,,1.945,,,,,,
52.197,456.0,80.093,20.027,99.481,19.937,,,2.023,,,,,,
52.726,456.5,80.091,20.029,99.48,19.936,,,2.004,,,,,,
53.242,457.0,80.092,20.028,99.479,19.937,,,1.975,,,,,,
53.766,457.5,80.09,20.027,99.477,19.935,,,1.99,,,,,,
54.304,458.0,80.091,20.028,99.474,19.93,,,2.166,,,,,,
54.837,458.5,80.09,20.028,99.475,19.928,,,2.199,,,,,,
55.392,459.0,80.091,20.03,99.475,19.927,,,2.245,,,,,,
55.931,459.5,80.097,20.028,99.475,19.927,,,2.196,,,,,,
56.447,460.0,80.086,20.029,99.475,19.924,,,2.254,,,,,,
56.937,460.5,80.089,20.026,99.475,19.919,,,2.465,,,,,,
57.45,461.0,80.09,20.028,99.477,19.922,,,2.333,,,,,,
57.973,461.5,80.094,20.029,99.476,19.92,,,2.419,,,,,,
58.493,462.0,80.092,20.026,99.476,19.919,,,2.448,,,,,,
59.006,462.5,80.088,20.028,99.476,19.916,,,2.608,,,,,,
59.52,463.0,80.096,20.028,99.478,19.916,,,2.588,,,,,,
60.021,463.5,80.093,20.027,99.476,19.912,,,2.786,,,,,,
60.523,464.0,80.088,20.029,99.476,19.908,,,2.95,,,,,,
61.036,464.5,80.095,20.028,99.477,19.904,,,3.127,,,,,,
61.538,465.0,80.089,20.031,99.477,19.902,,,3.245,,,,,,
62.067,465.5,80.092,20.028,99.478,19.901,,,3.272,,,,,,
62.557,466.0,80.09,20.029,99.478,19.899,,,3.354,,,,,,
63.087,466.5,80.089,20.03,99.481,19.895,,,3.47,,,,,,
63.538,467.0,80.09,20.03,99.482,19.897,,,3.423,,,,,,
