Time (s),Temperature (K),N2 Flow (cc/min),O2 Flow (cc/min),End Flow (cc/min),Oxygen (%),CO (%),CO2 (%),HRR (W/g),Fit Result (W/g),Fit 1 (W/g),Fit 2 (W/g),Fit 3 (W/g),Fit 4 (W/g),Fit 5 (W/g)
65.518,467.0,80.088,20.026,99.549,19.788,,,2.061,,,,,,
66.044,467.5,80.09,20.025,99.55,19.782,,,2.202,,,,,,
66.53,468.0,80.092,20.026,99.553,19.78,,,2.234,,,,,,
67.024,468.5,80.096,20.025,99.553,19.778,,,2.272,,,,,,
67.493,469.0,80.092,20.026,99.551,19.776,,,2.314,,,,,,
68.033,469.5,80.089,20.028,99.551,19.774,,,2.36,,,,,,
68.532,470.0,80.09,20.029,99.551,19.773,,,2.386,,,,,,
69.054,470.5,80.088,20.025,99.553,19.771,,,2.413,,,,,,
69.52,471.0,80.09,20.027,99.555,19.767,,,2.526,,,,,,
70.068,471.5,80.091,20.024,99.554,19.764,,,2.6,,,,,,
70.542,472.0,80.089,20.027,99.551,19.765,,,2.598,,,,,,
70.974,472.5,80.09,20.026,99.549,19.76,,,2.721,,,,,,
71.527,473.0,80.087,20.025,99.542,19.754,,,2.868,,,,,,
71.993,473.5,80.088,20.027,99.537,19.753,,,2.889,,,,,,
72.504,474.0,80.086,20.026,99.532,19.749,,,2.99,,,,,,
72.991,474.5,80.093,20.028,99.527,19.749,,,2.999,,,,,,
73.526,475.0,80.088,20.025,99.522,19.744,,,3.123,,,,,,
74.014,475.5,80.089,20.025,99.518,19.738,,,3.261,,,,,,
74.493,476.0,80.088,20.025,99.515,19.741,,,3.201,,,,,,
74.972,476.5,80.089,20.026,99.514,19.737,,,3.283,,,,,,
75.496,477.0,80.088,20.026,99.513,19.734,,,3.361,,,,,,
75.957,477.5,80.085,20.026,99.51,19.73,,,3.442,,,,,,
76.501,478.0,80.091,20.026,99.51,19.727,,,3.524,,,,,,
77.031,478.5,80.082,20.023,99.51,19.722,,,3.652,,,,,,
77.497,479.0,80.086,20.027,99.51,19.719,,,3.716,,,,,,
78.001,479.5,80.091,20.025,99.511,19.722,,,3.639,,,,,,
78.478,480.0,80.093,20.027,99.509,19.718,,,3.688,,,,,,
79.007,480.5,80.088,20.027,99.508,19.713,,,3.816,,,,,,
79.486,481.0,80.095,20.026,99.507,19.707,,,3.979,,,,,,
79.987,481.5,80.091,20.028,99.507,19.704,,,4.045,,,,,,
80.423,482.0,80.088,20.026,99.506,19.701,,,4.127,,,,,,
80.873,482.5,80.086,20.026,99.508,19.696,,,4.233,,,,,,
81.394,483.0,80.091,20.025,99.511,19.689,,,4.415,,,,,,
81.898,483.5,80.088,20.027,99.513,19.685,,,4.491,,,,,,
82.402,484.0,80.086,20.025,99.514,19.687,,,4.442,,,,,,
82.903,484.5,80.089,20.026,99.516,19.685,,,4.497,,,,,,
83.39,485.0,80.092,20.026,99.517,19.679,,,4.664,,,,,,
83.858,485.5,80.089,20.026,99.516,19.675,,,4.752,,,,,,
84.363,486.0,80.089,20.025,99.517,19.673,,,4.794,,,,,,
84.84,486.5,80.088,20.025,99.516,19.67,,,4.846,,,,,,
85.34,487.0,80.089,20.027,99.516,19.667,,,4.895,,,,,,
85.833,487.5,80.087,20.026,99.515,19.662,,,4.996,,,,,,
86.315,488.0,80.088,20.026,99.513,19.657,,,5.11,,,,,,
86.785,488.5,80.09,20.026,99.511,19.653,,,5.195,,,,,,
87.269,489.0,80.088,20.027,99.51,19.65,,,5.257,,,,,,
87.769,489.5,80.086,20.027,99.509,19.647,,,5.344,,,,,,
88.276,490.0,80.085,20.026,99.509,19.641,,,5.503,,,,,,
88.787,490.5,80.087,20.026,99.509,19.636,,,5.645,,,,,,
89.273,491.0,80.09,20.026,99.508,19.633,,,5.706,,,,,,
89.766,491.5,80.088,20.026,99.508,19.63,,,5.779,,,,,,
90.259,492.0,80.088,20.027,99.507,19.625,,,5.905,,,,,,
90.722,492.5,80.088,20.026,99.508,19.62,,,6.025,,,,,,
91.197,493.0,80.086,20.026,99.509,19.615,,,6.166,,,,,,
91.704,493.5,80.086,20.027,99.509,19.61,,,6.291,,,,,,
92.197,494.0,80.087,20.027,99.509,19.607,,,6.352,,,,,,
92.698,494.5,80.088,20.026,99.509,19.601,,,6.5,,,,,,
93.201,495.0,80.091,20.027,99.508,19.597,,,6.59,,,,,,
93.67,495.5,80.09,20.026,99.509,19.595,,,6.606,,,,,,
94.14,496.0,80.089,20.026,99.512,19.591,,,6.682,,,,,,
94.591,496.5,80.085,20.027,99.516,19.588,,,6.748,,,,,,
95.09,497.0,80.088,20.026,99.517,19.585,,,6.821,,,,,,
95.608,497.5,80.09,20.026,99.517,19.58,,,6.964,,,,,,
96.11,498.0,80.092,20.027,99.516,19.572,,,7.151,,,,,,
96.607,498.5,80.091,20.025,99.515,19.571,,,7.169,,,,,,
97.075,499.0,80.091,20.026,99.516,19.567,,,7.262,,,,,,
97.577,499.5,80.084,20.025,99.519,19.564,,,7.319,,,,,,
98.065,500.0,80.087,20.024,99.519,19.558,,,7.44,,,,,,
98.542,500.5,80.087,20.026,99.521,19.554,,,7.546,,,,,,
99.036,501.0,80.089,20.027,99.52,19.55,,,7.63,,,,,,
99.527,501.5,80.09,20.028,99.518,19.547,,,7.694,,,,,,
99.973,502.0,80.085,20.028,99.519,19.544,,,7.736,,,,,,
100.423,502.5,80.09,20.027,99.522,19.539,,,7.824,,,,,,
100.918,503.0,80.09,20.026,99.525,19.534,,,7.93,,,,,,
101.426,503.5,80.087,20.025,99.529,19.529,,,8.045,,,,,,
101.917,504.0,80.087,20.026,99.533,19.521,,,8.213,,,,,,
102.402,504.5,80.086,20.028,99.535,19.519,,,8.232,,,,,,
102.866,505.0,80.088,20.027,99.536,19.52,,,8.186,,,,,,
103.383,505.5,80.09,20.028,99.538,19.513,,,8.341,,,,,,
103.858,506.0,80.09,20.027,99.539,19.51,,,8.414,,,,,,
104.34,506.5,80.091,20.026,99.536,19.502,,,8.599,,,,,,
104.836,507.0,80.087,20.027,99.534,19.497,,,8.689,,,,,,
105.323,507.5,80.088,20.028,99.533,19.494,,,8.767,,,,,,
105.799,508.0,80.092,20.027,99.534,19.488,,,8.879,,,,,,
106.289,508.5,80.089,20.026,99.535,19.484,,,8.969,,,,,,
106.825,509.0,80.086,20.027,99.535,19.482,,,9.014,,,,,,
107.332,509.5,80.089,20.027,99.536,19.479,,,9.056,,,,,,
107.793,510.0,80.088,20.026,99.535,19.472,,,9.334,,,,,,
108.276,510.5,80.089,20.026,99.536,19.467,,,9.601,,,,,,
108.762,511.0,80.089,20.025,99.537,19.464,,,9.79,,,,,,
109.253,511.5,80.091,20.026,99.541,19.461,,,9.915,,,,,,
109.761,512.0,80.093,20.027,99.546,19.457,,,10.012,,,,,,
110.258,512.5,80.091,20.027,99.55,19.453,,,10.106,,,,,,
110.748,513.0,80.089,20.027,99.551,19.451,,,10.151,,,,,,
111.233,513.5,80.089,20.027,99.549,19.446,,,10.24,,,,,,
111.725,514.0,80.088,20.027,99.548,19.441,,,10.322,,,,,,
112.222,514.5,80.089,20.028,99.549,19.438,,,10.362,,,,,,
112.714,515.0,80.09,20.029,99.551,19.436,,,10.302,,,,,,
113.207,515.5,80.09,20.028,99.553,19.433,,,10.153,,,,,,
113.688,516.0,80.086,20.028,99.555,19.428,,,10.134,,,,,,
114.165,516.5,80.087,20.027,99.559,19.423,,,10.175,,,,,,
114.671,517.0,80.088,20.026,99.562,19.419,,,10.219,,,,,,
115.184,517.5,80.09,20.027,99.564,19.415,,,10.279,,,,,,
115.647,518.0,80.088,20.025,99.567,19.413,,,10.318,,,,,,
116.145,518.5,80.092,20.025,99.573,19.408,,,10.443,,,,,,
116.644,519.0,80.09,20.027,99.579,19.401,,,10.589,,,,,,
117.119,519.5,80.088,20.027,99.584,19.394,,,10.777,,,,,,
117.608,520.0,80.088,20.026,99.588,19.391,,,10.876,,,,,,
118.105,520.5,80.088,20.024,99.592,19.386,,,10.997,,,,,,
118.586,521.0,80.089,20.027,99.597,19.383,,,11.083,,,,,,
119.087,521.5,80.09,20.027,99.602,19.375,,,11.269,,,,,,
119.553,522.0,80.086,20.029,99.604,19.367,,,11.442,,,,,,
120.047,522.5,80.089,20.026,99.607,19.362,,,11.55,,,,,,
120.571,523.0,80.091,20.028,99.611,19.354,,,11.728,,,,,,
121.062,523.5,80.091,20.025,99.614,19.35,,,11.812,,,,,,
121.605,524.0,80.086,20.027,99.619,19.343,,,12.001,,,,,,
122.083,524.5,80.089,20.025,99.621,19.339,,,12.114,,,,,,
122.556,525.0,80.091,20.027,99.624,19.33,,,12.305,,,,,,
123.054,525.5,80.084,20.028,99.629,19.326,,,12.418,,,,,,
123.507,526.0,80.086,20.026,99.634,19.325,,,12.416,,,,,,
124.007,526.5,80.089,20.027,99.595,19.322,,,12.474,,,,,,
124.494,527.0,80.086,20.026,99.566,19.313,,,12.7,,,,,,
125.039,527.5,80.089,20.028,99.551,19.306,,,12.889,,,,,,
125.543,528.0,80.092,20.027,99.545,19.3,,,13.033,,,,,,
126.022,528.5,80.083,20.027,99.545,19.295,,,13.149,,,,,,
126.433,529.0,80.086,20.028,99.546,19.291,,,13.227,,,,,,
126.927,529.5,80.09,20.025,99.55,19.286,,,13.349,,,,,,
127.551,530.0,80.09,20.027,99.558,19.275,,,13.604,,,,,,
127.994,530.5,80.089,20.028,99.569,19.273,,,13.628,,,,,,
128.51,531.0,80.089,20.025,99.575,19.262,,,13.894,,,,,,
128.985,531.5,80.093,20.028,99.622,19.255,,,14.062,,,,,,
129.49,532.0,80.088,20.026,99.659,19.249,,,14.194,,,,,,
129.948,532.5,80.086,20.029,99.681,19.244,,,14.299,,,,,,
130.499,533.0,80.092,20.027,99.697,19.236,,,14.48,,,,,,
130.961,533.5,80.085,20.025,99.703,19.231,,,14.578,,,,,,
131.479,534.0,80.088,20.028,99.709,19.222,,,14.769,,,,,,
131.964,534.5,80.084,20.025,99.711,19.217,,,14.865,,,,,,
132.478,535.0,80.087,20.026,99.713,19.21,,,15.042,,,,,,
133.005,535.5,80.09,20.024,99.709,19.205,,,15.168,,,,,,
133.465,536.0,80.089,20.027,99.708,19.194,,,15.431,,,,,,
133.996,536.5,80.091,20.027,99.707,19.191,,,15.493,,,,,,
134.515,537.0,80.086,20.029,99.708,19.184,,,15.658,,,,,,
135.033,537.5,80.09,20.027,99.711,19.177,,,15.818,,,,,,
135.508,538.0,80.088,20.024,99.714,19.17,,,15.972,,,,,,
135.998,538.5,80.087,20.026,99.718,19.162,,,16.138,,,,,,
136.566,539.0,80.093,20.028,99.721,19.155,,,16.317,,,,,,
137.025,539.5,80.093,20.025,99.724,19.146,,,16.519,,,,,,
137.506,540.0,80.085,20.029,99.724,19.144,,,16.554,,,,,,
138.038,540.5,80.093,20.027,99.726,19.13,,,16.871,,,,,,
138.544,541.0,80.091,20.025,99.727,19.124,,,16.983,,,,,,
139.046,541.5,80.09,20.027,99.729,19.116,,,17.19,,,,,,
139.525,542.0,80.091,20.028,99.731,19.105,,,17.458,,,,,,
139.996,542.5,80.093,20.026,99.736,19.098,,,17.629,,,,,,
140.551,543.0,80.085,20.028,99.737,19.087,,,17.927,,,,,,
141.066,543.5,80.089,20.026,99.738,19.081,,,18.115,,,,,,
141.551,544.0,80.092,20.029,99.738,19.072,,,18.318,,,,,,
142.052,544.5,80.089,20.027,99.74,19.064,,,18.521,,,,,,
142.573,545.0,80.09,20.026,99.744,19.053,,,18.803,,,,,,
143.093,545.5,80.082,20.028,99.746,19.043,,,19.008,,,,,,
143.586,546.0,80.088,20.028,99.751,19.035,,,19.193,,,,,,
144.081,546.5,80.089,20.026,99.754,19.03,,,19.286,,,,,,
144.582,547.0,80.086,20.027,99.758,19.019,,,19.53,,,,,,
145.08,547.5,80.092,20.026,99.76,19.008,,,19.784,,,,,,
145.586,548.0,80.09,20.026,99.765,18.995,,,20.059,,,,,,
146.096,548.5,80.087,20.026,99.768,18.986,,,20.234,,,,,,
146.613,549.0,80.089,20.027,99.774,18.974,,,20.491,,,,,,
147.094,549.5,80.089,20.027,99.779,18.965,,,20.702,,,,,,
147.604,550.0,80.09,20.028,99.783,18.952,,,20.981,,,,,,
148.126,550.5,80.093,20.027,99.79,18.939,,,21.295,,,,,,
148.619,551.0,80.087,20.027,99.793,18.928,,,21.562,,,,,,
149.123,551.5,80.086,20.029,99.795,18.915,,,21.903,,,,,,
149.612,552.0,80.091,20.027,99.798,18.905,,,22.126,,,,,,
150.133,552.5,80.088,20.027,99.801,18.893,,,22.408,,,,,,
150.654,553.0,80.085,20.028,99.805,18.88,,,22.691,,,,,,
151.153,553.5,80.089,20.027,99.809,18.871,,,22.912,,,,,,
151.669,554.0,80.089,20.028,99.813,18.855,,,23.311,,,,,,
152.156,554.5,80.089,20.027,99.817,18.843,,,23.59,,,,,,
152.647,555.0,80.089,20.028,99.821,18.833,,,23.82,,,,,,
153.149,555.5,80.091,20.027,99.825,18.823,,,24.019,,,,,,
153.668,556.0,80.089,20.027,99.831,18.809,,,24.332,,,,,,
154.185,556.5,80.091,20.026,99.837,18.795,,,24.626,,,,,,
154.709,557.0,80.089,20.027,99.843,18.78,,,24.952,,,,,,
155.209,557.5,80.09,20.027,99.848,18.765,,,25.311,,,,,,
155.733,558.0,80.089,20.026,99.849,18.752,,,25.608,,,,,,
156.251,558.5,80.09,20.028,99.846,18.742,,,25.815,,,,,,
156.755,559.0,80.093,20.027,99.842,18.729,,,26.122,,,,,,
157.253,559.5,80.091,20.026,99.841,18.712,,,26.529,,,,,,
157.755,560.0,80.089,20.026,99.843,18.696,,,26.904,,,,,,
158.255,560.5,80.091,20.026,99.846,18.682,,,27.257,,,,,,
158.766,561.0,80.087,20.027,99.849,18.668,,,27.606,,,,,,
159.304,561.5,80.087,20.026,99.855,18.654,,,27.977,,,,,,
159.8,562.0,80.089,20.027,99.861,18.638,,,28.386,,,,,,
160.295,562.5,80.091,20.029,99.867,18.622,,,28.791,,,,,,
160.813,563.0,80.091,20.027,99.877,18.604,,,29.228,,,,,,
161.354,563.5,80.088,20.027,99.89,18.589,,,29.609,,,,,,
161.861,564.0,80.088,20.027,99.903,18.573,,,29.988,,,,,,
162.384,564.5,80.089,20.028,99.914,18.561,,,30.271,,,,,,
162.895,565.0,80.09,20.027,99.921,18.545,,,30.671,,,,,,
163.391,565.5,80.093,20.028,99.927,18.526,,,31.124,,,,,,
163.927,566.0,80.093,20.028,99.933,18.507,,,31.6,,,,,,
164.477,566.5,80.091,20.028,99.937,18.495,,,31.844,,,,,,
164.996,567.0,80.086,20.028,99.941,18.477,,,32.286,,,,,,
165.496,567.5,80.085,20.025,99.945,18.454,,,32.87,,,,,,
166.002,568.0,80.092,20.026,99.952,18.436,,,33.308,,,,,,
166.533,568.5,80.089,20.029,99.959,18.417,,,33.749,,,,,,
167.019,569.0,80.09,20.028,99.964,18.398,,,34.209,,,,,,
167.586,569.5,80.088,20.029,99.97,18.377,,,34.746,,,,,,
168.089,570.0,80.087,20.028,99.977,18.356,,,35.229,,,,,,
168.571,570.5,80.092,20.029,99.984,18.338,,,35.689,,,,,,
169.094,571.0,80.087,20.027,99.991,18.319,,,36.129,,,,,,
169.619,571.5,80.091,20.026,100.0,18.297,,,36.678,,,,,,
170.13,572.0,80.086,20.028,100.015,18.276,,,37.171,,,,,,
170.678,572.5,80.088,20.028,100.029,18.257,,,37.645,,,,,,
171.195,573.0,80.088,20.027,100.04,18.237,,,38.12,,,,,,
171.711,573.5,80.09,20.027,100.049,18.215,,,38.678,,,,,,
172.192,574.0,80.091,20.028,100.057,18.194,,,39.186,,,,,,
172.693,574.5,80.09,20.027,100.064,18.173,,,39.698,,,,,,
173.223,575.0,80.088,20.026,100.072,18.149,,,40.291,,,,,,
173.765,575.5,80.091,20.026,100.079,18.124,,,40.896,,,,,,
174.276,576.0,80.089,20.026,100.084,18.104,,,41.404,,,,,,
174.762,576.5,80.087,20.027,100.085,18.082,,,41.925,,,,,,
175.311,577.0,80.09,20.027,100.084,18.059,,,42.508,,,,,,
175.808,577.5,80.089,20.027,100.084,18.036,,,43.05,,,,,,
176.312,578.0,80.089,20.028,100.088,18.013,,,43.63,,,,,,
176.843,578.5,80.09,20.028,100.093,17.988,,,44.226,,,,,,
177.387,579.0,80.089,20.028,100.098,17.962,,,44.868,,,,,,
177.892,579.5,80.092,20.027,100.103,17.939,,,45.418,,,,,,
178.353,580.0,80.089,20.027,100.109,17.917,,,45.951,,,,,,
178.847,580.5,80.09,20.026,100.115,17.894,,,46.512,,,,,,
179.387,581.0,80.086,20.026,100.122,17.867,,,47.191,,,,,,
179.913,581.5,80.089,20.025,100.13,17.843,,,47.785,,,,,,
180.424,582.0,80.09,20.028,100.138,17.818,,,48.394,,,,,,
180.939,582.5,80.088,20.027,100.144,17.789,,,49.142,,,,,,
181.461,583.0,80.087,20.028,100.15,17.767,,,49.662,,,,,,
181.97,583.5,80.092,20.028,100.158,17.74,,,50.36,,,,,,
182.505,584.0,80.091,20.027,100.165,17.709,,,51.133,,,,,,
183.005,584.5,80.087,20.027,100.172,17.682,,,51.816,,,,,,
183.547,585.0,80.092,20.028,100.178,17.659,,,52.389,,,,,,
184.084,585.5,80.091,20.027,100.186,17.631,,,53.08,,,,,,
184.614,586.0,80.089,20.028,100.195,17.602,,,53.798,,,,,,
185.135,586.5,80.089,20.029,100.202,17.574,,,54.487,,,,,,
185.651,587.0,80.088,20.028,100.209,17.548,,,55.144,,,,,,
186.158,587.5,80.089,20.027,100.218,17.52,,,55.845,,,,,,
186.691,588.0,80.09,20.026,100.226,17.49,,,56.576,,,,,,
187.228,588.5,80.089,20.027,100.234,17.463,,,57.25,,,,,,
187.757,589.0,80.089,20.027,100.242,17.436,,,57.91,,,,,,
188.292,589.5,80.089,20.028,100.25,17.404,,,58.704,,,,,,
188.815,590.0,80.088,20.027,100.257,17.374,,,59.46,,,,,,
189.323,590.5,80.088,20.027,100.264,17.347,,,60.117,,,,,,
189.87,591.0,80.087,20.027,100.27,17.315,,,60.918,,,,,,
190.396,591.5,80.085,20.029,100.278,17.289,,,61.567,,,,,,
190.918,592.0,80.089,20.027,100.286,17.261,,,62.288,,,,,,
191.436,592.5,80.088,20.026,100.294,17.23,,,63.063,,,,,,
191.99,593.0,80.088,20.031,100.302,17.202,,,63.756,,,,,,
192.51,593.5,80.092,20.026,100.31,17.172,,,64.509,,,,,,
193.05,594.0,80.09,20.028,100.32,17.141,,,65.292,,,,,,
193.548,594.5,80.087,20.026,100.328,17.114,,,66.003,,,,,,
194.097,595.0,80.091,20.028,100.34,17.086,,,66.694,,,,,,
194.646,595.5,80.087,20.027,100.349,17.058,,,67.42,,,,,,
195.164,596.0,80.088,20.028,100.358,17.028,,,68.164,,,,,,
195.699,596.5,80.09,20.029,100.366,17.001,,,68.865,,,,,,
196.229,597.0,80.089,20.029,100.374,16.973,,,69.578,,,,,,
196.78,597.5,80.089,20.027,100.381,16.942,,,70.37,,,,,,
197.273,598.0,80.087,20.027,100.387,16.915,,,71.049,,,,,,
197.81,598.5,80.088,20.026,100.393,16.887,,,71.752,,,,,,
198.391,599.0,80.089,20.026,100.399,16.858,,,72.488,,,,,,
