Time (s),Temperature (K),N2 Flow (cc/min),O2 Flow (cc/min),End Flow (cc/min),Oxygen (%),CO (%),CO2 (%),HRR (W/g),Fit Result (W/g),Fit 1 (W/g),Fit 2 (W/g),Fit 3 (W/g),Fit 4 (W/g),Fit 5 (W/g)
28.806,455.5,80.092,20.031,99.755,19.953,,,3.134,,,,,,
29.314,456.0,80.095,20.03,99.752,19.952,,,3.179,,,,,,
29.818,456.5,80.096,20.03,99.75,19.953,,,3.098,,,,,,
30.328,457.0,80.094,20.032,99.748,19.953,,,3.185,,,,,,
30.863,457.5,80.093,20.029,99.748,19.951,,,3.599,,,,,,
31.389,458.0,80.095,20.03,99.747,19.952,,,3.2,,,,,,
31.922,458.5,80.095,20.029,99.746,19.949,,,4.066,,,,,,
32.423,459.0,80.096,20.03,99.749,19.951,,,3.617,,,,,,
32.951,459.5,80.092,20.028,99.743,19.954,,,3.044,,,,,,
33.445,460.0,80.097,20.029,99.736,19.953,,,2.981,,,,,,
33.97,460.5,80.092,20.031,99.731,19.96,,,1.836,,,,,,
34.464,461.0,80.09,20.029,99.736,19.956,,,2.45,,,,,,
34.914,461.5,80.093,20.031,99.732,19.958,,,2.106,,,,,,
35.461,462.0,80.096,20.03,99.73,19.958,,,1.933,,,,,,
35.923,462.5,80.098,20.028,99.728,19.955,,,2.674,,,,,,
36.451,463.0,80.094,20.026,99.728,19.959,,,1.948,,,,,,
36.938,463.5,80.095,20.029,99.724,19.958,,,2.16,,,,,,
37.435,464.0,80.094,20.028,99.718,19.957,,,2.468,,,,,,
38.001,464.5,80.094,20.031,99.718,19.955,,,2.898,,,,,,
38.461,465.0,80.091,20.027,99.715,19.955,,,2.732,,,,,,
38.948,465.5,80.095,20.029,99.714,19.955,,,2.934,,,,,,
39.443,466.0,80.097,20.028,99.71,19.957,,,2.654,,,,,,
39.928,466.5,80.095,20.029,99.706,19.955,,,2.87,,,,,,
40.406,467.0,80.097,20.028,99.704,19.957,,,2.601,,,,,,
40.904,467.5,80.096,20.028,99.702,19.96,,,2.197,,,,,,
41.429,468.0,80.091,20.026,99.698,19.962,,,1.87,,,,,,
41.929,468.5,80.094,20.029,99.699,19.957,,,2.833,,,,,,
42.439,469.0,80.095,20.028,99.699,19.955,,,3.113,,,,,,
42.907,469.5,80.093,20.029,99.698,19.955,,,3.084,,,,,,
43.42,470.0,80.092,20.027,99.697,19.955,,,3.254,,,,,,
43.932,470.5,80.095,20.03,99.696,19.956,,,3.1,,,,,,
44.414,471.0,80.095,20.031,99.691,19.958,,,2.712,,,,,,
44.891,471.5,80.096,20.029,99.693,19.957,,,2.973,,,,,,
45.439,472.0,80.093,20.03,99.691,19.954,,,3.364,,,,,,
45.922,472.5,80.094,20.028,99.689,19.953,,,3.397,,,,,,
46.383,473.0,80.096,20.03,99.687,19.953,,,3.424,,,,,,
46.897,473.5,80.094,20.03,99.688,19.955,,,3.058,,,,,,
47.398,474.0,80.095,20.031,99.691,19.954,,,3.006,,,,,,
47.901,474.5,80.091,20.031,99.689,19.956,,,2.626,,,,,,
48.354,475.0,80.091,20.03,99.689,19.951,,,3.523,,,,,,
48.801,475.5,80.092,20.029,99.69,19.951,,,3.398,,,,,,
49.296,476.0,80.093,20.03,99.692,19.955,,,2.585,,,,,,
49.792,476.5,80.093,20.03,99.69,19.954,,,2.687,,,,,,
50.268,477.0,80.094,20.028,99.691,19.951,,,3.078,,,,,,
50.734,477.5,80.095,20.028,99.693,19.952,,,2.954,,,,,,
51.225,478.0,80.094,20.027,99.695,19.95,,,3.407,,,,,,
51.723,478.5,80.091,20.028,99.694,19.948,,,3.851,,,,,,
52.185,479.0,80.092,20.029,99.691,19.95,,,3.49,,,,,,
52.668,479.5,80.093,20.028,99.688,19.949,,,3.717,,,,,,
53.18,480.0,80.093,20.029,99.688,19.949,,,3.65,,,,,,
53.687,480.5,80.093,20.03,99.686,19.949,,,3.689,,,,,,
54.17,481.0,80.092,20.029,99.685,19.948,,,4.009,,,,,,
54.666,481.5,80.096,20.028,99.687,19.948,,,3.776,,,,,,
55.142,482.0,80.095,20.029,99.684,19.95,,,3.243,,,,,,
55.622,482.5,80.095,20.029,99.683,19.949,,,3.201,,,,,,
56.078,483.0,80.09,20.03,99.682,19.95,,,3.137,,,,,,
56.57,483.5,80.092,20.028,99.68,19.944,,,4.297,,,,,,
57.017,484.0,80.092,20.028,99.677,19.946,,,3.987,,,,,,
57.555,484.5,80.094,20.026,99.678,19.946,,,3.868,,,,,,
58.063,485.0,80.09,20.027,99.675,19.948,,,3.404,,,,,,
58.57,485.5,80.095,20.03,99.675,19.945,,,4.131,,,,,,
59.089,486.0,80.093,20.031,99.676,19.945,,,4.183,,,,,,
59.554,486.5,80.092,20.03,99.674,19.945,,,4.307,,,,,,
60.041,487.0,80.093,20.028,99.674,19.942,,,4.88,,,,,,
60.522,487.5,80.093,20.03,99.672,19.943,,,4.967,,,,,,
60.956,488.0,80.1,20.028,99.67,19.94,,,5.483,,,,,,
61.446,488.5,80.091,20.029,99.673,19.943,,,5.011,,,,,,
61.955,489.0,80.094,20.026,99.678,19.943,,,4.873,,,,,,
62.415,489.5,80.092,20.025,99.679,19.941,,,5.434,,,,,,
62.98,490.0,80.096,20.031,99.683,19.944,,,4.894,,,,,,
63.451,490.5,80.093,20.028,99.685,19.942,,,5.106,,,,,,
63.986,491.0,80.093,20.029,99.684,19.943,,,4.879,,,,,,
64.47,491.5,80.095,20.03,99.685,19.938,,,5.632,,,,,,
64.911,492.0,80.095,20.03,99.689,19.934,,,6.53,,,,,,
65.37,492.5,80.091,20.029,99.691,19.934,,,6.435,,,,,,
65.855,493.0,80.091,20.029,99.693,19.933,,,6.726,,,,,,
66.367,493.5,80.098,20.029,99.693,19.931,,,7.049,,,,,,
66.866,494.0,80.097,20.028,99.693,19.929,,,7.504,,,,,,
67.36,494.5,80.092,20.029,99.69,19.93,,,7.338,,,,,,
67.844,495.0,80.089,20.03,99.692,19.934,,,6.566,,,,,,
68.323,495.5,80.091,20.028,99.691,19.936,,,6.211,,,,,,
68.805,496.0,80.092,20.028,99.69,19.935,,,6.425,,,,,,
69.304,496.5,80.096,20.03,99.691,19.934,,,6.839,,,,,,
69.787,497.0,80.096,20.029,99.691,19.935,,,6.655,,,,,,
70.252,497.5,80.095,20.029,99.691,19.935,,,6.584,,,,,,
70.721,498.0,80.095,20.029,99.693,19.934,,,6.933,,,,,,
71.223,498.5,80.094,20.028,99.697,19.933,,,7.101,,,,,,
71.724,499.0,80.093,20.029,99.7,19.934,,,6.958,,,,,,
72.205,499.5,80.091,20.029,99.699,19.935,,,6.91,,,,,,
72.696,500.0,80.092,20.03,99.698,19.933,,,7.212,,,,,,
73.163,500.5,80.095,20.029,99.698,19.931,,,7.742,,,,,,
73.623,501.0,80.092,20.029,99.701,19.93,,,8.294,,,,,,
74.094,501.5,80.094,20.029,99.702,19.928,,,8.598,,,,,,
74.592,502.0,80.093,20.032,99.7,19.929,,,8.333,,,,,,
75.059,502.5,80.092,20.03,99.698,19.931,,,8.032,,,,,,
75.546,503.0,80.096,20.028,99.695,19.933,,,7.75,,,,,,
76.056,503.5,80.093,20.031,99.691,19.933,,,8.065,,,,,,
76.562,504.0,80.093,20.031,99.687,19.93,,,8.55,,,,,,
77.049,504.5,80.093,20.029,99.685,19.924,,,9.522,,,,,,
77.506,505.0,80.093,20.03,99.686,19.926,,,9.315,,,,,,
77.953,505.5,80.093,20.029,99.689,19.925,,,9.531,,,,,,
78.44,506.0,80.09,20.03,99.687,19.923,,,9.965,,,,,,
78.946,506.5,80.089,20.031,99.685,19.924,,,9.741,,,,,,
79.431,507.0,80.095,20.028,99.685,19.924,,,9.928,,,,,,
79.931,507.5,80.093,20.03,99.688,19.925,,,9.693,,,,,,
80.435,508.0,80.097,20.028,99.688,19.927,,,9.386,,,,,,
81.004,508.5,80.095,20.028,99.69,19.925,,,9.78,,,,,,
81.472,509.0,80.097,20.028,99.688,19.921,,,10.49,,,,,,
81.9,509.5,80.097,20.029,99.689,19.923,,,10.285,,,,,,
82.38,510.0,80.092,20.029,99.689,19.926,,,9.777,,,,,,
82.921,510.5,80.093,20.027,99.686,19.928,,,9.477,,,,,,
83.415,511.0,80.094,20.026,99.684,19.929,,,9.225,,,,,,
83.887,511.5,80.093,20.028,99.684,19.929,,,9.106,,,,,,
84.369,512.0,80.098,20.029,99.685,19.926,,,9.709,,,,,,
84.84,512.5,80.097,20.029,99.683,19.923,,,10.209,,,,,,
85.318,513.0,80.093,20.029,99.681,19.921,,,10.575,,,,,,
85.823,513.5,80.092,20.028,99.68,19.922,,,10.63,,,,,,
86.33,514.0,80.093,20.029,99.677,19.922,,,10.57,,,,,,
86.832,514.5,80.096,20.028,99.677,19.922,,,10.654,,,,,,
87.291,515.0,80.095,20.029,99.676,19.921,,,10.616,,,,,,
87.777,515.5,80.093,20.029,99.672,19.922,,,10.464,,,,,,
88.29,516.0,80.095,20.031,99.671,19.926,,,9.798,,,,,,
88.775,516.5,80.093,20.031,99.669,19.927,,,9.689,,,,,,
89.269,517.0,80.093,20.03,99.664,19.925,,,9.969,,,,,,
89.777,517.5,80.095,20.03,99.66,19.923,,,10.329,,,,,,
90.299,518.0,80.097,20.029,99.661,19.925,,,9.947,,,,,,
90.772,518.5,80.096,20.029,99.659,19.927,,,9.526,,,,,,
91.25,519.0,80.094,20.03,99.657,19.926,,,9.88,,,,,,
91.745,519.5,80.094,20.029,99.654,19.925,,,9.907,,,,,,
92.224,520.0,80.094,20.028,99.65,19.926,,,9.707,,,,,,
92.72,520.5,80.094,20.029,99.651,19.925,,,9.887,,,,,,
93.216,521.0,80.094,20.03,99.651,19.926,,,9.717,,,,,,
93.718,521.5,80.092,20.031,99.649,19.927,,,9.571,,,,,,
94.235,522.0,80.092,20.029,99.649,19.926,,,9.733,,,,,,
94.714,522.5,80.092,20.029,99.647,19.926,,,9.815,,,,,,
95.181,523.0,80.094,20.029,99.645,19.926,,,9.805,,,,,,
95.677,523.5,80.094,20.028,99.643,19.926,,,9.865,,,,,,
96.178,524.0,80.094,20.029,99.642,19.923,,,10.371,,,,,,
96.673,524.5,80.096,20.03,99.641,19.923,,,10.312,,,,,,
97.181,525.0,80.097,20.03,99.642,19.923,,,10.24,,,,,,
97.695,525.5,80.097,20.03,99.64,19.925,,,9.971,,,,,,
98.154,526.0,80.096,20.03,99.635,19.924,,,10.016,,,,,,
98.613,526.5,80.092,20.031,99.633,19.921,,,10.563,,,,,,
99.112,527.0,80.093,20.029,99.635,19.925,,,9.647,,,,,,
99.635,527.5,80.091,20.029,99.636,19.923,,,9.907,,,,,,
100.162,528.0,80.094,20.03,99.636,19.924,,,9.816,,,,,,
100.652,528.5,80.09,20.029,99.636,19.925,,,9.564,,,,,,
101.159,529.0,80.094,20.028,99.636,19.925,,,9.483,,,,,,
101.702,529.5,80.095,20.03,99.633,19.923,,,9.808,,,,,,
102.149,530.0,80.094,20.029,99.632,19.922,,,9.956,,,,,,
102.626,530.5,80.093,20.029,99.631,19.923,,,9.764,,,,,,
103.116,531.0,80.091,20.028,99.632,19.923,,,9.693,,,,,,
103.645,531.5,80.093,20.028,99.635,19.918,,,10.518,,,,,,
104.171,532.0,80.094,20.028,99.631,19.92,,,10.165,,,,,,
104.639,532.5,80.096,20.031,99.632,19.922,,,9.867,,,,,,
105.147,533.0,80.095,20.031,99.631,19.922,,,9.912,,,,,,
105.673,533.5,80.098,20.03,99.63,19.924,,,9.464,,,,,,
106.154,534.0,80.098,20.03,99.631,19.925,,,9.19,,,,,,
106.654,534.5,80.096,20.031,99.634,19.921,,,9.957,,,,,,
107.15,535.0,80.095,20.03,99.634,19.917,,,10.81,,,,,,
107.641,535.5,80.091,20.028,99.634,19.919,,,10.475,,,,,,
108.144,536.0,80.097,20.029,99.635,19.92,,,10.044,,,,,,
108.646,536.5,80.095,20.029,99.633,19.92,,,9.899,,,,,,
109.169,537.0,80.094,20.029,99.634,19.92,,,9.924,,,,,,
109.639,537.5,80.095,20.029,99.633,19.922,,,9.599,,,,,,
110.151,538.0,80.095,20.03,99.632,19.92,,,9.758,,,,,,
110.653,538.5,80.094,20.028,99.63,19.919,,,10.112,,,,,,
111.147,539.0,80.093,20.03,99.632,19.918,,,10.186,,,,,,
111.633,539.5,80.09,20.031,99.633,19.919,,,9.998,,,,,,
112.149,540.0,80.094,20.03,99.632,19.918,,,10.117,,,,,,
112.665,540.5,80.096,20.029,99.632,19.916,,,10.472,,,,,,
113.185,541.0,80.092,20.03,99.633,19.915,,,10.698,,,,,,
113.668,541.5,80.094,20.03,99.632,19.915,,,10.763,,,,,,
114.183,542.0,80.094,20.029,99.634,19.916,,,10.588,,,,,,
114.67,542.5,80.093,20.029,99.636,19.916,,,10.462,,,,,,
115.15,543.0,80.094,20.03,99.64,19.916,,,10.432,,,,,,
115.681,543.5,80.091,20.03,99.643,19.914,,,10.746,,,,,,
116.213,544.0,80.095,20.029,99.643,19.912,,,11.18,,,,,,
116.693,544.5,80.097,20.03,99.642,19.909,,,11.866,,,,,,
117.199,545.0,80.095,20.029,99.643,19.907,,,12.193,,,,,,
117.712,545.5,80.097,20.029,99.645,19.91,,,11.716,,,,,,
118.202,546.0,80.096,20.029,99.648,19.908,,,12.231,,,,,,
118.706,546.5,80.097,20.029,99.65,19.906,,,12.468,,,,,,
119.211,547.0,80.095,20.03,99.65,19.907,,,12.347,,,,,,
119.711,547.5,80.092,20.032,99.65,19.906,,,12.547,,,,,,
120.228,548.0,80.094,20.031,99.649,19.903,,,13.214,,,,,,
120.728,548.5,80.096,20.03,99.649,19.901,,,13.682,,,,,,
121.222,549.0,80.094,20.029,99.648,19.902,,,13.387,,,,,,
121.74,549.5,80.094,20.029,99.649,19.901,,,13.626,,,,,,
122.232,550.0,80.096,20.03,99.651,19.896,,,14.552,,,,,,
122.702,550.5,80.097,20.03,99.651,19.895,,,14.725,,,,,,
123.205,551.0,80.096,20.03,99.65,19.898,,,14.18,,,,,,
123.74,551.5,80.095,20.029,99.651,19.895,,,14.839,,,,,,
124.24,552.0,80.093,20.028,99.652,19.894,,,14.959,,,,,,
124.749,552.5,80.093,20.029,99.655,19.897,,,14.607,,,,,,
125.254,553.0,80.094,20.029,99.657,19.897,,,14.589,,,,,,
125.737,553.5,80.097,20.029,99.656,19.897,,,14.814,,,,,,
126.267,554.0,80.098,20.029,99.656,19.895,,,15.186,,,,,,
126.788,554.5,80.095,20.029,99.657,19.897,,,14.803,,,,,,
127.273,555.0,80.093,20.028,99.66,19.895,,,15.251,,,,,,
127.782,555.5,80.095,20.028,99.661,19.89,,,16.086,,,,,,
128.301,556.0,80.095,20.03,99.66,19.889,,,16.525,,,,,,
128.813,556.5,80.094,20.03,99.663,19.893,,,15.898,,,,,,
129.301,557.0,80.093,20.028,99.663,19.894,,,15.873,,,,,,
129.793,557.5,80.094,20.029,99.659,19.892,,,16.46,,,,,,
130.294,558.0,80.092,20.03,99.659,19.89,,,16.916,,,,,,
130.786,558.5,80.096,20.031,99.662,19.887,,,17.589,,,,,,
131.285,559.0,80.096,20.031,99.664,19.884,,,18.148,,,,,,
131.82,559.5,80.093,20.029,99.664,19.886,,,17.893,,,,,,
132.32,560.0,80.091,20.03,99.663,19.886,,,17.8,,,,,,
132.848,560.5,80.094,20.03,99.66,19.887,,,17.596,,,,,,
133.351,561.0,80.097,20.029,99.658,19.886,,,17.859,,,,,,
133.836,561.5,80.094,20.03,99.656,19.884,,,18.128,,,,,,
134.341,562.0,80.091,20.03,99.654,19.884,,,18.157,,,,,,
134.868,562.5,80.095,20.03,99.656,19.884,,,18.242,,,,,,
135.361,563.0,80.093,20.031,99.656,19.883,,,18.369,,,,,,
135.902,563.5,80.096,20.03,99.654,19.884,,,18.17,,,,,,
136.42,564.0,80.094,20.029,99.651,19.884,,,18.359,,,,,,
136.891,564.5,80.093,20.031,99.65,19.886,,,17.825,,,,,,
137.415,565.0,80.095,20.027,99.648,19.885,,,18.177,,,,,,
137.948,565.5,80.094,20.031,99.652,19.886,,,17.985,,,,,,
138.45,566.0,80.097,20.029,99.65,19.884,,,18.492,,,,,,
138.929,566.5,80.094,20.029,99.649,19.881,,,19.033,,,,,,
139.454,567.0,80.098,20.03,99.651,19.881,,,18.975,,,,,,
139.955,567.5,80.093,20.029,99.648,19.882,,,18.641,,,,,,
140.443,568.0,80.095,20.029,99.646,19.885,,,18.071,,,,,,
140.946,568.5,80.096,20.029,99.645,19.882,,,18.611,,,,,,
141.437,569.0,80.096,20.031,99.642,19.88,,,18.967,,,,,,
141.951,569.5,80.093,20.029,99.64,19.88,,,19.088,,,,,,
142.434,570.0,80.096,20.03,99.639,19.879,,,19.328,,,,,,
142.928,570.5,80.1,20.031,99.634,19.882,,,18.948,,,,,,
143.487,571.0,80.095,20.032,99.636,19.885,,,18.302,,,,,,
143.985,571.5,80.096,20.029,99.633,19.881,,,18.975,,,,,,
144.513,572.0,80.096,20.028,99.627,19.879,,,19.464,,,,,,
144.993,572.5,80.099,20.03,99.624,19.882,,,18.853,,,,,,
145.529,573.0,80.089,20.029,99.62,19.883,,,18.677,,,,,,
146.061,573.5,80.094,20.029,99.618,19.878,,,19.567,,,,,,
146.553,574.0,80.096,20.03,99.617,19.876,,,19.678,,,,,,
147.097,574.5,80.095,20.03,99.612,19.877,,,19.471,,,,,,
147.563,575.0,80.097,20.032,99.61,19.876,,,19.525,,,,,,
148.079,575.5,80.097,20.03,99.609,19.878,,,19.101,,,,,,
148.588,576.0,80.097,20.03,99.607,19.873,,,20.108,,,,,,
149.095,576.5,80.097,20.031,99.61,19.875,,,19.658,,,,,,
149.601,577.0,80.098,20.03,99.609,19.876,,,19.481,,,,,,
150.068,577.5,80.094,20.026,99.608,19.874,,,19.792,,,,,,
150.571,578.0,80.093,20.029,99.61,19.875,,,19.688,,,,,,
151.108,578.5,80.096,20.032,99.607,19.872,,,20.18,,,,,,
151.59,579.0,80.093,20.03,99.607,19.87,,,20.66,,,,,,
152.085,579.5,80.095,20.028,99.608,19.869,,,20.823,,,,,,
152.574,580.0,80.097,20.029,99.605,19.869,,,20.748,,,,,,
153.079,580.5,80.093,20.03,99.607,19.868,,,20.717,,,,,,
153.594,581.0,80.091,20.03,99.605,19.865,,,21.22,,,,,,
154.057,581.5,80.092,20.031,99.602,19.865,,,21.079,,,,,,
154.584,582.0,80.095,20.03,99.6,19.865,,,21.183,,,,,,
155.125,582.5,80.095,20.031,99.602,19.862,,,21.676,,,,,,
155.607,583.0,80.094,20.03,99.603,19.861,,,21.856,,,,,,
156.073,583.5,80.094,20.03,99.605,19.862,,,21.612,,,,,,
156.549,584.0,80.097,20.03,99.605,19.859,,,22.267,,,,,,
157.054,584.5,80.095,20.03,99.602,19.857,,,22.641,,,,,,
157.583,585.0,80.093,20.029,99.604,19.855,,,22.538,,,,,,
158.127,585.5,80.096,20.029,99.601,19.853,,,23.184,,,,,,
158.61,586.0,80.095,20.03,99.6,19.854,,,22.891,,,,,,
159.086,586.5,80.095,20.031,99.6,19.854,,,22.79,,,,,,
159.564,587.0,80.096,20.029,99.601,19.851,,,23.274,,,,,,
160.094,587.5,80.098,20.031,99.6,19.85,,,23.428,,,,,,
160.623,588.0,80.095,20.031,99.599,19.848,,,23.756,,,,,,
161.093,588.5,80.093,20.029,99.6,19.847,,,23.657,,,,,,
161.571,589.0,80.093,20.031,99.602,19.847,,,23.482,,,,,,
162.127,589.5,80.097,20.031,99.604,19.85,,,23.159,,,,,,
162.661,590.0,80.096,20.03,99.606,19.85,,,23.472,,,,,,
163.148,590.5,80.095,20.029,99.609,19.847,,,24.031,,,,,,
163.618,591.0,80.095,20.028,99.61,19.845,,,24.359,,,,,,
164.138,591.5,80.094,20.029,99.61,19.846,,,23.959,,,,,,
164.703,592.0,80.097,20.03,99.611,19.843,,,24.557,,,,,,
165.198,592.5,80.096,20.031,99.612,19.84,,,25.269,,,,,,
165.722,593.0,80.096,20.03,99.613,19.839,,,25.407,,,,,,
166.249,593.5,80.095,20.031,99.613,19.841,,,25.298,,,,,,
166.742,594.0,80.095,20.029,99.612,19.84,,,25.54,,,,,,
167.245,594.5,80.097,20.03,99.612,19.838,,,25.845,,,,,,
167.743,595.0,80.095,20.03,99.612,19.836,,,26.143,,,,,,
168.254,595.5,80.094,20.029,99.613,19.833,,,26.522,,,,,,
168.783,596.0,80.094,20.031,99.614,19.83,,,26.984,,,,,,
169.299,596.5,80.094,20.03,99.618,19.829,,,27.127,,,,,,
169.809,597.0,80.095,20.03,99.623,19.827,,,27.512,,,,,,
170.31,597.5,80.097,20.031,99.623,19.828,,,27.364,,,,,,
170.836,598.0,80.095,20.03,99.621,19.828,,,27.544,,,,,,
171.364,598.5,80.095,20.029,99.622,19.827,,,27.735,,,,,,
171.85,599.0,80.096,20.029,99.623,19.823,,,28.235,,,,,,
172.374,599.5,80.092,20.029,99.622,19.823,,,28.194,,,,,,
172.896,600.0,80.096,20.031,99.623,19.824,,,28.231,,,,,,
173.402,600.5,80.095,20.03,99.631,19.822,,,28.783,,,,,,
173.912,601.0,80.096,20.032,99.633,19.817,,,29.743,,,,,,
174.405,601.5,80.096,20.029,99.632,19.815,,,30.167,,,,,,
174.877,602.0,80.096,20.03,99.63,19.816,,,29.966,,,,,,
175.439,602.5,80.089,20.031,99.633,19.815,,,29.919,,,,,,
175.936,603.0,80.094,20.031,99.638,19.815,,,29.872,,,,,,
176.431,603.5,80.094,20.031,99.639,19.812,,,30.402,,,,,,
176.906,604.0,80.09,20.03,99.644,19.812,,,30.601,,,,,,
177.45,604.5,80.099,20.03,99.647,19.811,,,30.875,,,,,,
177.927,605.0,80.096,20.031,99.644,19.808,,,31.432,,,,,,
178.382,605.5,80.093,20.031,99.637,19.807,,,31.662,,,,,,
178.868,606.0,80.093,20.029,99.636,19.806,,,32.124,,,,,,
179.394,606.5,80.095,20.03,99.638,19.803,,,32.628,,,,,,
179.916,607.0,80.098,20.03,99.639,19.802,,,32.956,,,,,,
180.404,607.5,80.094,20.03,99.638,19.8,,,33.522,,,,,,
180.945,608.0,80.094,20.03,99.635,19.796,,,34.384,,,,,,
181.451,608.5,80.094,20.028,99.636,19.799,,,33.805,,,,,,
181.911,609.0,80.096,20.03,99.635,19.795,,,34.533,,,,,,
182.406,609.5,80.095,20.032,99.634,19.795,,,34.562,,,,,,
182.931,610.0,80.093,20.029,99.633,19.788,,,35.819,,,,,,
183.435,610.5,80.094,20.029,99.636,19.786,,,36.271,,,,,,
183.876,611.0,80.095,20.029,99.637,19.785,,,36.575,,,,,,
184.399,611.5,80.098,20.029,99.64,19.785,,,36.855,,,,,,
184.912,612.0,80.091,20.028,99.64,19.785,,,36.908,,,,,,
185.449,612.5,80.093,20.028,99.64,19.783,,,37.143,,,,,,
185.959,613.0,80.093,20.031,99.641,19.779,,,37.664,,,,,,
186.454,613.5,80.095,20.031,99.638,19.78,,,37.719,,,,,,
186.937,614.0,80.088,20.028,99.635,19.781,,,37.642,,,,,,
187.426,614.5,80.099,20.03,99.637,19.775,,,38.876,,,,,,
187.934,615.0,80.094,20.031,99.641,19.771,,,39.807,,,,,,
188.433,615.5,80.092,20.032,99.639,19.767,,,40.677,,,,,,
188.953,616.0,80.096,20.03,99.638,19.767,,,40.72,,,,,,
189.463,616.5,80.097,20.031,99.631,19.763,,,41.126,,,,,,
189.923,617.0,80.094,20.031,99.631,19.765,,,40.768,,,,,,
190.457,617.5,80.097,20.031,99.631,19.765,,,40.807,,,,,,
190.99,618.0,80.096,20.031,99.633,19.757,,,42.497,,,,,,
191.435,618.5,80.096,20.03,99.636,19.757,,,42.502,,,,,,
