Time (s),Temperature (K),N2 Flow (cc/min),O2 Flow (cc/min),End Flow (cc/min),Oxygen (%),CO (%),CO2 (%),HRR (W/g),Fit Result (W/g),Fit 1 (W/g),Fit 2 (W/g),Fit 3 (W/g),Fit 4 (W/g),Fit 5 (W/g)
83.484,454.0,80.095,20.03,99.674,19.607,,,1.478,,,,,,
83.993,454.5,80.096,20.031,99.675,19.607,,,1.462,,,,,,
84.53,455.0,80.092,20.03,99.668,19.605,,,1.542,,,,,,
85.069,455.5,80.094,20.03,99.664,19.604,,,1.556,,,,,,
85.547,456.0,80.094,20.029,99.662,19.603,,,1.571,,,,,,
86.103,456.5,80.09,20.031,99.665,19.601,,,1.625,,,,,,
86.61,457.0,80.093,20.03,99.663,19.599,,,1.673,,,,,,
87.121,457.5,80.094,20.03,99.66,19.597,,,1.718,,,,,,
87.649,458.0,80.092,20.031,99.657,19.597,,,1.711,,,,,,
88.116,458.5,80.097,20.028,99.654,19.596,,,1.755,,,,,,
88.646,459.0,80.098,20.029,99.657,19.594,,,1.792,,,,,,
89.171,459.5,80.095,20.029,99.661,19.593,,,1.812,,,,,,
89.696,460.0,80.098,20.029,99.664,19.593,,,1.814,,,,,,
90.196,460.5,80.097,20.031,99.664,19.591,,,1.841,,,,,,
90.687,461.0,80.094,20.029,99.661,19.587,,,1.954,,,,,,
91.204,461.5,80.095,20.028,99.658,19.581,,,2.119,,,,,,
91.734,462.0,80.095,20.029,99.658,19.582,,,2.112,,,,,,
92.255,462.5,80.096,20.03,99.658,19.579,,,2.193,,,,,,
92.754,463.0,80.098,20.031,99.661,19.575,,,2.293,,,,,,
93.259,463.5,80.097,20.03,99.66,19.571,,,2.388,,,,,,
93.765,464.0,80.097,20.03,99.656,19.569,,,2.447,,,,,,
94.278,464.5,80.097,20.031,99.651,19.571,,,2.395,,,,,,
94.805,465.0,80.094,20.031,99.648,19.569,,,2.433,,,,,,
95.284,465.5,80.094,20.031,99.65,19.566,,,2.527,,,,,,
95.758,466.0,80.094,20.03,99.65,19.563,,,2.608,,,,,,
96.25,466.5,80.093,20.029,99.649,19.56,,,2.674,,,,,,
96.762,467.0,80.093,20.029,99.65,19.56,,,2.691,,,,,,
97.311,467.5,80.094,20.028,99.651,19.558,,,2.73,,,,,,
97.829,468.0,80.098,20.029,99.65,19.554,,,2.818,,,,,,
98.331,468.5,80.097,20.03,99.652,19.55,,,2.944,,,,,,
98.87,469.0,80.094,20.03,99.653,19.548,,,3.018,,,,,,
99.37,469.5,80.092,20.031,99.653,19.546,,,3.051,,,,,,
99.875,470.0,80.093,20.03,99.652,19.542,,,3.15,,,,,,
100.36,470.5,80.096,20.03,99.651,19.539,,,3.211,,,,,,
100.856,471.0,80.093,20.03,99.652,19.534,,,3.326,,,,,,
101.376,471.5,80.094,20.029,99.654,19.533,,,3.342,,,,,,
101.865,472.0,80.095,20.03,99.655,19.532,,,3.354,,,,,,
102.355,472.5,80.094,20.031,99.656,19.53,,,3.408,,,,,,
102.86,473.0,80.095,20.03,99.655,19.527,,,3.484,,,,,,
103.349,473.5,80.096,20.028,99.654,19.526,,,3.508,,,,,,
103.855,474.0,80.098,20.03,99.653,19.522,,,3.618,,,,,,
104.351,474.5,80.097,20.032,99.655,19.519,,,3.688,,,,,,
104.858,475.0,80.095,20.031,99.657,19.516,,,3.766,,,,,,
105.356,475.5,80.096,20.029,99.658,19.511,,,3.894,,,,,,
105.836,476.0,80.095,20.029,99.659,19.509,,,3.947,,,,,,
106.342,476.5,80.098,20.03,99.661,19.506,,,4.07,,,,,,
106.863,477.0,80.096,20.032,99.664,19.501,,,4.192,,,,,,
107.378,477.5,80.095,20.031,99.66,19.498,,,4.269,,,,,,
107.904,478.0,80.094,20.028,99.66,19.496,,,4.347,,,,,,
108.401,478.5,80.096,20.028,99.66,19.489,,,4.55,,,,,,
108.897,479.0,80.095,20.03,99.661,19.485,,,4.657,,,,,,
109.399,479.5,80.093,20.029,99.664,19.483,,,4.697,,,,,,
109.918,480.0,80.094,20.029,99.663,19.478,,,4.853,,,,,,
110.431,480.5,80.097,20.031,99.666,19.475,,,4.959,,,,,,
110.912,481.0,80.096,20.031,99.665,19.473,,,5.039,,,,,,
111.406,481.5,80.094,20.03,99.664,19.47,,,5.128,,,,,,
111.912,482.0,80.098,20.03,99.666,19.469,,,5.121,,,,,,
112.411,482.5,80.096,20.029,99.67,19.462,,,5.316,,,,,,
112.885,483.0,80.097,20.031,99.67,19.46,,,5.366,,,,,,
113.394,483.5,80.095,20.031,99.672,19.454,,,5.541,,,,,,
113.918,484.0,80.097,20.031,99.674,19.449,,,5.703,,,,,,
114.407,484.5,80.091,20.031,99.672,19.447,,,5.752,,,,,,
114.894,485.0,80.092,20.031,99.675,19.448,,,5.734,,,,,,
115.411,485.5,80.095,20.03,99.678,19.441,,,5.936,,,,,,
115.916,486.0,80.094,20.031,99.679,19.438,,,5.991,,,,,,
116.453,486.5,80.095,20.03,99.684,19.435,,,6.083,,,,,,
116.898,487.0,80.095,20.03,99.683,19.432,,,6.147,,,,,,
117.402,487.5,80.094,20.029,99.687,19.425,,,6.332,,,,,,
117.883,488.0,80.094,20.03,99.689,19.422,,,6.453,,,,,,
118.362,488.5,80.091,20.03,99.691,19.418,,,6.555,,,,,,
118.857,489.0,80.094,20.03,99.693,19.416,,,6.629,,,,,,
119.357,489.5,80.096,20.03,99.694,19.411,,,6.755,,,,,,
119.863,490.0,80.098,20.031,99.695,19.407,,,6.865,,,,,,
120.34,490.5,80.094,20.031,99.696,19.401,,,7.027,,,,,,
120.882,491.0,80.092,20.03,99.699,19.395,,,7.219,,,,,,
121.379,491.5,80.092,20.028,99.7,19.392,,,7.297,,,,,,
121.845,492.0,80.098,20.03,99.701,19.391,,,7.332,,,,,,
122.349,492.5,80.098,20.03,99.699,19.388,,,7.443,,,,,,
122.88,493.0,80.098,20.031,99.698,19.384,,,7.546,,,,,,
123.352,493.5,80.097,20.031,99.697,19.381,,,7.65,,,,,,
123.849,494.0,80.094,20.032,99.7,19.375,,,7.829,,,,,,
124.383,494.5,80.096,20.032,99.699,19.37,,,8.002,,,,,,
124.866,495.0,80.093,20.031,99.698,19.366,,,8.127,,,,,,
125.372,495.5,80.095,20.031,99.699,19.362,,,8.228,,,,,,
125.87,496.0,80.1,20.031,99.699,19.362,,,8.204,,,,,,
126.377,496.5,80.095,20.03,99.696,19.363,,,8.166,,,,,,
126.87,497.0,80.094,20.03,99.695,19.359,,,8.294,,,,,,
127.38,497.5,80.097,20.029,99.697,19.352,,,8.494,,,,,,
127.862,498.0,80.097,20.03,99.698,19.349,,,8.564,,,,,,
128.359,498.5,80.095,20.03,99.699,19.343,,,8.732,,,,,,
128.849,499.0,80.091,20.03,99.699,19.34,,,8.802,,,,,,
129.318,499.5,80.091,20.029,99.701,19.337,,,8.855,,,,,,
129.815,500.0,80.093,20.03,99.701,19.333,,,8.952,,,,,,
130.315,500.5,80.093,20.03,99.699,19.331,,,9.019,,,,,,
130.795,501.0,80.093,20.03,99.7,19.326,,,9.157,,,,,,
131.307,501.5,80.093,20.029,99.701,19.323,,,9.246,,,,,,
131.843,502.0,80.094,20.03,99.702,19.32,,,9.318,,,,,,
132.341,502.5,80.096,20.03,99.702,19.316,,,9.405,,,,,,
132.802,503.0,80.095,20.03,99.704,19.31,,,9.56,,,,,,
133.295,503.5,80.096,20.031,99.706,19.307,,,9.631,,,,,,
133.819,504.0,80.097,20.031,99.706,19.305,,,9.665,,,,,,
134.319,504.5,80.097,20.03,99.704,19.302,,,9.738,,,,,,
134.817,505.0,80.095,20.03,99.704,19.299,,,9.847,,,,,,
135.307,505.5,80.093,20.029,99.706,19.301,,,9.786,,,,,,
135.814,506.0,80.092,20.03,99.706,19.299,,,9.82,,,,,,
136.322,506.5,80.093,20.03,99.706,19.292,,,10.009,,,,,,
136.828,507.0,80.094,20.03,99.704,19.288,,,10.114,,,,,,
137.324,507.5,80.094,20.029,99.704,19.286,,,10.145,,,,,,
137.795,508.0,80.096,20.029,99.703,19.283,,,10.243,,,,,,
138.288,508.5,80.096,20.031,99.702,19.28,,,10.313,,,,,,
138.805,509.0,80.098,20.03,99.701,19.277,,,10.393,,,,,,
139.315,509.5,80.095,20.031,99.699,19.273,,,10.489,,,,,,
139.807,510.0,80.096,20.031,99.698,19.271,,,10.499,,,,,,
140.319,510.5,80.093,20.03,99.693,19.268,,,10.563,,,,,,
140.84,511.0,80.095,20.029,99.69,19.264,,,10.653,,,,,,
141.327,511.5,80.097,20.028,99.694,19.262,,,10.703,,,,,,
141.785,512.0,80.096,20.029,99.698,19.258,,,10.812,,,,,,
142.289,512.5,80.094,20.03,99.7,19.255,,,10.858,,,,,,
142.814,513.0,80.093,20.031,99.7,19.251,,,10.924,,,,,,
143.315,513.5,80.092,20.03,99.699,19.25,,,10.961,,,,,,
143.827,514.0,80.096,20.031,99.7,19.245,,,11.06,,,,,,
144.337,514.5,80.1,20.029,99.702,19.24,,,11.193,,,,,,
144.827,515.0,80.099,20.029,99.704,19.237,,,11.268,,,,,,
145.32,515.5,80.095,20.03,99.708,19.232,,,11.396,,,,,,
145.793,516.0,80.095,20.031,99.713,19.227,,,11.514,,,,,,
146.303,516.5,80.098,20.031,99.714,19.224,,,11.575,,,,,,
146.797,517.0,80.098,20.031,99.714,19.219,,,11.704,,,,,,
147.297,517.5,80.096,20.03,99.715,19.215,,,11.796,,,,,,
147.835,518.0,80.095,20.029,99.717,19.21,,,11.92,,,,,,
148.352,518.5,80.094,20.03,99.719,19.207,,,11.998,,,,,,
148.848,519.0,80.095,20.031,99.723,19.203,,,12.098,,,,,,
149.315,519.5,80.096,20.031,99.728,19.198,,,12.203,,,,,,
149.785,520.0,80.094,20.03,99.732,19.195,,,12.249,,,,,,
150.274,520.5,80.092,20.029,99.734,19.192,,,12.322,,,,,,
150.786,521.0,80.098,20.03,99.731,19.187,,,12.456,,,,,,
151.284,521.5,80.097,20.031,99.73,19.183,,,12.577,,,,,,
151.806,522.0,80.091,20.031,99.731,19.177,,,12.715,,,,,,
152.309,522.5,80.093,20.031,99.735,19.171,,,12.846,,,,,,
152.807,523.0,80.093,20.03,99.74,19.168,,,12.907,,,,,,
153.291,523.5,80.093,20.031,99.743,19.165,,,12.997,,,,,,
153.792,524.0,80.095,20.031,99.742,19.162,,,13.074,,,,,,
154.315,524.5,80.093,20.029,99.744,19.155,,,13.248,,,,,,
154.803,525.0,80.094,20.03,99.748,19.148,,,13.426,,,,,,
155.326,525.5,80.098,20.03,99.75,19.146,,,13.478,,,,,,
155.844,526.0,80.096,20.03,99.757,19.145,,,13.503,,,,,,
156.314,526.5,80.094,20.029,99.763,19.139,,,13.65,,,,,,
156.816,527.0,80.095,20.03,99.769,19.133,,,13.823,,,,,,
157.325,527.5,80.095,20.031,99.771,19.127,,,14.004,,,,,,
157.837,528.0,80.094,20.031,99.771,19.121,,,14.166,,,,,,
158.34,528.5,80.095,20.031,99.775,19.114,,,14.331,,,,,,
158.84,529.0,80.095,20.032,99.781,19.109,,,14.46,,,,,,
159.372,529.5,80.095,20.031,99.785,19.105,,,14.563,,,,,,
159.861,530.0,80.092,20.03,99.789,19.099,,,14.728,,,,,,
160.348,530.5,80.094,20.03,99.793,19.094,,,14.872,,,,,,
160.864,531.0,80.099,20.03,99.797,19.085,,,15.13,,,,,,
161.381,531.5,80.096,20.03,99.8,19.077,,,15.327,,,,,,
161.9,532.0,80.094,20.028,99.805,19.071,,,15.487,,,,,,
162.395,532.5,80.095,20.031,99.809,19.068,,,15.567,,,,,,
162.935,533.0,80.094,20.03,99.813,19.06,,,15.75,,,,,,
163.438,533.5,80.097,20.029,99.816,19.052,,,15.962,,,,,,
163.96,534.0,80.091,20.033,99.818,19.047,,,16.056,,,,,,
164.491,534.5,80.094,20.03,99.823,19.043,,,16.175,,,,,,
164.965,535.0,80.092,20.03,99.829,19.036,,,16.337,,,,,,
165.489,535.5,80.093,20.029,99.835,19.026,,,16.62,,,,,,
165.981,536.0,80.094,20.031,99.836,19.02,,,16.742,,,,,,
166.488,536.5,80.097,20.029,99.841,19.012,,,16.943,,,,,,
166.988,537.0,80.093,20.029,99.842,19.005,,,17.121,,,,,,
167.523,537.5,80.091,20.03,99.844,18.998,,,17.302,,,,,,
168.016,538.0,80.093,20.031,99.854,18.993,,,17.437,,,,,,
168.539,538.5,80.09,20.028,99.857,18.987,,,17.597,,,,,,
169.034,539.0,80.096,20.032,99.863,18.977,,,17.885,,,,,,
169.532,539.5,80.093,20.03,99.861,18.974,,,17.931,,,,,,
170.025,540.0,80.094,20.029,99.864,18.964,,,18.216,,,,,,
170.525,540.5,80.096,20.029,99.868,18.96,,,18.291,,,,,,
171.045,541.0,80.097,20.029,99.873,18.946,,,18.722,,,,,,
171.545,541.5,80.092,20.029,99.873,18.943,,,18.793,,,,,,
172.051,542.0,80.093,20.032,99.876,18.931,,,19.108,,,,,,
172.564,542.5,80.094,20.029,99.88,18.926,,,19.257,,,,,,
173.093,543.0,80.094,20.03,99.877,18.919,,,19.46,,,,,,
173.598,543.5,80.093,20.032,99.88,18.908,,,19.784,,,,,,
174.099,544.0,80.097,20.031,99.883,18.898,,,20.062,,,,,,
174.59,544.5,80.095,20.03,99.89,18.893,,,20.179,,,,,,
175.095,545.0,80.094,20.028,99.894,18.883,,,20.449,,,,,,
175.616,545.5,80.097,20.033,99.896,18.87,,,20.803,,,,,,
176.114,546.0,80.097,20.031,99.898,18.863,,,20.981,,,,,,
176.631,546.5,80.092,20.031,99.899,18.859,,,21.095,,,,,,
177.144,547.0,80.097,20.031,99.902,18.849,,,21.349,,,,,,
177.673,547.5,80.094,20.03,99.906,18.836,,,21.713,,,,,,
178.142,548.0,80.091,20.03,99.91,18.829,,,21.907,,,,,,
178.661,548.5,80.093,20.029,99.916,18.821,,,22.096,,,,,,
179.188,549.0,80.094,20.031,99.922,18.812,,,22.354,,,,,,
179.668,549.5,80.094,20.031,99.927,18.801,,,22.669,,,,,,
180.181,550.0,80.096,20.031,99.93,18.79,,,22.995,,,,,,
180.703,550.5,80.096,20.031,99.932,18.78,,,23.333,,,,,,
181.194,551.0,80.093,20.03,99.939,18.769,,,23.634,,,,,,
181.703,551.5,80.092,20.031,99.947,18.759,,,23.92,,,,,,
182.241,552.0,80.093,20.032,99.953,18.748,,,24.234,,,,,,
182.79,552.5,80.094,20.029,99.959,18.737,,,24.522,,,,,,
183.296,553.0,80.096,20.029,99.965,18.726,,,24.798,,,,,,
183.788,553.5,80.094,20.03,99.968,18.716,,,25.082,,,,,,
184.288,554.0,80.094,20.03,99.971,18.706,,,25.366,,,,,,
184.789,554.5,80.095,20.031,99.974,18.696,,,25.622,,,,,,
185.284,555.0,80.094,20.032,99.978,18.682,,,25.955,,,,,,
185.79,555.5,80.096,20.031,99.982,18.67,,,26.222,,,,,,
186.327,556.0,80.096,20.03,99.987,18.658,,,26.506,,,,,,
186.857,556.5,80.094,20.03,99.989,18.646,,,26.826,,,,,,
187.344,557.0,80.092,20.029,99.99,18.636,,,27.103,,,,,,
187.863,557.5,80.094,20.029,99.992,18.624,,,27.478,,,,,,
188.38,558.0,80.095,20.03,99.997,18.609,,,27.891,,,,,,
188.889,558.5,80.094,20.032,99.999,18.597,,,28.17,,,,,,
189.443,559.0,80.101,20.032,99.998,18.584,,,28.467,,,,,,
189.957,559.5,80.1,20.031,99.998,18.571,,,28.833,,,,,,
190.414,560.0,80.097,20.031,100.005,18.56,,,29.134,,,,,,
190.911,560.5,80.091,20.03,100.01,18.546,,,29.513,,,,,,
191.478,561.0,80.094,20.029,100.014,18.533,,,29.917,,,,,,
192.012,561.5,80.093,20.03,100.019,18.518,,,30.308,,,,,,
192.5,562.0,80.097,20.03,100.022,18.504,,,30.665,,,,,,
193.003,562.5,80.095,20.031,100.028,18.491,,,30.971,,,,,,
193.487,563.0,80.093,20.031,100.03,18.481,,,31.251,,,,,,
194.023,563.5,80.094,20.03,100.034,18.464,,,31.736,,,,,,
194.546,564.0,80.095,20.029,100.039,18.447,,,32.237,,,,,,
195.037,564.5,80.101,20.031,100.044,18.436,,,32.54,,,,,,
195.546,565.0,80.094,20.029,100.045,18.416,,,33.081,,,,,,
196.081,565.5,80.096,20.029,100.046,18.399,,,33.57,,,,,,
196.623,566.0,80.101,20.032,100.042,18.385,,,33.943,,,,,,
197.125,566.5,80.095,20.031,100.041,18.371,,,34.319,,,,,,
197.648,567.0,80.094,20.031,100.044,18.354,,,34.8,,,,,,
198.156,567.5,80.097,20.032,100.045,18.337,,,35.239,,,,,,
198.656,568.0,80.094,20.031,100.052,18.321,,,35.669,,,,,,
199.197,568.5,80.092,20.031,100.06,18.304,,,36.113,,,,,,
199.742,569.0,80.093,20.032,100.064,18.286,,,36.62,,,,,,
200.252,569.5,80.093,20.031,100.068,18.267,,,37.101,,,,,,
200.765,570.0,80.096,20.029,100.075,18.248,,,37.594,,,,,,
201.287,570.5,80.097,20.031,100.088,18.23,,,38.069,,,,,,
201.79,571.0,80.095,20.031,100.103,18.215,,,38.475,,,,,,
202.305,571.5,80.097,20.033,100.115,18.199,,,38.909,,,,,,
202.828,572.0,80.096,20.031,100.125,18.18,,,39.396,,,,,,
203.343,572.5,80.097,20.029,100.128,18.161,,,39.94,,,,,,
203.864,573.0,80.098,20.03,100.129,18.14,,,40.493,,,,,,
204.391,573.5,80.093,20.03,100.135,18.121,,,41.001,,,,,,
204.914,574.0,80.092,20.028,100.147,18.1,,,41.599,,,,,,
205.426,574.5,80.095,20.032,100.158,18.081,,,42.124,,,,,,
206.0,575.0,80.098,20.033,100.166,18.058,,,42.717,,,,,,
206.469,575.5,80.093,20.031,100.169,18.039,,,43.176,,,,,,
206.992,576.0,80.1,20.032,100.174,18.019,,,43.677,,,,,,
207.55,576.5,80.098,20.029,100.176,17.996,,,44.317,,,,,,
208.025,577.0,80.094,20.032,100.186,17.977,,,44.854,,,,,,
208.565,577.5,80.097,20.03,100.197,17.954,,,45.488,,,,,,
209.042,578.0,80.101,20.031,100.208,17.936,,,45.994,,,,,,
209.575,578.5,80.098,20.032,100.213,17.91,,,46.729,,,,,,
