Time (s),Temperature (K),N2 Flow (cc/min),O2 Flow (cc/min),End Flow (cc/min),Oxygen (%),CO (%),CO2 (%),HRR (W/g),Fit Result (W/g),Fit 1 (W/g),Fit 2 (W/g),Fit 3 (W/g),Fit 4 (W/g),Fit 5 (W/g)
33.129,464.0,80.089,20.03,99.532,20.147,,,3.38,,,,,,
33.633,464.5,80.088,20.029,99.531,20.147,,,3.294,,,,,,
34.145,465.0,80.09,20.03,99.531,20.146,,,3.53,,,,,,
34.646,465.5,80.093,20.029,99.532,20.146,,,3.491,,,,,,
35.114,466.0,80.09,20.028,99.531,20.143,,,4.064,,,,,,
35.572,466.5,80.092,20.03,99.53,20.14,,,4.573,,,,,,
36.053,467.0,80.092,20.029,99.528,20.143,,,4.243,,,,,,
36.516,467.5,80.091,20.03,99.526,20.14,,,4.616,,,,,,
36.983,468.0,80.092,20.03,99.524,20.136,,,5.066,,,,,,
37.516,468.5,80.086,20.029,99.523,20.139,,,4.687,,,,,,
37.973,469.0,80.091,20.028,99.523,20.14,,,4.47,,,,,,
38.484,469.5,80.092,20.03,99.525,20.142,,,4.129,,,,,,
38.966,470.0,80.092,20.033,99.528,20.139,,,4.552,,,,,,
39.455,470.5,80.091,20.029,99.527,20.139,,,4.614,,,,,,
39.933,471.0,80.093,20.029,99.529,20.142,,,4.196,,,,,,
40.419,471.5,80.087,20.028,99.529,20.141,,,4.264,,,,,,
40.892,472.0,80.095,20.031,99.528,20.139,,,4.618,,,,,,
41.387,472.5,80.092,20.031,99.53,20.138,,,4.775,,,,,,
41.872,473.0,80.091,20.031,99.531,20.137,,,5.016,,,,,,
42.356,473.5,80.09,20.031,99.533,20.138,,,4.901,,,,,,
42.809,474.0,80.092,20.03,99.533,20.137,,,5.214,,,,,,
43.289,474.5,80.094,20.028,99.531,20.138,,,5.239,,,,,,
43.754,475.0,80.093,20.029,99.526,20.138,,,5.237,,,,,,
44.226,475.5,80.09,20.029,99.524,20.138,,,5.445,,,,,,
44.744,476.0,80.091,20.028,99.522,20.138,,,5.545,,,,,,
45.224,476.5,80.095,20.029,99.52,20.138,,,5.595,,,,,,
45.678,477.0,80.094,20.029,99.52,20.138,,,5.601,,,,,,
46.159,477.5,80.091,20.028,99.52,20.139,,,5.643,,,,,,
46.641,478.0,80.089,20.028,99.518,20.138,,,5.768,,,,,,
47.091,478.5,80.093,20.029,99.516,20.137,,,5.849,,,,,,
47.577,479.0,80.091,20.03,99.511,20.133,,,6.473,,,,,,
48.062,479.5,80.091,20.029,99.51,20.132,,,6.656,,,,,,
48.549,480.0,80.09,20.029,99.508,20.13,,,6.907,,,,,,
49.023,480.5,80.092,20.028,99.506,20.132,,,6.572,,,,,,
49.492,481.0,80.096,20.03,99.505,20.134,,,6.342,,,,,,
49.97,481.5,80.091,20.031,99.505,20.13,,,6.901,,,,,,
50.493,482.0,80.09,20.03,99.502,20.132,,,6.576,,,,,,
50.957,482.5,80.091,20.029,99.499,20.132,,,6.602,,,,,,
51.473,483.0,80.087,20.029,99.495,20.127,,,7.376,,,,,,
51.932,483.5,80.09,20.029,99.495,20.134,,,6.512,,,,,,
52.472,484.0,80.091,20.029,99.496,20.131,,,6.86,,,,,,
52.931,484.5,80.096,20.03,99.498,20.13,,,7.12,,,,,,
53.36,485.0,80.091,20.029,99.499,20.126,,,7.644,,,,,,
53.832,485.5,80.093,20.032,99.5,20.126,,,7.793,,,,,,
54.315,486.0,80.092,20.03,99.501,20.124,,,8.012,,,,,,
54.788,486.5,80.09,20.03,99.501,20.124,,,8.085,,,,,,
55.264,487.0,80.092,20.029,99.501,20.123,,,8.136,,,,,,
55.765,487.5,80.092,20.029,99.5,20.124,,,8.106,,,,,,
56.232,488.0,80.092,20.029,99.5,20.125,,,7.883,,,,,,
56.702,488.5,80.092,20.03,99.5,20.125,,,7.993,,,,,,
57.233,489.0,80.091,20.029,99.499,20.123,,,8.275,,,,,,
57.697,489.5,80.093,20.028,99.496,20.123,,,8.354,,,,,,
58.145,490.0,80.095,20.028,99.492,20.121,,,8.651,,,,,,
58.66,490.5,80.094,20.03,99.489,20.12,,,8.815,,,,,,
59.113,491.0,80.092,20.03,99.484,20.119,,,8.925,,,,,,
59.588,491.5,80.094,20.03,99.479,20.121,,,8.768,,,,,,
60.122,492.0,80.095,20.029,99.476,20.118,,,9.105,,,,,,
60.583,492.5,80.091,20.028,99.473,20.116,,,9.441,,,,,,
61.014,493.0,80.088,20.031,99.47,20.118,,,9.309,,,,,,
61.62,493.5,80.096,20.03,99.468,20.118,,,9.233,,,,,,
62.007,494.0,80.089,20.029,99.466,20.118,,,9.124,,,,,,
62.508,494.5,80.095,20.03,99.463,20.116,,,9.421,,,,,,
63.013,495.0,80.087,20.028,99.464,20.113,,,9.942,,,,,,
63.485,495.5,80.092,20.029,99.463,20.116,,,9.54,,,,,,
63.997,496.0,80.09,20.029,99.465,20.116,,,9.558,,,,,,
64.449,496.5,80.093,20.03,99.465,20.112,,,10.245,,,,,,
64.999,497.0,80.093,20.028,99.466,20.115,,,9.893,,,,,,
65.429,497.5,80.093,20.03,99.465,20.111,,,10.479,,,,,,
65.916,498.0,80.089,20.029,99.464,20.108,,,10.868,,,,,,
66.36,498.5,80.09,20.03,99.465,20.109,,,10.755,,,,,,
66.85,499.0,80.089,20.028,99.464,20.11,,,10.773,,,,,,
67.32,499.5,80.091,20.028,99.461,20.109,,,10.968,,,,,,
67.847,500.0,80.091,20.027,99.459,20.106,,,11.476,,,,,,
68.295,500.5,80.091,20.027,99.458,20.106,,,11.435,,,,,,
68.757,501.0,80.095,20.028,99.457,20.106,,,11.46,,,,,,
69.294,501.5,80.092,20.029,99.456,20.106,,,11.581,,,,,,
69.797,502.0,80.094,20.029,99.456,20.107,,,11.526,,,,,,
70.294,502.5,80.093,20.03,99.455,20.106,,,11.628,,,,,,
70.752,503.0,80.091,20.03,99.455,20.107,,,11.619,,,,,,
71.213,503.5,80.092,20.029,99.455,20.104,,,11.968,,,,,,
71.718,504.0,80.091,20.029,99.455,20.101,,,12.293,,,,,,
72.202,504.5,80.09,20.03,99.455,20.105,,,11.677,,,,,,
72.693,505.0,80.09,20.029,99.453,20.108,,,11.375,,,,,,
73.177,505.5,80.09,20.03,99.45,20.107,,,11.621,,,,,,
73.625,506.0,80.092,20.029,99.449,20.105,,,11.948,,,,,,
74.137,506.5,80.095,20.029,99.448,20.101,,,12.525,,,,,,
74.665,507.0,80.093,20.03,99.446,20.101,,,12.652,,,,,,
75.126,507.5,80.089,20.03,99.446,20.1,,,12.824,,,,,,
75.606,508.0,80.093,20.03,99.447,20.099,,,13.04,,,,,,
76.058,508.5,80.093,20.029,99.445,20.101,,,12.855,,,,,,
76.605,509.0,80.094,20.028,99.444,20.098,,,13.365,,,,,,
77.1,509.5,80.089,20.03,99.442,20.097,,,13.508,,,,,,
77.54,510.0,80.091,20.028,99.443,20.094,,,13.844,,,,,,
78.013,510.5,80.096,20.03,99.445,20.096,,,13.581,,,,,,
78.531,511.0,80.088,20.029,99.445,20.098,,,13.23,,,,,,
79.058,511.5,80.092,20.031,99.443,20.095,,,13.675,,,,,,
79.608,512.0,80.091,20.029,99.44,20.094,,,13.896,,,,,,
80.08,512.5,80.091,20.031,99.44,20.092,,,14.26,,,,,,
80.528,513.0,80.094,20.03,99.44,20.094,,,14.133,,,,,,
81.076,513.5,80.09,20.028,99.437,20.089,,,14.822,,,,,,
81.566,514.0,80.091,20.03,99.437,20.093,,,14.272,,,,,,
82.054,514.5,80.093,20.028,99.435,20.09,,,14.562,,,,,,
82.48,515.0,80.093,20.032,99.431,20.089,,,14.809,,,,,,
83.025,515.5,80.094,20.029,99.428,20.087,,,15.109,,,,,,
83.494,516.0,80.092,20.03,99.426,20.087,,,14.948,,,,,,
83.977,516.5,80.09,20.028,99.425,20.086,,,15.043,,,,,,
84.464,517.0,80.09,20.029,99.426,20.084,,,15.303,,,,,,
85.001,517.5,80.098,20.03,99.423,20.084,,,15.218,,,,,,
85.489,518.0,80.091,20.031,99.419,20.084,,,15.097,,,,,,
85.991,518.5,80.093,20.028,99.421,20.083,,,15.236,,,,,,
86.419,519.0,80.096,20.029,99.419,20.082,,,15.332,,,,,,
86.934,519.5,80.09,20.031,99.42,20.082,,,15.386,,,,,,
87.405,520.0,80.093,20.028,99.422,20.08,,,15.735,,,,,,
87.933,520.5,80.095,20.028,99.423,20.079,,,15.777,,,,,,
88.399,521.0,80.097,20.029,99.422,20.079,,,15.804,,,,,,
88.875,521.5,80.09,20.03,99.42,20.079,,,15.873,,,,,,
89.374,522.0,80.091,20.03,99.416,20.077,,,16.327,,,,,,
89.865,522.5,80.089,20.029,99.414,20.075,,,16.56,,,,,,
90.419,523.0,80.089,20.03,99.411,20.074,,,16.659,,,,,,
90.93,523.5,80.089,20.028,99.408,20.075,,,16.578,,,,,,
91.401,524.0,80.091,20.03,99.406,20.073,,,16.818,,,,,,
91.924,524.5,80.084,20.027,99.404,20.069,,,17.564,,,,,,
92.384,525.0,80.091,20.027,99.402,20.069,,,17.614,,,,,,
92.871,525.5,80.09,20.029,99.4,20.07,,,17.441,,,,,,
93.367,526.0,80.093,20.03,99.4,20.072,,,17.308,,,,,,
93.859,526.5,80.092,20.03,99.402,20.07,,,17.595,,,,,,
94.349,527.0,80.094,20.029,99.403,20.068,,,17.961,,,,,,
94.855,527.5,80.091,20.03,99.404,20.068,,,17.965,,,,,,
95.36,528.0,80.093,20.03,99.402,20.067,,,18.27,,,,,,
95.856,528.5,80.091,20.03,99.399,20.066,,,18.471,,,,,,
96.324,529.0,80.091,20.031,99.397,20.063,,,18.907,,,,,,
96.847,529.5,80.091,20.028,99.396,20.061,,,19.306,,,,,,
97.345,530.0,80.091,20.029,99.396,20.063,,,18.924,,,,,,
97.865,530.5,80.091,20.029,99.397,20.059,,,19.584,,,,,,
98.385,531.0,80.092,20.028,99.395,20.058,,,19.804,,,,,,
98.881,531.5,80.092,20.03,99.395,20.056,,,19.96,,,,,,
99.386,532.0,80.09,20.028,99.398,20.054,,,20.134,,,,,,
99.864,532.5,80.093,20.028,99.4,20.053,,,20.279,,,,,,
100.375,533.0,80.091,20.028,99.403,20.051,,,20.381,,,,,,
100.892,533.5,80.092,20.029,99.406,20.049,,,20.795,,,,,,
101.368,534.0,80.093,20.03,99.408,20.047,,,21.065,,,,,,
101.844,534.5,80.094,20.029,99.41,20.046,,,21.127,,,,,,
102.364,535.0,80.091,20.029,99.41,20.045,,,21.335,,,,,,
102.875,535.5,80.09,20.03,99.411,20.045,,,21.309,,,,,,
103.341,536.0,80.093,20.029,99.412,20.043,,,21.551,,,,,,
103.853,536.5,80.098,20.029,99.411,20.043,,,21.578,,,,,,
104.344,537.0,80.092,20.031,99.41,20.042,,,21.669,,,,,,
104.82,537.5,80.09,20.03,99.407,20.041,,,21.769,,,,,,
105.347,538.0,80.092,20.029,99.405,20.04,,,22.15,,,,,,
105.881,538.5,80.09,20.03,99.406,20.037,,,22.791,,,,,,
106.393,539.0,80.088,20.028,99.404,20.036,,,22.907,,,,,,
106.854,539.5,80.09,20.03,99.405,20.034,,,23.241,,,,,,
107.347,540.0,80.092,20.03,99.405,20.033,,,23.349,,,,,,
107.827,540.5,80.092,20.028,99.404,20.032,,,23.573,,,,,,
108.339,541.0,80.094,20.028,99.4,20.031,,,23.715,,,,,,
108.883,541.5,80.096,20.028,99.398,20.031,,,23.895,,,,,,
109.341,542.0,80.093,20.029,99.397,20.03,,,24.204,,,,,,
109.86,542.5,80.093,20.029,99.395,20.027,,,24.711,,,,,,
110.399,543.0,80.095,20.031,99.394,20.028,,,24.519,,,,,,
110.879,543.5,80.091,20.031,99.39,20.025,,,24.794,,,,,,
111.37,544.0,80.09,20.03,99.386,20.024,,,24.84,,,,,,
111.883,544.5,80.093,20.028,99.382,20.022,,,25.044,,,,,,
112.382,545.0,80.089,20.028,99.38,20.022,,,25.13,,,,,,
112.918,545.5,80.09,20.03,99.381,20.021,,,25.304,,,,,,
113.433,546.0,80.091,20.029,99.383,20.024,,,24.737,,,,,,
113.934,546.5,80.092,20.029,99.381,20.022,,,25.005,,,,,,
114.425,547.0,80.093,20.03,99.382,20.019,,,25.461,,,,,,
114.926,547.5,80.092,20.03,99.385,20.017,,,25.683,,,,,,
115.487,548.0,80.091,20.031,99.385,20.015,,,25.98,,,,,,
115.96,548.5,80.092,20.028,99.39,20.011,,,26.593,,,,,,
116.428,549.0,80.093,20.029,99.393,20.008,,,27.07,,,,,,
116.979,549.5,80.091,20.032,99.395,20.006,,,27.247,,,,,,
117.474,550.0,80.091,20.029,99.394,20.009,,,26.995,,,,,,
117.977,550.5,80.093,20.031,99.392,20.007,,,27.265,,,,,,
118.473,551.0,80.095,20.032,99.391,20.006,,,27.499,,,,,,
118.946,551.5,80.091,20.03,99.392,20.002,,,28.108,,,,,,
119.462,552.0,80.093,20.031,99.395,20.0,,,28.392,,,,,,
119.993,552.5,80.087,20.029,99.395,19.994,,,29.243,,,,,,
120.535,553.0,80.093,20.029,99.397,19.992,,,29.648,,,,,,
121.045,553.5,80.094,20.03,99.396,19.99,,,29.858,,,,,,
121.538,554.0,80.091,20.03,99.391,19.988,,,30.099,,,,,,
122.031,554.5,80.093,20.031,99.385,19.987,,,30.296,,,,,,
122.523,555.0,80.09,20.031,99.382,19.985,,,30.585,,,,,,
122.993,555.5,80.097,20.029,99.382,19.982,,,31.009,,,,,,
123.532,556.0,80.094,20.029,99.383,19.98,,,31.298,,,,,,
124.031,556.5,80.094,20.029,99.383,19.977,,,31.834,,,,,,
124.528,557.0,80.088,20.029,99.379,19.975,,,32.119,,,,,,
125.072,557.5,80.093,20.03,99.374,19.97,,,33.059,,,,,,
125.537,558.0,80.093,20.03,99.37,19.968,,,33.272,,,,,,
126.059,558.5,80.097,20.03,99.367,19.971,,,32.951,,,,,,
126.552,559.0,80.091,20.028,99.371,19.966,,,33.614,,,,,,
127.077,559.5,80.09,20.028,99.377,19.962,,,34.353,,,,,,
127.519,560.0,80.092,20.03,99.379,19.96,,,34.765,,,,,,
128.009,560.5,80.093,20.03,99.378,19.961,,,34.694,,,,,,
128.556,561.0,80.093,20.029,99.377,19.958,,,35.257,,,,,,
129.05,561.5,80.092,20.028,99.376,19.956,,,35.639,,,,,,
129.536,562.0,80.095,20.029,99.379,19.953,,,36.066,,,,,,
130.04,562.5,80.095,20.028,99.381,19.951,,,36.259,,,,,,
130.512,563.0,80.099,20.03,99.383,19.95,,,36.242,,,,,,
131.017,563.5,80.093,20.03,99.386,19.947,,,36.667,,,,,,
131.555,564.0,80.096,20.031,99.385,19.944,,,37.184,,,,,,
132.051,564.5,80.092,20.028,99.383,19.941,,,37.581,,,,,,
132.549,565.0,80.091,20.029,99.383,19.938,,,37.973,,,,,,
133.046,565.5,80.091,20.028,99.384,19.933,,,38.702,,,,,,
133.53,566.0,80.088,20.03,99.382,19.933,,,38.538,,,,,,
134.021,566.5,80.097,20.03,99.381,19.933,,,38.448,,,,,,
134.541,567.0,80.092,20.03,99.379,19.928,,,39.139,,,,,,
135.104,567.5,80.089,20.028,99.38,19.924,,,39.779,,,,,,
135.586,568.0,80.087,20.03,99.379,19.921,,,40.315,,,,,,
136.121,568.5,80.09,20.03,99.38,19.919,,,40.548,,,,,,
136.588,569.0,80.092,20.032,99.378,19.917,,,40.961,,,,,,
137.117,569.5,80.091,20.03,99.379,19.915,,,41.275,,,,,,
137.611,570.0,80.095,20.029,99.378,19.909,,,42.042,,,,,,
138.105,570.5,80.093,20.028,99.378,19.904,,,42.73,,,,,,
138.614,571.0,80.092,20.029,99.38,19.902,,,43.271,,,,,,
139.139,571.5,80.092,20.029,99.38,19.9,,,43.626,,,,,,
139.625,572.0,80.089,20.029,99.38,19.9,,,43.653,,,,,,
140.15,572.5,80.093,20.029,99.377,19.896,,,44.308,,,,,,
140.666,573.0,80.093,20.028,99.376,19.891,,,44.938,,,,,,
141.147,573.5,80.095,20.029,99.373,19.888,,,45.326,,,,,,
141.613,574.0,80.092,20.029,99.374,19.884,,,45.919,,,,,,
142.123,574.5,80.092,20.028,99.372,19.882,,,46.188,,,,,,
142.672,575.0,80.09,20.029,99.369,19.879,,,46.723,,,,,,
143.166,575.5,80.09,20.031,99.367,19.873,,,47.546,,,,,,
143.641,576.0,80.092,20.029,99.364,19.87,,,47.874,,,,,,
144.155,576.5,80.094,20.028,99.36,19.868,,,48.102,,,,,,
144.649,577.0,80.093,20.029,99.357,19.862,,,48.903,,,,,,
145.134,577.5,80.094,20.029,99.357,19.861,,,48.963,,,,,,
145.647,578.0,80.092,20.03,99.357,19.855,,,49.978,,,,,,
146.133,578.5,80.09,20.029,99.359,19.853,,,50.319,,,,,,
146.668,579.0,80.087,20.03,99.361,19.848,,,51.062,,,,,,
147.195,579.5,80.086,20.03,99.363,19.844,,,51.682,,,,,,
147.692,580.0,80.091,20.028,99.363,19.841,,,52.096,,,,,,
148.119,580.5,80.091,20.029,99.362,19.838,,,52.664,,,,,,
148.638,581.0,80.09,20.029,99.364,19.832,,,53.471,,,,,,
149.126,581.5,80.092,20.028,99.368,19.83,,,53.8,,,,,,
149.632,582.0,80.09,20.028,99.373,19.828,,,54.376,,,,,,
150.151,582.5,80.094,20.027,99.376,19.826,,,54.705,,,,,,
150.606,583.0,80.093,20.028,99.377,19.822,,,55.382,,,,,,
151.123,583.5,80.094,20.031,99.375,19.819,,,55.954,,,,,,
151.632,584.0,80.093,20.03,99.372,19.814,,,56.628,,,,,,
152.136,584.5,80.091,20.029,99.371,19.811,,,56.956,,,,,,
152.63,585.0,80.089,20.029,99.371,19.806,,,57.697,,,,,,
153.095,585.5,80.091,20.029,99.372,19.803,,,58.243,,,,,,
153.631,586.0,80.09,20.027,99.373,19.797,,,58.993,,,,,,
154.146,586.5,80.09,20.028,99.371,19.796,,,59.141,,,,,,
154.634,587.0,80.093,20.029,99.367,19.794,,,59.353,,,,,,
155.118,587.5,80.094,20.03,99.364,19.789,,,60.092,,,,,,
155.605,588.0,80.096,20.029,99.364,19.784,,,60.709,,,,,,
156.122,588.5,80.094,20.027,99.364,19.78,,,61.25,,,,,,
156.619,589.0,80.093,20.029,99.365,19.776,,,61.721,,,,,,
157.1,589.5,80.092,20.031,99.368,19.772,,,62.227,,,,,,
157.579,590.0,80.094,20.03,99.37,19.766,,,62.955,,,,,,
158.097,590.5,80.09,20.03,99.371,19.762,,,63.548,,,,,,
158.571,591.0,80.089,20.031,99.369,19.759,,,63.966,,,,,,
159.098,591.5,80.092,20.03,99.37,19.757,,,64.233,,,,,,
159.626,592.0,80.092,20.03,99.371,19.752,,,64.926,,,,,,
160.124,592.5,80.093,20.029,99.373,19.746,,,65.825,,,,,,
160.624,593.0,80.094,20.031,99.378,19.741,,,66.567,,,,,,
161.114,593.5,80.091,20.03,99.381,19.737,,,67.167,,,,,,
161.623,594.0,80.091,20.028,99.381,19.734,,,67.69,,,,,,
162.115,594.5,80.09,20.029,99.378,19.729,,,68.516,,,,,,
162.613,595.0,80.089,20.028,99.375,19.726,,,69.023,,,,,,
163.129,595.5,80.092,20.032,99.373,19.721,,,69.904,,,,,,
163.604,596.0,80.093,20.03,99.373,19.717,,,70.543,,,,,,
164.105,596.5,80.089,20.029,99.373,19.714,,,71.059,,,,,,
164.607,597.0,80.09,20.032,99.373,19.706,,,72.288,,,,,,
165.113,597.5,80.093,20.031,99.372,19.7,,,73.255,,,,,,
165.597,598.0,80.09,20.029,99.366,19.695,,,73.899,,,,,,
166.067,598.5,80.092,20.029,99.363,19.692,,,74.281,,,,,,
166.57,599.0,80.093,20.03,99.361,19.687,,,74.938,,,,,,
167.049,599.5,80.09,20.031,99.358,19.681,,,75.632,,,,,,
167.58,600.0,80.089,20.03,99.358,19.676,,,76.461,,,,,,
168.054,600.5,80.087,20.029,99.358,19.673,,,76.758,,,,,,
168.485,601.0,80.094,20.029,99.361,19.666,,,77.576,,,,,,
169.02,601.5,80.087,20.03,99.361,19.662,,,78.083,,,,,,
169.511,602.0,80.097,20.028,99.361,19.659,,,78.37,,,,,,
170.024,602.5,80.089,20.028,99.362,19.652,,,79.284,,,,,,
170.505,603.0,80.094,20.03,99.364,19.645,,,80.189,,,,,,
170.991,603.5,80.093,20.031,99.365,19.64,,,80.753,,,,,,
171.506,604.0,80.094,20.028,99.369,19.635,,,81.432,,,,,,
171.993,604.5,80.094,20.029,99.373,19.628,,,82.251,,,,,,
172.471,605.0,80.092,20.031,99.376,19.623,,,82.788,,,,,,
172.939,605.5,80.093,20.029,99.38,19.62,,,82.753,,,,,,
173.451,606.0,80.09,20.032,99.384,19.609,,,83.439,,,,,,
173.932,606.5,80.093,20.028,99.385,19.601,,,82.829,,,,,,
174.412,607.0,80.091,20.029,99.387,19.602,,,79.778,,,,,,
174.91,607.5,80.096,20.03,99.388,19.602,,,75.893,,,,,,
175.406,608.0,80.091,20.03,99.391,19.595,,,73.421,,,,,,
175.885,608.5,80.092,20.03,99.392,19.589,,,71.394,,,,,,
176.367,609.0,80.094,20.03,99.391,19.582,,,70.039,,,,,,
176.861,609.5,80.091,20.031,99.39,19.574,,,69.435,,,,,,
177.374,610.0,80.091,20.03,99.39,19.565,,,69.292,,,,,,
177.883,610.5,80.095,20.03,99.388,19.557,,,69.633,,,,,,
178.328,611.0,80.093,20.029,99.386,19.55,,,70.349,,,,,,
178.8,611.5,80.09,20.03,99.384,19.544,,,71.969,,,,,,
179.313,612.0,80.088,20.03,99.381,19.536,,,75.441,,,,,,
179.791,612.5,80.088,20.028,99.379,19.527,,,79.845,,,,,,
180.281,613.0,80.09,20.029,99.375,19.517,,,84.728,,,,,,
180.819,613.5,80.092,20.028,99.373,19.507,,,89.729,,,,,,
181.335,614.0,80.09,20.029,99.373,19.497,,,94.353,,,,,,
181.814,614.5,80.091,20.029,99.376,19.485,,,98.595,,,,,,
182.269,615.0,80.091,20.031,99.378,19.475,,,102.46,,,,,,
182.761,615.5,80.093,20.032,99.381,19.46,,,106.776,,,,,,
183.289,616.0,80.096,20.031,99.385,19.441,,,111.175,,,,,,
183.793,616.5,80.094,20.03,99.388,19.422,,,114.57,,,,,,
184.268,617.0,80.091,20.03,99.393,19.402,,,117.301,,,,,,
184.754,617.5,80.092,20.031,99.399,19.375,,,120.587,,,,,,
185.249,618.0,80.094,20.031,99.405,19.334,,,125.32,,,,,,
185.736,618.5,80.094,20.03,99.41,19.279,,,131.563,,,,,,
186.231,619.0,80.091,20.031,99.415,19.208,,,139.746,,,,,,
186.715,619.5,80.091,20.031,99.418,19.123,,,149.846,,,,,,
187.196,620.0,80.092,20.031,99.422,19.025,,,161.691,,,,,,
187.694,620.5,80.089,20.031,99.428,18.914,,,175.535,,,,,,
188.188,621.0,80.09,20.03,99.436,18.795,,,191.001,,,,,,
