Time,Mass,HRR,Back Surface Temperature 1,Back Surface Temperature 2,Back Surface Temperature 3
[s],[g],[kW/m2],[K],[K],[K]
0,71.4,-2.982547942,307.8,306.1,306.8
1,71.30871,-3.146719956,307.8,306.2,307.1
2,71.33109,-3.173341149,307.9,306.4,307.4
3,71.45519,-3.03434036,308,306.6,307.8
4,71.39069,-2.725052298,308.2,306.9,308.2
5,71.33845,-2.839944731,308.3,307.1,308.6
6,71.42298,-3.130211589,308.5,307.4,309.1
7,71.41519,-3.298218031,308.6,307.7,309.6
8,71.37877,-2.478328934,308.9,308.1,310.1
9,71.46357,-2.053589574,309.1,308.4,310.6
10,71.4975,-1.735013486,309.4,308.9,311.2
11,71.48671,-1.871890004,309.7,309.3,311.8
12,71.39713,-2.150914882,310.1,309.7,312.4
13,71.43655,-1.571304344,310.4,310.2,313
14,71.42644,-1.232849142,310.8,310.8,313.6
15,71.35779,-0.970378333,311.2,311.3,314.3
16,71.45764,-0.709891098,311.6,311.9,315
17,71.35106,-0.901011326,312.1,312.4,315.9
18,71.35435,-1.188900902,312.6,313,316.7
19,71.4395,-1.346520015,313.1,313.6,317.5
20,71.42555,-1.652586228,313.7,314.2,318.3
21,71.42286,-2.963792213,314.3,314.8,319.2
22,71.3264,-5.021758624,314.9,315.4,320
23,71.34107,-3.955300597,315.5,316,320.9
24,71.38344,2.701764713,316.2,316.7,321.7
25,71.36566,13.51869846,316.8,317.4,322.6
26,71.30956,30.76605393,317.5,318.1,323.6
27,71.49017,50.64430319,318.2,318.8,324.6
28,71.373109,69.91489412,319,319.4,325.5
29,71.497251,90.84262854,319.8,320.1,326.4
30,71.500747,111.4566971,320.5,320.9,327.5
31,71.460166,129.1832676,321.4,321.6,328.5
32,71.359501,147.37546,322.2,322.4,329.4
33,71.256745,165.8085282,323,323.1,330.5
34,71.187097,185.5151681,323.8,323.9,331.5
35,71.13609,204.2918861,324.7,324.7,332.5
36,71.092904,220.8103317,325.6,325.5,333.6
37,70.925529,231.9232888,326.4,326.3,334.6
38,70.806316,239.5513872,327.4,327.2,335.6
39,70.726741,247.4006417,328.3,328,336.6
40,70.618292,256.6612307,329.2,328.9,337.7
41,70.52359,272.6298096,330.2,329.8,338.6
42,70.427401,290.7783309,331.1,330.8,339.7
43,70.328541,306.4704019,332.1,331.8,340.7
44,70.215823,318.214011,333.1,332.8,341.9
45,70.107996,329.5272993,334.1,333.8,342.9
46,70.001948,342.1314766,335.1,334.9,343.8
47,69.869089,359.1141477,336.1,336,344.8
48,69.728045,375.2425171,337,337.2,346
49,69.581928,393.3500249,337.8,338.3,347.2
50,69.432531,409.6560915,339.4,340.5,348.3
51,69.298438,424.1564964,341,342.3,349.4
52,69.132034,438.4111675,342.5,343.3,350.5
53,68.972917,451.6582691,343.9,344.4,351.6
54,68.829653,470.471229,345.2,345.4,352.7
55,68.641639,487.0316245,346.4,346.4,353.8
56,68.453623,501.7999134,347.7,347.5,354.8
57,68.275769,515.4188372,348.9,348.5,355.9
58,68.106531,526.1320203,350.1,349.6,357
59,67.925505,538.4919236,351.4,350.6,358.1
60,67.743775,551.0248592,352.7,351.7,359.1
61,67.594469,563.7943204,353.9,352.7,360.2
62,67.396541,581.9038241,355.2,353.7,361.2
63,67.201604,597.0192634,356.5,354.7,362.2
64,67.048831,614.644479,357.7,355.7,363.2
65,66.997933,623.3235412,358.9,356.7,364.1
66,66.844655,631.6171535,360,357.7,365.2
67,66.402911,634.7264941,361,358.7,366.2
68,66.092809,643.8880853,362.1,359.7,367
69,65.861667,649.0034185,363.2,360.7,367.7
70,65.676743,650.8923962,364.2,361.7,368.7
71,65.465078,658.1956223,365.2,362.6,369.7
72,65.26051,659.0471266,366.2,363.6,370.4
73,65.048702,667.0105312,367.1,364.6,371.4
74,64.815158,678.2963091,368.1,365.5,372.3
75,64.591443,685.0706739,369,366.5,373.2
76,64.353006,693.4735985,369.9,367.5,374.1
77,64.055589,700.6114895,370.8,368.4,374.9
78,63.770159,708.2489865,371.8,369.4,376
79,63.08192,717.9457876,372.7,370.4,377
80,62.788142,731.0505751,373.7,371.4,378
81,62.731369,734.6956295,374.7,372.5,379
82,62.461405,748.9820854,375.7,373.6,380.1
83,62.216805,765.4333488,376.9,374.7,381.2
84,61.930476,770.8978683,378,375.7,382.3
85,61.582872,779.7811218,379.1,376.7,383.4
86,61.298584,785.6629613,380.2,377.9,384.6
87,61.185678,785.1409169,381.3,379,385.8
88,60.923688,783.8406886,382.5,380.1,386.9
