Time,Temperature,Mass
[s],[K],[mg]
0,313.115,5.3644
0.3,313.615,5.356342671
0.6,314.115,5.354898575
0.9,314.615,5.354398076
1.2,315.115,5.353502221
1.5,315.615,5.352802167
1.8,316.115,5.35374952
2.1,316.615,5.353873438
2.4,317.115,5.354002183
2.7,317.615,5.354313319
3,318.115,5.354428117
3.3,318.615,5.354493563
3.6,319.115,5.354496781
3.9,319.615,5.354400222
4.2,320.115,5.354508583
4.5,320.615,5.354491953
4.8,321.115,5.35452253
5.1,321.615,5.354602996
5.4,322.115,5.354768756
5.7,322.615,5.354600851
6,323.115,5.354599778
6.3,323.615,5.354599778
6.6,324.115,5.354599778
6.9,324.615,5.354599241
7.2,325.115,5.354715649
7.5,325.615,5.354599778
7.8,326.115,5.354600314
8.1,326.615,5.354677025
8.4,327.115,5.354600314
8.7,327.615,5.354796651
9,328.115,5.354619089
9.3,328.615,5.354600314
9.6,329.115,5.354563836
9.9,329.615,5.354474251
10.2,330.115,5.354705456
10.5,330.615,5.354600314
10.8,331.115,5.354599778
11.1,331.615,5.354699555
11.4,332.115,5.354609434
11.7,332.615,5.354802016
12,333.115,5.354575101
12.3,333.615,5.354891601
12.6,334.115,5.354504291
12.9,334.615,5.354686681
13.2,335.115,5.354796651
13.5,335.615,5.354747299
13.8,336.115,5.35472155
14.1,336.615,5.354686681
14.4,337.115,5.354659322
14.7,337.615,5.35489482
15,338.115,5.35476822
15.3,338.615,5.354510729
15.6,339.115,5.354621772
15.9,339.615,5.354896965
16.2,340.115,5.354601923
16.5,340.615,5.354627673
16.8,341.115,5.354837421
17.1,341.615,5.354711357
17.4,342.115,5.354863706
17.7,342.615,5.354597095
18,343.115,5.354998889
18.3,343.615,5.354607824
18.6,344.115,5.3548857
18.9,344.615,5.354821327
19.2,345.115,5.354935053
19.5,345.615,5.354805771
19.8,346.115,5.354850295
20.1,346.615,5.354970458
20.4,347.115,5.354732278
20.7,347.615,5.354900184
21,348.115,5.354706529
21.3,348.615,5.354967239
21.6,349.115,5.354958656
21.9,349.615,5.355055752
22.2,350.115,5.354901257
22.5,350.615,5.354908231
22.8,351.115,5.354951682
23.1,351.615,5.354862633
23.4,352.115,5.354999962
23.7,352.615,5.354891065
24,353.115,5.35472745
24.3,353.615,5.355001571
24.6,354.115,5.355008008
24.9,354.615,5.354803625
25.2,355.115,5.354660932
25.5,355.615,5.354859415
25.8,356.115,5.354907694
26.1,356.615,5.35479075
26.4,357.115,5.354727987
26.7,357.615,5.354718331
27,358.115,5.354494635
27.3,358.615,5.354564909
27.6,359.115,5.354734961
27.9,359.615,5.3545
28.2,360.115,5.35436589
28.5,360.615,5.354525749
28.8,361.115,5.35439593
29.1,361.615,5.35444421
29.4,362.115,5.354628745
29.7,362.615,5.354272013
30,363.115,5.354422216
30.3,363.615,5.354399149
30.6,364.115,5.354271476
30.9,364.615,5.354474787
31.2,365.115,5.354440991
31.5,365.615,5.354278987
31.8,366.115,5.354413097
32.1,366.615,5.354327266
32.4,367.115,5.35423178
32.7,367.615,5.354246264
33,368.115,5.354079431
33.3,368.615,5.354362671
33.6,369.115,5.354381983
33.9,369.615,5.354173844
34.2,370.115,5.354303663
34.5,370.615,5.35431922
34.8,371.115,5.354398076
35.1,371.615,5.354400222
35.4,372.115,5.354399149
35.7,372.615,5.354402368
36,373.115,5.354451184
36.3,373.615,5.354399149
36.6,374.115,5.354289179
36.9,374.615,5.354295616
37.2,375.115,5.354218369
37.5,375.615,5.354394321
37.8,376.115,5.354400222
38.1,376.615,5.354400222
38.4,377.115,5.354400222
38.7,377.615,5.354400222
39,378.115,5.354399686
39.3,378.615,5.354399686
39.6,379.115,5.354280596
39.9,379.615,5.354403977
40.2,380.115,5.354399686
40.5,380.615,5.354400222
40.8,381.115,5.354400222
41.1,381.615,5.354400222
41.4,382.115,5.354400222
41.7,382.615,5.354400222
42,383.115,5.354400222
42.3,383.615,5.354400222
42.6,384.115,5.354400222
42.9,384.615,5.354410414
43.2,385.115,5.354301517
43.5,385.615,5.354300444
43.8,386.115,5.354299908
44.1,386.615,5.354299908
44.4,387.115,5.354299908
44.7,387.615,5.354299908
45,388.115,5.354255383
45.3,388.615,5.354200666
45.6,389.115,5.35420013
45.9,389.615,5.35420013
46.2,390.115,5.354199593
46.5,390.615,5.354112154
46.8,391.115,5.354001647
47.1,391.615,5.353994137
47.4,392.115,5.354107326
47.7,392.615,5.354099816
48,393.115,5.354099816
48.3,393.615,5.354098206
48.6,394.115,5.353989845
48.9,394.615,5.353989309
49.2,395.115,5.354098206
49.5,395.615,5.354097133
49.8,396.115,5.354004329
50.1,396.615,5.353991991
50.4,397.115,5.354113227
50.7,397.615,5.354002183
51,398.115,5.353997892
51.3,398.615,5.354009694
51.6,399.115,5.353973752
51.9,399.615,5.354000038
52.2,400.115,5.353960878
52.5,400.615,5.354005402
52.8,401.115,5.354004329
53.1,401.615,5.353895432
53.4,402.115,5.354004329
53.7,402.615,5.353947467
54,403.115,5.353898114
54.3,403.615,5.354014522
54.6,404.115,5.353797263
54.9,404.615,5.354018277
55.2,405.115,5.353922254
55.5,405.615,5.353919035
55.8,406.115,5.353890604
56.1,406.615,5.353899187
56.4,407.115,5.353787607
56.7,407.615,5.353700168
57,408.115,5.353637404
57.3,408.615,5.353703386
57.6,409.115,5.35358376
57.9,409.615,5.353715188
58.2,410.115,5.353744156
58.5,410.615,5.353593416
58.8,411.115,5.353684075
59.1,411.615,5.353571422
59.4,412.115,5.353785462
59.7,412.615,5.353904551
60,413.115,5.353602536
60.3,413.615,5.353635795
60.6,414.115,5.353599317
60.9,414.615,5.3536079
61.2,415.115,5.353777415
61.5,415.615,5.353493102
61.8,416.115,5.353491493
62.1,416.615,5.353590734
62.4,417.115,5.353399225
62.7,417.615,5.353364356
63,418.115,5.353340217
63.3,418.615,5.353287645
63.6,419.115,5.353390105
63.9,419.615,5.353274234
64.2,420.115,5.353168556
64.5,420.615,5.353372939
64.8,421.115,5.353266188
65.1,421.615,5.353126177
65.4,422.115,5.353032836
65.7,422.615,5.353002259
66,423.115,5.353197523
66.3,423.615,5.353000114
66.6,424.115,5.353003869
66.9,424.615,5.352982411
67.2,425.115,5.352602075
67.5,425.615,5.352789293
67.8,426.115,5.35279573
68.1,426.615,5.352564524
68.4,427.115,5.35251088
68.7,427.615,5.352481376
69,428.115,5.352194917
69.3,428.615,5.35224266
69.6,429.115,5.351980341
69.9,429.615,5.352011455
70.2,430.115,5.351923478
70.5,430.615,5.351602151
70.8,431.115,5.351809217
71.1,431.615,5.3516912
71.4,432.115,5.351181582
71.7,432.615,5.351202503
