Time,Temperature,Heat Flow
[s],[K],[mW/mg]
0,273.15,0
15,307.977,-0.427461
30,300.021,-0.558116
45,292.7,-0.49216
60,285.749,-0.497985
75,279.189,-0.43273
90,273.003,-0.401563
105,267.176,-0.37766
120,261.685,-0.355979
135,256.517,-0.334676
150,251.653,-0.314221
165,247.076,-0.29668
180,242.77,-0.276574
195,238.72,-0.259359
210,234.91,-0.243377
225,231.327,-0.228212
240,227.957,-0.213832
255,224.788,-0.200386
270,221.807,-0.187704
285,219.003,-0.175903
300,216.365,-0.165016
315,213.885,-0.154294
330,211.552,-0.14437
345,209.382,-0.134461
360,207.381,-0.123964
375,205.551,-0.113586
390,203.878,-0.103378
405,202.351,-0.0936376
420,200.957,-0.0847031
435,199.685,-0.0767505
450,198.531,-0.0692334
465,197.484,-0.0620905
480,196.527,-0.0555913
495,195.651,-0.0499915
510,194.856,-0.044661
525,194.135,-0.0398791
540,193.483,-0.0352663
555,192.896,-0.0310489
570,192.467,-0.0315892
585,192.707,0.00938322
600,192.908,0.0127725
615,193.029,0.0123541
630,193.1,0.0105698
645,193.139,0.00913067
660,193.161,0.00807981
675,193.173,0.00739126
690,193.178,0.00709618
705,193.181,0.00704962
720,193.183,0.00683604
735,193.185,0.00697619
750,193.185,0.00692929
765,193.186,0.00712304
780,193.186,0.00725689
795,193.186,0.00737014
810,193.187,0.00752805
825,193.187,0.00754765
840,193.187,0.00745829
855,193.188,0.00748107
870,193.184,0.00756296
885,193.18,0.00747074
900,193.177,0.00769269
915,193.179,0.00777901
930,193.18,0.00787382
945,193.181,0.00790499
960,193.182,0.00787257
975,193.183,0.00780264
990,193.184,0.00796861
1005,193.184,0.00783409
1020,193.185,0.00790008
1035,193.185,0.00786319
1050,193.184,0.00793483
1065,193.184,0.00811257
1080,193.184,0.00793465
1095,193.184,0.00790782
1110,193.185,0.00812105
1125,193.185,0.00805025
1140,193.185,0.00805818
1155,193.185,0.00812156
1170,193.185,0.00800069
1185,193.185,0.00790352
1200,193.185,0.00804802
1215,193.185,0.00817913
1230,193.45,0.0201131
1245,194.17,0.0371676
1260,194.911,0.0420324
1275,195.655,0.0443832
1290,196.402,0.0455576
1305,197.15,0.0463857
1320,197.898,0.0472274
1335,198.648,0.0478715
1350,199.397,0.0483002
1365,200.147,0.0487652
1380,200.898,0.0490086
1395,201.648,0.0494542
1410,202.397,0.0498113
1425,203.148,0.0500196
1440,203.898,0.050232
1455,204.648,0.050585
1470,205.398,0.0507314
1485,206.148,0.0509152
1500,206.898,0.0512021
1515,207.649,0.0514064
1530,208.4,0.0515818
1545,209.15,0.0516993
1560,209.9,0.0520857
1575,210.65,0.0522614
1590,211.4,0.0522578
1605,212.15,0.052403
1620,212.9,0.0526672
1635,213.651,0.0527309
1650,214.401,0.0528769
1665,215.152,0.0530192
1680,215.902,0.0533786
1695,216.652,0.0533402
1710,217.402,0.05352
1725,218.151,0.0535868
1740,218.9,0.0538449
1755,219.65,0.0541612
1770,220.401,0.0543667
1785,221.151,0.0545196
1800,221.903,0.0545823
1815,222.654,0.0547488
1830,223.405,0.0548727
1845,224.156,0.055063
1860,224.906,0.0551012
1875,225.656,0.0553666
1890,226.407,0.0554138
1905,227.158,0.0556374
1920,227.911,0.0559078
1935,228.656,0.0558851
1950,229.403,0.0558975
1965,230.157,0.0562493
1980,230.912,0.0562746
1995,231.66,0.0561392
2010,232.407,0.0564239
2025,233.147,0.0564309
2040,233.884,0.0564515
2055,234.635,0.0572812
2070,235.39,0.0579035
2085,236.145,0.0581359
2100,236.897,0.0582207
2115,237.65,0.0584457
2130,238.401,0.0587437
2145,239.153,0.0589503
2160,239.903,0.0591395
2175,240.654,0.0594112
