Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0,324.0,3.9936,0.022
21.9524620195425,324.5,3.9939,0.034
39.18812137263949,325.0,3.9928,0.0399
54.66380654070827,325.5,3.9923,0.0458
69.05180331533563,326.0,3.9924,0.0497
82.76396804875736,326.5,3.9914,0.0527
96.01303174044315,327.0,3.9909,0.0545
108.93792324027817,327.5,3.9911,0.0565
121.51640474925219,328.0,3.9904,0.0603
133.83378901352083,328.5,3.9909,0.0621
145.8638592474722,329.0,3.9905,0.064
157.68250084739788,329.5,3.991,0.0666
169.34629801374382,330.0,3.99,0.0682
180.78774254843427,330.5,3.9901,0.0685
192.09970044332636,331.0,3.9904,0.0691
203.22312152906787,331.5,3.9887,0.0724
214.2124960912096,332.0,3.9887,0.0749
225.149201156901,332.5,3.9878,0.0755
236.00371993199357,333.0,3.9873,0.0759
246.7887419659322,333.5,3.9874,0.076
257.51047105508496,334.0,3.9875,0.0769
268.13433946453506,334.5,3.9867,0.0788
278.6711675375818,335.0,3.9875,0.0788
289.1728206359444,335.5,3.9868,0.0793
299.5845427694476,336.0,3.9864,0.0813
309.964522937072,336.5,3.9858,0.0823
320.29934953307105,337.0,3.9851,0.0824
330.59909718145093,337.5,3.985,0.0836
340.8953129919323,338.0,3.9853,0.0851
351.1526587016263,338.5,3.984,0.0863
361.36186845236904,339.0,3.9848,0.0864
371.52922273970455,339.5,3.9842,0.0884
381.6715318396197,340.0,3.9837,0.0882
391.7914213526233,340.5,3.9831,0.089
401.90339200069377,341.0,3.9825,0.0905
412.00278869540824,341.5,3.9825,0.0898
422.0527006684804,342.0,3.9824,0.089
432.1155442814774,342.5,3.9827,0.0891
442.07878945641664,343.0,3.9813,0.0889
451.9953203436625,343.5,3.9822,0.0914
461.9339384197401,344.0,3.9816,0.0928
471.813150628184,344.5,3.981,0.092
481.7604101183308,345.0,3.9814,0.0916
491.73252414929993,345.5,3.98,0.0898
501.6851537352766,346.0,3.9809,0.0898
511.60359356040055,346.5,3.9801,0.091
521.5107820739286,347.0,3.9809,0.0892
531.4640371946924,347.5,3.9798,0.0898
541.4094529981085,348.0,3.9788,0.0894
551.4241510636804,348.5,3.9787,0.088
561.4040807979773,349.0,3.9782,0.0882
571.3236735952175,349.5,3.9803,0.0896
581.2302682719593,350.0,3.9787,0.0881
591.1075467677518,350.5,3.9776,0.0878
600.9476455078399,351.0,3.9782,0.0886
610.8035568516951,351.5,3.9786,0.0878
620.6603303361858,352.0,3.9778,0.0874
630.5158192543685,352.5,3.9788,0.088
640.4116970971477,353.0,3.977,0.0884
650.3050528078475,353.5,3.9759,0.0877
660.1785001222693,354.0,3.977,0.0888
670.0325567538822,354.5,3.9774,0.0884
679.8816141130089,355.0,3.9763,0.088
689.695871044889,355.5,3.9752,0.0884
699.5354677582422,356.0,3.9761,0.0875
709.3862417729491,356.5,3.9752,0.0866
719.2591544007687,357.0,3.9753,0.0877
729.152251874783,357.5,3.9757,0.0876
739.0159791509059,358.0,3.9754,0.0853
748.8455075724004,358.5,3.9743,0.0866
758.6644320102995,359.0,3.975,0.0866
