wavenumber (cm-1),reflectivity (-)
600.0,0.24
601.0,0.24
602.0,0.241
603.0,0.241
604.0,0.241
605.0,0.241
606.0,0.241
607.0,0.24
608.0,0.24
609.0,0.24
610.0,0.24
611.0,0.24
612.0,0.241
613.0,0.241
614.0,0.241
615.0,0.241
616.0,0.241
617.0,0.24
618.0,0.24
619.0,0.239
620.0,0.238
621.0,0.238
622.0,0.239
623.0,0.239
624.0,0.24
625.0,0.24
626.0,0.24
627.0,0.24
628.0,0.24
629.0,0.24
630.0,0.239
631.0,0.239
632.0,0.239
633.0,0.239
634.0,0.24
635.0,0.24
636.0,0.241
637.0,0.241
638.0,0.242
639.0,0.242
640.0,0.242
641.0,0.243
642.0,0.244
643.0,0.245
644.0,0.246
645.0,0.247
646.0,0.248
647.0,0.249
648.0,0.249
649.0,0.25
650.0,0.249
651.0,0.249
652.0,0.248
653.0,0.248
654.0,0.248
655.0,0.248
656.0,0.248
657.0,0.248
658.0,0.248
659.0,0.247
660.0,0.247
661.0,0.247
662.0,0.247
663.0,0.247
664.0,0.247
665.0,0.248
666.0,0.251
667.0,0.254
668.0,0.257
669.0,0.258
670.0,0.257
671.0,0.254
672.0,0.251
673.0,0.25
674.0,0.25
675.0,0.25
676.0,0.25
677.0,0.25
678.0,0.25
679.0,0.25
680.0,0.25
681.0,0.25
682.0,0.25
683.0,0.25
684.0,0.25
685.0,0.249
686.0,0.248
687.0,0.247
688.0,0.246
689.0,0.246
690.0,0.245
691.0,0.245
692.0,0.244
693.0,0.244
694.0,0.243
695.0,0.242
696.0,0.24
697.0,0.239
698.0,0.238
699.0,0.238
700.0,0.237
701.0,0.237
702.0,0.237
703.0,0.236
704.0,0.236
705.0,0.236
706.0,0.235
707.0,0.235
708.0,0.235
709.0,0.235
710.0,0.234
711.0,0.233
712.0,0.233
713.0,0.232
714.0,0.231
715.0,0.23
716.0,0.23
717.0,0.23
718.0,0.23
719.0,0.231
720.0,0.231
721.0,0.23
722.0,0.229
