wavenumber (cm-1),reflectivity (-)
600.0,0.219
601.0,0.219
602.0,0.219
603.0,0.219
604.0,0.219
605.0,0.219
606.0,0.219
607.0,0.219
608.0,0.219
609.0,0.219
610.0,0.219
611.0,0.219
612.0,0.22
613.0,0.22
614.0,0.22
615.0,0.219
616.0,0.219
617.0,0.219
618.0,0.219
619.0,0.218
620.0,0.218
621.0,0.218
622.0,0.218
623.0,0.219
624.0,0.22
625.0,0.221
626.0,0.221
627.0,0.222
628.0,0.222
629.0,0.221
630.0,0.221
631.0,0.221
632.0,0.221
633.0,0.222
634.0,0.222
635.0,0.223
636.0,0.223
637.0,0.223
638.0,0.223
639.0,0.222
640.0,0.222
641.0,0.222
642.0,0.221
643.0,0.221
644.0,0.221
645.0,0.221
646.0,0.222
647.0,0.222
648.0,0.222
649.0,0.222
650.0,0.222
651.0,0.221
652.0,0.221
653.0,0.221
654.0,0.222
655.0,0.222
656.0,0.223
657.0,0.223
658.0,0.223
659.0,0.223
660.0,0.222
661.0,0.222
662.0,0.221
663.0,0.221
664.0,0.221
665.0,0.221
666.0,0.222
667.0,0.223
668.0,0.223
669.0,0.223
670.0,0.223
671.0,0.222
672.0,0.222
673.0,0.221
674.0,0.221
675.0,0.221
676.0,0.221
677.0,0.221
678.0,0.221
679.0,0.221
680.0,0.222
681.0,0.222
682.0,0.222
683.0,0.222
684.0,0.222
685.0,0.222
686.0,0.223
687.0,0.223
688.0,0.222
689.0,0.223
690.0,0.223
691.0,0.223
692.0,0.224
693.0,0.224
694.0,0.224
695.0,0.224
696.0,0.223
697.0,0.223
698.0,0.223
699.0,0.223
700.0,0.223
701.0,0.223
702.0,0.223
703.0,0.223
704.0,0.223
705.0,0.223
706.0,0.222
707.0,0.222
708.0,0.222
709.0,0.222
710.0,0.222
711.0,0.222
712.0,0.222
713.0,0.222
714.0,0.222
715.0,0.222
716.0,0.223
717.0,0.223
718.0,0.223
719.0,0.223
720.0,0.223
721.0,0.223
722.0,0.223
723.0,0.222
724.0,0.222
725.0,0.221
726.0,0.221
727.0,0.221
728.0,0.221
729.0,0.221
730.0,0.221
731.0,0.221
732.0,0.221
733.0,0.221
734.0,0.221
735.0,0.22
736.0,0.22
737.0,0.22
738.0,0.22
739.0,0.22
740.0,0.219
741.0,0.219
742.0,0.218
743.0,0.218
744.0,0.217
745.0,0.217
746.0,0.217
747.0,0.217
748.0,0.217
749.0,0.217
750.0,0.217
751.0,0.216
752.0,0.216
753.0,0.216
754.0,0.215
755.0,0.215
756.0,0.216
757.0,0.216
758.0,0.216
759.0,0.217
760.0,0.217
761.0,0.217
762.0,0.218
763.0,0.218
764.0,0.218
765.0,0.218
766.0,0.217
767.0,0.217
768.0,0.217
769.0,0.217
770.0,0.217
771.0,0.218
772.0,0.218
773.0,0.219
774.0,0.219
775.0,0.219
776.0,0.219
777.0,0.218
778.0,0.218
779.0,0.218
780.0,0.217
781.0,0.217
782.0,0.217
783.0,0.217
784.0,0.216
785.0,0.216
786.0,0.216
787.0,0.216
788.0,0.216
789.0,0.216
790.0,0.215
791.0,0.215
792.0,0.214
793.0,0.214
794.0,0.214
795.0,0.214
796.0,0.213
797.0,0.213
798.0,0.213
799.0,0.213
800.0,0.213
801.0,0.213
802.0,0.213
803.0,0.212
804.0,0.212
805.0,0.211
806.0,0.211
807.0,0.211
808.0,0.211
809.0,0.211
810.0,0.211
811.0,0.211
812.0,0.211
813.0,0.211
814.0,0.211
815.0,0.21
816.0,0.21
817.0,0.21
818.0,0.21
819.0,0.21
820.0,0.21
821.0,0.211
822.0,0.211
823.0,0.211
824.0,0.211
825.0,0.211
826.0,0.211
827.0,0.211
828.0,0.21
829.0,0.21
830.0,0.21
831.0,0.21
832.0,0.21
833.0,0.21
834.0,0.21
835.0,0.21
836.0,0.211
837.0,0.211
838.0,0.211
839.0,0.212
840.0,0.212
841.0,0.212
842.0,0.213
843.0,0.213
844.0,0.213
845.0,0.214
846.0,0.214
847.0,0.214
848.0,0.214
849.0,0.215
850.0,0.215
