Time [s],Mass [g],Back Surface Temperature [K],Top Surface Temperature [K]
344,4.801695176,459.4072364,
345,4.764344678,458.6361029,
346,4.706000991,460.4321341,
347,4.739434906,461.7566167,
348,4.724643539,461.2362998,
349,4.715658065,461.4155692,
350,4.712367565,462.0387741,
351,4.724837016,462.5520957,
352,4.692076694,462.5644399,
353,4.664924732,463.2079791,
354,4.650609887,463.8984168,
355,4.613336409,464.9636462,
356,4.567123514,463.6513949,
357,4.562819118,463.4866976,
358,4.600404433,463.9236635,
359,4.60369406,465.0808609,
360,4.571731134,464.8643122,
361,4.566733561,465.2402779,
362,4.547421565,466.8935416,
363,4.507190259,467.7375628,
364,4.464401136,466.3468867,
365,4.444530402,466.617758,
366,4.435928691,465.7288637,
367,4.444856083,465.9980084,
368,4.462348341,467.8483218,
369,4.438366357,467.8871382,
370,4.387346531,467.4219794,
371,4.410547541,468.2380572,
372,4.402709773,467.9515061,
373,4.349917092,468.1962511,
374,4.340480982,468.0046867,
375,4.347095529,467.529121,
376,4.292739301,469.3870553,
377,4.283699366,469.2951868,
378,4.317720623,469.9915616,
379,4.306579861,470.4769709,
380,4.285718628,470.1111843,
381,4.286117751,470.4176831,
382,4.232747659,470.8726204,
383,4.22657286,471.5316154,
384,4.190492534,471.6671564,
385,4.139270026,472.1574279,
386,4.156162769,471.7619574,
387,4.142015402,471.8429973,
388,4.143900257,471.912651,
389,4.154864407,472.4958957,
390,4.153513823,472.3920072,
391,4.150890039,473.1210285,
392,4.115841684,473.5624763,
393,4.107315969,473.4773158,
394,4.101039693,473.4510408,
395,4.117626425,473.5954277,
396,4.097400007,472.6327179,
397,4.063842113,472.2308301,
398,4.044042393,473.3305599,
399,4.017242283,474.4913804,
400,4.027373831,474.4766101,
401,4.011426819,474.7002042,
402,3.981332446,474.5360635,
403,3.961563869,474.2164258,
404,3.968589212,474.7047794,
405,3.996800175,475.1335718,
406,3.995713744,475.9638685,
407,3.943365932,476.2121753,
408,3.942052104,476.6563785,
409,3.924223451,476.7186913,
410,3.887404823,477.2749752,
411,3.896700906,476.4657102,
412,3.855182182,477.0659098,
413,3.834020316,477.4763424,
414,3.858391002,477.8900065,
415,3.821578981,477.5826613,
416,3.823845103,478.2386789,
417,3.830839446,477.6732207,
418,3.858312024,478.4756119,
419,3.822371508,478.2618608,
420,3.772212031,478.7454217,
421,3.793261173,478.6140917,
422,3.815101164,478.8752935,
423,3.794678721,479.3331273,
424,3.746351263,479.289288,
425,3.728844207,479.1798374,
426,3.704124838,479.713612,
427,3.680993737,479.8999017,
428,3.714019249,479.4472967,
429,3.729525299,480.0355048,
430,3.703038432,479.8755099,
431,3.69955234,479.5365103,
432,3.719351064,480.2299305,
433,3.681272596,480.1869795,
434,3.625342993,480.2515834,
435,3.652978116,480.7137634,
436,3.672173196,480.9207997,
437,3.649975248,481.3539524,
438,3.601989463,481.530387,
439,3.62168175,481.5215516,
440,3.649853544,481.3426939,
441,3.632001195,480.4954229,
442,3.61460442,481.001484,
443,3.610806692,481.3220646,
444,3.603929539,482.1817491,
445,3.584230048,481.7695316,
446,3.572677351,482.572415,
447,3.55401604,482.8695777,
448,3.570485268,482.9788409,
449,3.554742942,482.7222306,
450,3.530136464,483.0676721,
451,3.553076776,483.6401868,
452,3.554723548,483.3925312,
453,3.518831353,484.1593313,
454,3.507151047,483.7981123,
455,3.520976105,483.8721207,
456,3.519095919,484.01425,
457,3.486957493,483.1048165,
458,3.475188138,484.118478,
459,3.474405946,484.4442736,
460,3.450272075,484.7505944,
461,3.438770395,484.4065376,
462,3.451405113,485.319452,
463,3.471967325,485.4287731,
464,3.501956009,485.4179987,
465,3.499889495,485.6393116,
466,3.490661743,486.2643961,
467,3.50077477,486.3538012,
468,3.470295547,486.8149486,
469,3.432567772,486.5022597,
470,3.455822904,485.6697527,
471,3.419031902,485.7694782,
472,3.393432664,486.2502768,
473,3.397709582,486.5464466,
474,3.399627252,486.9469551,
475,3.393017704,487.0263977,
476,3.411845675,486.9460191,
477,3.40045436,487.1262013,
478,3.389275473,487.30377,
479,3.386559074,486.7703846,
480,3.40187096,487.3926066,
481,3.409306735,487.3282703,
482,3.363319148,487.1935549,
483,3.3270909,487.7457421,
484,3.341330542,487.8716792,
485,3.371704171,488.2329341,
486,3.362345606,488.166535,
487,3.324609494,487.7716696,
488,3.307057304,488.3407208,
489,3.298121822,487.745382,
490,3.33934093,487.8641257,
491,3.304640426,487.8210063,
492,3.288578459,488.7050678,
493,3.296631977,488.7502833,
494,3.283252978,488.2321704,
495,3.314670189,488.023049,
496,3.320503453,488.1992698,
497,3.268941897,488.5767397,
498,3.236249318,488.6679915,
499,3.245782648,488.2774049,
500,3.253109816,488.3501327,
501,3.263550531,488.3574864,
502,3.246253936,489.3317344,
503,3.198101306,489.9286788,
504,3.212551069,489.8970629,
505,3.243342518,488.9193638,
506,3.252864059,489.7274959,
507,3.221492381,489.9662781,
508,3.272859135,490.4244415,
509,3.249087431,489.7418182,
510,3.166135872,489.7494092,
511,3.209137246,489.727702,
512,3.217668246,490.1838808,
513,3.199233566,490.1723388,
514,3.237784085,490.572725,
515,3.227481853,489.8062461,
516,3.222916964,489.8738065,
517,3.219769756,490.1152662,
518,3.208622029,490.3579062,
519,3.193102821,490.3223085,
520,3.161927317,490.4999976,
521,3.186275633,490.7780836,
522,3.184662747,490.5601703,
523,3.143139621,491.2506237,
524,3.145392791,491.7184781,
525,3.152422904,491.1139936,
526,3.153672531,490.9649895,
527,3.13130578,490.7932439,
528,3.13827748,491.0245364,
529,3.160641843,491.3432091,
530,3.159395269,491.7167111,
531,3.157409663,491.7875286,
532,3.150092064,491.6162067,
533,3.159617939,491.9545922,
534,3.146615068,491.7255814,
535,3.125928411,491.893485,
536,3.127324752,492.0312722,
537,3.107212086,492.0592673,
538,3.098511044,492.5378477,
539,3.110346181,492.6349261,
540,3.125835502,492.4535984,
541,3.10765192,492.724613,
542,3.074983544,492.9339225,
543,3.086299769,492.995275,
544,3.0901137,493.2895834,
545,3.091410518,493.4734566,
546,3.123150051,493.8674495,
547,3.116222414,493.4836257,
548,3.094769576,493.5702031,
549,3.126166914,493.6836302,
550,3.137899162,493.6291767,
551,3.132681111,493.1819405,
552,3.114112238,493.3109157,
553,3.06634738,493.5816165,
554,3.078888498,493.5804515,
555,3.073847276,493.7469195,
556,3.084251271,493.780518,
557,3.087471798,493.8219752,
558,3.04614026,493.3917895,
559,3.03953008,493.6606606,
560,3.080339139,493.9704214,
561,3.05433208,494.0124338,
562,3.06869594,494.0547571,
563,3.090984752,494.2528562,
564,3.02864052,494.0186606,
565,3.01739376,494.2986484,
566,3.05883693,494.3837361,
567,3.06998092,494.427202,
568,3.072778232,494.2963248,
569,3.05264942,494.2121985,
570,3.03227892,494.9941746,
571,3.04899956,495.2892565,
572,3.03941493,495.3337151,
573,3.04891226,494.6417317,
574,3.06220404,494.3171008,
575,3.06299728,494.4264601,
576,3.04791625,495.0692751,
577,3.05559486,494.692684,
578,3.01564717,495.025426,
579,3.00826267,495.3365642,
580,3.01889251,495.3982394,
581,3.03332367,495.5253607,
582,3.02946785,495.1981012,
583,3.04346716,495.4696545,
584,3.04873072,495.6622386,
585,3.01945885,495.4634441,
586,3.01361814,496.0793386,
587,3.02387032,496.4671061,
588,2.96836437,496.0201432,
589,2.98216979,495.1501641,
590,3.02914313,495.5097135,
591,2.98346533,495.657215,
592,2.98906923,495.8257348,
593,3.04099675,496.0623405,
594,3.02681691,496.0307599,
595,3.05291334,496.2456,
596,3.04261677,496.2512736,
597,3.00877345,496.2054729,
598,2.99832656,496.1535131,
599,3.01447424,496.3431675,
600,3.03149742,496.3242787,
601,3.00308505,496.3559823,1024.077912
602,2.97800526,496.6568433,1021.879758
603,2.95893244,496.4249748,1019.890952
604,2.98934749,496.4877536,1019.786278
605,3.0010833,496.3374629,1016.646059
606,2.98706807,496.023012,1025.229326
607,2.98169541,496.5297625,1019.995626
608,2.94141546,496.3787643,1018.425517
609,2.92966389,496.2031153,1023.76389
610,2.93799826,496.0845146,1023.24052
611,2.98285389,496.2758325,1025.229326
612,2.9509148,496.2888171,1029.206937
613,2.94864555,496.5879737,1026.904109
614,2.98683335,496.5897928,1024.28726
615,2.98538873,496.6040933,1031.823787
616,2.99769828,496.4019293,1040.616401
617,2.96889486,496.3383695,1036.63879
618,2.90266791,496.4349129,1031.091069
619,2.92208832,496.6757567,1023.449868
620,2.93102971,496.5681499,1022.612476
621,2.93191156,496.1569134,1028.264871
622,2.92836675,496.0468013,1028.892915
623,2.94572138,495.9473957,1024.391934
624,2.91881786,496.1839538,1023.76389
625,2.9330888,496.884128,1029.834981
626,2.97561568,496.6310651,1029.102263
627,2.9644083,496.6690618,1025.962043
628,2.92815142,496.3263,1028.683567
629,2.89789226,496.1905,1024.28726
630,2.91682089,496.4048,1028.055523
631,2.96014705,496.5659,1035.06868
632,2.93675998,496.5312,1025.334
633,2.91194891,496.4443,1028.578893
634,2.94527881,496.6126,1026.904109
635,2.93303525,496.6003,1031.614439
636,2.94686935,496.8377,1026.485413
637,2.97445048,496.5904,1026.590087
638,2.96176278,496.6206988,1028.264871
639,2.95955776,496.6604281,1024.077912
640,2.95635451,496.9009413,1026.276065
641,2.90321504,496.9793463,1036.952812
642,2.93213643,497.1580452,1027.741501
643,2.92167183,497.222825,1032.033134
644,2.87599122,497.1925714,1036.63879
645,2.87313995,497.2115932,1035.382702
646,2.93895134,496.8987736,1032.45183
647,2.93809568,496.8738945,1027.636827
648,2.96410824,496.9914349,1025.124652
649,2.93974688,497.0772919,1025.543348
650,2.89466442,497.1937929,1026.171391
651,2.88697527,497.2117973,1031.719113
652,2.89078198,497.2799247,1025.438674
653,2.89952724,497.2793945,1031.405091
654,2.8797919,497.4025993,1032.347156
655,2.92726105,497.4046494,1037.580856
656,2.9345655,497.3090317,1029.206937
657,2.89164997,497.2407311,1036.220094
658,2.92499743,497.2537116,1032.137808
659,2.89021708,497.03148,1025.857369
660,2.88718524,497.0133804,1034.649984
661,2.89564752,497.614071,1024.496608
662,2.93211677,497.654166,1043.233251
663,2.92183511,497.4965093,1033.079874
664,2.87495205,497.4248433,1036.63879
665,2.9105604,497.5775742,1036.848138
666,2.87868144,497.6604324,1039.150965
667,2.89203535,497.7465912,1027.427479
668,2.90564449,497.5593469,1038.522921
669,2.8980322,497.1333308,1038.418247
670,2.93008277,496.6598136,1030.881721
671,2.90662242,497.4466013,1034.335962
672,2.89741643,497.5231931,1030.777047
673,2.88499939,497.4275033,1026.590087
674,2.86407896,496.9893482,1029.206937
675,2.88875166,496.9407574,1030.149003
676,2.87625331,496.6978296,1028.892915
677,2.86599419,497.3450369,1034.859332
678,2.88566165,497.4310127,1026.276065
679,2.87462083,497.7489611,1033.079874
680,2.86008968,497.832979,1028.997589
681,2.8699756,497.4768827,1030.777047
682,2.87059337,497.5250321,1039.046291
683,2.8434017,497.306617,1033.393896
684,2.86377882,497.5032117,1031.719113
685,2.87043455,497.7639919,1028.578893
686,2.87159837,497.9346751,1032.347156
687,2.88466595,497.7994834,1031.091069
688,2.88327713,497.7857059,1033.812592
689,2.8724451,497.8170819,1036.429442
690,2.84323523,497.767133,1029.625633
