wavenumber (cm-1),reflectivity (-)
600.0,0.245
601.0,0.244
602.0,0.244
603.0,0.243
604.0,0.243
605.0,0.243
606.0,0.243
607.0,0.243
608.0,0.243
609.0,0.243
610.0,0.244
611.0,0.244
612.0,0.245
613.0,0.246
614.0,0.246
615.0,0.246
616.0,0.246
617.0,0.246
618.0,0.246
619.0,0.246
620.0,0.246
621.0,0.247
622.0,0.247
623.0,0.247
624.0,0.247
625.0,0.247
626.0,0.247
627.0,0.247
628.0,0.247
629.0,0.247
630.0,0.247
631.0,0.247
632.0,0.247
633.0,0.248
634.0,0.248
635.0,0.248
636.0,0.248
637.0,0.249
638.0,0.249
639.0,0.25
640.0,0.25
641.0,0.251
642.0,0.252
643.0,0.253
644.0,0.253
645.0,0.254
646.0,0.254
647.0,0.254
648.0,0.254
649.0,0.253
650.0,0.253
651.0,0.254
652.0,0.254
653.0,0.255
654.0,0.256
655.0,0.256
656.0,0.256
657.0,0.256
658.0,0.256
659.0,0.256
660.0,0.256
661.0,0.256
662.0,0.257
663.0,0.257
664.0,0.257
665.0,0.257
666.0,0.258
667.0,0.259
668.0,0.26
669.0,0.261
670.0,0.262
671.0,0.261
672.0,0.261
673.0,0.26
674.0,0.26
675.0,0.261
676.0,0.261
677.0,0.261
678.0,0.261
679.0,0.262
680.0,0.262
681.0,0.262
682.0,0.262
683.0,0.261
684.0,0.261
685.0,0.26
686.0,0.26
687.0,0.26
688.0,0.26
689.0,0.261
690.0,0.261
691.0,0.261
692.0,0.261
693.0,0.261
694.0,0.261
695.0,0.26
696.0,0.26
697.0,0.26
698.0,0.26
699.0,0.26
700.0,0.26
701.0,0.26
702.0,0.26
703.0,0.26
704.0,0.26
705.0,0.26
706.0,0.261
707.0,0.262
708.0,0.262
709.0,0.263
710.0,0.263
711.0,0.263
712.0,0.263
713.0,0.263
714.0,0.263
715.0,0.263
716.0,0.263
717.0,0.263
718.0,0.264
719.0,0.264
720.0,0.264
721.0,0.264
722.0,0.263
723.0,0.262
724.0,0.262
725.0,0.262
726.0,0.262
727.0,0.261
728.0,0.26
729.0,0.259
730.0,0.258
731.0,0.256
732.0,0.255
733.0,0.254
734.0,0.253
735.0,0.251
