Time (s),Mass (g),HRR (kW/m2)
0,102.06,-3.5
1,101.84,-3.2
2,101.97,-2.9
3,101.9,-2.5
4,101.94,-2.1
5,101.9,-1
6,101.88,0.3
7,101.86,1.7
8,101.85,3.3
9,101.81,5
10,101.79,6.9
11,101.76,9.4
12,101.74,11.1
13,101.72,12.8
14,101.68,13.4
15,101.67,14
16,101.66,14.3
17,101.65,14.3
18,101.64,14
19,101.62,13.3
20,101.62,12.5
21,101.62,10.9
22,101.63,9.4
23,101.62,8.4
24,101.6,7.5
25,101.59,5.6
26,101.56,4.5
27,101.57,3.3
28,101.58,2
29,101.57,1.1
30,101.55,0.2
31,101.5,-0.4
32,101.48,-0.7
33,101.48,-1
34,101.48,-1.6
35,101.47,-1.8
36,101.44,-1.9
37,101.45,-2.1
38,101.44,-2.1
39,101.42,-1.6
40,101.4,-1.4
41,101.38,-1.2
42,101.37,-1
43,101.35,-0.9
44,101.35,-0.9
45,101.32,-0.9
46,101.31,-1
47,101.3,-1.1
48,101.28,-1.1
49,101.25,-1.2
50,101.22,-0.8
51,101.2,-0.6
52,101.17,-0.1
53,101.16,0.3
54,101.14,0.9
55,101.12,1.4
56,101.1,1.7
57,101.07,2
58,101.06,2.2
59,101.07,2.3
60,101.05,2.3
61,101.05,2.4
62,101.04,2.5
63,101.06,3.1
64,101.06,3.7
65,101.05,4.5
66,101.06,5.4
67,101.05,6
68,101.03,6.3
69,101.03,6.6
70,101.01,6.8
71,100.99,6.8
72,100.97,6.9
73,100.96,7
74,100.95,7
75,100.93,7
76,100.93,7.1
77,100.92,7.5
78,100.89,8
79,100.86,8.5
80,100.86,9.1
81,100.84,9.4
82,100.82,10.1
83,100.81,10.6
84,100.8,11.1
85,100.78,10.9
86,100.77,11.2
87,100.75,11.2
88,100.75,11.3
89,100.65,10.6
90,100.64,10.2
91,100.62,9.9
92,100.62,9.7
93,100.61,9.4
94,100.59,9.4
95,100.57,9.3
96,100.58,9.5
97,100.55,10
98,100.53,10.5
99,100.53,10.6
100,100.51,10.8
101,100.49,10.9
102,100.47,10.9
103,100.43,10.9
104,100.39,10.8
105,100.32,10.8
106,100.24,10.8
107,100.18,10.5
108,100.07,10.9
109,100.02,11.1
110,99.91,11.5
111,99.86,12.1
112,99.74,13.4
113,99.65,15.6
114,99.57,19.8
115,99.44,27.7
116,99.38,37.7
117,99.29,49.9
118,99.19,61.7
119,99.11,71.1
120,99.01,82.6
121,98.93,95.3
122,98.8,104.3
123,98.76,114.4
124,98.62,121.7
125,98.54,127.7
126,98.46,130.6
127,98.35,138.3
128,98.24,138.5
129,98.14,141.4
130,98.04,146.6
131,97.96,145.2
132,97.84,149.8
133,97.76,153.1
134,97.67,152.8
135,97.57,158.4
136,97.5,154.8
137,97.41,159.4
138,97.33,155.7
139,97.22,155.8
140,97.2,155
141,97.11,155.4
142,97.05,150.7
143,96.98,152.7
144,96.93,148.2
145,96.85,147.9
146,96.77,145.2
147,96.7,143.9
148,96.62,142.1
149,96.56,142.1
150,96.47,138.2
151,96.4,137
152,96.32,138.4
153,96.24,132.9
154,96.17,134
155,96.08,132.3
156,96.01,131.3
157,95.93,131.3
158,95.88,127.9
159,95.81,126.9
160,95.74,125.9
161,95.67,126.5
162,95.58,125.1
163,95.51,124.4
164,95.46,125.6
165,95.39,122.4
166,95.33,121.5
167,95.24,120.7
168,95.2,119.7
169,95.14,117.4
170,95.07,115.5
171,94.98,115.6
172,94.91,113.8
173,94.86,113.3
174,94.7,111.7
175,94.63,112.5
176,94.57,111.2
177,94.51,109.5
178,94.44,111.8
179,94.39,110.9
180,94.34,106.5
181,94.28,106
182,94.24,105.7
183,94.18,104.2
184,94.15,105
185,94.09,100.7
186,94.01,102.5
187,93.99,100.7
188,93.89,99.9
189,93.84,100.8
190,93.78,99.1
191,93.73,99.6
192,93.68,99.5
193,93.59,99.8
194,93.54,100.2
195,93.47,101.5
196,93.42,100.3
197,93.37,100.1
198,93.3,99.4
199,93.27,99.5
200,93.2,100.2
201,93.13,98.8
202,93.09,98.7
203,93.03,97.6
204,92.96,97.1
205,92.89,94.8
206,92.85,95.1
207,92.78,93.2
208,92.71,94
209,92.64,93
210,92.57,92
211,92.52,91.6
212,92.45,91
213,92.37,89.3
214,92.33,90.9
215,92.25,89.2
216,92.18,87.4
217,92.13,88.4
218,92.07,86.8
219,92.04,86.5
220,91.96,85.9
221,91.95,84.3
222,91.89,84.8
223,91.85,83.4
224,91.83,84.3
225,91.78,81.6
226,91.73,82.5
227,91.67,82.7
228,91.62,82.6
229,91.55,81.6
230,91.52,80.7
231,91.44,79.7
232,91.38,79.7
233,91.37,78.8
234,91.29,79.2
235,91.23,77.9
236,91.18,78.2
237,91.14,76.5
238,91.06,78
239,91.04,76.8
240,90.98,78.4
241,90.92,77.3
242,90.87,78.1
243,90.81,76.6
244,90.76,76.2
245,90.73,76.9
246,90.68,76.1
247,90.62,75.6
248,90.55,74.2
249,90.5,74.2
250,90.45,74.6
251,90.39,73.5
252,90.3,73
253,90.24,74
254,90.2,72.8
255,90.1,73
256,90.03,72.6
257,89.97,71.8
258,89.93,72.5
259,89.88,71
260,89.86,72.8
261,89.81,72
262,89.75,72.4
263,89.77,71.7
264,89.73,70.9
265,89.67,70.9
266,89.61,70.9
267,89.54,70.1
268,89.52,69.9
269,89.44,68.8
270,89.41,69.2
271,89.36,69
272,89.28,69.1
273,89.25,68.3
274,89.2,68.2
275,89.13,69.4
276,89.08,68
277,89.05,66.7
278,88.98,68.2
279,88.92,68.1
280,88.85,67.6
281,88.82,67.6
282,88.75,67.8
283,88.72,68.6
284,88.67,68.4
285,88.63,68.7
286,88.58,68.2
287,88.52,67.9
288,88.46,67.3
289,88.4,67.1
290,88.34,67.8
291,88.29,66.7
292,88.23,66.1
293,88.15,67.1
294,88.11,64.1
295,88.03,64.5
296,87.96,66.3
297,87.93,64.9
298,87.87,63.6
299,87.81,63.7
300,87.76,64.4
301,87.72,63.3
302,87.69,64.6
303,87.66,63.6
304,87.62,62.7
305,87.57,63.5
306,87.52,64.5
307,87.48,62.7
308,87.44,62.7
309,87.38,62.8
310,87.33,64.1
311,87.28,62.6
312,87.23,63.1
313,87.18,63.3
314,87.12,63
315,87.07,64.6
316,87.03,63.2
317,86.96,63.7
318,86.9,63.8
319,86.88,63.8
320,86.82,62.9
321,86.76,62
322,86.73,62.2
323,86.66,61.2
324,86.61,62.4
325,86.57,61.8
326,86.51,62.5
327,86.45,61.7
328,86.4,61.6
329,86.35,62.2
330,86.3,61.7
331,86.25,62
332,86.22,62.1
333,86.09,61.7
334,86.01,60.5
335,85.97,60.8
336,85.93,60.2
337,85.86,60.4
338,85.82,60.5
339,85.76,59.4
340,85.71,58.8
341,85.64,58.3
342,85.6,58.2
343,85.54,58.5
344,85.58,57.6
345,85.56,56.4
346,85.49,57.2
347,85.45,57.2
348,85.4,56.9
349,85.33,57.3
350,85.31,56.4
351,85.25,57.3
352,85.22,55.7
353,85.15,56.8
354,85.1,55.8
355,85.06,55.7
356,84.99,55.1
357,84.93,55.5
358,84.88,55.6
359,84.83,54.3
360,84.79,54.4
361,84.76,54.9
362,84.7,55.2
363,84.64,54.2
364,84.58,54.5
365,84.53,54.1
366,84.51,54.1
367,84.45,53.9
368,84.41,54.3
369,84.36,53.6
370,84.32,54.4
371,84.27,53.1
372,84.2,52.6
373,84.13,53.5
374,84.09,53.6
375,84.02,53.6
376,83.95,52.1
377,83.89,52.1
378,83.84,52.3
379,83.77,52.1
380,83.72,52.7
381,83.68,51.4
382,83.63,52
383,83.6,51.9
384,83.54,52.7
385,83.5,51.7
386,83.49,51.4
387,83.49,51.9
388,83.43,51.2
389,83.37,50.5
390,83.32,50.3
391,83.28,51.7
392,83.24,51.7
393,83.19,51
394,83.13,51.1
395,83.1,50
396,83.03,51.3
397,82.98,50.4
398,82.94,50.8
399,82.88,52.2
400,82.85,50.6
401,82.82,50.6
402,82.74,50
403,82.7,49.8
404,82.66,49.8
405,82.59,50.4
406,82.57,49.7
407,82.49,49.7
408,82.46,49.8
409,82.43,48.7
410,82.37,49.6
411,82.34,49
412,82.27,49.3
413,82.24,48.2
414,82.2,49.2
415,82.08,48.7
416,82.04,48.8
417,81.97,48
418,81.92,48.4
419,81.87,48.2
420,81.81,48.6
421,81.76,47.8
422,81.72,48.1
423,81.69,47.8
424,81.67,47.8
425,81.65,49
426,81.6,48.1
427,81.57,48.3
428,81.54,48.2
429,81.47,47.9
430,81.44,47.7
431,81.39,47.5
432,81.36,47
433,81.29,47.1
434,81.26,47
435,81.2,46.8
436,81.15,46.4
437,81.11,46.6
438,81.05,46
439,81.03,47.2
440,80.97,46.9
441,80.92,46.5
442,80.88,46.7
443,80.82,47
444,80.79,46.6
445,80.74,45.8
446,80.7,46.3
447,80.67,45.7
448,80.61,46
449,80.57,45.7
450,80.52,45
451,80.47,45.3
452,80.42,44.1
453,80.39,44.9
454,80.24,45
455,80.19,45.1
456,80.15,46.2
457,80.09,45.5
458,80.05,45.5
459,80.01,45.9
460,79.96,46.2
461,79.91,46.2
462,79.89,46
463,79.83,45.8
464,79.8,46.3
465,79.76,46.6
466,79.79,46.1
467,79.75,46.5
468,79.69,45.5
469,79.65,46.3
470,79.6,46.6
471,79.57,46
472,79.52,45.6
473,79.47,44.6
474,79.42,44.7
475,79.39,44.9
476,79.35,45.4
477,79.31,44.2
478,79.25,45.4
479,79.21,44.3
480,79.16,44.6
481,79.12,44
482,79.08,44.4
483,79.02,43.8
484,79,44.1
485,78.96,43.8
486,78.89,43.9
487,78.86,43.9
488,78.8,44.2
489,78.76,44.6
490,78.73,44.7
491,78.67,44.3
492,78.61,45.1
493,78.57,45.7
494,78.48,44.7
495,78.44,44.6
496,78.39,44.2
497,78.32,43.4
498,78.27,43
499,78.23,42.6
500,78.18,41.8
501,78.14,42
502,78.09,41.5
503,78.05,41.4
504,78.04,40.8
505,78,40.9
506,77.97,41.4
507,77.93,40.7
508,77.89,40.6
509,77.86,40.4
510,77.82,40.4
511,77.77,40.4
512,77.72,40.6
513,77.68,40.5
514,77.63,40.7
515,77.61,40.5
516,77.55,40.5
517,77.51,40.1
518,77.47,40.4
519,77.43,40.9
520,77.38,40.3
521,77.36,39.7
522,77.29,39.5
523,77.26,39.8
524,77.21,40.5
525,77.16,39.7
526,77.13,39.8
527,77.09,39.7
528,77.05,39.5
529,77,40.5
530,76.97,39.6
531,76.91,39.6
532,76.86,39.2
533,76.83,40
534,76.76,39.8
535,76.73,40.5
536,76.67,40.2
537,76.62,40.4
538,76.59,39.4
539,76.52,39.9
540,76.45,39.2
541,76.39,39.6
542,76.35,39.7
543,76.31,39.8
544,76.29,38.5
545,76.27,39.2
546,76.22,39.1
547,76.19,39.3
548,76.15,39.3
549,76.13,38.9
550,76.1,39.5
551,76.07,39.4
552,76.01,39.3
553,75.98,38.9
554,75.93,38.6
555,75.89,39.2
556,75.86,39
557,75.8,39.1
558,75.76,38.7
559,75.72,38.2
560,75.68,38.1
561,75.62,37.4
562,75.61,36.7
563,75.56,36.6
564,75.51,37.5
565,75.47,36.8
566,75.44,36.7
567,75.39,37.4
568,75.35,36.4
569,75.31,37
570,75.28,37.6
571,75.23,37.9
572,75.18,38.1
573,75.14,38.2
574,75.1,37.8
575,75.05,37.7
576,75.02,37.5
577,74.99,37.5
578,74.88,36.6
579,74.81,36.7
580,74.75,36.5
581,74.71,36.7
582,74.66,36.1
583,74.62,36.6
584,74.59,36.6
585,74.56,35.8
586,74.51,35.7
587,74.54,35.4
588,74.49,35.2
589,74.46,35.5
590,74.43,35.4
591,74.39,35.3
592,74.35,35.9
593,74.32,35.7
594,74.28,36.5
595,74.22,36.4
596,74.2,36.2
597,74.15,36.8
598,74.1,37.3
599,74.06,36.7
600,74.02,36.9
601,74,36.4
602,73.95,36.2
603,73.9,35.4
604,73.87,35.6
605,73.84,35.9
606,73.79,36
607,73.75,35.1
608,73.71,36.1
609,73.68,35.6
610,73.63,35.5
611,73.6,34.8
612,73.56,34.9
613,73.52,35.4
614,73.47,34.8
615,73.44,34.9
616,73.38,35.3
617,73.36,34.8
618,73.27,35
619,73.23,34.4
620,73.19,34.1
621,73.15,34.8
622,73.09,34.9
