Time (s),Temperature (K),Mass (mg)
0,325.0,4.044
11.0946,325.5,4.044
17.5674,326.0,4.045
22.4322,326.5,4.045
26.5146,327.0,4.045
30.0996,327.5,4.043
33.2916,328.0,4.043
36.2526,328.5,4.043
39.0438,329.0,4.042
41.6352,329.5,4.042
44.0814,330.0,4.043
46.383,330.5,4.043
48.5784,331.0,4.045
50.7072,331.5,4.045
52.8204,332.0,4.044
54.8514,332.5,4.044
56.7996,333.0,4.044
58.6908,333.5,4.044
60.5274,334.0,4.045
62.3316,334.5,4.046
64.0896,335.0,4.044
65.8224,335.5,4.044
67.5054,336.0,4.044
69.162,336.5,4.044
70.7844,337.0,4.044
72.3954,337.5,4.045
73.9782,338.0,4.046
75.5448,338.5,4.046
77.0778,339.0,4.044
78.5694,339.5,4.045
80.0622,340.0,4.044
81.5424,340.5,4.045
83.0208,341.0,4.045
84.492,341.5,4.045
85.9284,342.0,4.045
87.3534,342.5,4.045
88.7694,343.0,4.045
90.1686,343.5,4.045
91.5594,344.0,4.044
92.9412,344.5,4.044
94.3062,345.0,4.044
95.6664,345.5,4.044
97.02,346.0,4.044
98.3526,346.5,4.044
99.6846,347.0,4.044
101.007,347.5,4.044
102.3174,348.0,4.043
103.6254,348.5,4.043
104.922,349.0,4.043
106.2126,349.5,4.043
107.5002,350.0,4.044
108.7782,350.5,4.044
110.049,351.0,4.045
111.3132,351.5,4.044
112.5684,352.0,4.044
113.8206,352.5,4.044
115.0734,353.0,4.045
116.3124,353.5,4.044
117.5532,354.0,4.043
118.776,354.5,4.043
120.0048,355.0,4.043
121.23,355.5,4.043
122.4528,356.0,4.043
123.663,356.5,4.044
124.8738,357.0,4.042
126.0756,357.5,4.042
127.2756,358.0,4.041
128.4708,358.5,4.042
129.6624,359.0,4.042
130.8498,359.5,4.042
132.0342,360.0,4.042
133.2108,360.5,4.042
134.3808,361.0,4.042
135.5472,361.5,4.042
136.7124,362.0,4.043
137.8662,362.5,4.042
139.0206,363.0,4.042
140.178,363.5,4.042
141.3342,364.0,4.042
142.4778,364.5,4.042
143.622,365.0,4.042
144.7566,365.5,4.042
145.8852,366.0,4.042
147.0114,366.5,4.042
148.1448,367.0,4.044
149.2686,367.5,4.043
150.4026,368.0,4.043
151.53,368.5,4.042
152.6562,369.0,4.042
153.7722,369.5,4.042
154.89,370.0,4.042
155.9988,370.5,4.041
157.1106,371.0,4.042
158.217,371.5,4.041
159.3276,372.0,4.041
160.4328,372.5,4.042
161.5386,373.0,4.041
162.6396,373.5,4.041
163.7388,374.0,4.041
164.8368,374.5,4.041
165.9342,375.0,4.041
