Time (s),Temperature (K),Heat Flow Rate (W/g)
571.779,409,0.252917293
574.6284,409.5,0.255218045
577.4958,410,0.254671679
580.3368,410.5,0.254934837
583.1784,411,0.25537594
586.0344,411.5,0.256949875
588.8784,412,0.257478697
591.7224,412.5,0.257721805
594.6066,413,0.260593985
597.4506,413.5,0.259235589
600.303,414,0.257929825
603.1836,414.5,0.259426065
606.0258,415,0.260531328
608.8704,415.5,0.262736842
611.7126,416,0.261834586
614.5482,416.5,0.262591479
617.3916,417,0.264774436
620.2458,417.5,0.26254386
623.0952,418,0.262338346
625.911,418.5,0.262152882
628.7232,419,0.263829574
631.5606,419.5,0.262977444
634.3956,420,0.264912281
637.2384,420.5,0.265110276
640.1028,421,0.267323308
642.9378,421.5,0.266275689
645.7626,422,0.268087719
648.6126,422.5,0.269062657
651.462,423,0.270263158
654.327,423.5,0.268240602
657.1668,424,0.270022556
660.0024,424.5,0.270556391
662.8338,425,0.270365915
665.6652,425.5,0.272233083
668.487,426,0.272010025
671.298,426.5,0.272270677
674.1282,427,0.271937343
676.9614,427.5,0.271651629
679.7952,428,0.272255639
682.6584,428.5,0.272005013
685.4976,429,0.273924812
688.3398,429.5,0.274075188
691.1826,430,0.27458396
694.0002,430.5,0.276621554
696.8262,431,0.277899749
699.6564,431.5,0.278045113
702.4746,432,0.278117794
705.3078,432.5,0.278764411
708.1554,433,0.277962406
710.991,433.5,0.278729323
713.8128,434,0.28014787
716.6436,434.5,0.279696742
719.4696,435,0.280827068
722.301,435.5,0.280035088
725.1354,436,0.281070175
727.9686,436.5,0.280889724
730.7994,437,0.282135338
733.6314,437.5,0.283385965
736.4532,438,0.284676692
739.2726,438.5,0.284894737
742.095,439,0.284002506
744.9348,439.5,0.284934837
747.765,440,0.284754386
750.6078,440.5,0.285085213
753.459,441,0.285684211
756.2862,441.5,0.287042607
759.1158,442,0.287223058
761.9376,442.5,0.288621554
764.7666,443,0.287947368
767.5992,443.5,0.287756892
770.4306,444,0.28926817
773.2734,444.5,0.290080201
776.1042,445,0.290265664
778.9404,445.5,0.291157895
781.779,446,0.291927318
784.6158,446.5,0.291661654
787.4556,447,0.293027569
790.2918,447.5,0.295581454
793.1244,448,0.296142857
795.9444,448.5,0.295786967
798.759,449,0.298135338
801.591,449.5,0.297325815
804.4224,450,0.297997494
807.249,450.5,0.298032581
810.1044,451,0.298027569
812.9286,451.5,0.301295739
815.7576,452,0.301478697
818.5968,452.5,0.303265664
821.4384,453,0.302140351
824.277,453.5,0.30279198
827.1132,454,0.302759398
829.9488,454.5,0.302874687
832.7724,455,0.302438596
835.602,455.5,0.304659148
838.4304,456,0.303576441
841.2594,456.5,0.303401003
844.1004,457,0.304466165
846.9342,457.5,0.303904762
849.7686,458,0.306962406
852.6138,458.5,0.306774436
855.4488,459,0.307278195
858.2862,459.5,0.30756391
861.1188,460,0.307944862
863.946,460.5,0.309636591
866.7738,461,0.309739348
869.6034,461.5,0.307954887
872.4198,462,0.310513784
875.241,462.5,0.311250627
878.0562,463,0.310969925
880.8702,463.5,0.312962406
883.6902,464,0.312105263
886.5144,464.5,0.312877193
889.3458,465,0.314508772
892.1844,465.5,0.317243108
895.0176,466,0.315809524
897.8568,466.5,0.316909774
900.6858,467,0.319032581
903.5112,467.5,0.317709273
906.3384,468,0.317431078
909.168,468.5,0.319954887
911.9988,469,0.318924812
914.8458,469.5,0.319586466
917.691,470,0.320380952
920.5398,470.5,0.322714286
923.3622,471,0.322689223
926.1822,471.5,0.322864662
929.0088,472,0.323137845
931.8114,472.5,0.325343358
934.6122,473,0.322869674
937.4532,473.5,0.324285714
940.2942,474,0.324172932
943.1448,474.5,0.326300752
945.9978,475,0.325
948.8514,475.5,0.326085213
951.6834,476,0.326508772
954.5106,476.5,0.327175439
957.354,477,0.32847619
960.1974,477.5,0.327283208
963.033,478,0.32756391
965.8734,478.5,0.327997494
968.6838,479,0.330330827
971.5068,479.5,0.329942356
974.3334,480,0.328766917
977.1636,480.5,0.329132832
980.0142,481,0.329656642
982.8564,481.5,0.329977444
985.6956,482,0.332701754
988.53,482.5,0.335072682
991.3698,483,0.334170426
994.2168,483.5,0.339120301
997.0476,484,0.337764411
999.8898,484.5,0.338518797
1002.7242,485,0.339636591
1005.5508,485.5,0.33820802
1008.3786,486,0.33747619
1011.2214,486.5,0.338273183
1014.066,487,0.33962406
1016.9022,487.5,0.342446115
1019.7642,488,0.340609023
1022.6142,488.5,0.344709273
1025.4564,489,0.34373183
1028.2986,489.5,0.34358396
1031.1372,490,0.343944862
1033.9776,490.5,0.344634085
1036.8168,491,0.346015038
1039.644,491.5,0.347035088
1042.482,492,0.347197995
1045.3194,492.5,0.347964912
1048.1532,493,0.346333333
1050.9906,493.5,0.347749373
1053.8556,494,0.348045113
1056.7014,494.5,0.346977444
1059.5538,495,0.347295739
1062.4104,495.5,0.348418546
1065.2652,496,0.348122807
1068.1044,496.5,0.348390977
1070.9538,497,0.349606516
1073.7996,497.5,0.350050125
1076.6334,498,0.34866416
1079.4786,498.5,0.348884712
1082.3208,499,0.348328321
1085.1636,499.5,0.348659148
1088.013,500,0.349057644
1090.8546,500.5,0.35022807
1093.698,501,0.348596491
1096.5246,501.5,0.348894737
1099.3512,502,0.351827068
1102.1934,502.5,0.350786967
1105.0326,503,0.351606516
1107.8844,503.5,0.351874687
1110.7524,504,0.35316792
1113.6006,504.5,0.35226817
1116.4308,505,0.352734336
1119.264,505.5,0.354057644
1122.1014,506,0.353491228
1124.94,506.5,0.354546366
1127.7774,507,0.352686717
1130.6364,507.5,0.352320802
1133.475,508,0.352378446
1136.3148,508.5,0.352175439
1139.1546,509,0.352889724
1141.9956,509.5,0.350591479
1144.8324,510,0.351160401
1147.6764,510.5,0.34962406
1150.521,511,0.352170426
1153.362,511.5,0.35220802
1156.2048,512,0.352406015
1159.0458,512.5,0.353345865
1161.8922,513,0.353676692
1164.7404,513.5,0.353954887
1167.5874,514,0.352548872
1170.4194,514.5,0.353867168
1173.2664,515,0.353243108
1176.1152,515.5,0.352551378
1178.964,516,0.356087719
1181.8188,516.5,0.356303258
1184.6718,517,0.355122807
1187.5212,517.5,0.355461153
1190.3694,518,0.354458647
1193.2038,518.5,0.354619048
1196.028,519,0.35375188
1198.8702,519.5,0.355636591
1201.7118,520,0.356786967
1204.5594,520.5,0.356293233
1207.4274,521,0.356328321
1210.2864,521.5,0.355654135
1213.1424,522,0.355897243
1215.9774,522.5,0.357884712
1218.819,523,0.355516291
1221.6702,523.5,0.356215539
1224.519,524,0.355982456
1227.3606,524.5,0.356481203
1230.2238,525,0.357837093
1233.0756,525.5,0.359185464
1235.922,526,0.356749373
1238.7642,526.5,0.358471178
1241.6064,527,0.358711779
1244.4564,527.5,0.357834586
1247.295,528,0.358907268
1250.151,528.5,0.358548872
1253.007,529,0.358378446
1255.8444,529.5,0.359894737
1258.6962,530,0.358992481
1261.5324,530.5,0.359719298
1264.3764,531,0.361774436
1267.2342,531.5,0.359869674
1270.0854,532,0.359942356
1272.9378,532.5,0.360448622
1275.7854,533,0.359132832
1278.6276,533.5,0.360942356
1281.4848,534,0.361213033
1284.336,534.5,0.36045614
1287.1734,535,0.360899749
1290.0366,535.5,0.359756892
1292.88,536,0.361478697
1295.7234,536.5,0.361120301
1298.5782,537,0.362802005
1301.4324,537.5,0.363483709
1304.289,538,0.362451128
1307.1462,538.5,0.362578947
1309.9944,539,0.360834586
1312.8486,539.5,0.36116792
1315.6998,540,0.360646617
1318.554,540.5,0.362155388
1321.4022,541,0.361
1324.251,541.5,0.36241604
1327.1028,542,0.36135589
1329.9486,542.5,0.362250627
1332.7962,543,0.360458647
1335.6444,543.5,0.361874687
1338.4938,544,0.360726817
1341.3432,544.5,0.358463659
1344.2022,545,0.359077694
1347.0576,545.5,0.359503759
1349.9178,546,0.362443609
1352.7774,546.5,0.35835589
1355.6328,547,0.358827068
1358.4942,547.5,0.359122807
1361.343,548,0.35787218
1364.1852,548.5,0.358263158
1367.0232,549,0.358972431
1369.8768,549.5,0.356761905
1372.7268,550,0.357102757
1375.6014,550.5,0.358616541
1378.4814,551,0.356621554
1381.3494,551.5,0.356137845
1384.2078,552,0.356295739
1387.0584,552.5,0.355882206
1389.9144,553,0.358478697
1392.7734,553.5,0.357441103
1395.6306,554,0.357466165
1398.4902,554.5,0.357192982
1401.351,555,0.358651629
1404.2124,555.5,0.358200501
1407.0702,556,0.358431078
1409.9262,556.5,0.359270677
1412.781,557,0.359686717
1415.634,557.5,0.359716792
1418.4828,558,0.360122807
1421.3322,558.5,0.359320802
1424.1972,559,0.360328321
1427.049,559.5,0.359962406
1429.9092,560,0.358701754
1432.7682,560.5,0.360343358
1435.6176,561,0.359581454
1438.4778,561.5,0.360283208
1441.3446,562,0.361105263
1444.203,562.5,0.361972431
1447.074,563,0.361919799
1449.9366,563.5,0.362466165
1452.7878,564,0.362042607
1455.6438,564.5,0.36202005
1458.5028,565,0.364984962
1461.3576,565.5,0.36306015
1464.2262,566,0.3669599
1467.0894,566.5,0.367220551
1469.937,567,0.365047619
1472.8002,567.5,0.365057644
1475.6616,568,0.36735589
1478.5182,568.5,0.367571429
1481.376,569,0.369769424
1484.2434,569.5,0.3689599
1487.097,570,0.37020802
1489.959,570.5,0.372706767
1492.8336,571,0.374200501
1495.7028,571.5,0.372654135
1498.5708,572,0.373
1501.4118,572.5,0.374042607
1504.26,573,0.375666667
1507.11,573.5,0.377914787
1509.9702,574,0.37806015
1512.8424,574.5,0.379070175
1515.7308,575,0.379593985
1518.6066,575.5,0.3799599
1521.4758,576,0.382065163
1524.336,576.5,0.382230576
1527.1968,577,0.384989975
1530.0606,577.5,0.381498747
1532.9208,578,0.386233083
1535.7954,578.5,0.386265664
1538.6694,579,0.387646617
1541.544,579.5,0.388045113
1544.415,580,0.389125313
1547.2812,580.5,0.39124812
1550.1546,581,0.391952381
1553.0166,581.5,0.394085213
1555.8882,582,0.3969599
1558.7718,582.5,0.39785213
1561.6566,583,0.400822055
1564.5348,583.5,0.400859649
1567.4118,584,0.402862155
1570.26,584.5,0.4060401
1573.134,585,0.407192982
1576.0074,585.5,0.410270677
1578.8856,586,0.41097995
1581.7902,586.5,0.411711779
1584.6618,587,0.414654135
1587.5292,587.5,0.418032581
1590.4116,588,0.418606516
1593.2952,588.5,0.418774436
1596.177,589,0.420340852
1599.0774,589.5,0.421982456
1601.9508,590,0.424050125
1604.8308,590.5,0.427774436
1607.712,591,0.428015038
1610.5794,591.5,0.429280702
1613.4516,592,0.430488722
1616.3346,592.5,0.433944862
1619.2056,593,0.435390977
1622.0832,593.5,0.438541353
1624.9764,594,0.438448622
1627.8234,594.5,0.440310777
1630.7076,595,0.441325815
1633.5834,595.5,0.444157895
1636.4718,596,0.445358396
1639.3704,596.5,0.448566416
1642.2666,597,0.449719298
1645.1442,597.5,0.450411028
1648.0272,598,0.450122807
1650.8946,598.5,0.452666667
1653.774,599,0.454909774
1656.6546,599.5,0.456421053
1659.5328,600,0.456077694
1662.4248,600.5,0.457195489
1665.3,601,0.458320802
1668.1854,601.5,0.461764411
1671.0708,602,0.462077694
1673.9538,602.5,0.462721805
1676.8356,603,0.465388471
1679.7054,603.5,0.467115288
1682.5812,604,0.468110276
1685.4618,604.5,0.470398496
1688.3472,605,0.471092732
1691.2266,605.5,0.474165414
1694.1108,606,0.474984962
1696.9824,606.5,0.47724812
1699.8708,607,0.47781203
1702.7466,607.5,0.47724812
1705.6092,608,0.479260652
1708.4778,608.5,0.483388471
1711.3626,609,0.485478697
1714.2342,609.5,0.485238095
1717.1376,610,0.487067669
1720.0488,610.5,0.490411028
1722.9384,611,0.491310777
1725.84,611.5,0.492065163
1728.7398,612,0.496293233
1731.6258,612.5,0.49520802
1734.5088,613,0.498508772
1737.3924,613.5,0.500177945
1740.2778,614,0.500972431
1743.1554,614.5,0.504025063
1746.0456,615,0.507518797
1748.9352,615.5,0.50741604
1751.823,616,0.51
1754.7102,616.5,0.512804511
1757.613,617,0.515967419
1760.5116,617.5,0.519498747
1763.406,618,0.52060401
1766.3166,618.5,0.523112782
1769.2194,619,0.52760401
1772.1264,619.5,0.530042607
1775.022,620,0.53466416
1777.9194,620.5,0.538593985
1780.8,621,0.541421053
1783.6908,621.5,0.542438596
1786.59,622,0.549162907
1789.4856,622.5,0.552609023
1792.3866,623,0.556809524
1795.296,623.5,0.560912281
1798.2066,624,0.56422807
1801.1154,624.5,0.569458647
1804.0254,625,0.57222807
1806.9306,625.5,0.576989975
1809.8328,626,0.581794486
1812.7332,626.5,0.588854637
1815.636,627,0.592611529
1818.5454,627.5,0.59847619
1821.4494,628,0.601310777
1824.3582,628.5,0.605203008
1827.2694,629,0.609601504
1830.1704,629.5,0.616177945
1833.0798,630,0.619609023
1835.9856,630.5,0.627203008
1838.8938,631,0.630719298
1841.8134,631.5,0.639626566
1844.7306,632,0.644468672
1847.6412,632.5,0.648804511
1850.5566,633,0.653962406
1853.4624,633.5,0.66002005
1856.3718,634,0.666744361
1859.2872,634.5,0.673055138
1862.2032,635,0.677065163
1865.1252,635.5,0.682162907
1868.0454,636,0.68922807
1870.965,636.5,0.694834586
1873.8864,637,0.697258145
1876.788,637.5,0.701180451
1879.6668,638,0.705551378
1882.5654,638.5,0.707802005
1885.4736,639,0.708706767
1888.3764,639.5,0.71383208
1891.305,640,0.714598997
1894.2318,640.5,0.718558897
1897.128,641,0.719328321
1900.026,641.5,0.721656642
1902.9432,642,0.72022807
1905.8538,642.5,0.719027569
1908.7656,643,0.718949875
1911.6792,643.5,0.717005013
1914.5766,644,0.714734336
1917.4674,644.5,0.710105263
1920.3594,645,0.705932331
1923.2508,645.5,0.700330827
1926.1398,646,0.693849624
1929.0264,646.5,0.686568922
1931.916,647,0.67885213
1934.796,647.5,0.669305764
1937.6688,648,0.6589599
1940.5542,648.5,0.65020802
1943.4306,649,0.635431078
1946.3106,649.5,0.622513784
1949.193,650,0.605679198
1952.0496,650.5,0.590498747
1954.9074,651,0.570140351
1957.767,651.5,0.553343358
1960.6194,652,0.536120301
1963.4856,652.5,0.515042607
1966.3446,653,0.493636591
1969.1832,653.5,0.472704261
1972.0326,654,0.450120301
1974.8766,654.5,0.426421053
1977.7218,655,0.402157895
1980.5694,655.5,0.379160401
1983.417,656,0.352822055
1986.2628,656.5,0.327967419
1989.1086,657,0.30516792
1991.9544,657.5,0.28364411
1994.8248,658,0.257220551
1997.676,658.5,0.23460401
2000.526,659,0.212766917
2003.3838,659.5,0.192117794
2006.2458,660,0.169418546
2009.112,660.5,0.150651629
2011.9764,661,0.130175439
2014.8486,661.5,0.112824561
2017.7202,662,0.096115288
2020.5894,662.5,0.082541353
2023.464,663,0.067952381
2026.3416,663.5,0.056578947
2029.2276,664,0.045804511
2032.1172,664.5,0.034639098
2035.0104,665,0.029223058
2037.906,665.5,0.021314732
2040.8106,666,0.014161216
2043.7146,666.5,0.00566109
2046.6186,667,0.004217258
2049.5226,667.5,-0.002962794
2052.4278,668,-0.004287566
2055.3312,668.5,-0.008867842
2058.24,669,-0.011494165
2061.1566,669.5,-0.014089647
2064.0792,670,-1.65E-02
2066.988,670.5,-1.67E-02
2069.901,671,-2.02E-02
2072.8122,671.5,-2.08E-02
2075.721,672,-2.25E-02
2078.6442,672.5,-2.39E-02
2081.5608,673,-2.77E-02
2084.4738,673.5,-2.57E-02
2087.3952,674,-2.90E-02
2090.316,674.5,-3.09E-02
2093.2386,675,-3.03E-02
2096.1732,675.5,-3.22E-02
2099.0976,676,-3.34E-02
2102.0184,676.5,-3.36E-02
2104.9416,677,-3.61E-02
2107.8588,677.5,-4.01E-02
2110.7778,678,-4.00E-02
2113.7034,678.5,-3.83E-02
2116.6248,679,-4.11E-02
2119.5462,679.5,-4.39E-02
2122.473,680,-4.50E-02
2125.4082,680.5,-4.62E-02
2128.341,681,-4.80E-02
2131.266,681.5,-5.01E-02
2134.194,682,-5.31E-02
2137.1166,682.5,-5.22E-02
2140.0368,683,-5.41E-02
2142.9522,683.5,-5.76E-02
2145.8772,684,-5.79E-02
2148.8058,684.5,-5.81E-02
2151.723,685,-6.09E-02
2154.651,685.5,-6.00E-02
2157.5748,686,-0.062964912
2160.4908,686.5,-0.064568922
2163.4158,687,-0.065972431
2166.3366,687.5,-0.068924812
2169.2556,688,-0.068541353
2172.189,688.5,-0.069829574
2175.1122,689,-0.071726817
2178.0336,689.5,-0.073709273
2180.9604,690,-0.075310777
2183.8854,690.5,-0.076626566
2186.8122,691,-0.077684211
2189.7354,691.5,-0.079360902
2192.6706,692,-0.080776942
2195.5806,692.5,-0.083488722
2198.4972,693,-0.083879699
2201.436,693.5,-0.086907268
2204.3694,694,-0.08797995
2207.3094,694.5,-0.089238095
2210.256,695,-0.089857143
2213.19,695.5,-0.090656642
2216.1228,696,-0.088651629
2219.0568,696.5,-0.091503759
2221.9746,697,-0.090385965
2224.911,697.5,-0.093120301
2227.845,698,-0.096578947
2230.776,698.5,-0.095924812
2233.7202,699,-0.098067669
2236.6494,699.5,-0.098568922
2239.578,700,-0.099571429
2242.512,700.5,-0.099596491
2245.4562,701,-0.099548872
2248.3974,701.5,-0.101724311
2251.344,702,-0.101062657
2254.2876,702.5,-0.103097744
2257.2294,703,-0.101010025
2260.1718,703.5,-0.103255639
2263.1178,704,-0.103511278
2266.0626,704.5,-0.104380952
2269.0146,705,-0.105862155
2271.9588,705.5,-0.104899749
2274.9042,706,-0.106556391
2277.855,706.5,-0.107423559
2280.7986,707,-0.105195489
2283.7542,707.5,-0.106280702
2286.7026,708,-0.105573935
2289.6444,708.5,-0.107837093
2292.585,709,-0.105819549
2295.5286,709.5,-0.107784461
2298.4704,710,-0.10775188
2301.4092,710.5,-0.107654135
2304.3624,711,-0.107130326
2307.2982,711.5,-0.105761905
2310.237,712,-0.105656642
2313.1806,712.5,-0.103759398
2316.1194,713,-0.101974937
2319.0612,713.5,-0.102982456
2322.0024,714,-0.104005013
2324.928,714.5,-0.102619048
2327.8554,715,-0.102017544
2330.8014,715.5,-0.101177945
2333.748,716,-0.099907268
2336.6982,716.5,-0.097746867
2339.6406,717,-0.096969925
2342.5836,717.5,-0.095388471
2345.5266,718,-0.094508772
2348.4678,718.5,-0.094463659
2351.421,719,-0.094709273
2354.3742,719.5,-0.092689223
2357.3148,720,-0.092491228
2360.2554,720.5,-0.089498747
2363.2104,721,-0.089736842
2366.1672,721.5,-0.090506266
2369.1246,722,-0.088401003
2372.1048,722.5,-0.088774436
2375.0616,723,-0.08639599
2378.0142,723.5,-0.081849624
2380.956,724,-0.081809524
2383.9104,724.5,-0.082754386
2386.8582,725,-0.079338346
2389.8018,725.5,-0.080649123
2392.7592,726,-0.079380952
2395.7022,726.5,-0.07781203
2398.6632,727,-0.077238095
2401.6254,727.5,-0.077045113
2404.584,728,-0.075501253
2407.5126,728.5,-0.073591479
2410.4556,729,-0.070689223
2413.4028,729.5,-7.17E-02
2416.3464,730,-6.86E-02
2419.32,730.5,-6.86E-02
2422.2846,731,-6.79E-02
2425.2252,731.5,-6.52E-02
2428.1874,732,-6.38E-02
2431.14,732.5,-6.35E-02
2434.0896,733,-6.26E-02
2437.0542,733.5,-6.30E-02
2440.0098,734,-6.11E-02
2442.951,734.5,-5.93E-02
2445.8958,735,-5.90E-02
2448.858,735.5,-5.67E-02
2451.8256,736,-5.55E-02
2454.7944,736.5,-5.40E-02
2457.7704,737,-5.15E-02
2460.72,737.5,-5.31E-02
2463.6726,738,-5.20E-02
2466.6354,738.5,-5.27E-02
2469.5736,739,-5.15E-02
2472.531,739.5,-5.09E-02
2475.4896,740,-4.99E-02
2478.4368,740.5,-4.96E-02
2481.4122,741,-5.03E-02
2484.3864,741.5,-4.54E-02
2487.3528,742,-4.83E-02
2490.3144,742.5,-4.40E-02
2493.2862,743,-4.26E-02
2496.246,743.5,-4.34E-02
2499.2118,744,-4.25E-02
2502.189,744.5,-4.12E-02
2505.1506,745,-3.94E-02
2508.1254,745.5,-3.94E-02
2511.0876,746,-3.91E-02
2514.0504,746.5,-3.94E-02
2517.0192,747,-3.75E-02
2519.979,747.5,-3.72E-02
2522.9424,748,-3.49E-02
2525.9082,748.5,-3.47E-02
2528.874,749,-3.44E-02
2531.8404,749.5,-3.26E-02
2534.8164,750,-3.31E-02
2537.79,750.5,-3.27E-02
2540.7606,751,-3.22E-02
2543.7276,751.5,-3.14E-02
2546.6916,752,-3.06E-02
2549.6604,752.5,-2.81E-02
2552.6274,753,-2.95E-02
2555.5932,753.5,-2.97E-02
2558.5308,754,-3.22E-02
2561.4852,754.5,-2.83E-02
2564.4516,755,-2.86E-02
2567.4174,755.5,-2.88E-02
2570.406,756,-2.88E-02
2573.3784,756.5,-3.00E-02
2576.3472,757,-0.028308271
2579.316,757.5,-2.76E-02
2582.2794,758,-3.03E-02
2585.2584,758.5,-2.78E-02
2588.226,759,-2.81E-02
2591.1912,759.5,-2.66E-02
2594.1354,760,-2.80E-02
2597.0976,760.5,-2.77E-02
2600.0634,761,-2.76E-02
2603.0364,761.5,-0.027082707
2606.025,762,-2.60E-02
2608.9986,762.5,-2.74E-02
2611.956,763,-0.025385965
2614.9104,763.5,-2.52E-02
2617.869,764,-0.024430263
2620.8324,764.5,-0.024901323
2623.7958,765,-0.024186321
2626.7574,765.5,-2.42E-02
2629.7244,766,-0.028072682
2632.6836,766.5,-0.029669173
2635.6506,767,-0.02797995
2638.6164,767.5,-2.69E-02
2641.5894,768,-0.026032581
2644.5606,768.5,-2.94E-02
2647.5288,769,-0.029551378
2650.4982,769.5,-2.77E-02
2653.4646,770,-0.02677193
2656.425,770.5,-0.028160401
2659.3938,771,-0.028182957
2662.3554,771.5,-0.026122807
2665.317,772,-0.02752381
2668.2942,772.5,-0.02593985
2671.2702,773,-0.025160401
2674.2468,773.5,-0.02514787
2677.2294,774,-0.024155125
2680.1976,774.5,-0.02383517
2683.173,775,-0.023945912
2686.1472,775.5,-0.022953491
2689.1274,776,-0.025283208
2692.1028,776.5,-0.024013679
2695.0764,777,-0.023014063
2698.0614,777.5,-2.08E-02
2701.032,778,-0.020946815
2703.9924,778.5,-0.022477451
2706.9612,779,-2.16E-02
2709.9246,779.5,-2.20E-02
2712.888,780,-2.05E-02
2715.8532,780.5,-2.29E-02
2718.8286,781,-0.024066143
2721.7956,781.5,-2.47E-02
2724.765,782,-0.02221608
2727.7428,782.5,-2.37E-02
2730.7152,783,-2.69E-02
2733.6768,783.5,-2.40E-02
2736.6474,784,-0.02426313
2739.6192,784.5,-0.022398291
2742.5964,785,-0.023018211
2745.5748,785.5,-2.35E-02
2748.546,786,-2.03E-02
2751.519,786.5,-2.22E-02
2754.474,787,-2.27E-02
2757.426,787.5,-2.31E-02
2760.393,788,-2.20E-02
2763.3564,788.5,-2.32E-02
2766.3258,789,-2.48E-02
2769.321,789.5,-2.04E-02
2772.297,790,-2.16E-02
2775.276,790.5,-2.15E-02
2778.2556,791,-2.22E-02
2781.2376,791.5,-2.10E-02
2784.2148,792,-2.24E-02
2787.2046,792.5,-2.17E-02
2790.1896,793,-1.77E-02
