wavenumber (cm-1),reflectivity (-)
600.0,0.231
601.0,0.23
602.0,0.229
603.0,0.229
604.0,0.228
605.0,0.228
606.0,0.228
607.0,0.228
608.0,0.228
609.0,0.229
610.0,0.229
611.0,0.23
612.0,0.23
613.0,0.23
614.0,0.229
615.0,0.229
616.0,0.229
617.0,0.229
618.0,0.229
619.0,0.229
620.0,0.229
621.0,0.23
622.0,0.23
623.0,0.229
624.0,0.229
625.0,0.229
626.0,0.229
627.0,0.229
628.0,0.229
629.0,0.23
630.0,0.229
631.0,0.229
632.0,0.229
633.0,0.229
634.0,0.23
635.0,0.23
636.0,0.231
637.0,0.231
638.0,0.231
639.0,0.231
640.0,0.231
641.0,0.231
642.0,0.232
643.0,0.232
644.0,0.233
645.0,0.234
646.0,0.235
647.0,0.236
648.0,0.236
649.0,0.235
650.0,0.234
651.0,0.233
652.0,0.231
653.0,0.231
654.0,0.231
655.0,0.231
656.0,0.232
657.0,0.232
658.0,0.232
659.0,0.232
660.0,0.232
661.0,0.231
662.0,0.231
663.0,0.231
664.0,0.231
665.0,0.232
666.0,0.234
667.0,0.236
668.0,0.237
669.0,0.236
670.0,0.235
671.0,0.233
672.0,0.232
673.0,0.231
674.0,0.231
675.0,0.232
676.0,0.232
677.0,0.232
678.0,0.233
679.0,0.233
680.0,0.232
681.0,0.232
682.0,0.232
683.0,0.231
684.0,0.231
685.0,0.23
686.0,0.23
687.0,0.229
688.0,0.229
689.0,0.229
690.0,0.229
691.0,0.23
692.0,0.23
693.0,0.23
694.0,0.229
695.0,0.229
696.0,0.228
697.0,0.228
698.0,0.227
699.0,0.227
700.0,0.227
701.0,0.226
702.0,0.226
703.0,0.226
704.0,0.225
705.0,0.225
706.0,0.225
707.0,0.225
708.0,0.224
709.0,0.224
710.0,0.223
711.0,0.223
712.0,0.223
713.0,0.222
714.0,0.222
715.0,0.221
716.0,0.221
717.0,0.221
718.0,0.221
719.0,0.22
720.0,0.22
721.0,0.22
722.0,0.22
723.0,0.219
724.0,0.219
725.0,0.218
726.0,0.218
727.0,0.217
728.0,0.217
729.0,0.216
730.0,0.216
731.0,0.215
732.0,0.214
733.0,0.213
734.0,0.212
735.0,0.211
736.0,0.209
737.0,0.208
738.0,0.207
739.0,0.206
740.0,0.205
741.0,0.204
742.0,0.202
743.0,0.2
744.0,0.199
745.0,0.198
746.0,0.197
747.0,0.197
748.0,0.196
749.0,0.196
750.0,0.195
751.0,0.194
752.0,0.194
753.0,0.193
754.0,0.193
755.0,0.192
756.0,0.192
757.0,0.192
758.0,0.191
759.0,0.191
760.0,0.19
761.0,0.19
762.0,0.19
763.0,0.191
764.0,0.191
765.0,0.191
766.0,0.192
767.0,0.193
768.0,0.193
769.0,0.193
770.0,0.194
771.0,0.194
772.0,0.194
773.0,0.194
774.0,0.194
775.0,0.194
776.0,0.194
777.0,0.193
778.0,0.193
779.0,0.193
780.0,0.193
781.0,0.193
782.0,0.192
783.0,0.192
784.0,0.191
785.0,0.191
786.0,0.191
787.0,0.191
788.0,0.19
789.0,0.19
790.0,0.189
791.0,0.189
792.0,0.188
793.0,0.188
794.0,0.187
795.0,0.187
796.0,0.187
797.0,0.186
798.0,0.185
799.0,0.185
800.0,0.184
801.0,0.184
802.0,0.183
803.0,0.183
804.0,0.182
805.0,0.182
806.0,0.181
807.0,0.18
808.0,0.18
809.0,0.179
810.0,0.179
811.0,0.178
812.0,0.178
813.0,0.178
814.0,0.178
815.0,0.178
816.0,0.178
817.0,0.177
818.0,0.177
819.0,0.176
820.0,0.176
821.0,0.176
822.0,0.176
823.0,0.176
824.0,0.176
825.0,0.176
826.0,0.176
827.0,0.176
828.0,0.176
829.0,0.176
830.0,0.176
831.0,0.176
832.0,0.176
833.0,0.176
834.0,0.177
835.0,0.177
836.0,0.178
837.0,0.178
838.0,0.179
839.0,0.179
840.0,0.18
841.0,0.18
842.0,0.181
843.0,0.182
844.0,0.183
845.0,0.184
846.0,0.185
847.0,0.186
848.0,0.186
849.0,0.186
850.0,0.187
851.0,0.187
852.0,0.188
853.0,0.188
854.0,0.188
855.0,0.188
