Time (s),Mass (g),HRR (kW/m2)
0,86.22,1.4
1,86.4,1.9
2,86.59,2.3
3,86.52,2.6
4,86.5,3.2
5,86.54,4
6,86.51,5.3
7,86.53,6.8
8,86.49,8
9,86.49,9
10,86.49,9.3
11,86.48,9.7
12,86.46,9.5
13,86.44,9.3
14,86.38,9.1
15,86.37,9.1
16,86.36,9.1
17,86.35,9
18,86.34,9.3
19,86.33,9.6
20,86.32,9.8
21,86.32,9.9
22,86.32,10
23,86.3,9.3
24,86.3,8.7
25,86.3,8.4
26,86.34,7.8
27,86.32,7.3
28,86.31,5.9
29,86.3,5
30,86.29,4.1
31,86.28,3.1
32,86.27,2.4
33,86.27,1.9
34,86.25,1.1
35,86.25,0.6
36,86.24,0.2
37,86.23,-0.1
38,86.22,-0.2
39,86.21,-0.4
40,86.21,-0.4
41,86.19,-0.5
42,86.18,-0.5
43,86.17,-0.5
44,86.16,-0.5
45,86.16,-0.6
46,86.15,-0.6
47,86.14,-0.6
48,86.13,-0.9
49,86.12,-1.2
50,86.11,-1.4
51,86.07,-1.3
52,86.05,-1.2
53,86.03,-1.1
54,86.01,-1.1
55,85.98,-1
56,85.97,-0.8
57,85.94,-0.7
58,85.95,-0.7
59,85.93,-0.6
60,85.92,-0.6
61,85.9,-0.6
62,85.89,-0.6
63,85.88,-0.5
64,85.87,-0.5
65,85.86,-0.5
66,85.89,-0.5
67,85.93,-0.5
68,85.93,-0.5
69,85.9,-0.5
70,85.88,-0.5
71,85.87,-0.5
72,85.86,-0.5
73,85.85,-0.5
74,85.84,-0.8
75,85.82,-1.1
76,85.81,-1.3
77,85.8,-1.2
78,85.75,-0.9
79,85.71,-0.8
80,85.75,-0.7
81,85.74,-1
82,85.72,-1.3
83,85.66,-1.4
84,85.59,-1.5
85,85.52,-1.5
86,85.46,-1.5
87,85.31,-1.6
88,85.2,-1.5
89,85.07,-1.1
90,84.97,-0.9
91,84.88,-0.6
92,84.79,0.5
93,84.66,2.6
94,84.65,7.2
95,84.53,10.9
96,84.43,20.3
97,84.31,31.3
98,84.25,52.3
99,84.16,65.7
100,84.07,86.5
101,83.97,103.1
102,83.87,118.2
103,83.78,126.6
104,83.67,135.8
105,83.6,142.9
106,83.51,148
107,83.41,151.5
108,83.35,156.1
109,83.27,157
110,83.17,159.9
111,83.09,160.5
112,82.99,161.1
113,82.9,161.3
114,82.83,159
115,82.76,158.8
116,82.66,156.9
117,82.6,155.7
118,82.5,155.4
119,82.44,150.2
120,82.36,151
121,82.28,151.1
122,82.22,150.8
123,82.15,146.1
124,81.97,143.1
125,81.98,145.8
126,81.93,141.3
127,81.78,138.5
128,81.74,134.6
129,81.63,135.7
130,81.56,133
131,81.48,131.1
132,81.41,131.3
133,81.34,128.6
134,81.26,128.5
135,81.19,126.5
136,81.12,123.9
137,81.1,123
138,81.03,120.4
139,80.97,119.6
140,80.92,120.1
141,80.85,118.9
142,80.8,120.3
143,80.74,120.2
144,80.69,116
145,80.6,115.6
146,80.55,115.3
147,80.51,114.2
148,80.45,111.6
149,80.39,109.4
150,80.32,108.6
151,80.26,107.4
152,80.2,103.3
153,80.14,103.1
154,80.08,101.9
155,80.02,101.5
156,79.96,100.6
157,79.92,100.4
158,79.86,100.7
159,79.81,98.9
160,79.75,97.7
161,79.69,96.6
162,79.4,95.7
163,79.53,95.2
164,79.56,93.5
165,79.53,92.3
166,79.45,92.5
167,79.39,92
168,79.35,89.9
169,79.28,88.1
170,79.23,89
171,79.09,87.5
172,79.02,85.7
173,78.99,85.1
174,78.95,84.2
175,78.89,82
176,78.86,84
177,78.81,81.5
178,78.76,81.9
179,78.71,81.6
180,78.75,81.2
181,78.7,80.9
182,78.66,80
183,78.6,79.1
184,78.57,79.6
185,78.52,78
186,78.47,78.1
187,78.44,76.8
188,78.39,76.9
189,78.35,76.3
190,78.3,76.4
191,78.25,76
192,78.22,74.8
193,78.17,74.9
194,78.12,73.2
195,78.08,72.2
196,78.03,71.9
197,77.99,72.1
198,77.95,70.5
199,77.91,70.4
200,77.87,68.3
201,77.84,69.4
202,77.78,69.6
203,77.75,69.5
204,77.71,68.1
205,77.65,67.2
206,77.63,68
207,77.56,67.5
208,77.51,67.3
209,77.4,65.4
210,77.36,65.9
211,77.32,66.5
212,77.29,65.3
213,77.24,65.8
214,77.21,64.6
215,77.18,63
216,77.13,63.3
217,77.17,62.9
218,77.14,62.6
219,77.1,62.5
220,77.06,62.6
221,77.03,62
222,76.98,61.9
223,76.95,61.5
224,76.89,62.4
225,76.87,61.9
226,76.82,62.4
227,76.8,60.5
228,76.74,61.3
229,76.72,60.8
230,76.67,61
231,76.62,61.4
232,76.59,61
233,76.54,60.1
234,76.52,60.4
235,76.47,61
236,76.44,61.3
237,76.38,60.6
238,76.36,59
239,76.34,59.5
240,76.29,60
241,76.24,58.4
242,76.21,58.9
243,76.18,58.9
244,76.13,59.8
245,76.06,58.2
246,75.96,59.6
247,75.91,59
248,75.88,57.6
249,75.84,58.6
250,75.85,60.2
251,75.83,60
252,75.79,59.9
253,75.75,60.5
254,75.69,59.7
255,75.68,59.6
256,75.63,60.6
257,75.59,58.9
258,75.59,59.8
259,75.56,58.5
260,75.53,59
261,75.49,59
262,75.46,59.5
263,75.41,57.9
264,75.37,57.4
265,75.33,57.7
266,75.28,56.7
267,75.25,58
268,75.21,56.7
269,75.16,57.1
270,75.12,58.2
271,75.09,59.1
272,75.07,57.3
273,75.02,58.8
274,74.98,59
275,74.95,58.1
276,74.93,58.9
277,74.88,58.5
278,74.84,57.9
279,74.8,59.1
280,74.68,58.5
281,74.64,57.7
282,74.59,57.4
283,74.55,57.6
284,74.52,58.4
285,74.48,58.2
286,74.44,60.3
287,74.45,60.8
288,74.42,61.2
289,74.39,61.8
290,74.37,62.2
291,74.34,63.4
292,74.29,62.8
293,74.27,62.7
294,74.24,63.1
295,74.19,63.3
296,74.14,63.7
297,74.12,63.5
298,74.09,60.6
299,74.05,61.1
300,74.01,60.2
301,73.96,59.4
302,73.93,59.3
303,73.87,59.2
304,73.85,59.9
305,73.8,60.1
306,73.77,60
307,73.74,59.7
308,73.7,60.4
309,73.66,58.4
310,73.64,60.1
311,73.58,59.9
312,73.56,59.3
313,73.53,59
314,73.49,58.2
315,73.45,57.3
316,73.39,55.7
317,73.36,55.6
318,73.32,54.9
319,73.2,54.6
320,73.16,54
321,73.13,53.5
322,73.09,54.2
323,73.04,54.2
324,73.01,54.7
325,73.03,55.4
326,73.01,55.9
327,72.98,56.2
328,72.95,55.6
329,72.92,55.5
330,72.86,55.8
331,72.84,56.1
332,72.81,55.6
333,72.77,55.6
334,72.73,55.3
335,72.7,55.1
336,72.66,54.9
337,72.62,54.3
338,72.58,53.3
339,72.54,54.4
340,72.51,53.7
341,72.47,53.2
342,72.43,52.5
343,72.4,52.8
344,72.36,52.8
345,72.33,52.2
346,72.29,51.9
347,72.25,52.6
348,72.2,52.8
349,72.18,53.5
350,72.14,52.2
351,72.11,52.9
352,72.07,52
353,72.03,52
354,71.99,51.2
355,71.94,52
356,71.84,51.5
357,71.8,51.8
358,71.77,51.8
359,71.72,52.2
360,71.68,52.3
361,71.64,52
362,71.61,53.5
363,71.58,51.8
364,71.53,52.4
365,71.56,52.9
366,71.54,53
367,71.5,53.5
368,71.46,53.6
369,71.42,53.5
370,71.38,52.8
371,71.37,53.3
372,71.33,51.8
373,71.28,53.1
374,71.25,54.3
375,71.21,54.4
376,71.19,53.8
377,71.14,53.1
378,71.11,53.3
379,71.08,53.4
380,71.04,52.7
381,71,52.3
382,70.95,54.3
383,70.92,53.2
384,70.87,53.4
385,70.84,54.5
386,70.79,55.2
387,70.75,55.5
388,70.72,56.6
389,70.69,55.8
390,70.65,57.2
391,70.62,58.2
392,70.51,58
393,70.46,58.4
394,70.42,58.3
395,70.38,58.3
396,70.34,57.2
397,70.29,56.9
398,70.28,57.2
399,70.23,56.8
400,70.19,55.9
401,70.21,56.6
402,70.19,54.9
403,70.17,55
404,70.14,54.5
405,70.1,55.2
406,70.06,54.8
407,70.03,54.6
408,69.99,53.7
409,69.96,55.8
410,69.92,55.1
411,69.88,55.2
412,69.83,54.6
413,69.8,54.6
414,69.77,54.5
415,69.73,54.4
416,69.68,54.3
417,69.63,54.8
418,69.59,53.8
419,69.56,53.4
420,69.51,54.3
421,69.5,53.5
422,69.46,54.2
423,69.43,53
424,69.4,53.4
425,69.35,53.5
426,69.33,53.8
427,69.28,52.8
428,69.25,53.7
429,69.21,53.7
430,69.16,53.9
431,69.13,53.2
432,69.02,52.9
433,68.99,52.7
434,68.96,51.8
435,68.9,52.1
436,68.88,52.7
437,68.85,52
438,68.81,52.5
439,68.77,51.7
440,68.73,51.8
441,68.78,51.4
442,68.74,51.8
443,68.71,50.8
444,68.68,50.5
445,68.64,49.9
446,68.61,49.4
447,68.56,49.8
448,68.52,50.2
449,68.49,50.3
450,68.47,49.7
451,68.41,50.7
452,68.4,50.1
453,68.34,50.2
454,68.32,49.9
455,68.28,49.9
456,68.25,49.5
457,68.22,50
458,68.16,50.3
459,68.14,50.2
460,68.09,49.1
461,68.06,49.6
462,68,50.1
463,67.98,50.4
464,67.95,50.2
465,67.91,50.8
466,67.87,50.4
467,67.85,50.8
468,67.8,50.3
469,67.77,49.8
470,67.72,49.9
471,67.67,50.5
472,67.63,50.7
473,67.54,49.4
474,67.51,50.7
475,67.47,50.8
476,67.44,50.7
477,67.41,50.8
478,67.38,50.9
479,67.43,50.4
480,67.4,50.9
481,67.34,50.5
482,67.32,51
483,67.26,51.1
484,67.24,50.4
485,67.21,50.6
486,67.17,50.5
487,67.13,50.9
488,67.11,50.4
489,67.07,51.2
490,67.05,50.6
491,67.01,50.8
