Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0,324.5,3.9243,0.0157
40.33033091335282,325.0,3.923,0.0392
52.19190501014528,325.5,3.9244,0.0599
60.95663856866427,326.0,3.9248,0.0751
68.4356681540608,326.5,3.9241,0.0876
74.98776244336338,327.0,3.9227,0.099
81.0062385028044,327.5,3.9238,0.1082
86.597488228238,328.0,3.9231,0.1156
91.86932702984245,328.5,3.9241,0.1238
96.90412069277293,329.0,3.9249,0.1309
101.71298915446668,329.5,3.9229,0.1359
106.34127612523795,330.0,3.923,0.1439
110.87853872512011,330.5,3.9211,0.1481
115.30936701472321,331.0,3.9221,0.1533
119.62640406719278,331.5,3.9231,0.1577
123.83460101455219,332.0,3.9238,0.1612
127.94858297393114,332.5,3.9233,0.1669
131.96537598618798,333.0,3.9225,0.171
135.94351082781372,333.5,3.9226,0.1728
139.92476160353323,334.0,3.923,0.1762
143.89451779095583,334.5,3.9223,0.1794
147.80161129630585,335.0,3.9225,0.1816
151.61754716049302,335.5,3.9223,0.1839
155.4000703336155,336.0,3.9226,0.1871
159.1643024787528,336.5,3.9227,0.1883
162.9155324511594,337.0,3.9213,0.1913
166.64456113363886,337.5,3.9213,0.1937
170.31179254612164,338.0,3.9215,0.1953
173.95550010119172,338.5,3.9227,0.1964
177.58495304290312,339.0,3.9228,0.2001
181.17809373875693,339.5,3.9226,0.2027
184.7541326989248,340.0,3.921,0.2027
188.2981301915036,340.5,3.9219,0.2052
191.82018360435836,341.0,3.9227,0.2085
195.35077545489528,341.5,3.9216,0.2103
198.86227017832886,342.0,3.9222,0.212
202.32920108681452,342.5,3.9222,0.2139
205.7925276197843,343.0,3.9202,0.2138
209.22701346619434,343.5,3.9204,0.2162
212.64561125733272,344.0,3.9202,0.22
216.06989577674864,344.5,3.9203,0.2195
219.4848462534618,345.0,3.9188,0.2199
222.8872827187411,345.5,3.9202,0.222
226.26168197978927,346.0,3.9202,0.2239
229.62412996565016,346.5,3.9198,0.2268
232.95821471627048,347.0,3.9195,0.2295
236.28781683135944,347.5,3.9199,0.2297
239.61243335628785,348.0,3.9203,0.2304
242.91908019304648,348.5,3.9202,0.2333
246.21466065485222,349.0,3.9189,0.2341
249.49378784577985,349.5,3.9189,0.2372
252.75116555238142,350.0,3.9189,0.2382
256.00869760681405,350.5,3.9189,0.2405
259.25470891612446,351.0,3.9189,0.242
262.4991782959285,351.5,3.9189,0.2429
265.70911170844545,352.0,3.9188,0.2448
268.9270024163824,352.5,3.9186,0.2445
272.1506485075441,353.0,3.9175,0.2464
275.32604604858267,353.5,3.9188,0.249
278.56060282041716,354.0,3.9188,0.2491
281.7474999712417,354.5,3.9188,0.25
284.88509342741423,355.0,3.9188,0.2533
288.0416938827047,355.5,3.9176,0.2546
291.207124571202,356.0,3.9188,0.2559
294.36435976889805,356.5,3.9176,0.2559
297.5243098234525,357.0,3.9174,0.2569
300.70076227832186,357.5,3.9175,0.2578
303.82165127336464,358.0,3.9175,0.2605
306.94206513253727,358.5,3.9189,0.2594
310.08121939645883,359.0,3.9175,0.2605
313.18675103304673,359.5,3.9175,0.2615
316.2678746795267,360.0,3.9175,0.2629
319.3677520164699,360.5,3.9175,0.2626
322.451869648094,361.0,3.9175,0.2641
325.524164915335,361.5,3.9164,0.2649
328.5936362511513,362.0,3.9167,0.2638
331.6354081278708,362.5,3.9162,0.2657
334.6729084722049,363.0,3.9163,0.2674
337.7188907225679,363.5,3.9162,0.2683
340.78040701540846,364.0,3.9149,0.2675
343.82374884854045,364.5,3.9162,0.2671
346.8592708931154,365.0,3.9148,0.2682
349.8903403877212,365.5,3.9161,0.2693
352.89912182352646,366.0,3.9162,0.2685
355.9123091558807,366.5,3.9157,0.2705
358.90904644568,367.0,3.916,0.2701
361.9133277485862,367.5,3.9154,0.2697
364.9245824548009,368.0,3.9149,0.2708
367.89339995230495,368.5,3.9148,0.2711
370.89148790323674,369.0,3.9148,0.2719
373.87539828110283,369.5,3.915,0.2721
376.8505910301064,370.0,3.9149,0.2719
379.81813329882294,370.5,3.9148,0.273
382.78392974894444,371.0,3.9135,0.2736
385.7575625172568,371.5,3.9136,0.2724
388.72135340897097,372.0,3.9135,0.2719
391.68756658959853,372.5,3.9139,0.2719
394.6575826234099,373.0,3.9135,0.2722
397.6145570133747,373.5,3.9122,0.2723
400.57639947010136,374.0,3.9121,0.2731
403.5363050850286,374.5,3.912,0.2716
406.4657807961084,375.0,3.9133,0.2727
409.403482334281,375.5,3.9146,0.2718
412.35437323625274,376.0,3.9133,0.2718
415.292522245516,376.5,3.9133,0.2719
418.2542623869234,377.0,3.9147,0.2723
421.22853949875844,377.5,3.9145,0.274
424.1727782137715,378.0,3.9133,0.2729
427.1029775824044,378.5,3.9133,0.2733
430.0223192273171,379.0,3.9133,0.2752
432.94353089179896,379.5,3.912,0.2749
435.8439922620708,380.0,3.912,0.2736
438.75307669577035,380.5,3.9133,0.2731
441.6775860020594,381.0,3.9131,0.2759
444.60085121499776,381.5,3.9134,0.2753
447.5271653913147,382.0,3.9119,0.2756
450.4394140749852,382.5,3.912,0.2752
453.3637167712045,383.0,3.912,0.2735
456.2690785748136,383.5,3.9134,0.276
459.1767984406589,384.0,3.9131,0.2741
462.09247583991305,384.5,3.9133,0.2752
464.9940073890738,385.0,3.9134,0.2741
467.9011949724574,385.5,3.9121,0.2764
470.8117654035384,386.0,3.9133,0.2738
473.7115216424868,386.5,3.9134,0.2744
476.59992263778423,387.0,3.9125,0.2733
479.4968423035539,387.5,3.9121,0.275
482.3920420410332,388.0,3.913,0.2749
485.3189363902067,388.5,3.9122,0.276
488.24779827617334,389.0,3.9121,0.2772
491.18022541217647,389.5,3.9121,0.2758
494.10169220992316,390.0,3.9134,0.2767
497.0014825802666,390.5,3.9121,0.2763
499.89823327886216,391.0,3.9108,0.275
502.80467815033376,391.5,3.9092,0.2789
505.7089775563205,392.0,3.9092,0.2775
508.60617272540037,392.5,3.909,0.2776
511.51431640567546,393.0,3.9089,0.2775
514.4259024423487,393.5,3.9089,0.2775
517.3174373856208,394.0,3.9102,0.2774
520.2178153700547,394.5,3.9118,0.2774
523.1122941466108,395.0,3.9125,0.2784
525.9938021855245,395.5,3.9126,0.2773
528.8822383604829,396.0,3.9125,0.277
531.7716693016566,396.5,3.9112,0.2794
534.6510691419104,397.0,3.9126,0.2789
537.5322171820982,397.5,3.9115,0.2784
540.4116747458497,398.0,3.9112,0.2793
543.2867321496238,398.5,3.9112,0.2789
546.1627910782819,399.0,3.9126,0.2801
549.0412392261836,399.5,3.9125,0.2789
551.9242522916915,400.0,3.9113,0.2798
554.8031196909816,400.5,3.9113,0.2817
557.6773893893858,401.0,3.9116,0.2793
560.5574708206035,401.5,3.9113,0.2808
563.432868470291,402.0,3.9113,0.2831
566.3067451653561,402.5,3.9099,0.2832
569.1802180885585,403.0,3.9113,0.2845
572.052012944843,403.5,3.9112,0.2852
574.9085097467332,404.0,3.9112,0.2835
577.7683066718986,404.5,3.9103,0.2848
580.6297434003376,405.0,3.9099,0.2862
583.4837790352117,405.5,3.911,0.2863
586.350490057857,406.0,3.9112,0.2845
589.2199537278973,406.5,3.9099,0.2861
592.079580096216,407.0,3.9099,0.2859
594.94434573843,407.5,3.91,0.2874
597.8173930320562,408.0,3.9099,0.2888
600.6775153294338,408.5,3.9099,0.2885
603.5313609594587,409.0,3.9102,0.2892
606.3953102491159,409.5,3.9112,0.2895
609.2479653320935,410.0,3.9099,0.2886
612.1018412917856,410.5,3.9099,0.2894
614.9689839666578,411.0,3.9085,0.291
617.8300228245629,411.5,3.9084,0.2921
620.6850647763025,412.0,3.9108,0.2926
623.5544028088677,412.5,3.9108,0.2937
626.4083687050571,413.0,3.9108,0.2944
629.2558625563539,413.5,3.9108,0.2959
632.1054259962232,414.0,3.9111,0.2948
634.9421276546926,414.5,3.9103,0.2953
637.7794944579093,415.0,3.9109,0.2961
640.6275964205112,415.5,3.9111,0.2934
643.4766372685725,416.0,3.9111,0.2947
646.3207466596554,416.5,3.9098,0.2973
649.1689608424383,417.0,3.9111,0.2967
652.0143137915841,417.5,3.9098,0.2961
654.8574140022432,418.0,3.9098,0.2973
657.698365635829,418.5,3.9098,0.2987
660.5350696591615,419.0,3.9098,0.2988
663.3677438078493,419.5,3.9098,0.2987
666.216918409579,420.0,3.9095,0.2978
669.0531574835911,420.5,3.9098,0.2991
671.8971378220377,421.0,3.9098,0.2999
674.7591082377808,421.5,3.9085,0.3004
677.6044400011991,422.0,3.9085,0.3013
680.4574283204677,422.5,3.9095,0.302
683.2926892568597,423.0,3.9095,0.3014
686.12545498962,423.5,3.9095,0.3017
688.958980584761,424.0,3.9098,0.3036
691.7879007700149,424.5,3.9097,0.3041
694.6268082760002,425.0,3.9091,0.3042
697.4652217824804,425.5,3.9085,0.3052
700.3036057846994,426.0,3.9085,0.3064
703.1326455467639,426.5,3.9093,0.3067
705.9580952347667,427.0,3.9098,0.3085
708.7959888838369,427.5,3.9085,0.3068
711.6194554189952,428.0,3.9085,0.309
714.4591359152105,428.5,3.9085,0.3095
717.2988415204213,429.0,3.9085,0.3102
720.1428891264271,429.5,3.9085,0.3132
722.979024547837,430.0,3.9085,0.3136
725.8193253913141,430.5,3.9068,0.3129
728.6511883673589,431.0,3.9065,0.314
731.459724242387,431.5,3.9072,0.3135
734.2889090210487,432.0,3.9076,0.3148
737.1263320448508,432.5,3.9079,0.3144
739.9585082835268,433.0,3.9078,0.3161
742.7884626833028,433.5,3.9078,0.316
745.6083511568887,434.0,3.9068,0.3187
748.4215867058706,434.5,3.9068,0.3174
751.238599944349,435.0,3.9072,0.3201
754.0739922871214,435.5,3.9075,0.3209
756.9295593063086,436.0,3.9082,0.32
759.7811723969985,436.5,3.9082,0.3218
762.6073442933305,437.0,3.9078,0.3217
765.4362235082539,437.5,3.9065,0.3204
768.2623014824729,438.0,3.9065,0.3229
771.0932806829134,438.5,3.9077,0.3249
773.9291633398068,439.0,3.9078,0.3265
776.7669564485323,439.5,3.9078,0.3262
779.6041217494662,440.0,3.9072,0.3268
782.4481497145879,440.5,3.9068,0.3281
785.2894417403936,441.0,3.9067,0.3286
788.1253750170754,441.5,3.9065,0.3274
790.9657121236112,442.0,3.9065,0.3288
793.7905135400608,442.5,3.9062,0.3307
796.6097916738961,443.0,3.9065,0.3315
799.4271295358014,443.5,3.9065,0.3358
802.2521639324196,444.0,3.9065,0.336
805.0850602939755,444.5,3.9065,0.3371
807.9281659059769,445.0,3.9065,0.337
810.770898705404,445.5,3.9052,0.3395
813.6068097831658,446.0,3.9052,0.3392
816.4288355092414,446.5,3.9052,0.3398
819.2567838776548,447.0,3.9052,0.3398
822.0618927452892,447.5,3.9052,0.3414
824.8929980844492,448.0,3.9042,0.342
827.7278913400467,448.5,3.9029,0.343
830.5598219732858,449.0,3.9029,0.342
833.4046822775231,449.5,3.9024,0.3414
836.2390645265797,450.0,3.9029,0.3438
839.0657316553553,450.5,3.9036,0.3463
841.8958101726535,451.0,3.9042,0.3459
844.7277962201417,451.5,3.9042,0.3456
847.5637157961929,452.0,3.9028,0.3466
850.3949016628909,452.5,3.9029,0.3461
853.2272359473781,453.0,3.9016,0.3472
856.0572063370278,453.5,3.9016,0.3483
858.8814687461515,454.0,3.9016,0.3487
861.711057675923,454.5,3.9016,0.3474
864.5414135621162,455.0,3.9016,0.3496
867.3672421285589,455.5,3.9002,0.3496
870.197475787777,456.0,3.9002,0.3492
873.026449697529,456.5,3.9002,0.3492
875.8446710777465,457.0,3.9002,0.3498
878.6706735155551,457.5,3.8993,0.3515
881.4974289120221,458.0,3.8993,0.3513
884.308601907169,458.5,3.8993,0.352
887.138381924204,459.0,3.8993,0.3537
889.98010072078,459.5,3.8993,0.3547
892.8003592326169,460.0,3.8989,0.3553
895.6286801912573,460.5,3.8979,0.3568
898.4794873235548,461.0,3.8976,0.3572
901.308758131644,461.5,3.8974,0.358
904.1400371927105,462.0,3.8963,0.3583
906.9753584226132,462.5,3.8963,0.3588
909.801503711858,463.0,3.8963,0.3603
912.6193126187932,463.5,3.8961,0.3594
915.4479944334169,464.0,3.8953,0.3614
918.2770605138983,464.5,3.8953,0.3615
921.1041683059325,465.0,3.8944,0.3628
923.9367269926137,465.5,3.8943,0.3618
926.7584061433412,466.0,3.8943,0.3618
929.5864202049669,466.5,3.8943,0.3635
932.4091447371742,467.0,3.8942,0.3624
935.240891182343,467.5,3.8934,0.3642
938.0716536230052,468.0,3.891,0.3662
940.9018964884565,468.5,3.891,0.366
943.7314205360702,469.0,3.891,0.3673
946.5640923232786,469.5,3.8909,0.3687
949.3747248869175,470.0,3.8894,0.3686
952.2066751251144,470.5,3.8894,0.3687
955.0315800069304,471.0,3.8893,0.3701
957.8671762838055,471.5,3.8884,0.3707
960.7023862194221,472.0,3.8884,0.3716
963.5611736809694,472.5,3.8884,0.3711
