Time,Mass (g),HRRPUA (kW/m2)
1150.0,54.94,70.1
1151.0,54.88,70.2
1152.0,54.83,69.9
1153.0,54.77,70.1
1154.0,54.71,72.0
1155.0,54.67,72.1
1156.0,54.61,70.2
1157.0,54.56,71.8
1158.0,54.5,72.2
1159.0,54.46,71.5
1160.0,54.41,71.5
1161.0,54.35,70.9
1162.0,54.28,72.3
1163.0,54.2,71.1
1164.0,54.14,72.1
1165.0,54.05,73.5
1166.0,53.99,72.6
1167.0,53.94,73.2
1168.0,53.89,74.4
1169.0,53.84,72.9
1170.0,53.79,75.3
1171.0,53.73,74.6
1172.0,53.71,76.1
1173.0,53.67,75.6
1174.0,53.64,74.9
1175.0,53.59,75.1
1176.0,53.54,75.2
1177.0,53.5,76.9
1178.0,53.44,76.4
1179.0,53.39,76.0
1180.0,53.34,75.9
1181.0,53.29,76.1
1182.0,53.22,76.4
1183.0,53.18,75.9
1184.0,53.11,76.9
1185.0,53.06,77.9
1186.0,53.0,78.8
1187.0,52.96,78.3
1188.0,52.9,79.4
1189.0,52.83,79.1
1190.0,52.8,79.7
1191.0,52.73,80.2
1192.0,52.67,79.4
1193.0,52.62,80.1
1194.0,52.56,80.4
1195.0,52.52,80.9
1196.0,52.46,81.6
1197.0,52.4,81.9
1198.0,52.35,81.6
1199.0,52.29,81.4
1200.0,52.22,80.9
1201.0,52.17,81.2
1202.0,52.1,81.7
1203.0,51.98,79.3
1204.0,51.99,81.7
1205.0,51.86,82.3
1206.0,51.8,82.7
1207.0,51.74,80.0
1208.0,51.67,81.1
1209.0,51.63,83.4
1210.0,51.56,82.9
1211.0,51.51,82.4
1212.0,51.47,82.9
1213.0,51.41,83.1
1214.0,51.36,81.4
1215.0,51.31,82.3
1216.0,51.3,82.9
1217.0,51.23,82.8
1218.0,51.2,82.5
1219.0,51.14,82.8
1220.0,51.06,82.3
1221.0,51.02,83.9
1222.0,50.95,82.6
1223.0,50.88,82.2
1224.0,50.82,82.1
1225.0,50.78,84.6
1226.0,50.71,83.8
1227.0,50.66,83.8
1228.0,50.59,83.5
1229.0,50.53,83.6
1230.0,50.48,84.8
1231.0,50.41,84.1
1232.0,50.36,85.0
1233.0,50.28,84.3
1234.0,50.22,86.2
1235.0,50.17,85.2
1236.0,50.1,87.1
1237.0,50.06,86.2
1238.0,49.98,87.3
1239.0,49.92,86.1
1240.0,49.85,86.8
1241.0,49.8,85.6
1242.0,49.75,86.3
1243.0,49.67,86.5
1244.0,49.57,85.6
1245.0,49.49,86.7
1246.0,49.39,88.4
1247.0,49.35,87.5
1248.0,49.28,85.8
1249.0,49.24,87.7
1250.0,49.2,88.2
1251.0,49.13,89.0
1252.0,49.09,87.3
1253.0,49.04,89.0
1254.0,49.0,88.9
1255.0,48.92,89.2
1256.0,48.9,89.8
1257.0,48.83,89.1
1258.0,48.74,88.9
1259.0,48.68,88.0
1260.0,48.64,88.6
1261.0,48.55,88.9
1262.0,48.49,87.6
1263.0,48.43,88.4
1264.0,48.4,90.8
1265.0,48.32,89.0
1266.0,48.29,91.3
1267.0,48.2,90.5
1268.0,48.11,90.3
1269.0,48.02,92.7
1270.0,47.96,92.8
1271.0,47.88,90.7
1272.0,47.87,91.5
1273.0,47.79,91.2
1274.0,47.75,91.7
1275.0,47.65,91.3
1276.0,47.59,90.7
1277.0,47.54,90.4
1278.0,47.48,91.3
1279.0,47.4,90.8
1280.0,47.34,90.1
1281.0,47.24,92.1
1282.0,47.15,91.4
1283.0,47.08,89.5
1284.0,47.01,91.0
1285.0,46.95,89.5
1286.0,46.87,89.7
1287.0,46.79,90.2
1288.0,46.71,89.3
1289.0,46.66,90.9
1290.0,46.62,91.2
1291.0,46.55,91.0
1292.0,46.51,89.2
1293.0,46.45,91.8
1294.0,46.39,90.2
1295.0,46.32,92.0
1296.0,46.25,89.9
1297.0,46.18,93.1
1298.0,46.12,93.3
1299.0,46.07,93.1
1300.0,46.0,94.9
1301.0,45.93,93.3
1302.0,45.85,93.8
1303.0,45.78,94.0
1304.0,45.69,94.0
1305.0,45.64,94.1
1306.0,45.58,93.2
1307.0,45.49,94.3
1308.0,45.44,93.2
1309.0,45.38,94.6
1310.0,45.29,95.1
1311.0,45.23,95.5
1312.0,45.17,94.0
1313.0,45.09,96.5
1314.0,45.01,93.7
1315.0,44.95,95.5
1316.0,44.87,95.6
1317.0,44.82,95.8
1318.0,44.75,96.4
1319.0,44.67,95.2
1320.0,44.59,97.4
1321.0,44.48,96.4
1322.0,44.4,96.8
1323.0,44.32,95.7
1324.0,44.25,96.1
1325.0,44.16,95.5
1326.0,44.08,94.9
1327.0,44.02,95.8
1328.0,44.0,95.5
1329.0,43.92,96.6
1330.0,43.88,95.2
1331.0,43.82,95.5
1332.0,43.74,97.2
1333.0,43.68,96.3
1334.0,43.6,97.5
1335.0,43.54,96.8
1336.0,43.47,97.2
1337.0,43.4,96.2
1338.0,43.3,99.3
1339.0,43.22,97.4
1340.0,43.15,98.1
1341.0,43.09,98.7
1342.0,43.03,98.7
1343.0,42.96,98.1
1344.0,42.86,99.0
1345.0,42.8,100.8
1346.0,42.72,99.0
1347.0,42.64,98.8
1348.0,42.56,100.1
1349.0,42.49,101.0
1350.0,42.43,99.6
1351.0,42.36,100.8
1352.0,42.29,101.6
1353.0,42.22,100.8
1354.0,42.15,100.5
1355.0,42.08,101.4
1356.0,42.0,102.4
1357.0,41.92,102.9
1358.0,41.85,101.6
1359.0,41.7,103.4
1360.0,41.61,104.3
1361.0,41.54,102.6
1362.0,41.45,104.0
1363.0,41.38,102.9
1364.0,41.29,104.8
1365.0,41.28,102.3
1366.0,41.22,103.6
1367.0,41.15,103.5
1368.0,41.07,105.0
1369.0,41.01,105.0
1370.0,40.94,104.3
1371.0,40.87,106.8
1372.0,40.82,105.6
1373.0,40.73,105.7
1374.0,40.65,107.2
1375.0,40.58,105.6
1376.0,40.51,106.8
1377.0,40.44,104.8
1378.0,40.35,106.6
1379.0,40.28,105.1
1380.0,40.22,105.0
1381.0,40.13,106.1
1382.0,40.07,104.9
1383.0,39.98,106.7
1384.0,39.91,105.5
1385.0,39.83,106.0
1386.0,39.75,106.7
1387.0,39.68,105.8
1388.0,39.58,107.2
1389.0,39.53,105.3
1390.0,39.43,107.8
1391.0,39.36,108.1
1392.0,39.3,109.8
1393.0,39.21,109.5
1394.0,39.16,108.6
1395.0,39.06,109.0
1396.0,38.99,108.6
1397.0,38.91,111.8
1398.0,38.84,110.1
1399.0,38.75,111.4
1400.0,38.65,110.2
1401.0,38.57,110.4
1402.0,38.48,111.2
1403.0,38.41,109.7
1404.0,38.31,109.5
1405.0,38.23,112.8
1406.0,38.15,112.4
1407.0,38.1,111.4
1408.0,38.04,109.6
1409.0,37.98,111.2
1410.0,37.94,109.8
1411.0,37.87,111.7
1412.0,37.8,111.6
1413.0,37.7,112.4
1414.0,37.65,109.7
1415.0,37.56,112.8
1416.0,37.49,110.5
1417.0,37.39,110.3
1418.0,37.32,112.4
1419.0,37.24,111.0
1420.0,37.18,110.6
1421.0,37.1,111.9
1422.0,37.04,112.1
1423.0,36.97,111.8
1424.0,36.86,112.4
1425.0,36.8,112.2
1426.0,36.73,111.9
1427.0,36.66,112.4
1428.0,36.58,112.3
1429.0,36.5,113.4
1430.0,36.42,113.6
1431.0,36.33,111.9
1432.0,36.26,114.1
1433.0,36.2,114.0
1434.0,36.1,113.8
1435.0,36.02,112.2
1436.0,35.96,110.9
1437.0,35.89,112.4
1438.0,35.82,111.5
1439.0,35.73,113.4
1440.0,35.66,110.7
1441.0,35.6,111.2
1442.0,35.5,109.5
1443.0,35.42,111.4
1444.0,35.34,112.7
1445.0,35.2,113.0
1446.0,35.18,113.8
1447.0,35.06,110.9
1448.0,34.96,110.7
1449.0,34.92,110.3
1450.0,34.82,111.6
1451.0,34.76,110.8
1452.0,34.7,113.2
1453.0,34.65,111.8
1454.0,34.59,113.1
1455.0,34.53,111.4
1456.0,34.47,109.6
1457.0,34.4,111.4
1458.0,34.34,112.5
1459.0,34.25,112.5
1460.0,34.18,112.0
1461.0,34.11,112.0
1462.0,34.04,110.9
1463.0,33.97,108.5
1464.0,33.91,110.8
1465.0,33.82,109.3
1466.0,33.71,108.3
1467.0,33.67,110.7
1468.0,33.6,106.3
1469.0,33.53,110.4
1470.0,33.45,111.0
1471.0,33.39,109.1
1472.0,33.29,109.4
1473.0,33.25,109.7
1474.0,33.18,110.1
1475.0,33.11,110.1
1476.0,33.03,109.5
1477.0,32.96,107.6
1478.0,32.86,109.9
1479.0,32.81,108.6
1480.0,32.75,107.4
1481.0,32.66,108.7
1482.0,32.57,108.2
1483.0,32.49,110.2
1484.0,32.4,110.6
1485.0,32.34,110.0
1486.0,32.28,109.1
1487.0,32.19,110.3
1488.0,32.14,109.4
1489.0,32.07,109.9
1490.0,31.99,109.1
1491.0,31.95,109.4
1492.0,31.87,108.8
1493.0,31.79,107.9
1494.0,31.75,109.2
1495.0,31.68,109.6
1496.0,31.63,109.5
1497.0,31.55,108.7
1498.0,31.48,111.3
1499.0,31.43,112.2
1500.0,31.36,111.3
1501.0,31.3,111.8
1502.0,31.23,112.6
1503.0,31.17,109.5
1504.0,31.1,110.1
1505.0,31.05,108.0
1506.0,30.97,108.2
1507.0,30.89,108.7
1508.0,30.84,109.2
1509.0,30.77,108.4
1510.0,30.7,109.4
1511.0,30.63,106.0
1512.0,30.57,107.0
1513.0,30.49,106.8
1514.0,30.42,104.9
1515.0,30.35,105.2
1516.0,30.28,105.2
1517.0,30.22,103.7
1518.0,30.17,105.8
1519.0,30.1,105.1
1520.0,30.05,105.5
1521.0,29.98,105.6
1522.0,29.93,103.4
1523.0,29.87,103.9
1524.0,29.8,103.9
1525.0,29.73,105.6
1526.0,29.6,102.1
1527.0,29.61,103.8
1528.0,29.49,101.0
1529.0,29.41,101.7
1530.0,29.33,101.4
1531.0,29.28,100.3
1532.0,29.22,100.7
1533.0,29.16,98.2
1534.0,29.11,100.0
1535.0,29.06,98.5
1536.0,29.06,98.0
1537.0,29.0,98.4
1538.0,28.93,98.6
1539.0,28.89,98.5
1540.0,28.83,98.2
1541.0,28.76,98.1
1542.0,28.72,96.0
1543.0,28.66,97.7
1544.0,28.59,96.5
1545.0,28.54,96.3
1546.0,28.48,97.5
1547.0,28.43,96.1
1548.0,28.37,96.8
1549.0,28.3,96.3
1550.0,28.26,98.3
1551.0,28.21,97.6
1552.0,28.15,97.5
1553.0,28.11,95.0
1554.0,28.04,95.1
1555.0,27.98,93.6
1556.0,27.91,93.6
1557.0,27.85,95.0
1558.0,27.81,94.7
1559.0,27.77,92.4
1560.0,27.71,93.0
1561.0,27.65,93.8
1562.0,27.59,91.3
1563.0,27.54,91.7
1564.0,27.47,90.4
1565.0,27.43,92.1
1566.0,27.36,91.1
1567.0,27.3,90.1
1568.0,27.25,90.3
1569.0,27.19,90.0
1570.0,27.13,88.9
1571.0,27.07,90.6
1572.0,27.01,89.0
1573.0,26.97,88.2
1574.0,26.95,87.5
1575.0,26.91,87.4
1576.0,26.85,87.3
1577.0,26.82,86.7
1578.0,26.79,85.9
1579.0,26.74,84.9
1580.0,26.69,87.0
1581.0,26.65,84.0
1582.0,26.58,85.5
1583.0,26.57,85.0
1584.0,26.51,84.8
1585.0,26.48,84.1
1586.0,26.44,83.6
1587.0,26.4,83.2
1588.0,26.34,83.3
1589.0,26.27,83.7
1590.0,26.23,82.3
1591.0,26.18,82.7
1592.0,26.14,82.6
1593.0,26.11,81.5
1594.0,26.06,81.2
1595.0,26.02,81.1
1596.0,25.98,81.2
1597.0,25.95,79.1
1598.0,25.88,79.4
1599.0,25.86,80.3
1600.0,25.81,78.9
1601.0,25.79,77.7
1602.0,25.73,78.3
1603.0,25.69,77.6
1604.0,25.66,76.2
1605.0,25.59,76.0
1606.0,25.54,76.6
1607.0,25.49,74.5
1608.0,25.44,74.0
1609.0,25.39,73.4
1610.0,25.35,73.0
1611.0,25.32,73.8
1612.0,25.26,72.4
1613.0,25.22,72.9
1614.0,25.18,71.6
1615.0,25.14,72.5
1616.0,25.1,71.7
1617.0,25.07,69.8
1618.0,25.05,68.7
1619.0,25.04,69.0
1620.0,25.02,67.6
1621.0,25.0,66.3
1622.0,24.96,65.3
1623.0,24.91,65.8
1624.0,24.88,65.4
1625.0,24.84,63.6
1626.0,24.8,65.4
1627.0,24.78,63.1
1628.0,24.76,62.8
1629.0,24.73,62.0
1630.0,24.69,62.5
1631.0,24.66,62.1
1632.0,24.62,62.1
1633.0,24.6,61.9
1634.0,24.57,61.5
1635.0,24.53,60.4
1636.0,24.48,60.8
1637.0,24.47,58.9
1638.0,24.42,59.2
1639.0,24.41,59.5
1640.0,24.38,59.7
1641.0,24.35,59.5
1642.0,24.33,59.0
1643.0,24.29,57.5
1644.0,24.23,56.4
1645.0,24.21,56.2
1646.0,24.16,55.0
1647.0,24.12,54.9
1648.0,24.08,53.6
1649.0,24.05,53.1
1650.0,24.01,54.1
1651.0,23.96,53.6
1652.0,23.94,52.4
1653.0,23.94,51.9
1654.0,23.92,51.4
1655.0,23.91,51.2
1656.0,23.9,50.8
1657.0,23.89,49.7
1658.0,23.87,48.8
1659.0,23.83,48.9
1660.0,23.79,48.2
1661.0,23.79,48.1
1662.0,23.78,47.9
1663.0,23.74,48.1
1664.0,23.71,47.2
1665.0,23.68,48.3
1666.0,23.66,47.7
1667.0,23.66,46.9
1668.0,23.64,47.1
1669.0,23.6,45.3
1670.0,23.58,45.8
1671.0,23.57,45.5
1672.0,23.55,44.9
1673.0,23.51,43.9
1674.0,23.49,43.5
1675.0,23.47,43.0
1676.0,23.44,42.6
1677.0,23.42,41.8
1678.0,23.38,41.4
1679.0,23.37,41.2
1680.0,23.33,41.5
1681.0,23.32,40.6
1682.0,23.3,40.0
1683.0,23.29,40.3
1684.0,23.27,40.2
1685.0,23.25,39.4
1686.0,23.15,38.4
1687.0,23.13,38.7
1688.0,23.09,38.7
1689.0,23.06,38.6
1690.0,23.05,38.1
1691.0,23.03,37.9
1692.0,23.01,37.3
1693.0,22.98,36.0
1694.0,22.97,36.7
1695.0,23.02,36.0
1696.0,23.0,35.7
1697.0,23.0,35.2
1698.0,22.98,35.2
1699.0,22.95,35.0
1700.0,22.94,34.8
1701.0,22.93,34.7
1702.0,22.9,34.1
1703.0,22.88,33.8
1704.0,22.87,32.9
1705.0,22.85,32.1
1706.0,22.83,31.4
1707.0,22.81,31.5
1708.0,22.79,31.6
1709.0,22.77,31.4
1710.0,22.76,31.6
1711.0,22.75,30.5
1712.0,22.73,30.6
1713.0,22.71,29.8
1714.0,22.7,30.0
1715.0,22.68,30.5
1716.0,22.66,29.8
1717.0,22.64,29.1
1718.0,22.63,28.9
1719.0,22.61,29.1
1720.0,22.58,28.7
1721.0,22.56,28.2
1722.0,22.55,27.5
1723.0,22.52,27.2
1724.0,22.51,26.8
1725.0,22.49,25.9
1726.0,22.48,25.3
1727.0,22.45,25.3
1728.0,22.42,25.1
1729.0,22.37,25.2
1730.0,22.35,24.9
1731.0,22.33,24.8
1732.0,22.33,25.1
1733.0,22.32,24.6
1734.0,22.3,24.8
1735.0,22.32,24.5
1736.0,22.3,24.6
1737.0,22.31,24.7
1738.0,22.3,24.1
1739.0,22.3,23.8
1740.0,22.3,23.3
1741.0,22.27,22.6
1742.0,22.26,22.2
1743.0,22.25,22.3
1744.0,22.24,22.2
1745.0,22.23,22.2
1746.0,22.23,22.2
1747.0,22.21,22.0
1748.0,22.19,21.5
1749.0,22.18,21.3
1750.0,22.17,20.9
1751.0,22.14,20.0
1752.0,22.13,19.7
1753.0,22.12,18.9
1754.0,22.11,18.3
1755.0,22.09,17.9
1756.0,22.08,18.1
1757.0,22.07,17.9
1758.0,22.05,17.7
1759.0,22.05,17.7
1760.0,22.03,17.2
1761.0,22.02,16.9
1762.0,22.01,16.6
1763.0,21.98,16.3
1764.0,21.98,16.5
1765.0,21.97,16.1
1766.0,21.95,15.6
1767.0,21.95,14.9
1768.0,21.93,14.4
1769.0,21.91,14.2
1770.0,21.88,13.6
1771.0,21.82,13.1
1772.0,21.81,13.0
1773.0,21.79,12.9
1774.0,21.77,12.8
1775.0,21.76,12.7
1776.0,21.75,12.4
1777.0,21.74,12.3
1778.0,21.8,12.2
1779.0,21.78,12.2
1780.0,21.77,12.3
1781.0,21.75,12.3
1782.0,21.74,12.2
1783.0,21.74,12.1
1784.0,21.72,12.2
1785.0,21.72,11.8
1786.0,21.7,11.5
1787.0,21.69,11.7
1788.0,21.69,11.4
1789.0,21.68,11.3
1790.0,21.67,11.7
1791.0,21.65,12.0
1792.0,21.63,11.9
1793.0,21.6,11.6
1794.0,21.59,11.8
1795.0,21.58,12.1
1796.0,21.56,11.6
1797.0,21.55,11.4
1798.0,21.54,11.2
1799.0,21.55,11.6
1800.0,21.52,12.5
1801.0,21.52,12.6
1802.0,21.51,13.1
1803.0,21.5,13.3
1804.0,21.48,13.2
1805.0,21.46,12.9
1806.0,21.45,12.6
1807.0,21.42,12.5
1808.0,21.4,12.5
1809.0,21.37,12.4
1810.0,21.35,12.3
1811.0,21.32,12.1
1812.0,21.3,11.6
1813.0,21.31,11.4
1814.0,21.31,10.7
1815.0,21.31,10.4
1816.0,21.3,10.1
1817.0,21.3,9.9
1818.0,21.29,9.4
1819.0,21.29,9.1
1820.0,21.29,8.8
1821.0,21.27,9.1
1822.0,21.28,8.9
1823.0,21.28,8.8
1824.0,21.27,8.8
1825.0,21.25,8.7
1826.0,21.25,8.6
1827.0,21.24,8.6
1828.0,21.23,8.6
1829.0,21.23,8.6
1830.0,21.2,8.7
1831.0,21.19,8.7
1832.0,21.17,8.7
1833.0,21.15,8.6
1834.0,21.15,8.6
1835.0,21.14,8.7
1836.0,21.14,8.7
1837.0,21.12,8.7
1838.0,21.11,8.5
1839.0,21.1,8.6
1840.0,21.09,8.6
1841.0,21.09,8.6
1842.0,21.07,8.7
1843.0,21.06,8.8
1844.0,21.06,8.6
1845.0,21.04,9.0
1846.0,21.03,9.2
1847.0,21.02,9.2
1848.0,21.01,9.2
1849.0,20.92,9.4
1850.0,20.91,9.4
1851.0,20.9,9.8
1852.0,20.88,10.1
1853.0,20.87,10.3
1854.0,20.88,10.4
1855.0,20.9,10.6
1856.0,20.91,10.7
1857.0,20.9,10.8
1858.0,20.9,10.6
1859.0,20.9,10.8
1860.0,20.89,10.8
1861.0,20.89,10.8
1862.0,20.88,10.8
1863.0,20.87,10.5
1864.0,20.86,10.3
1865.0,20.84,10.0
1866.0,20.83,9.6
1867.0,20.82,9.6
1868.0,20.81,9.5
1869.0,20.81,9.9
1870.0,20.79,9.9
1871.0,20.79,10.1
1872.0,20.78,10.1
1873.0,20.76,10.1
1874.0,20.77,10.1
1875.0,20.76,10.0
1876.0,20.76,9.7
1877.0,20.74,9.5
1878.0,20.72,9.1
1879.0,20.72,8.8
1880.0,20.71,8.7
1881.0,20.71,8.6
1882.0,20.69,8.8
1883.0,20.66,9.1
1884.0,20.68,9.6
1885.0,20.66,10.0
1886.0,20.65,10.6
1887.0,20.63,10.9
1888.0,20.6,11.2
1889.0,20.6,11.5
1890.0,20.53,11.3
1891.0,20.5,11.4
1892.0,20.49,11.3
1893.0,20.48,11.3
1894.0,20.48,11.3
1895.0,20.47,11.2
1896.0,20.48,11.3
1897.0,20.46,11.1
1898.0,20.46,11.3
1899.0,20.52,11.3
1900.0,20.47,11.1
1901.0,20.45,11.3
1902.0,20.48,10.8
1903.0,20.46,10.4
1904.0,20.46,10.4
1905.0,20.45,10.2
1906.0,20.44,9.9
1907.0,20.43,10.0
1908.0,20.43,10.0
1909.0,20.43,9.9
1910.0,20.41,9.8
1911.0,20.41,9.9
1912.0,20.39,9.9
1913.0,20.39,10.2
1914.0,20.38,10.0
1915.0,20.37,9.6
1916.0,20.36,9.8
1917.0,20.36,9.8
1918.0,20.35,9.3
1919.0,20.33,8.8
1920.0,20.34,8.6
1921.0,20.32,8.6
1922.0,20.3,8.4
1923.0,20.29,8.3
1924.0,20.29,8.1
1925.0,20.27,8.1
1926.0,20.28,8.1
1927.0,20.26,8.4
1928.0,20.24,8.9
1929.0,20.21,9.0
1930.0,20.21,9.2
1931.0,20.13,9.2
1932.0,20.12,8.8
1933.0,20.11,8.5
1934.0,20.1,8.3
1935.0,20.09,8.2
1936.0,20.08,8.3
1937.0,20.06,8.4
1938.0,20.05,8.6
1939.0,20.05,8.8
1940.0,20.04,8.9
