Time (s),Mass (g),HRR (kW/m2)
0,93.04,4.3
1,93.24,5.3
2,93.34,6.3
3,93.4,7.4
4,93.43,8.2
5,93.45,9
6,93.46,10
7,93.45,11.3
8,93.63,12.1
9,93.59,13
10,93.53,13.1
11,93.5,13.1
12,93.48,12.3
13,93.42,11.9
14,93.39,10.9
15,93.35,10.2
16,93.28,9.2
17,93.24,8.3
18,93.2,7.4
19,93.16,6.6
20,93.11,5.5
21,93.08,4.4
22,93.02,3.3
23,92.95,2.7
24,92.89,2.2
25,92.83,1.9
26,92.8,1.7
27,92.74,1.6
28,92.69,1.5
29,92.62,1.4
30,92.56,1.1
31,92.48,0.8
32,92.4,0.6
33,92.41,0.4
34,92.35,0.3
35,92.29,0.3
36,92.22,0.2
37,92.16,0.6
38,92.09,0.9
39,91.94,1.2
40,94.78,1.6
41,91.58,1.9
42,91.34,2.4
43,91.18,2.8
44,90.99,3.2
45,90.81,3.6
46,90.64,3.9
47,90.48,3.8
48,90.3,3.8
49,90.17,5.9
50,89.95,23.7
51,89.81,60.6
52,89.68,102.1
53,89.51,140.8
54,89.37,182.8
55,89.26,210.3
56,89.11,246.5
57,88.99,264.1
58,88.85,281
59,88.74,286.1
60,88.61,286.4
61,88.49,288.2
62,88.4,286
63,88.29,282
64,88.18,273.7
65,88.06,270.9
66,88.01,263.3
67,87.9,249.9
68,87.81,247.1
69,87.69,237.6
70,87.62,229.1
71,87.51,228.1
72,87.41,217.7
73,87.34,214.6
74,87.2,212.3
75,87.08,205.1
76,86.98,205.4
77,86.9,196.3
78,86.8,193
79,86.71,192.2
80,86.62,184.5
81,86.5,181.5
82,86.41,178.9
83,86.31,176.4
84,86.22,174.4
85,86.1,171.3
86,86.05,172
87,85.94,170.3
88,85.78,169.2
89,85.69,165.1
90,85.6,164.8
91,85.49,165.4
92,85.4,165.4
93,85.31,165.3
94,85.2,162.5
95,85.14,160.4
96,85.04,162.8
97,84.96,155.8
98,84.86,160.7
99,84.76,158.3
100,84.69,160.1
101,84.6,157.2
102,84.52,155.2
103,84.42,154.3
104,84.36,153.6
105,84.32,151.5
106,84.24,149.3
107,84.17,147.1
108,84.08,147.1
109,84.01,146.7
110,83.9,147.1
111,83.84,144.9
112,83.74,142.6
113,83.69,141.3
114,83.57,142.2
115,83.49,142
116,83.42,139.5
117,83.33,138.1
118,83.25,140.2
119,83.15,140.7
120,83.1,139.2
121,83.02,138.1
122,82.94,137.1
123,82.87,136
124,82.79,133.9
125,82.71,134.6
126,82.65,132
127,82.57,132.4
128,82.49,130.5
129,82.4,132.8
130,82.31,131.4
131,82.23,131
132,82.09,129
133,82.01,129.3
134,81.97,131.6
135,81.87,130.8
136,81.75,126.9
137,81.69,128.6
138,81.61,130.2
139,81.56,130.4
140,81.48,131
141,81.43,129.6
142,81.31,127.1
143,81.26,127.8
144,81.22,126.8
145,81.14,127.9
146,81.08,129.4
147,80.98,126.3
148,80.92,128.2
149,80.86,125.9
150,80.8,126.2
151,80.75,126.1
152,80.68,124.2
153,80.6,123.3
154,80.51,122.4
155,80.46,122.3
156,80.38,121.3
157,80.31,120.1
158,80.21,121.4
159,80.15,123
160,80.08,122.2
161,80.01,119.6
162,79.91,121.3
163,79.86,118.6
164,79.8,120.1
165,79.73,120.4
166,79.65,120.5
167,79.58,121.1
168,79.51,121
169,79.41,117.5
170,79.37,116.8
171,79.28,116.2
172,79.18,117.6
173,79.09,118.5
174,79.03,117.3
175,78.94,118
176,78.88,117.8
177,78.8,117
178,78.75,117.5
179,78.67,118.4
180,78.6,117.8
181,78.52,116.5
182,78.47,117.6
183,78.39,115.9
184,78.33,117.8
185,78.25,117.5
186,78.17,116.6
187,78.19,117
188,78.13,116.2
189,78.05,116.4
190,78,116.8
191,77.94,114.9
192,77.86,118.6
193,77.78,117.2
194,77.7,117.2
195,77.64,115.9
196,77.58,118.9
197,77.52,118.7
198,77.45,118.3
199,77.35,118.2
200,77.3,118.3
201,77.24,116.7
202,77.18,117.5
203,77.09,116.4
204,77.02,115.7
205,76.95,115.8
206,76.89,116.6
207,76.85,114.2
208,76.77,114.2
209,76.71,113.2
210,76.66,114.9
211,76.55,114.7
212,76.43,115.5
213,76.34,114.2
214,76.26,114.6
215,76.2,112.9
216,76.13,114.3
217,76.07,113.1
218,76.05,112.2
219,75.93,114
220,75.87,115.3
221,75.78,111.7
222,75.75,113.6
223,75.69,111.6
224,75.63,113
225,75.65,112.7
226,75.56,112.2
227,75.48,112.4
228,75.43,112.7
229,75.36,112.2
230,75.31,111.4
231,75.24,112.2
232,75.18,111.9
233,75.1,113
234,75.05,110.6
235,75,110
236,74.9,111.2
237,74.86,109.9
238,74.8,110.9
239,74.71,111.9
240,74.67,110.8
241,74.6,112.5
242,74.54,110
243,74.46,111.1
244,74.42,109.7
245,74.34,109.8
246,74.29,110.5
247,74.21,106
248,74.12,110.3
249,74.03,108.9
250,73.93,108.7
251,73.86,110
252,73.81,108
253,73.74,108.2
254,73.66,109.2
255,73.63,107.5
256,73.56,107
257,73.5,108.4
258,73.43,104.6
259,73.37,106.7
260,73.3,107
261,73.24,105.3
262,73.22,105.1
263,73.16,104.3
264,73.1,105.7
265,73.03,105
266,72.98,105
267,72.93,103.8
268,72.89,102.4
269,72.85,103.1
270,72.78,105.1
271,72.72,105.8
272,72.64,104.8
273,72.57,105.8
274,72.51,103.8
275,72.43,106
276,72.38,104.5
277,72.32,105
278,72.24,105.1
279,72.2,105
280,72.16,105.3
281,72.09,105
282,72.01,105.1
283,71.97,103.5
284,71.91,103.5
285,71.8,104.7
286,71.72,104.2
287,71.66,104.2
288,71.62,103.7
289,71.52,104.6
290,71.46,103.9
291,71.37,103
292,71.32,104.9
293,71.22,103.9
294,71.19,102.7
295,71.14,104.6
296,71.09,102.8
297,71.01,103.2
298,70.95,104
299,70.88,103.6
300,70.85,103
301,70.76,103
302,70.7,102.4
303,70.7,101.9
304,70.65,101.8
305,70.58,102.9
306,70.54,104.4
307,70.48,101.5
308,70.41,100.1
309,70.37,101.9
310,70.31,101.9
311,70.24,101.5
312,70.18,101.9
313,70.11,101
314,70.05,101
315,69.97,102.4
316,69.93,102.6
317,69.87,101.2
318,69.82,100.6
319,69.73,102.4
320,69.7,99.8
321,69.64,101.4
322,69.6,101.1
323,69.51,101.2
324,69.43,101.2
325,69.42,99.6
326,69.29,99.8
327,69.24,100.1
328,69.14,99.9
329,69.06,98.6
330,69.02,100.7
331,68.97,99.4
332,68.9,99
333,68.83,99.4
334,68.77,100.7
335,68.73,100.1
336,68.67,101.7
337,68.6,99.4
338,68.54,101.4
339,68.48,101.6
340,68.42,100.9
341,68.35,100.3
342,68.3,100
343,68.24,99.9
344,68.19,100.6
345,68.15,100.8
346,68.09,99.1
347,68.04,100.2
348,67.99,98.2
349,67.94,98.9
350,67.9,97.9
351,67.85,97.1
352,67.78,97.4
353,67.77,96.9
354,67.67,95.1
355,67.62,95.3
356,67.55,96
357,67.5,96.4
358,67.43,95.6
359,67.4,95.6
360,67.34,95.5
361,67.29,95
362,67.2,94.8
363,67.14,95.1
364,67.09,93.7
365,67.05,94.2
366,66.99,95
367,66.92,94.7
368,66.85,95.6
369,66.81,96.1
370,66.77,95
371,66.62,96
372,66.57,96
373,66.49,96.2
374,66.43,97.5
375,66.36,96.6
376,66.33,96.9
377,66.28,95.2
378,66.22,94.8
379,66.14,94.2
380,66.09,94.5
381,66.04,97.4
382,65.96,95.5
383,65.9,96.6
384,65.85,93.9
385,65.78,94.3
386,65.72,94.5
387,65.67,93.9
388,65.64,93.4
389,65.58,94.8
390,65.62,91.3
391,65.56,92.7
392,65.52,93.7
393,65.45,91.2
394,65.4,91.9
395,65.35,92.3
396,65.28,92.1
397,65.22,92.2
398,65.17,90.8
399,65.08,92.9
400,65.02,90.8
401,64.97,90.6
402,64.92,91
403,64.86,91.7
404,64.8,91.4
405,64.75,91
406,64.71,90.5
407,64.65,91
408,64.56,91.7
409,64.5,90.8
410,64.45,91.6
411,64.39,90.6
412,64.33,91
413,64.26,90.7
414,64.19,92
415,64.08,90.7
416,64.07,92.2
417,63.98,91.2
418,63.93,89.8
419,63.86,90.5
420,63.79,90.6
421,63.74,88.5
422,63.69,89.8
423,63.62,90
424,63.57,88.1
425,63.52,87.2
426,63.47,88.7
427,63.41,87.2
428,63.37,89.5
429,63.28,90.4
430,63.26,89
431,63.25,88.4
432,63.19,89.3
433,63.18,87.6
434,63.1,88.9
435,63.04,90.2
436,63.01,89.7
437,62.93,89.3
438,62.9,92.7
439,62.82,90.4
440,62.76,91.2
441,62.68,88.9
442,62.64,91.3
443,62.6,90.4
444,62.54,90.4
445,62.49,90.6
446,62.44,88.2
447,62.38,90
448,62.3,89.4
449,62.28,89.3
450,62.21,90.1
451,62.13,90
452,62.07,91.9
453,61.98,89.3
454,61.91,91.3
455,61.85,90.9
456,61.79,89.3
457,61.71,90.2
458,61.63,88.8
459,61.6,88.4
460,61.51,89.4
461,61.49,89.8
462,61.42,88.9
463,61.39,88.3
