Time (s),Mass (g),HRR (kW/m2)
0,97.05,3.8
1,195.55,4.1
2,96.86,4.3
3,96.79,4.5
4,96.71,4.6
5,96.68,4.6
6,96.7,4.7
7,96.64,4.9
8,96.61,6
9,96.59,7.6
10,96.57,8.8
11,96.57,9.7
12,96.54,10.2
13,96.5,11
14,96.47,12.3
15,96.41,12.7
16,96.39,13.5
17,96.36,13.8
18,96.3,14.3
19,96.29,14.5
20,96.25,14.6
21,96.17,13.9
22,96.11,13
23,95.83,11.4
24,95.84,9.5
25,95.75,7.9
26,95.59,6.6
27,95.5,5.9
28,95.35,5.8
29,95.21,7.8
30,95.08,13.7
31,94.95,24.7
32,94.83,40.4
33,94.69,54.2
34,94.56,64.8
35,94.43,84.1
36,94.31,98.8
37,94.17,118.3
38,94.04,134.1
39,93.92,153.3
40,93.75,164.9
41,93.61,177.9
42,93.5,185.3
43,93.35,197.2
44,93.21,200.8
45,93.05,205.1
46,92.93,210.9
47,92.8,211
48,92.66,212.4
49,92.54,218.6
50,92.42,221.4
51,92.23,220.9
52,92.15,222.2
53,92.09,219.3
54,91.94,222.3
55,91.86,223.9
56,91.73,213.4
57,91.64,217.6
58,91.55,214
59,91.42,214
60,91.33,209
61,91.21,211.2
62,91.08,208.5
63,91,203.9
64,90.89,205.2
65,90.79,201
66,90.67,199.4
67,90.6,194.8
68,90.49,193.3
69,90.38,192.5
70,90.29,185.6
71,90.16,188.9
72,90.07,188.9
73,89.94,185
74,89.84,182.5
75,89.78,182.7
76,89.65,183.7
77,89.58,183.2
78,89.5,175.8
79,89.35,180.5
80,89.3,177.2
81,89.2,174
82,89.07,174.7
83,89,169.7
84,88.9,173.4
85,88.77,169.8
86,88.7,167.9
87,88.62,167.3
88,88.54,163.3
89,88.39,164.4
90,88.31,161
91,88.24,157.9
92,88.13,158.3
93,88.04,154
94,87.96,154.8
95,87.88,152.4
96,87.76,152.7
97,87.67,152.4
98,87.58,150.8
99,87.53,148.1
100,87.4,146.3
101,87.35,143
102,87.25,145.3
103,87.2,143.9
104,87.11,141.8
105,87.05,144.3
106,86.96,143.5
107,86.89,140.2
108,86.82,136.8
109,86.72,137.1
110,86.64,135.7
111,86.58,136.3
112,86.51,135.8
113,86.42,131.4
114,86.34,133.9
115,86.26,133.2
116,86.19,130.3
117,86.08,129.7
118,86.01,129.1
119,85.92,128.7
120,85.87,127.8
121,85.77,129.7
122,85.69,129
123,85.66,125.1
124,85.53,129.3
125,85.45,125
126,85.39,125.9
127,85.3,126.3
128,85.24,125.5
129,85.17,125
130,85.07,123.6
131,85,124.2
132,84.87,122.9
133,84.77,122.8
134,84.68,119.4
135,84.63,119.7
136,84.57,118.4
137,84.5,118.7
138,84.42,118.2
139,84.33,118.4
140,84.3,117.4
141,84.19,118.3
142,84.11,115.8
143,84.07,114.5
144,83.99,115.4
145,83.91,115.4
146,83.83,113.9
147,83.76,116.5
148,83.68,116.6
149,83.65,114.3
150,83.57,115.3
151,83.49,115.2
152,83.45,115.1
153,83.38,114.9
154,83.33,113
155,83.21,112.6
156,83.17,110.1
157,83.1,108.6
158,83.04,110.4
159,82.95,109.6
160,82.9,111.5
161,82.8,107.6
162,82.74,107.1
163,82.68,106.2
164,82.58,106.5
165,82.55,106.9
166,82.48,106.5
167,82.41,105.3
168,82.33,107.5
169,82.28,105
170,82.21,105.2
171,82.12,105.8
172,82.03,104.4
173,81.96,103.1
174,81.87,103.2
175,81.76,102.5
176,81.73,103.2
177,81.66,101.5
178,81.59,100.2
179,81.49,99.2
180,81.45,100
181,81.39,100.4
182,81.31,99.9
183,81.26,98.8
184,81.15,99.5
185,81.11,99.6
186,81.03,99.2
187,80.95,100
188,80.91,97.5
189,80.91,98.2
190,80.82,97.4
191,80.76,98.9
192,80.68,98.9
193,80.6,98.8
194,80.56,98.9
195,80.48,100.4
196,80.38,100.5
197,80.36,101.6
198,80.26,103.4
199,80.16,104.6
200,80.13,103.2
201,80.03,102.5
202,79.96,100.5
203,79.92,101
204,79.86,99.2
205,79.78,98.6
206,79.69,95.3
207,79.64,96.8
208,79.54,95.1
209,79.48,92.9
210,79.41,91.5
211,79.34,93.1
212,79.28,90.9
213,79.2,89.7
214,79.13,88.6
215,79.05,88.5
216,78.98,89.9
217,78.91,89.1
218,78.85,90.3
219,78.76,91
220,78.69,88.8
221,78.65,88.2
222,78.55,88.7
223,78.52,87.1
224,78.44,86.9
225,78.39,87.3
226,78.35,88.2
227,78.28,87.9
228,78.22,89.1
229,78.16,87.6
230,78.12,90.2
231,78.08,89.7
232,78.02,89.3
233,77.91,90.9
234,77.86,89.7
235,77.77,88.1
236,77.71,89
237,77.65,88
238,77.59,87.1
239,77.53,86.9
240,77.47,87.7
241,77.39,86.7
242,77.32,86.2
243,77.26,85.3
244,77.23,83.9
245,77.13,83.2
246,77.07,83.3
247,77.03,80.6
248,76.95,81.1
249,76.88,83.2
250,76.86,83.6
251,76.78,80.5
252,76.7,80.1
253,76.56,80.1
254,76.49,79.2
255,76.43,79.3
256,76.36,79.1
257,76.29,78.2
258,76.24,78
259,76.17,78.7
260,76.1,77.9
261,76.04,76.5
262,75.99,78.2
263,75.91,79.4
264,75.85,77.8
265,75.78,77
266,75.78,76.1
267,75.73,75.1
268,75.69,75.4
269,75.65,74.8
270,75.55,75
271,75.5,74.4
272,75.46,73.7
273,75.39,73.8
274,75.32,73.2
275,75.26,73.2
276,75.17,73.7
277,75.12,73.4
278,75.05,72.2
279,74.99,73.7
280,74.95,72.8
281,74.87,73.3
282,74.83,73.8
283,74.77,73.1
284,74.71,74.1
285,74.61,72.4
286,74.56,73.1
287,74.5,72.6
288,74.37,72
289,74.3,71.9
290,74.24,71.7
291,74.18,71
292,74.11,70.5
293,74.05,71.2
294,73.98,70.3
295,73.93,70
296,73.86,70
297,73.8,71.3
298,73.76,69.3
299,73.69,70.5
300,73.64,70.5
301,73.55,70.7
302,73.51,68.9
303,73.46,68
304,73.38,67.9
305,73.32,69.3
306,73.32,68.6
307,73.29,69.6
308,73.24,68.6
309,73.15,69.4
310,73.09,67.4
311,73.05,69.7
312,73.01,68
313,72.95,68.5
314,72.88,70
315,72.82,68.9
316,72.75,67.9
317,72.68,68.2
318,72.65,68.4
319,72.58,68.6
320,72.5,69.2
321,72.48,68.3
322,72.41,68
323,72.36,68.8
324,72.3,67.5
325,72.26,66.8
326,72.19,67
327,72.12,67.5
328,72.05,67.1
329,71.99,67.2
330,71.86,67.1
331,71.77,66.9
332,71.75,66.7
333,71.68,66.6
334,71.63,66.1
335,71.54,65.6
336,71.45,66.1
337,71.42,65.6
338,71.34,66.1
339,71.31,65.2
340,71.25,64.8
341,71.19,64.6
342,71.14,63.6
343,71.12,63.2
344,71.07,63.9
345,71.02,63.2
346,70.95,63
347,70.91,62.8
348,70.87,63.3
349,70.85,62.6
350,70.78,63.2
351,70.72,64
352,70.67,62.7
353,70.64,62.6
354,70.58,62.8
355,70.51,64.2
356,70.47,63.8
357,70.38,63.4
358,70.31,63.4
359,70.26,64
360,70.2,64.1
361,70.16,63.3
362,70.12,62.6
363,70.05,63
364,70.01,63.3
365,69.94,61.5
366,69.86,62.5
367,69.81,62.9
368,69.73,63.5
369,69.68,62.7
370,69.64,63.1
371,69.5,64.3
372,69.43,64.7
373,69.39,64.7
374,69.32,64.1
375,69.25,63
376,69.19,63.4
377,69.17,63.8
378,69.1,64.2
379,69.03,62.9
380,68.96,61.7
381,68.91,62.6
382,68.87,62.6
383,68.81,62.8
384,68.78,62.4
385,68.71,61.8
386,68.66,62
387,68.58,62
388,68.62,61.8
389,68.51,62.5
390,68.53,62.4
391,68.48,63.1
392,68.42,62.2
393,68.35,61.8
394,68.3,62.1
395,68.21,60.8
396,68.16,61.1
397,68.12,59.4
398,68.08,59.3
399,68,59.7
400,67.97,59.8
401,67.9,60.2
402,67.87,60.3
403,67.82,60
404,67.78,59.7
405,67.73,61
406,67.67,61
407,67.63,60.6
408,67.56,60.4
409,67.51,60.1
410,67.44,60.4
411,67.37,60.4
412,67.3,59.3
413,67.22,60.3
414,67.16,60.3
415,67.1,59.4
416,67.05,59.6
417,66.98,58.9
418,66.93,59.7
419,66.89,59.5
420,66.83,58.9
421,66.77,60.2
422,66.72,59.5
423,66.66,60.3
424,66.59,59.7
425,66.55,58.3
426,66.51,59.5
427,66.44,59.5
428,66.4,60.5
429,66.33,60.3
430,66.27,60.7
431,66.22,60.8
432,66.19,60.7
433,66.19,59.8
434,66.15,60.1
435,66.11,59.8
436,66.06,59.8
437,66,59.5
438,65.96,59.4
439,65.93,60.3
440,65.87,58.2
441,65.83,58
442,65.77,58.9
443,65.7,59.4
444,65.64,60.2
445,65.61,59.4
446,65.56,59.8
447,65.51,60.2
448,65.44,61.3
449,65.39,60.3
450,65.33,59.8
451,65.27,60.8
452,65.23,59.9
453,65.19,59.2
454,65.12,59.7
455,65.03,58.9
456,65,59.7
457,64.94,60.1
458,64.91,59.1
459,64.82,59.4
460,64.74,59
461,64.67,59.1
462,64.6,59.5
463,64.56,59.2
464,64.5,58.6
465,64.47,59.3
466,64.39,59.4
467,64.36,58.3
468,64.29,58.4
469,64.25,57.5
470,64.19,58.5
471,64.15,56.5
472,64.09,58.1
473,64.07,56.4
474,64.02,57
475,64.01,57.8
476,63.93,57
477,63.9,57.6
478,63.87,57.9
479,63.83,57.5
480,63.77,57.5
481,63.72,57.7
482,63.64,57.9
483,63.59,58
484,63.54,57.3
485,63.49,56.5
486,63.45,57.7
487,63.39,56.7
488,63.34,57
489,63.31,58.2
490,63.26,57.1
491,63.21,57.3
492,63.17,57
493,63.1,56.6
494,63.07,56.8
495,62.99,56.5
496,62.93,56.3
497,62.89,57.1
498,62.8,56.9
499,62.71,56.6
500,62.67,56.6
501,62.63,56.3
502,62.58,55.3
503,62.49,55.8
504,62.44,55.6
505,62.38,55.7
506,62.35,56.2
507,62.3,55.7
508,62.24,55.4
509,62.18,54.1
510,62.13,55.2
511,62.07,54.8
512,62.02,54.8
513,61.99,54.6
514,61.94,55.3
515,61.89,54.3
516,61.83,54.4
517,61.79,55.5
518,61.75,56
519,61.72,56.6
520,61.69,56.2
521,61.69,56.9
522,61.62,57.1
523,61.57,57.4
524,61.52,56.7
525,61.48,57.8
526,61.44,57.5
527,61.37,58
528,61.32,56.7
529,61.27,58.7
530,61.21,56.8
531,61.19,57.1
532,61.13,58
533,61.07,56.9
534,61.01,57.3
535,60.96,57.6
536,60.92,57.8
537,60.85,56.4
538,60.8,57.2
539,60.75,56.9
540,60.68,57.6
541,60.61,58
542,60.55,59.5
543,60.49,59.6
544,60.43,59.6
545,60.37,60.1
546,60.33,61.1
547,60.27,60.6
548,60.23,59.8
549,60.16,59.4
550,60.1,58.9
551,60.06,59.5
552,60,59.5
553,59.98,58.8
554,59.93,59.5
555,59.87,59.5
556,59.8,58.8
557,59.76,59.4
558,59.75,60.8
559,59.72,61.4
560,59.69,60.9
561,59.67,61.4
562,59.64,61.9
563,59.59,60.6
564,59.55,60.3
565,59.47,60.9
566,59.4,60.1
567,59.35,59.5
568,59.29,59.1
569,59.29,59.5
570,59.22,59.1
571,59.16,58.7
572,59.06,59.3
573,59.08,58.7
574,59.05,59.2
575,58.98,60.4
576,58.94,58.9
577,58.89,59.5
578,58.82,58.3
