Time,Mass (g),HRRPUA (kW/m2)
1150.0,54.86,75.7
1151.0,54.88,75.0
1152.0,54.83,77.2
1153.0,54.83,75.8
1154.0,54.79,76.5
1155.0,54.76,75.4
1156.0,54.72,77.4
1157.0,54.69,78.8
1158.0,54.65,79.5
1159.0,54.59,77.9
1160.0,54.55,78.1
1161.0,54.54,79.2
1162.0,54.49,77.6
1163.0,54.43,77.6
1164.0,54.38,77.8
1165.0,54.36,77.3
1166.0,54.31,77.2
1167.0,54.26,77.1
1168.0,54.2,79.7
1169.0,54.16,78.7
1170.0,54.09,78.8
1171.0,54.06,78.1
1172.0,54.03,79.5
1173.0,54.0,79.0
1174.0,53.95,79.0
1175.0,53.89,78.9
1176.0,53.84,78.6
1177.0,53.79,78.7
1178.0,53.73,79.8
1179.0,53.69,79.3
1180.0,53.56,80.1
1181.0,53.53,78.5
1182.0,53.49,77.6
1183.0,53.45,76.6
1184.0,53.42,76.7
1185.0,53.36,76.4
1186.0,53.34,76.2
1187.0,53.37,75.9
1188.0,53.32,76.5
1189.0,53.3,75.9
1190.0,53.27,74.7
1191.0,53.24,75.1
1192.0,53.18,74.1
1193.0,53.13,76.5
1194.0,53.07,76.8
1195.0,53.03,77.7
1196.0,52.99,77.3
1197.0,52.94,75.8
1198.0,52.89,77.4
1199.0,52.85,77.5
1200.0,52.83,77.2
1201.0,52.77,76.1
1202.0,52.73,78.8
1203.0,52.69,78.6
1204.0,52.64,79.2
1205.0,52.61,78.3
1206.0,52.55,79.6
1207.0,52.52,80.0
1208.0,52.47,80.2
1209.0,52.44,80.6
1210.0,52.39,79.5
1211.0,52.35,79.9
1212.0,52.29,80.9
1213.0,52.26,80.4
1214.0,52.21,80.5
1215.0,52.14,79.6
1216.0,52.09,80.1
1217.0,52.03,80.2
1218.0,51.99,79.6
1219.0,51.94,78.2
1220.0,51.88,78.1
1221.0,51.8,79.0
1222.0,51.76,78.3
1223.0,51.7,79.6
1224.0,51.68,77.0
1225.0,51.64,79.6
1226.0,51.6,80.9
1227.0,51.57,81.1
1228.0,51.54,81.7
1229.0,51.5,80.7
1230.0,51.48,80.2
1231.0,51.46,80.0
1232.0,51.4,80.4
1233.0,51.37,80.6
1234.0,51.31,80.5
1235.0,51.26,79.2
1236.0,51.21,79.5
1237.0,51.18,80.1
1238.0,51.13,79.2
1239.0,51.09,81.1
1240.0,51.04,77.4
1241.0,51.01,78.6
1242.0,50.96,79.5
1243.0,50.89,79.0
1244.0,50.87,78.9
1245.0,50.81,81.3
1246.0,50.76,80.1
1247.0,50.73,80.1
1248.0,50.67,80.0
1249.0,50.64,81.5
1250.0,50.6,80.2
1251.0,50.56,79.3
1252.0,50.48,79.8
1253.0,50.44,80.2
1254.0,50.4,78.7
1255.0,50.36,80.5
1256.0,50.33,79.5
1257.0,50.27,79.3
1258.0,50.22,80.5
1259.0,50.15,80.5
1260.0,50.12,79.7
1261.0,50.07,81.2
1262.0,50.01,80.9
1263.0,49.96,78.7
1264.0,49.9,78.7
1265.0,49.85,81.7
1266.0,49.78,83.1
1267.0,49.72,81.4
1268.0,49.69,81.0
1269.0,49.66,81.6
1270.0,49.65,80.9
1271.0,49.61,81.4
1272.0,49.57,81.8
1273.0,49.52,80.8
1274.0,49.49,82.6
1275.0,49.43,83.0
1276.0,49.4,82.0
1277.0,49.37,82.0
1278.0,49.31,82.9
1279.0,49.26,82.1
1280.0,49.22,81.7
1281.0,49.18,82.5
1282.0,49.13,82.2
1283.0,49.09,82.2
1284.0,49.01,82.3
1285.0,48.99,81.9
1286.0,48.94,81.7
1287.0,48.89,82.8
1288.0,48.86,81.6
1289.0,48.79,82.0
1290.0,48.73,83.2
1291.0,48.69,84.3
1292.0,48.64,83.6
1293.0,48.59,85.2
1294.0,48.53,85.2
1295.0,48.52,84.0
1296.0,48.48,84.2
1297.0,48.42,83.5
1298.0,48.33,83.4
1299.0,48.27,82.2
1300.0,48.2,83.7
1301.0,48.14,83.6
1302.0,48.09,84.3
1303.0,48.03,84.4
1304.0,47.97,84.0
1305.0,47.95,84.3
1306.0,47.88,83.1
1307.0,47.87,82.9
1308.0,47.83,83.2
1309.0,47.8,84.4
1310.0,47.75,83.5
1311.0,47.7,84.5
1312.0,47.67,84.8
1313.0,47.63,85.6
1314.0,47.57,84.7
1315.0,47.54,85.3
1316.0,47.48,86.6
1317.0,47.43,85.9
1318.0,47.38,85.3
1319.0,47.35,85.6
1320.0,47.29,84.3
1321.0,47.27,84.4
1322.0,47.2,84.0
1323.0,47.14,85.3
1324.0,47.08,85.3
1325.0,47.06,83.2
1326.0,47.01,85.8
1327.0,46.95,84.8
1328.0,46.92,84.4
1329.0,46.86,86.0
1330.0,46.82,86.2
1331.0,46.76,86.4
1332.0,46.71,86.3
1333.0,46.66,86.0
1334.0,46.63,85.4
1335.0,46.56,87.0
1336.0,46.51,86.6
1337.0,46.45,86.9
1338.0,46.32,85.8
1339.0,46.29,86.8
1340.0,46.19,87.1
1341.0,46.13,85.2
1342.0,46.12,86.6
1343.0,46.07,85.8
1344.0,46.05,85.9
1345.0,46.06,87.0
1346.0,46.01,85.8
1347.0,45.95,87.6
1348.0,45.96,86.7
1349.0,45.88,87.7
1350.0,45.85,86.5
1351.0,45.79,89.4
1352.0,45.72,86.8
1353.0,45.66,87.9
1354.0,45.62,88.1
1355.0,45.61,88.4
1356.0,45.54,88.1
1357.0,45.48,88.9
1358.0,45.44,87.8
1359.0,45.37,88.5
1360.0,45.31,88.9
1361.0,45.29,90.3
1362.0,45.22,90.4
1363.0,45.18,89.3
1364.0,45.13,88.9
1365.0,45.07,88.7
1366.0,45.02,89.7
1367.0,44.96,89.2
1368.0,44.93,89.8
1369.0,44.86,89.9
1370.0,44.83,89.5
1371.0,44.74,90.2
1372.0,44.72,87.6
1373.0,44.67,88.9
1374.0,44.62,90.2
1375.0,44.57,89.4
1376.0,44.51,90.4
1377.0,44.44,90.1
1378.0,44.37,89.4
1379.0,44.23,89.6
1380.0,44.21,88.8
1381.0,44.16,89.1
1382.0,44.12,87.0
1383.0,44.06,89.5
1384.0,44.01,88.4
1385.0,43.98,89.8
1386.0,43.94,89.9
1387.0,43.91,90.9
1388.0,43.89,89.3
1389.0,43.85,90.5
1390.0,43.78,88.5
1391.0,43.74,89.1
1392.0,43.7,89.0
1393.0,43.64,89.0
1394.0,43.59,88.4
1395.0,43.52,92.0
1396.0,43.49,91.7
1397.0,43.43,87.9
1398.0,43.38,90.3
1399.0,43.34,90.2
1400.0,43.26,91.4
1401.0,43.21,92.9
1402.0,43.16,92.6
1403.0,43.12,94.3
1404.0,43.07,93.6
1405.0,43.0,96.0
1406.0,42.99,95.6
1407.0,42.91,95.3
1408.0,42.84,96.0
1409.0,42.77,94.2
1410.0,42.83,94.8
1411.0,42.7,94.6
1412.0,42.65,94.1
1413.0,42.64,94.5
1414.0,42.6,93.4
1415.0,42.49,92.8
1416.0,42.44,93.4
1417.0,42.36,93.2
1418.0,42.29,92.5
1419.0,42.22,92.8
1420.0,42.15,90.7
1421.0,42.09,91.4
1422.0,42.04,92.0
1423.0,41.98,93.6
1424.0,41.96,92.2
1425.0,41.94,93.2
1426.0,41.88,93.5
1427.0,41.85,93.7
1428.0,41.77,94.8
1429.0,41.76,92.2
1430.0,41.7,92.8
1431.0,41.66,94.3
1432.0,41.6,92.4
1433.0,41.54,94.6
1434.0,41.48,93.4
1435.0,41.44,92.6
1436.0,41.37,94.5
1437.0,41.34,94.0
1438.0,41.27,92.2
1439.0,41.23,95.0
1440.0,41.17,95.5
1441.0,41.11,94.3
1442.0,41.06,94.1
1443.0,41.01,94.0
1444.0,40.95,95.9
1445.0,40.91,93.6
1446.0,40.85,94.2
1447.0,40.81,95.0
1448.0,40.75,95.7
1449.0,40.7,95.0
1450.0,40.64,94.1
1451.0,40.59,95.3
1452.0,40.53,94.5
1453.0,40.5,93.2
1454.0,40.44,94.7
1455.0,40.38,94.7
1456.0,40.33,94.2
1457.0,40.2,95.0
1458.0,40.13,95.2
1459.0,40.06,96.1
1460.0,39.99,93.4
1461.0,39.95,94.1
1462.0,39.93,95.5
1463.0,39.9,93.9
1464.0,39.85,96.2
1465.0,39.81,93.4
1466.0,39.75,94.7
1467.0,39.71,96.2
1468.0,39.67,94.8
1469.0,39.61,93.6
1470.0,39.56,93.1
1471.0,39.53,95.7
1472.0,39.46,94.6
1473.0,39.42,95.2
1474.0,39.36,95.5
1475.0,39.31,94.4
1476.0,39.26,95.0
1477.0,39.2,94.4
1478.0,39.14,94.5
1479.0,39.07,95.9
1480.0,39.02,96.3
1481.0,38.97,95.2
1482.0,38.92,94.4
1483.0,38.87,95.9
1484.0,38.8,96.3
1485.0,38.74,96.7
1486.0,38.69,95.4
1487.0,38.63,93.1
1488.0,38.58,94.6
1489.0,38.53,94.1
1490.0,38.46,95.6
1491.0,38.42,94.0
1492.0,38.35,94.1
1493.0,38.31,94.6
1494.0,38.28,92.4
1495.0,38.19,94.3
1496.0,38.13,93.4
1497.0,38.04,94.0
1498.0,37.98,94.6
1499.0,37.91,94.6
1500.0,37.86,92.6
1501.0,37.8,93.5
1502.0,37.75,93.9
1503.0,37.67,95.5
1504.0,37.48,94.6
1505.0,37.54,97.0
1506.0,37.49,95.2
1507.0,37.54,96.6
1508.0,37.5,97.1
1509.0,37.46,97.3
1510.0,37.43,95.4
1511.0,37.3,95.0
1512.0,37.24,93.7
1513.0,37.2,93.9
1514.0,37.19,95.4
1515.0,37.11,95.8
1516.0,37.07,96.1
1517.0,37.03,96.1
1518.0,36.95,96.5
1519.0,36.91,94.9
1520.0,36.87,96.1
1521.0,36.8,95.2
1522.0,36.73,93.5
1523.0,36.7,95.3
1524.0,36.63,96.9
1525.0,36.59,93.4
1526.0,36.52,96.6
1527.0,36.47,96.1
1528.0,36.4,97.2
1529.0,36.35,96.6
1530.0,36.3,96.1
1531.0,36.23,97.4
1532.0,36.19,97.5
1533.0,36.13,98.1
1534.0,36.08,98.5
1535.0,36.03,97.3
1536.0,35.96,98.3
1537.0,35.91,98.7
1538.0,35.84,99.6
1539.0,35.79,102.1
1540.0,35.73,101.4
1541.0,35.59,102.8
1542.0,35.54,104.9
1543.0,35.49,103.7
1544.0,35.42,104.2
1545.0,35.39,104.5
1546.0,35.3,103.4
1547.0,35.26,105.4
1548.0,35.23,102.8
1549.0,35.25,102.8
1550.0,35.19,104.9
1551.0,35.14,103.5
1552.0,35.09,102.0
1553.0,35.02,103.4
1554.0,34.97,102.0
1555.0,34.91,103.3
1556.0,34.85,101.7
1557.0,34.79,102.0
1558.0,34.75,100.6
1559.0,34.7,100.5
1560.0,34.65,99.5
1561.0,34.58,99.4
1562.0,34.54,100.0
1563.0,34.48,100.4
1564.0,34.44,99.1
1565.0,34.4,101.2
1566.0,34.3,97.7
1567.0,34.3,99.4
1568.0,34.25,99.6
1569.0,34.2,99.5
1570.0,34.13,98.2
1571.0,34.05,100.5
1572.0,33.98,99.5
1573.0,33.9,98.5
1574.0,33.85,100.2
1575.0,33.79,99.4
1576.0,33.73,99.2
1577.0,33.67,98.5
1578.0,33.6,97.4
1579.0,33.55,99.5
1580.0,33.47,101.0
1581.0,33.43,102.0
1582.0,33.33,100.4
1583.0,33.26,101.9
1584.0,33.19,102.7
1585.0,33.16,101.3
1586.0,33.07,102.2
1587.0,33.04,101.9
1588.0,32.99,101.3
1589.0,32.96,101.8
1590.0,32.93,103.1
1591.0,32.9,100.6
1592.0,32.85,103.6
1593.0,32.76,101.0
1594.0,32.7,102.1
1595.0,32.68,100.2
1596.0,32.63,100.0
1597.0,32.57,102.3
1598.0,32.52,103.1
1599.0,32.45,100.3
1600.0,32.39,100.8
1601.0,32.31,99.3
1602.0,32.26,99.8
1603.0,32.18,100.4
1604.0,32.17,100.0
1605.0,32.11,100.0
1606.0,32.03,101.5
1607.0,31.99,102.0
1608.0,31.93,101.5
1609.0,31.88,101.7
1610.0,31.81,104.5
1611.0,31.75,103.5
1612.0,31.7,103.2
1613.0,31.64,104.4
1614.0,31.57,104.1
1615.0,31.52,105.6
1616.0,31.46,105.8
1617.0,31.4,106.5
1618.0,31.35,107.2
1619.0,31.21,105.8
1620.0,31.15,108.0
1621.0,31.08,106.9
1622.0,31.02,105.2
1623.0,30.93,105.3
1624.0,30.87,105.7
1625.0,30.87,104.8
1626.0,30.76,105.7
1627.0,30.8,106.4
1628.0,30.73,105.2
1629.0,30.7,104.9
1630.0,30.65,106.0
1631.0,30.59,105.5
1632.0,30.52,105.8
1633.0,30.47,105.4
1634.0,30.41,106.2
1635.0,30.34,106.4
1636.0,30.28,105.2
1637.0,30.23,106.4
1638.0,30.15,106.9
1639.0,30.12,106.3
1640.0,30.08,108.2
1641.0,29.99,108.1
1642.0,29.95,108.4
1643.0,29.9,108.2
1644.0,29.84,107.3
1645.0,29.79,106.7
1646.0,29.72,108.1
1647.0,29.67,108.5
1648.0,29.62,107.8
1649.0,29.54,104.4
1650.0,29.49,105.7
1651.0,29.43,103.1
1652.0,29.38,103.6
1653.0,29.33,103.5
1654.0,29.28,103.0
1655.0,29.21,102.3
1656.0,29.14,101.2
1657.0,29.1,101.8
1658.0,29.06,101.4
1659.0,28.97,101.7
1660.0,28.82,103.6
1661.0,28.77,102.5
1662.0,28.73,101.8
1663.0,28.64,104.5
1664.0,28.6,102.8
1665.0,28.54,103.1
1666.0,28.5,104.4
1667.0,28.45,103.7
1668.0,28.43,103.6
1669.0,28.42,104.1
1670.0,28.36,102.1
1671.0,28.31,103.8
1672.0,28.25,103.9
1673.0,28.2,103.7
1674.0,28.13,103.5
1675.0,28.1,104.2
1676.0,28.03,103.5
1677.0,27.97,103.9
1678.0,27.92,102.5
1679.0,27.85,104.7
1680.0,27.8,102.9
1681.0,27.75,102.4
1682.0,27.7,103.2
1683.0,27.66,101.8
1684.0,27.6,103.7
1685.0,27.54,101.5
1686.0,27.49,102.7
1687.0,27.44,102.5
1688.0,27.38,103.0
1689.0,27.33,102.9
1690.0,27.26,102.2
1691.0,27.21,102.0
1692.0,27.16,102.7
1693.0,27.09,101.2
1694.0,27.05,101.8
1695.0,26.97,98.9
1696.0,26.93,102.0
1697.0,26.85,102.0
1698.0,26.79,101.2
1699.0,26.71,100.4
1700.0,26.65,102.1
1701.0,26.6,100.5
1702.0,26.53,100.6
1703.0,26.49,98.2
1704.0,26.42,100.8
1705.0,26.38,100.4
1706.0,26.38,100.0
1707.0,26.35,98.2
1708.0,26.28,99.3
1709.0,26.24,101.6
1710.0,26.22,100.5
1711.0,26.16,95.3
1712.0,26.1,98.7
1713.0,26.07,99.2
1714.0,25.98,97.5
1715.0,25.94,99.0
1716.0,25.88,98.9
1717.0,25.82,97.7
1718.0,25.77,98.5
1719.0,25.7,98.9
1720.0,25.66,98.8
1721.0,25.6,97.9
1722.0,25.55,97.1
1723.0,25.51,98.4
1724.0,25.45,97.5
1725.0,25.4,96.5
1726.0,25.33,98.9
1727.0,25.28,100.5
1728.0,25.23,100.8
1729.0,25.19,102.3
1730.0,25.14,102.2
1731.0,25.08,105.1
1732.0,25.03,106.9
1733.0,24.96,106.8
1734.0,24.93,107.3
1735.0,24.9,107.8
1736.0,24.87,107.2
1737.0,24.78,108.8
1738.0,24.72,107.5
1739.0,24.64,108.1
1740.0,24.61,108.6
1741.0,24.54,107.0
1742.0,24.43,105.2
1743.0,24.37,106.2
1744.0,24.28,104.5
1745.0,24.23,104.7
1746.0,24.17,103.8
1747.0,24.12,102.4
1748.0,24.06,103.3
1749.0,24.02,102.0
1750.0,23.96,105.0
1751.0,23.89,103.1
1752.0,23.95,103.3
1753.0,23.89,101.8
1754.0,23.86,103.7
1755.0,23.82,101.8
1756.0,23.76,102.0
1757.0,23.72,101.7
1758.0,23.65,100.1
1759.0,23.6,101.2
1760.0,23.54,100.9
1761.0,23.49,100.9
1762.0,23.44,98.3
1763.0,23.38,99.6
1764.0,23.33,97.5
1765.0,23.29,97.6
1766.0,23.22,98.5
1767.0,23.2,95.6
1768.0,23.17,97.4
1769.0,23.13,97.2
1770.0,23.04,97.5
1771.0,23.0,95.2
1772.0,22.93,93.2
1773.0,22.91,95.0
1774.0,22.87,94.6
1775.0,22.81,94.8
1776.0,22.76,93.3
1777.0,22.69,93.4
1778.0,22.65,94.7
1779.0,22.59,92.7
1780.0,22.55,93.5
1781.0,22.5,92.6
1782.0,22.45,92.2
1783.0,22.4,92.6
1784.0,22.36,92.0
1785.0,22.28,92.0
1786.0,22.21,94.0
1787.0,22.11,93.5
1788.0,22.09,93.4
1789.0,22.05,92.7
1790.0,22.03,93.4
1791.0,21.98,91.8
1792.0,21.93,93.1
1793.0,21.98,92.4
1794.0,21.96,90.6
1795.0,21.91,90.7
1796.0,21.85,89.4
1797.0,21.79,91.3
1798.0,21.74,89.2
1799.0,21.7,88.1
1800.0,21.67,88.6
1801.0,21.66,86.8
1802.0,21.61,86.6
1803.0,21.55,88.0
1804.0,21.52,86.7
1805.0,21.48,84.9
1806.0,21.45,86.0
1807.0,21.4,84.6
1808.0,21.35,85.2
1809.0,21.32,83.4
1810.0,21.29,83.2
1811.0,21.25,83.6
1812.0,21.21,81.2
1813.0,21.15,82.5
1814.0,21.11,82.3
1815.0,21.07,82.1
1816.0,21.05,82.1
1817.0,21.02,82.0
1818.0,20.98,80.9
1819.0,20.93,80.9
1820.0,20.91,79.4
1821.0,20.85,80.8
1822.0,20.8,81.1
1823.0,20.75,80.0
1824.0,20.66,78.6
1825.0,20.62,77.5
1826.0,20.57,79.7
1827.0,20.55,77.8
1828.0,20.51,77.0
1829.0,20.46,76.2
1830.0,20.44,74.2
1831.0,20.42,76.7
1832.0,20.38,76.5
1833.0,20.35,75.6
1834.0,20.33,74.0
1835.0,20.34,73.8
1836.0,20.3,74.3
1837.0,20.26,72.8
1838.0,20.21,73.7
1839.0,20.19,72.0
1840.0,20.15,71.2
1841.0,20.13,71.9
1842.0,20.12,71.4
1843.0,20.07,70.9
1844.0,20.03,71.1
1845.0,19.98,69.8
1846.0,19.95,69.6
1847.0,19.93,69.6
1848.0,19.91,69.0
1849.0,19.88,69.3
1850.0,19.84,66.9
1851.0,19.8,67.4
1852.0,19.77,66.7
1853.0,19.75,67.2
1854.0,19.73,66.4
1855.0,19.69,66.4
1856.0,19.67,65.4
1857.0,19.63,67.4
1858.0,19.56,67.9
1859.0,19.5,66.5
1860.0,19.45,65.9
1861.0,19.39,67.5
1862.0,19.35,66.6
1863.0,19.33,65.7
1864.0,19.29,66.7
1865.0,19.29,65.8
1866.0,19.29,65.4
1867.0,19.31,65.6
1868.0,19.29,64.0
1869.0,19.25,63.6
1870.0,19.23,63.8
1871.0,19.22,63.6
1872.0,19.19,63.4
1873.0,19.15,63.4
1874.0,19.12,63.3
1875.0,19.08,63.1
1876.0,19.06,62.6
1877.0,19.03,61.8
1878.0,19.0,62.9
1879.0,18.97,62.3
1880.0,18.94,62.7
1881.0,18.9,62.4
1882.0,18.88,62.3
1883.0,18.85,60.3
1884.0,18.82,60.9
1885.0,18.79,60.1
1886.0,18.77,59.8
1887.0,18.75,59.6
1888.0,18.74,58.8
1889.0,18.72,58.4
1890.0,18.69,57.2
1891.0,18.66,56.2
1892.0,18.64,55.7
1893.0,18.63,56.0
1894.0,18.6,55.3
1895.0,18.58,55.4
1896.0,18.54,55.4
1897.0,18.53,55.0
1898.0,18.5,55.3
1899.0,18.4,54.2
1900.0,18.36,55.7
1901.0,18.33,55.3
1902.0,18.3,55.2
1903.0,18.26,54.5
1904.0,18.24,55.2
1905.0,18.22,55.3
1906.0,18.2,55.2
1907.0,18.18,54.8
1908.0,18.16,53.5
1909.0,18.22,52.7
1910.0,18.2,52.6
1911.0,18.19,51.6
1912.0,18.18,51.3
1913.0,18.16,50.4
1914.0,18.16,50.1
1915.0,18.13,48.9
1916.0,18.1,48.4
1917.0,18.08,47.8
1918.0,18.07,47.7
1919.0,18.05,48.1
1920.0,18.02,46.8
1921.0,18.0,46.9
1922.0,17.97,46.7
1923.0,17.95,46.1
1924.0,17.94,45.5
1925.0,17.92,45.8
1926.0,17.9,45.5
1927.0,17.9,45.5
1928.0,17.88,44.1
1929.0,17.85,44.4
1930.0,17.83,44.4
1931.0,17.81,43.8
1932.0,17.79,43.2
1933.0,17.79,42.3
1934.0,17.76,42.2
1935.0,17.74,41.5
1936.0,17.73,41.0
1937.0,17.71,40.8
1938.0,17.7,41.1
1939.0,17.68,40.2
1940.0,17.66,40.8
1941.0,17.66,40.2
1942.0,17.65,40.4
1943.0,17.52,40.0
1944.0,17.51,41.3
1945.0,17.48,39.3
1946.0,17.47,39.0
1947.0,17.45,39.6
1948.0,17.44,39.0
1949.0,17.42,38.9
1950.0,17.42,37.6
1951.0,17.4,37.2
1952.0,17.38,36.5
1953.0,17.43,36.4
1954.0,17.43,36.2
1955.0,17.41,36.0
1956.0,17.4,36.4
1957.0,17.39,36.3
1958.0,17.39,36.2
1959.0,17.37,36.2
1960.0,17.36,35.6
1961.0,17.34,34.3
1962.0,17.33,35.0
1963.0,17.32,34.4
1964.0,17.31,34.0
1965.0,17.3,33.7
1966.0,17.27,33.4
1967.0,17.25,32.9
1968.0,17.24,32.8
1969.0,17.22,32.7
1970.0,17.21,32.4
1971.0,17.2,32.4
1972.0,17.17,32.3
1973.0,17.18,32.5
1974.0,17.16,33.2
1975.0,17.15,32.5
1976.0,17.14,32.6
1977.0,17.14,32.2
1978.0,17.11,32.1
1979.0,17.11,32.7
1980.0,17.09,32.0
1981.0,17.08,31.9
1982.0,17.05,32.3
1983.0,16.97,32.2
1984.0,16.95,32.0
1985.0,16.94,32.0
1986.0,16.92,32.2
1987.0,16.92,32.5
1988.0,16.91,32.6
1989.0,16.95,33.1
1990.0,16.94,33.0
1991.0,16.93,33.0
1992.0,16.94,33.4
1993.0,16.92,33.2
1994.0,16.94,33.7
1995.0,16.9,33.3
1996.0,16.9,33.2
1997.0,16.9,34.5
1998.0,16.88,34.4
1999.0,16.88,34.3
2000.0,16.87,33.8
2001.0,16.86,33.8
2002.0,16.86,33.4
2003.0,16.85,33.5
2004.0,16.84,33.3
2005.0,16.81,33.2
2006.0,16.82,33.3
2007.0,16.8,32.9
2008.0,16.78,33.2
2009.0,16.77,33.1
2010.0,16.78,33.5
2011.0,16.76,33.4
2012.0,16.75,33.3
2013.0,16.73,32.6
2014.0,16.73,32.0
2015.0,16.71,31.5
2016.0,16.7,30.7
2017.0,16.68,30.3
2018.0,16.68,29.8
2019.0,16.67,29.1
2020.0,16.64,29.0
2021.0,16.62,28.7
2022.0,16.59,28.0
2023.0,16.52,27.0
2024.0,16.55,27.0
2025.0,16.51,26.7
2026.0,16.49,26.4
2027.0,16.49,26.1
2028.0,16.49,26.2
2029.0,16.5,26.1
2030.0,16.49,26.0
2031.0,16.49,26.2
2032.0,16.49,26.2
2033.0,16.54,26.4
2034.0,16.53,26.3
2035.0,16.52,27.0
2036.0,16.51,26.8
2037.0,16.49,26.5
2038.0,16.48,27.3
2039.0,16.48,27.4
2040.0,16.47,27.7
2041.0,16.46,27.5
2042.0,16.45,27.4
2043.0,16.44,28.0
2044.0,16.43,28.4
2045.0,16.42,28.0
2046.0,16.4,28.1
2047.0,16.39,27.9
2048.0,16.37,28.0
2049.0,16.37,28.6
2050.0,16.37,28.7
2051.0,16.36,28.0
2052.0,16.34,27.7
2053.0,16.33,27.5
2054.0,16.32,27.3
2055.0,16.31,28.0
2056.0,16.31,28.1
2057.0,16.3,28.0
2058.0,16.27,28.1
2059.0,16.25,28.3
2060.0,16.23,28.3
2061.0,16.2,28.2
2062.0,16.19,28.5
2063.0,16.17,28.6
2064.0,16.14,27.7
2065.0,16.14,27.3
2066.0,16.15,27.7
2067.0,16.16,27.2
2068.0,16.17,27.1
2069.0,16.17,26.6
2070.0,16.15,26.1
2071.0,16.16,25.7
2072.0,16.15,25.8
2073.0,16.16,25.2
2074.0,16.15,24.9
2075.0,16.16,24.3
2076.0,16.14,23.9
2077.0,16.13,23.8
2078.0,16.11,24.3
2079.0,16.11,24.3
2080.0,16.11,23.8
2081.0,16.11,23.9
2082.0,16.1,23.7
2083.0,16.1,23.8
2084.0,16.09,23.8
2085.0,16.08,23.5
2086.0,16.07,23.7
2087.0,16.06,23.2
2088.0,16.04,23.1
2089.0,16.03,22.8
2090.0,16.02,22.9
2091.0,16.03,23.0
2092.0,16.01,23.1
2093.0,16.0,23.2
2094.0,15.99,23.9
2095.0,15.98,23.7
2096.0,15.96,22.9
2097.0,15.9,23.5
2098.0,15.89,23.0
2099.0,15.87,23.1
2100.0,15.87,23.0
2101.0,15.84,22.9
2102.0,15.83,22.7
2103.0,15.83,23.0
2104.0,15.81,22.6
2105.0,15.86,22.2
2106.0,15.85,21.8
2107.0,15.84,22.0
2108.0,15.84,21.8
2109.0,15.85,21.8
2110.0,15.84,22.0
2111.0,15.85,21.5
2112.0,15.83,22.2
2113.0,15.82,22.9
2114.0,15.81,22.9
2115.0,15.8,23.0
2116.0,15.8,22.9
2117.0,15.78,23.4
2118.0,15.77,23.0
2119.0,15.76,22.9
2120.0,15.76,23.0
2121.0,15.76,23.1
2122.0,15.76,23.0
2123.0,15.75,23.4
2124.0,15.74,22.9
2125.0,15.74,23.0
2126.0,15.72,23.1
2127.0,15.71,23.2
2128.0,15.71,23.4
2129.0,15.69,23.3
2130.0,15.69,23.5
2131.0,15.69,23.4
2132.0,15.67,23.5
2133.0,15.66,23.0
2134.0,15.65,23.1
2135.0,15.65,22.6
2136.0,15.63,22.4
2137.0,15.62,22.8
2138.0,15.62,22.9
2139.0,15.59,22.6
2140.0,15.56,22.8
2141.0,15.53,22.5
2142.0,15.48,22.8
2143.0,15.48,22.4
2144.0,15.47,22.7
2145.0,15.47,22.8
2146.0,15.46,22.4
2147.0,15.47,22.3
2148.0,15.47,22.1
2149.0,15.48,22.4
2150.0,15.52,21.9
2151.0,15.52,22.0
2152.0,15.51,21.9
2153.0,15.5,22.1
2154.0,15.49,22.6
2155.0,15.48,22.1
2156.0,15.46,22.0
2157.0,15.46,21.9
2158.0,15.45,21.8
2159.0,15.45,21.6
2160.0,15.45,21.5
2161.0,15.44,21.8
2162.0,15.42,21.9
2163.0,15.42,21.8
2164.0,15.41,21.5
2165.0,15.41,21.6
2166.0,15.41,21.1
2167.0,15.4,21.1
2168.0,15.39,20.7
2169.0,15.4,20.7
2170.0,15.39,20.6
