Time (s),Mass (g),HRR (kW/m2)
0,104.65,-3.5
1,104.63,-3.4
2,104.58,-3.5
3,104.59,-3.5
4,104.55,-3.2
5,104.47,-2.2
6,104.49,-1.1
7,104.47,-0.1
8,104.44,1.9
9,104.41,3.6
10,104.38,5.3
11,104.32,6.2
12,104.28,7.1
13,104.27,7.3
14,104.27,7.2
15,104.28,7.1
16,104.25,7.1
17,104.24,7.1
18,104.2,7
19,104.18,7.5
20,104.15,7.7
21,104.13,8.4
22,104.12,9.4
23,104.07,10.3
24,104.01,11.1
25,103.96,11.7
26,103.82,11.9
27,103.78,11.2
28,103.71,11
29,103.57,10.6
30,103.43,10.5
31,103.38,10.3
32,103.18,10.6
33,103.03,11.3
34,102.87,12.1
35,102.72,13.4
36,102.59,18.1
37,102.44,29.6
38,102.25,44.2
39,102.11,63.3
40,101.98,81.2
41,101.83,102.6
42,101.69,118.9
43,101.54,133.9
44,101.45,151.3
45,101.28,166
46,101.1,177.9
47,100.97,191.2
48,100.86,202.1
49,100.72,209
50,100.56,215.1
51,100.47,221.6
52,100.33,222.1
53,100.22,228.1
54,100.09,237
55,99.94,233.8
56,99.8,242
57,99.67,240.2
58,99.54,243.5
59,99.43,240.1
60,99.31,242.3
61,99.17,245.7
62,99.05,243.7
63,98.9,243.4
64,98.82,238
65,98.69,238
66,98.61,236.8
67,98.49,234
68,98.38,229.3
69,98.25,225.2
70,98.15,225.5
71,98.04,222.3
72,97.93,222.1
73,97.76,215.5
74,97.65,215
75,97.52,210.4
76,97.44,209.4
77,97.31,204.5
78,97.16,199.2
79,97.06,200.9
80,96.94,194.9
81,96.83,190.3
82,96.73,189.9
83,96.61,191.8
84,96.54,186.9
85,96.4,185.7
86,96.3,180.5
87,96.23,179.4
88,96.15,177.1
89,96.06,178
90,95.97,177.6
91,95.88,173
92,95.81,172.9
93,95.69,174.3
94,95.59,168.4
95,95.51,172.9
96,95.45,166.2
97,95.36,163.8
98,95.27,164.8
99,95.18,163.7
100,95.06,163
101,94.98,164.1
102,94.91,162
103,94.82,157.4
104,94.72,157.9
105,94.59,155.2
106,94.51,154.6
107,94.44,152.8
108,94.35,153.1
109,94.28,152.3
110,94.16,150.9
111,94.05,149.1
112,94.01,151.5
113,93.91,148.7
