Time,Mass (g),HRRPUA (kW/m2)
1150.0,21.44,75.0
1151.0,21.41,75.3
1152.0,21.4,73.0
1153.0,21.38,74.7
1154.0,21.35,73.0
1155.0,21.32,72.4
1156.0,21.3,70.8
1157.0,21.27,69.7
1158.0,21.24,68.4
1159.0,21.26,68.3
1160.0,21.24,68.2
1161.0,21.25,66.4
1162.0,21.24,67.8
1163.0,21.25,65.7
1164.0,21.22,65.1
1165.0,21.21,64.7
1166.0,21.19,63.2
1167.0,21.17,63.3
1168.0,21.14,62.0
1169.0,21.14,62.8
1170.0,21.14,61.6
1171.0,21.12,61.1
1172.0,21.1,60.9
1173.0,21.08,60.8
1174.0,21.07,60.0
1175.0,21.04,59.3
1176.0,21.03,58.9
1177.0,21.0,58.8
1178.0,20.97,58.0
1179.0,20.97,57.8
1180.0,20.92,56.9
1181.0,20.95,55.8
1182.0,20.87,55.9
1183.0,20.81,55.1
1184.0,20.81,54.8
1185.0,20.81,54.8
1186.0,20.76,54.3
1187.0,20.73,53.2
1188.0,20.72,53.8
1189.0,20.72,53.4
1190.0,20.7,52.8
1191.0,20.68,51.4
1192.0,20.66,50.4
1193.0,20.65,50.2
1194.0,20.64,49.6
1195.0,20.65,49.9
1196.0,20.65,49.3
1197.0,20.66,48.7
1198.0,20.67,48.9
1199.0,20.65,48.4
1200.0,20.66,47.3
1201.0,20.66,47.2
1202.0,20.66,46.4
1203.0,20.67,46.2
1204.0,20.67,47.4
1205.0,20.64,46.5
1206.0,20.64,45.6
1207.0,20.63,46.1
1208.0,20.6,45.8
1209.0,20.58,45.1
1210.0,20.58,44.3
1211.0,20.56,44.3
1212.0,20.56,44.9
1213.0,20.54,44.9
1214.0,20.54,44.9
1215.0,20.51,44.3
1216.0,20.51,43.5
1217.0,20.51,44.7
1218.0,20.47,44.8
1219.0,20.47,44.3
1220.0,20.45,44.2
1221.0,20.42,44.3
1222.0,20.39,43.6
1223.0,20.39,44.5
1224.0,20.35,44.3
1225.0,20.32,44.1
1226.0,20.29,44.1
1227.0,20.27,43.4
1228.0,20.21,42.7
1229.0,20.21,43.2
1230.0,20.19,43.5
1231.0,20.17,43.3
1232.0,20.16,43.3
1233.0,20.14,43.2
1234.0,20.13,42.7
1235.0,20.12,42.5
1236.0,20.13,43.2
1237.0,20.11,43.2
1238.0,20.12,43.7
1239.0,20.11,44.5
1240.0,20.11,43.3
1241.0,20.12,45.2
1242.0,20.09,45.2
1243.0,20.15,45.2
1244.0,20.15,45.1
1245.0,20.12,46.0
1246.0,20.1,45.4
1247.0,20.12,45.6
1248.0,20.11,45.8
1249.0,20.13,44.8
1250.0,20.09,45.5
1251.0,20.1,45.3
1252.0,20.06,44.9
1253.0,20.06,45.2
1254.0,20.04,44.9
1255.0,20.05,44.5
1256.0,20.04,44.3
1257.0,20.03,43.6
1258.0,19.99,43.4
1259.0,19.98,43.1
1260.0,19.94,41.6
1261.0,19.92,42.3
1262.0,19.87,42.0
1263.0,19.85,41.4
1264.0,19.83,41.4
1265.0,19.81,40.8
1266.0,19.8,40.3
1267.0,19.76,40.9
1268.0,19.74,40.4
1269.0,19.73,40.6
1270.0,19.71,40.2
1271.0,19.73,39.7
1272.0,19.73,40.1
1273.0,19.74,39.3
1274.0,19.75,38.8
1275.0,19.69,38.9
1276.0,19.71,39.1
1277.0,19.7,38.9
1278.0,19.71,38.7
1279.0,19.72,39.2
1280.0,19.72,39.1
1281.0,19.7,39.1
1282.0,19.72,38.8
1283.0,19.71,38.6
1284.0,19.69,39.0
1285.0,19.7,39.4
1286.0,19.67,39.1
1287.0,19.66,40.2
1288.0,19.63,40.3
1289.0,19.61,40.0
1290.0,19.61,39.9
1291.0,19.6,39.9
1292.0,19.61,39.2
1293.0,19.61,39.5
1294.0,19.59,39.0
1295.0,19.57,39.3
1296.0,19.56,38.8
1297.0,19.55,38.7
1298.0,19.54,38.9
1299.0,19.47,39.0
1300.0,19.42,39.4
1301.0,19.41,39.1
1302.0,19.39,38.6
1303.0,19.36,38.8
1304.0,19.33,38.9
1305.0,19.34,38.7
1306.0,19.35,38.8
1307.0,19.32,38.2
1308.0,19.31,38.1
1309.0,19.3,38.5
1310.0,19.3,39.5
1311.0,19.29,38.8
1312.0,19.25,39.6
1313.0,19.26,38.9
1314.0,19.24,39.6
1315.0,19.22,39.8
1316.0,19.21,40.4
1317.0,19.19,40.4
1318.0,19.19,40.7
1319.0,19.18,40.2
1320.0,19.2,40.5
1321.0,19.14,40.8
1322.0,19.14,40.6
1323.0,19.23,40.0
1324.0,19.22,40.0
1325.0,19.21,39.8
1326.0,19.23,39.3
1327.0,19.2,38.2
1328.0,19.18,38.8
1329.0,19.16,39.8
1330.0,19.15,38.9
1331.0,19.15,38.1
1332.0,19.12,38.2
1333.0,19.1,37.2
1334.0,19.11,37.5
1335.0,19.11,37.3
1336.0,19.09,37.6
1337.0,19.09,37.6
1338.0,19.09,37.5
1339.0,19.1,38.0
1340.0,19.1,38.0
1341.0,19.08,37.8
1342.0,19.04,37.6
1343.0,18.99,37.6
1344.0,18.96,37.5
1345.0,18.95,36.3
1346.0,18.9,36.5
1347.0,18.89,36.1
1348.0,18.89,36.7
1349.0,18.86,36.6
1350.0,18.85,36.8
1351.0,18.82,38.4
1352.0,18.82,38.1
1353.0,18.81,38.4
1354.0,18.8,39.0
