Time [s],Mass [g],Back Surface Temperature [K],Top Surface Temperature [K]
924,3.972592326,494.4489233,
925,3.997396896,494.4225583,
926,3.956553837,494.5405967,
927,3.92299347,494.5353497,
928,3.958263437,494.6399761,
929,3.959711505,494.6999893,
930,3.964945198,494.6241525,
931,3.971050536,494.6469116,
932,3.954123328,494.6828915,
933,3.952553486,494.7555552,
934,3.962946028,494.7983832,
935,3.951026559,494.7611705,
936,3.918480735,494.7930694,
937,3.964822511,494.716249,
938,3.984444588,494.6155257,
939,3.963438123,494.6285282,
940,3.989488437,494.6292663,
941,3.996866259,494.6808501,
942,3.966478203,494.6610323,
943,3.915544981,494.7883411,
944,3.929039007,494.8274891,
945,3.978517471,494.7318395,
946,3.963123692,494.8292022,
947,3.974422489,494.7813722,
948,4.004930618,494.5706092,
949,3.97741534,494.7050914,
950,3.949510107,494.7695514,
951,3.929318117,494.7585656,
952,3.936366827,494.884612,
953,3.937295675,494.9721009,
954,3.934291164,494.8531688,
955,3.938050581,494.8426996,
956,3.937788578,494.8174124,
957,3.919901931,494.8744454,
958,3.948488676,494.8819046,
959,3.992806843,494.8222319,
960,3.917749606,494.8252975,
961,3.919666184,494.8357576,
962,3.95190181,494.8379916,
963,3.943950395,494.7800336,
964,3.931464405,494.8065594,
965,3.944161819,494.7039059,
966,3.95831678,494.8503013,
967,3.948299439,494.9174225,
968,3.964902446,494.846369,
969,3.94200909,494.8304,
970,3.946794628,494.7758,
971,3.938692355,494.9139,
972,3.927462457,494.9333,
973,3.94597053,494.9279,
974,3.930643481,494.8692,
975,3.912858582,494.8852,
976,3.92858028,495.019,
977,3.938105526,494.9849,
978,3.939415214,494.7933,
979,3.908102592,494.7508223,
980,3.897043436,494.9111687,
981,3.896220285,494.9407532,
982,3.874437809,494.8907818,
983,3.864473343,494.866917,
984,3.885280985,494.971003,
985,3.913529114,494.9497508,
986,3.8836921,495.0996766,
987,3.87771937,495.1336835,
988,3.882954553,495.0066044,
989,3.835794318,495.0744694,
990,3.869324051,494.8979633,
991,3.891403079,494.9454034,
992,3.891517549,495.1465422,
993,3.9112803,495.0600882,
994,3.923208881,495.2108477,
995,3.911806218,495.2517817,
996,3.919212638,495.0402023,
997,3.936450353,495.1917121,
998,3.928032113,495.1901807,
999,3.89208798,495.2708169,
1000,3.897121379,495.2045542,
1001,3.889380586,495.165775,
1002,3.85621757,495.1499383,
1003,3.839272665,495.1939831,
1004,3.891445913,495.2850012,
1005,3.911123221,495.1977657,
1006,3.892676358,495.3002373,
1007,3.874802209,495.2634738,
1008,3.854696843,495.0835026,
1009,3.894361915,494.9293791,
1010,3.906936656,494.9218734,
1011,3.906709789,494.9190588,
1012,3.905034301,495.0006386,
1013,3.878223106,495.133991,
1014,3.859940353,495.1826475,
1015,3.862985412,494.9888064,
1016,3.860208608,494.9766612,
1017,3.873005501,495.2236668,
1018,3.866689941,495.2973645,
1019,3.889624143,495.3523629,
1020,3.887990713,495.2771102,
1021,3.880613016,495.2485001,
1022,3.829761262,495.3440609,
1023,3.781526172,495.2700417,887.6399942
1024,3.826142601,495.1993384,899.70402
1025,3.85098636,495.2647639,909.3612066
1026,3.86565955,495.3155825,905.8869504
1027,3.860120378,495.346687,908.735949
1028,3.826729572,495.4062511,908.255413
1029,3.859612162,495.3634099,909.4546165
1030,3.867132843,495.4029992,906.6082058
1031,3.824926297,495.4870734,909.8127761
1032,3.831440822,495.5428317,909.2769278
1033,3.825965317,495.5771353,907.4545697
1034,3.847454438,495.620929,907.7730289
1035,3.884918822,495.575794,909.0696073
1036,3.877930499,495.2677084,908.2762835
1037,3.849987605,495.3459643,904.5753797
1038,3.81293611,495.4590281,906.9960099
1039,3.854977207,495.5626067,908.2981096
1040,3.838988918,495.5533943,909.7507595
1041,3.854494537,495.5638987,911.4178917
1042,3.868728642,495.5799997,910.4360676
1043,3.83028666,495.6217326,909.2709162
1044,3.837515212,495.6846025,908.6532868
1045,3.845290154,495.6716566,911.8033747
1046,3.872267004,495.6459081,914.703057
1047,3.838237747,495.6575414,910.5057862
1048,3.791810609,495.6967551,906.8486479
1049,3.787072622,495.74628,909.7946574
1050,3.8282441,495.7271984,912.521152
1051,3.829622863,495.8014063,912.2129396
1052,3.86350649,495.7505218,912.3597714
1053,3.850725623,495.6630946,909.16717
1054,3.810103173,495.609125,906.6983581
1055,3.803313578,495.8157146,907.0229842
1056,3.849194095,495.9095448,909.0200921
1057,3.860420557,495.9247516,912.6103334
1058,3.850572383,495.9156907,909.5073121
1059,3.851230764,495.9476627,906.5570949
1060,3.826047792,496.034923,909.5970577
1061,3.826187279,496.0298866,911.555789
1062,3.825991133,495.9763891,910.8256092
1063,3.833801333,495.9061332,907.7192149
1064,3.845084086,495.8286602,910.7171399
1065,3.86302613,495.7830251,910.7166561
1066,3.849050838,495.9087482,911.0147434
1067,3.81786586,495.8991616,917.0016038
1068,3.82796191,495.9389676,914.5547291
1069,3.831546349,495.9164582,909.1162028
1070,3.813565962,496.0300636,911.0329474
1071,3.831494333,495.9913164,909.460686
1072,3.837220396,496.0080086,912.6387197
1073,3.805628689,495.9622475,911.4204497
1074,3.780647931,495.9121032,911.2387908
1075,3.768709063,495.8812123,912.6456198
1076,3.790089703,495.9591485,909.9822109
1077,3.828452097,495.9323171,911.3416055
1078,3.813181953,495.89585,909.2892462
1079,3.81882661,495.8325153,915.6668314
1080,3.836680839,496.0370646,911.763332
1081,3.830203292,495.9767367,908.5846169
1082,3.828961029,495.9920222,918.6804413
1083,3.817640747,495.9905648,915.7027647
1084,3.819990556,495.9833079,917.4389042
1085,3.81221633,496.1185146,914.4300611
1086,3.823716993,496.0782111,908.455765
1087,3.867406044,496.0628753,911.9095376
1088,3.818377135,496.1210948,910.5125359
1089,3.79162013,496.030623,913.0667319
1090,3.793289537,496.1279324,912.1999806
1091,3.791677838,496.1393354,910.6061413
1092,3.808477435,496.2235807,912.0606481
1093,3.796465307,496.1854979,917.1412439
1094,3.791887695,496.2159542,915.8243795
1095,3.806932887,496.1796562,913.3996025
1096,3.795995014,496.191626,916.9743724
1097,3.811070443,495.9905224,915.3760156
1098,3.79589769,496.1529189,910.2678896
1099,3.797904953,496.1487734,911.9962108
1100,3.812387901,496.1427674,915.2568442
1101,3.78375917,496.1103709,911.5099925
1102,3.801293663,496.2318166,921.0450891
1103,3.77365067,496.2597409,922.7682897
1104,3.770820268,496.3031521,910.9337252
1105,3.795648005,496.3691105,913.9620075
1106,3.771230544,496.2104392,916.911901
1107,3.75042271,496.2284429,914.2235726
1108,3.752767789,496.35058,911.2392176
1109,3.788457959,496.3260652,910.6282184
1110,3.799653102,496.3808251,915.8334656
1111,3.767276394,496.3424918,918.6557688
1112,3.764691676,496.3357284,913.907122
1113,3.783222319,496.343423,905.9315892
