Time (s),Mass (g),HRR (kW/m2)
0,96.84,-2.1
1,96.78,-2
2,96.71,-2.1
3,96.62,-2.2
4,96.52,-2.3
5,96.23,-2
6,96.35,-1.7
7,96.02,-1.3
8,95.94,-0.7
9,95.79,-0.3
10,95.62,0.5
11,95.44,1.7
12,95.21,2.8
13,94.98,3.5
14,94.78,3.9
15,94.61,7
16,94.43,15.8
17,94.26,39.2
18,94.08,68.5
19,93.89,101.5
20,93.73,127.3
21,93.54,155.5
22,93.36,181.6
23,93.21,208.9
24,93.04,232.3
25,92.87,248.8
26,92.75,264.5
27,92.63,276.8
28,92.5,293.9
29,92.33,292.9
30,92.18,306.5
31,92.08,304.3
32,91.94,305.4
33,91.8,296.3
34,91.65,301.3
35,91.55,291.6
36,91.39,287.3
37,91.27,276.5
38,91.11,263.9
39,90.99,259
40,90.86,262.1
41,90.75,255.7
42,90.6,248.2
43,90.44,242.1
44,90.31,243.4
45,90.18,232.8
46,90.08,231.6
47,89.94,231.5
48,89.81,234.2
49,89.69,222.9
50,89.55,217.8
51,89.42,216.9
52,89.34,215
53,89.19,214.8
54,89.12,209.1
55,88.98,206.6
56,88.88,207.6
57,88.74,202
58,88.66,199.4
59,88.54,198.5
60,88.41,193.1
61,88.29,191.3
62,88.22,192.7
63,88.08,189
64,87.98,186.9
65,87.91,186.9
66,87.8,181.6
67,87.71,185
68,87.63,181.2
69,87.5,180.8
70,87.39,181.7
71,87.28,178.9
72,87.21,180.9
73,87.11,178.3
74,86.98,174.6
75,86.89,178
76,86.78,176.8
77,86.66,173.1
78,86.6,175.4
79,86.5,170.2
80,86.38,169.5
81,86.23,168.5
82,86.13,165.5
83,86.01,164.3
84,85.88,163.9
85,85.83,164.6
86,85.73,162.9
87,85.63,161.2
88,85.51,158.2
89,85.43,156.8
90,85.32,158.3
91,85.24,160.5
92,85.13,158.7
93,85.05,155.1
94,84.95,155.1
95,84.85,155.9
96,84.76,155.1
97,84.66,153.7
98,84.58,154.2
99,84.48,152.1
100,84.42,150.1
101,84.34,151.2
102,84.28,149.9
103,84.17,150.3
104,84.05,145.8
105,83.96,149.1
106,83.87,147.4
107,83.79,147.5
108,83.69,144.1
109,83.6,143.3
110,83.5,142.6
