wavenumber (cm-1),reflectivity (-)
600.0,0.228
601.0,0.228
602.0,0.227
603.0,0.227
604.0,0.227
605.0,0.226
606.0,0.226
607.0,0.226
608.0,0.225
609.0,0.225
610.0,0.224
611.0,0.224
612.0,0.224
613.0,0.223
614.0,0.224
615.0,0.224
616.0,0.224
617.0,0.225
618.0,0.225
619.0,0.225
620.0,0.226
621.0,0.226
622.0,0.227
623.0,0.227
624.0,0.227
625.0,0.227
626.0,0.227
627.0,0.227
628.0,0.227
629.0,0.227
630.0,0.227
631.0,0.227
632.0,0.227
633.0,0.227
634.0,0.227
635.0,0.226
636.0,0.226
637.0,0.226
638.0,0.226
639.0,0.226
640.0,0.226
641.0,0.226
642.0,0.226
643.0,0.226
644.0,0.227
645.0,0.227
646.0,0.227
647.0,0.227
648.0,0.227
649.0,0.227
650.0,0.226
651.0,0.226
652.0,0.226
653.0,0.226
654.0,0.226
655.0,0.227
656.0,0.228
657.0,0.228
658.0,0.228
659.0,0.227
660.0,0.227
661.0,0.227
662.0,0.227
663.0,0.227
664.0,0.227
665.0,0.227
666.0,0.227
667.0,0.227
668.0,0.227
669.0,0.228
670.0,0.228
671.0,0.228
672.0,0.227
673.0,0.227
674.0,0.226
675.0,0.226
676.0,0.225
677.0,0.225
678.0,0.226
679.0,0.226
680.0,0.226
681.0,0.227
682.0,0.227
683.0,0.226
684.0,0.226
685.0,0.226
686.0,0.226
687.0,0.226
688.0,0.225
689.0,0.225
690.0,0.225
691.0,0.225
692.0,0.225
693.0,0.226
694.0,0.226
695.0,0.226
696.0,0.226
697.0,0.226
698.0,0.225
699.0,0.225
700.0,0.224
701.0,0.224
702.0,0.223
703.0,0.223
704.0,0.223
705.0,0.224
706.0,0.224
707.0,0.224
708.0,0.224
709.0,0.223
710.0,0.223
711.0,0.222
712.0,0.222
713.0,0.221
714.0,0.221
715.0,0.221
716.0,0.221
717.0,0.22
718.0,0.22
719.0,0.22
720.0,0.22
721.0,0.219
722.0,0.218
723.0,0.218
724.0,0.217
725.0,0.217
726.0,0.217
727.0,0.217
728.0,0.217
729.0,0.216
730.0,0.215
731.0,0.215
732.0,0.214
733.0,0.213
734.0,0.212
735.0,0.211
736.0,0.21
737.0,0.209
738.0,0.207
739.0,0.206
740.0,0.204
741.0,0.202
742.0,0.201
743.0,0.199
744.0,0.198
745.0,0.196
746.0,0.196
747.0,0.195
748.0,0.194
749.0,0.194
750.0,0.194
751.0,0.193
752.0,0.193
753.0,0.193
754.0,0.192
755.0,0.192
756.0,0.192
757.0,0.191
758.0,0.191
759.0,0.191
760.0,0.191
761.0,0.191
762.0,0.191
763.0,0.191
764.0,0.192
765.0,0.192
766.0,0.193
767.0,0.194
768.0,0.194
769.0,0.195
770.0,0.195
771.0,0.196
772.0,0.196
773.0,0.196
774.0,0.197
775.0,0.197
776.0,0.197
777.0,0.197
778.0,0.196
779.0,0.196
780.0,0.196
781.0,0.195
782.0,0.195
783.0,0.195
784.0,0.195
785.0,0.194
786.0,0.194
787.0,0.193
788.0,0.193
789.0,0.192
790.0,0.192
791.0,0.191
792.0,0.191
793.0,0.19
794.0,0.189
795.0,0.189
796.0,0.188
797.0,0.187
798.0,0.187
799.0,0.186
800.0,0.186
801.0,0.186
802.0,0.185
803.0,0.184
804.0,0.184
805.0,0.184
806.0,0.183
807.0,0.183
808.0,0.182
809.0,0.182
810.0,0.181
811.0,0.18
812.0,0.18
813.0,0.18
814.0,0.179
815.0,0.179
816.0,0.179
817.0,0.179
818.0,0.179
819.0,0.179
820.0,0.179
821.0,0.179
822.0,0.18
823.0,0.18
824.0,0.179
825.0,0.179
826.0,0.179
827.0,0.179
828.0,0.179
829.0,0.179
830.0,0.18
831.0,0.18
832.0,0.18
833.0,0.181
834.0,0.181
835.0,0.181
836.0,0.182
837.0,0.182
838.0,0.183
839.0,0.183
840.0,0.184
841.0,0.185
842.0,0.185
843.0,0.186
844.0,0.188
845.0,0.189
846.0,0.19
847.0,0.191
848.0,0.191
849.0,0.192
850.0,0.192
851.0,0.193
852.0,0.193
853.0,0.193
854.0,0.193
855.0,0.193
