Time (s),Temperature (K),Mass (mg),Heat Flow Rate (W/g)
0.0,325.0,4.0427,-0.0048
19.979819187686445,325.5,4.0433,0.0238
27.14533322873453,326.0,4.0349,0.0501
32.3765752103629,326.5,4.0431,0.0731
36.677789606366,327.0,4.0417,0.0937
40.37435588166438,327.5,4.0425,0.1133
43.645640268237386,328.0,4.0419,0.1298
46.667283329647425,328.5,4.0422,0.1479
49.536931092652914,329.0,4.0429,0.165
52.15328435801771,329.5,4.0438,0.1808
54.63478268869161,330.0,4.0441,0.1956
57.00346270860516,330.5,4.0435,0.2086
59.264949247136336,331.0,4.0424,0.2196
61.43806609126296,331.5,4.0418,0.2353
63.533927168652916,332.0,4.0419,0.2465
65.55401017313959,332.5,4.043,0.2583
67.52275605921535,333.0,4.0421,0.2702
69.42483667687567,333.5,4.0447,0.2805
71.29317506833296,334.0,4.0462,0.2925
73.09842747563182,334.5,4.0447,0.3031
74.87542224420102,335.0,4.0423,0.3125
76.59242303419308,335.5,4.0419,0.3211
78.30221057336729,336.0,4.0421,0.331
79.96895761923115,336.5,4.0423,0.3401
81.62336541505458,337.0,4.042,0.3492
83.23220146300844,337.5,4.0413,0.3592
84.83163987457594,338.0,4.0408,0.3667
86.3949719841351,338.5,4.0415,0.3731
87.95584162315076,339.0,4.0416,0.3818
89.48863392946885,339.5,4.0412,0.3896
91.00564507694688,340.0,4.0414,0.3963
92.49879746928953,340.5,4.0417,0.4072
93.97762939978804,341.0,4.0417,0.4139
95.43623661271396,341.5,4.0419,0.4191
96.88514890207688,342.0,4.0421,0.4266
98.3199690339588,342.5,4.0422,0.4332
99.73969071346676,343.0,4.0414,0.442
101.15063053264903,343.5,4.0408,0.4473
102.55089414299569,344.0,4.0409,0.4533
103.93561856940327,344.5,4.0405,0.4595
105.3166235765815,345.0,4.0394,0.4663
106.68298305373449,345.5,4.0391,0.472
108.04437612636193,346.0,4.0395,0.4792
109.39917088917916,346.5,4.0398,0.4843
110.73784296025335,347.0,4.0396,0.4903
112.07080845436425,347.5,4.0399,0.4959
113.39035085414584,348.0,4.0401,0.5024
114.70502156078355,348.5,4.0402,0.5097
116.00935926951838,349.0,4.0405,0.5145
117.307917383819,349.5,4.0407,0.5202
118.60325068286876,350.0,4.041,0.5262
119.89215256975301,350.5,4.0408,0.5307
121.17470325605531,351.0,4.0401,0.5354
122.45065256054981,351.5,4.0397,0.5419
123.72124910218982,352.0,4.0394,0.547
124.97900633935747,352.5,4.039,0.5533
126.24063020717092,353.0,4.0399,0.5574
127.4928684759967,353.5,4.0401,0.5636
128.73662328350423,354.0,4.0396,0.5664
129.9832011010641,354.5,4.038,0.5715
131.22007967340306,355.0,4.0378,0.5773
132.44609491403983,355.5,4.0366,0.5812
133.6665735104881,356.0,4.0349,0.5882
134.87939192810273,356.5,4.0334,0.5923
136.08840167987944,357.0,4.0325,0.5976
137.2878623271462,357.5,4.0353,0.5995
138.491518643009,358.0,4.0371,0.6063
139.69314025504931,358.5,4.0384,0.6113
140.8847139936265,359.0,4.0398,0.6178
142.0708942954935,359.5,4.0399,0.6217
143.26087846818538,360.0,4.0398,0.6239
144.4418560748233,360.5,4.0392,0.6299
145.61902131965667,361.0,4.0383,0.6346
146.8000512439071,361.5,4.0386,0.6384
147.97144226557194,362.0,4.0389,0.6419
149.13832605831152,362.5,4.0375,0.6453
150.3053365614372,363.0,4.0379,0.6509
151.46543164390513,363.5,4.0373,0.6538
152.61870474114568,364.0,4.0375,0.6586
153.765953582595,364.5,4.036,0.6649
154.9166954338086,365.0,4.0366,0.6673
156.05429336853226,365.5,4.0358,0.6716
157.19877235401543,366.0,4.0371,0.6745
158.3391504824158,366.5,4.0365,0.6787
159.47889209644984,367.0,4.0373,0.6824
160.60738345346584,367.5,4.0361,0.6871
161.7399248598244,368.0,4.0373,0.6908
162.86770942497992,368.5,4.0368,0.6949
163.98905802542026,369.0,4.0362,0.699
165.1106709422458,369.5,4.0362,0.7009
166.2318714871597,370.0,4.0348,0.7046
167.3475302038785,370.5,4.0361,0.7072
168.46336589654916,371.0,4.035,0.7133
169.57132007525385,371.5,4.0361,0.7159
170.67837269984375,372.0,4.0351,0.7198
171.78198504138535,372.5,4.036,0.7231
172.888815129287,373.0,4.0348,0.7257
173.98604813118376,373.5,4.0361,0.7303
175.08604129239745,374.0,4.0361,0.7325
176.18605665295345,374.5,4.0361,0.7353
177.27649653922973,375.0,4.0359,0.7388
178.36784724583936,375.5,4.0355,0.7416
179.46339672082163,376.0,4.0343,0.7462
180.55627594005662,376.5,4.0351,0.7482
181.64574254727518,377.0,4.0344,0.7482
182.74000200184742,377.5,4.0344,0.7521
183.82996080015164,378.0,4.0334,0.7563
184.91355536147853,378.5,4.0338,0.7586
185.99216703186258,379.0,4.0342,0.7589
187.07016576750553,379.5,4.0331,0.7612
188.14567204380984,380.0,4.0331,0.7615
189.21297922648097,380.5,4.033,0.7645
190.29036294348543,381.0,4.0316,0.7653
191.371153613228,381.5,4.033,0.7687
192.44145732335284,382.0,4.0317,0.7674
193.5194258702561,382.5,4.0317,0.7711
194.60348851334953,383.0,4.0316,0.772
195.6720322794578,383.5,4.0313,0.7713
196.73564719733812,384.0,4.0314,0.773
197.80694723664973,384.5,4.0317,0.7748
198.8725276971598,385.0,4.0317,0.7749
199.92494664800645,385.5,4.0309,0.7774
200.97946404549862,386.0,4.0304,0.778
202.03962842608473,386.5,4.0303,0.7788
203.10174278648168,387.0,4.0316,0.7797
204.1594448153484,387.5,4.0317,0.7836
205.22344651862568,388.0,4.0311,0.7824
206.28525323159198,388.5,4.0303,0.782
207.3397904139144,389.0,4.0303,0.7811
208.39342004611163,389.5,4.0315,0.7834
209.44092952698242,390.0,4.0305,0.7855
210.4900995613401,390.5,4.0304,0.7815
211.53700151428768,391.0,4.0304,0.7865
212.58105583534135,391.5,4.0304,0.7851
213.6220096970879,392.0,4.0304,0.7841
214.66818031373575,392.5,4.0294,0.7835
215.7114649470018,393.0,4.0291,0.785
216.75887991404008,393.5,4.03,0.7837
217.80338326309695,394.0,4.029,0.7852
218.84658851372157,394.5,4.029,0.783
219.88108012083194,395.0,4.0294,0.7828
220.90534065949365,395.5,4.0304,0.7835
221.92461518653138,396.0,4.0296,0.7839
222.9430728753136,396.5,4.029,0.7846
223.96581114371722,397.0,4.029,0.7829
224.99550353574742,397.5,4.029,0.7822
226.02953673129676,398.0,4.029,0.7821
227.05920391573946,398.5,4.029,0.7843
228.09404964868173,399.0,4.0288,0.7843
229.12594914583838,399.5,4.0287,0.7828
230.14987151307906,400.0,4.029,0.7836
231.16736463923664,400.5,4.029,0.7846
232.19115820250673,401.0,4.029,0.7848
233.2150348362219,401.5,4.0291,0.7846
234.22677599141903,402.0,4.0279,0.7826
235.23856966692824,402.5,4.0277,0.7844
236.25510526289438,403.0,4.0283,0.7847
237.27058677388757,403.5,4.0291,0.784
238.28151423078978,404.0,4.0289,0.7829
239.29034075419432,404.5,4.0277,0.7842
240.3020753748887,405.0,4.0277,0.7855
241.3081364373022,405.5,4.0277,0.7844
242.31604916584956,406.0,4.0277,0.7864
243.31794189039573,406.5,4.0277,0.7873
244.3198133342314,407.0,4.0277,0.7858
245.3207074302063,407.5,4.0281,0.7885
246.31724890852615,408.0,4.0286,0.7898
247.31240024041017,408.5,4.0277,0.7905
248.30694166664256,409.0,4.0277,0.7912
249.30283716950828,409.5,4.0277,0.7898
250.30154609211502,410.0,4.0277,0.7906
251.29848699214085,410.5,4.0277,0.7909
252.29593457568478,411.0,4.0279,0.792
