Time (s),Temperature (K),Heat Flow Rate (W/g)
2166.3468,430.0,0.107
2176.0272,430.5,0.107
2185.722,431.0,0.107
2195.4144,431.5,0.106
2205.1122,432.0,0.107
2214.8124,432.5,0.105
2224.491,433.0,0.104
2234.2002,433.5,0.108
2243.8806,434.0,0.107
2253.5706,434.5,0.107
2263.2768,435.0,0.105
2272.9638,435.5,0.107
2282.6352,436.0,0.107
2292.3324,436.5,0.107
2302.035,437.0,0.106
2311.7304,437.5,0.106
2321.4732,438.0,0.106
2331.2202,438.5,0.107
2340.9432,439.0,0.106
2350.6962,439.5,0.106
2360.4294,440.0,0.106
2370.0888,440.5,0.106
2379.825,441.0,0.107
2389.5144,441.5,0.107
2399.2152,442.0,0.107
2408.946,442.5,0.108
2418.6474,443.0,0.111
2428.341,443.5,0.110
2438.0568,444.0,0.109
2447.7816,444.5,0.112
2457.4482,445.0,0.110
2467.149,445.5,0.111
2476.8666,446.0,0.109
2486.586,446.5,0.111
2496.315,447.0,0.112
2506.0812,447.5,0.113
2515.8102,448.0,0.113
2525.5188,448.5,0.113
2535.2442,449.0,0.113
2544.9786,449.5,0.114
2554.689,450.0,0.115
2564.4528,450.5,0.115
2574.1734,451.0,0.112
2583.879,451.5,0.112
2593.6026,452.0,0.114
2603.289,452.5,0.112
2612.982,453.0,0.112
2622.6444,453.5,0.112
2632.2912,454.0,0.115
2641.9584,454.5,0.112
2651.6328,455.0,0.114
2661.2988,455.5,0.114
2670.972,456.0,0.115
2680.629,456.5,0.114
2690.3022,457.0,0.114
2700.0024,457.5,0.114
2709.726,458.0,0.114
2719.431,458.5,0.113
2729.1204,459.0,0.115
2738.8332,459.5,0.114
2748.5022,460.0,0.114
2758.209,460.5,0.114
2767.9284,461.0,0.115
2777.5926,461.5,0.115
2787.2898,462.0,0.115
2796.9858,462.5,0.116
2806.6536,463.0,0.114
2816.3382,463.5,0.116
2826.039,464.0,0.115
2835.7056,464.5,0.117
2845.3458,465.0,0.116
2854.9536,465.5,0.117
2864.5254,466.0,0.117
2874.1092,466.5,0.116
2883.792,467.0,0.117
2893.5102,467.5,0.117
2903.2806,468.0,0.118
2913.0174,468.5,0.117
2922.726,469.0,0.119
2932.404,469.5,0.118
2942.0742,470.0,0.117
2951.8386,470.5,0.116
2961.5574,471.0,0.115
2971.2522,471.5,0.115
2980.9584,472.0,0.114
2990.6256,472.5,0.116
3000.2964,473.0,0.116
3009.9318,473.5,0.114
3019.599,474.0,0.116
3029.3082,474.5,0.117
3038.9784,475.0,0.115
3048.7056,475.5,0.115
3058.3704,476.0,0.117
3068.0658,476.5,0.116
3077.748,477.0,0.116
3087.4266,477.5,0.116
3097.1154,478.0,0.115
3106.7898,478.5,0.115
3116.4774,479.0,0.115
3126.1374,479.5,0.116
3135.8076,480.0,0.116
3145.4934,480.5,0.118
3155.16,481.0,0.116
3164.8374,481.5,0.116
3174.5292,482.0,0.116
3184.1988,482.5,0.117
3193.8858,483.0,0.116
3203.5566,483.5,0.116
3213.2304,484.0,0.118
3222.9282,484.5,0.120
3232.6032,485.0,0.118
3242.2938,485.5,0.118
3251.9964,486.0,0.119
3261.6792,486.5,0.120
3271.3224,487.0,0.120
3281.0514,487.5,0.118
3290.7624,488.0,0.119
3300.4878,488.5,0.118
3310.2612,489.0,0.117
3319.9944,489.5,0.116
3329.7066,490.0,0.115
3339.4032,490.5,0.119
3349.122,491.0,0.116
3358.8216,491.5,0.117
3368.541,492.0,0.116
3378.2502,492.5,0.117
3387.999,493.0,0.118
3397.7352,493.5,0.119
3407.4618,494.0,0.120
3417.1938,494.5,0.118
3426.903,495.0,0.119
3436.5564,495.5,0.120
3446.2494,496.0,0.120
3455.94,496.5,0.119
3465.639,497.0,0.119
3475.3866,497.5,0.120
3485.1144,498.0,0.119
3494.8218,498.5,0.121
3504.5292,499.0,0.120
3514.2174,499.5,0.120
3523.8744,500.0,0.120
3533.5842,500.5,0.121
3543.2892,501.0,0.122
3553.014,501.5,0.122
3562.7742,502.0,0.122
3572.4816,502.5,0.123
3582.1878,503.0,0.122
3591.8742,503.5,0.122
3601.5618,504.0,0.122
3611.25,504.5,0.120
3620.913,505.0,0.119
3630.5862,505.5,0.121
3640.2642,506.0,0.122
3649.932,506.5,0.121
3659.6064,507.0,0.119
3669.2634,507.5,0.119
3678.9558,508.0,0.120
3688.6524,508.5,0.121
3698.3682,509.0,0.121
3708.0534,509.5,0.124
3717.7698,510.0,0.123
3727.4808,510.5,0.123
3737.2032,511.0,0.122
3746.9622,511.5,0.122
3756.729,512.0,0.120
3766.485,512.5,0.120
3776.202,513.0,0.122
3785.9808,513.5,0.123
3795.7098,514.0,0.123
3805.461,514.5,0.123
3815.232,515.0,0.123
3824.9292,515.5,0.124
3834.6522,516.0,0.124
3844.3764,516.5,0.125
3854.0856,517.0,0.123
3863.7894,517.5,0.125
3873.5088,518.0,0.124
3883.1994,518.5,0.124
3892.9176,519.0,0.123
3902.625,519.5,0.122
3912.3564,520.0,0.123
3922.1316,520.5,0.122
3931.8606,521.0,0.120
3941.6088,521.5,0.121
3951.3444,522.0,0.123
3961.0686,522.5,0.121
3970.8066,523.0,0.122
3980.4858,523.5,0.121
3990.2244,524.0,0.121
3999.9558,524.5,0.122
4009.6812,525.0,0.122
4019.487,525.5,0.123
4029.2754,526.0,0.121
4039.0386,526.5,0.122
4048.7664,527.0,0.123
4058.4738,527.5,0.125
4068.1668,528.0,0.125
4077.8418,528.5,0.124
4087.5378,529.0,0.125
4097.2548,529.5,0.123
4106.9772,530.0,0.123
4116.6936,530.5,0.124
4126.4154,531.0,0.124
4136.1204,531.5,0.125
4145.8488,532.0,0.125
4155.564,532.5,0.126
4165.2828,533.0,0.125
4174.9962,533.5,0.125
4184.7168,534.0,0.127
4194.4122,534.5,0.128
4204.116,535.0,0.127
4213.8228,535.5,0.127
4223.5296,536.0,0.126
4233.258,536.5,0.126
4242.9768,537.0,0.127
4252.6728,537.5,0.125
4262.4,538.0,0.124
4272.0942,538.5,0.124
4281.8178,539.0,0.126
4291.5708,539.5,0.125
4301.328,540.0,0.126
4311.0474,540.5,0.125
4320.819,541.0,0.125
4330.5318,541.5,0.125
4340.2308,542.0,0.127
4349.9658,542.5,0.126
4359.6876,543.0,0.125
4369.4322,543.5,0.125
4379.1648,544.0,0.125
4388.865,544.5,0.125
4398.5826,545.0,0.127
4408.332,545.5,0.128
4418.0676,546.0,0.127
4427.8506,546.5,0.126
4437.621,547.0,0.125
4447.389,547.5,0.126
4457.1624,548.0,0.127
4466.946,548.5,0.129
4476.7038,549.0,0.129
4486.482,549.5,0.129
4496.2524,550.0,0.130
4506.0456,550.5,0.131
4515.8346,551.0,0.130
4525.6404,551.5,0.130
4535.4348,552.0,0.132
4545.2406,552.5,0.131
4555.047,553.0,0.133
4564.8066,553.5,0.133
4574.5704,554.0,0.133
4584.354,554.5,0.135
4594.1394,555.0,0.134
4603.935,555.5,0.137
4613.7822,556.0,0.137
4623.57,556.5,0.136
4633.3386,557.0,0.137
4643.1108,557.5,0.137
4652.8344,558.0,0.139
4662.5856,558.5,0.139
4672.3476,559.0,0.140
4682.0718,559.5,0.140
4691.8404,560.0,0.140
4701.5766,560.5,0.142
4711.2678,561.0,0.140
4721.0004,561.5,0.142
4730.7282,562.0,0.142
4740.4704,562.5,0.144
4750.2378,563.0,0.143
4760.0268,563.5,0.143
4769.7978,564.0,0.146
4779.5628,564.5,0.143
4789.2888,565.0,0.145
4799.0496,565.5,0.146
4808.7576,566.0,0.150
4818.5034,566.5,0.149
4828.2786,567.0,0.151
4838.0556,567.5,0.151
4847.8224,568.0,0.150
4857.6114,568.5,0.151
4867.3734,569.0,0.153
4877.1408,569.5,0.154
4886.8908,570.0,0.154
4896.6672,570.5,0.154
4906.4298,571.0,0.155
4916.232,571.5,0.155
4926.0744,572.0,0.155
4935.8748,572.5,0.158
4945.656,573.0,0.158
4955.4474,573.5,0.159
4965.1866,574.0,0.160
4974.9474,574.5,0.161
4984.7268,575.0,0.162
4994.5026,575.5,0.161
5004.2526,576.0,0.161
5013.9936,576.5,0.163
5023.7262,577.0,0.162
5033.4642,577.5,0.163
5043.2418,578.0,0.166
5053.0074,578.5,0.167
5062.7988,579.0,0.166
5072.5902,579.5,0.169
5082.3564,580.0,0.169
5092.1328,580.5,0.169
5101.9308,581.0,0.171
5111.697,581.5,0.171
5121.4872,582.0,0.173
5131.266,582.5,0.174
5141.0586,583.0,0.175
5150.8536,583.5,0.175
5160.6396,584.0,0.178
5170.464,584.5,0.179
5180.2476,585.0,0.179
5190.0534,585.5,0.179
5199.8394,586.0,0.181
5209.6266,586.5,0.180
5219.4126,587.0,0.182
5229.1962,587.5,0.185
5238.9816,588.0,0.184
5248.7304,588.5,0.182
5258.4768,589.0,0.183
5268.2802,589.5,0.184
5278.0788,590.0,0.185
5287.9242,590.5,0.184
5297.7522,591.0,0.185
5307.4974,591.5,0.184
5317.2456,592.0,0.186
5326.9782,592.5,0.186
5336.727,593.0,0.188
5346.5112,593.5,0.189
5356.2834,594.0,0.187
5366.0928,594.5,0.191
5375.913,595.0,0.191
5385.738,595.5,0.191
5395.5762,596.0,0.191
5405.4246,596.5,0.191
5415.282,597.0,0.191
5425.137,597.5,0.192
5434.9866,598.0,0.195
5444.8176,598.5,0.194
5454.6492,599.0,0.197
5464.5084,599.5,0.197
5474.3772,600.0,0.199
5484.243,600.5,0.201
5494.1034,601.0,0.201
5503.968,601.5,0.200
5513.799,602.0,0.202
5523.6354,602.5,0.203
5533.461,603.0,0.204
5543.2908,603.5,0.206
5553.1326,604.0,0.209
5562.951,604.5,0.211
5572.776,605.0,0.210
5582.5926,605.5,0.213
5592.3492,606.0,0.213
5602.098,606.5,0.213
5611.8474,607.0,0.216
5621.625,607.5,0.219
5631.5022,608.0,0.222
5641.3962,608.5,0.222
5651.292,609.0,0.226
5661.1614,609.5,0.228
5670.9894,610.0,0.228
5680.7982,610.5,0.230
5690.58,611.0,0.229
5700.3912,611.5,0.234
5710.2414,612.0,0.235
5720.109,612.5,0.236
5730.0432,613.0,0.240
5739.96,613.5,0.242
5749.8498,614.0,0.243
5759.7726,614.5,0.247
5769.6834,615.0,0.247
5779.5786,615.5,0.250
5789.469,616.0,0.249
5799.348,616.5,0.250
5809.2288,617.0,0.250
5819.1018,617.5,0.250
5829.0054,618.0,0.251
5838.8898,618.5,0.251
5848.7466,619.0,0.252
5858.6046,619.5,0.255
5868.4218,620.0,0.253
5878.2396,620.5,0.252
5888.0454,621.0,0.252
5897.8572,621.5,0.251
5907.6612,622.0,0.249
5917.4952,622.5,0.245
5927.3532,623.0,0.243
5937.201,623.5,0.239
5947.089,624.0,0.237
5956.9092,624.5,0.236
5966.7264,625.0,0.229
5976.5382,625.5,0.227
5986.3482,626.0,0.224
5996.1732,626.5,0.218
6005.9952,627.0,0.213
6015.8274,627.5,0.204
6025.641,628.0,0.198
6035.4396,628.5,0.188
6045.2178,629.0,0.182
6055.005,629.5,0.174
6064.797,630.0,0.166
6074.5308,630.5,0.156
6084.2544,631.0,0.150
6093.9762,631.5,0.141
6103.7112,632.0,0.130
6113.4732,632.5,0.120
6123.2262,633.0,0.113
6132.9918,633.5,0.102
6142.7388,634.0,0.096
6152.4834,634.5,0.085
6162.2472,635.0,0.077
6171.987,635.5,0.068
6181.7484,636.0,0.060
6191.5032,636.5,0.054
6201.285,637.0,0.045
6211.086,637.5,0.040
6220.8804,638.0,0.034
6230.6898,638.5,0.030
6240.4884,639.0,0.025
6250.3254,639.5,0.021
6260.1594,640.0,0.017
6269.9904,640.5,0.014
6279.8484,641.0,0.009
6289.6956,641.5,0.008
6299.5254,642.0,0.007
6309.3282,642.5,0.008
6319.1616,643.0,0.006
6328.9716,643.5,0.003
6338.8272,644.0,0.003
6348.6894,644.5,0.001
6358.5888,645.0,0.000
6368.4816,645.5,0.002
6378.3738,646.0,0.001
6388.2564,646.5,0.000
6398.145,647.0,0.000
6408.0366,647.5,-0.003
6417.942,648.0,-0.002
6427.8546,648.5,-0.002
6437.769,649.0,-0.001
6447.705,649.5,-0.003
6457.62,650.0,-0.003
6467.5422,650.5,-0.005
6477.4578,651.0,-0.004
6487.3704,651.5,-0.007
6497.2566,652.0,-0.008
6507.1458,652.5,-0.007
6517.0278,653.0,-0.009
6526.9128,653.5,-0.007
6536.8056,654.0,-0.010
6546.7026,654.5,-0.011
6556.6038,655.0,-0.008
6566.4828,655.5,-0.010
6576.366,656.0,-0.009
6586.2174,656.5,-0.010
6596.1132,657.0,-0.010
6606.0036,657.5,-0.012
6615.8796,658.0,-0.013
6625.8078,658.5,-0.013
6635.7048,659.0,-0.014
6645.5934,659.5,-0.017
6655.5078,660.0,-0.015
6665.4366,660.5,-0.017
6675.3648,661.0,-0.018
6685.3134,661.5,-0.019
6695.2278,662.0,-0.019
6705.1734,662.5,-0.019
6715.1364,663.0,-0.020
6725.0874,663.5,-0.020
6735.0432,664.0,-0.022
6744.984,664.5,-0.021
6754.9032,665.0,-0.023
6764.862,665.5,-0.023
6774.807,666.0,-0.024
6784.7526,666.5,-0.023
6794.661,667.0,-0.024
6804.5292,667.5,-0.024
6814.4136,668.0,-0.026
6824.3106,668.5,-0.027
6834.2178,669.0,-0.027
6844.1658,669.5,-0.029
6854.0892,670.0,-0.029
6863.994,670.5,-0.030
6873.9054,671.0,-0.031
6883.8276,671.5,-0.034
6893.754,672.0,-0.033
6903.6918,672.5,-0.033
6913.6302,673.0,-0.034
6923.568,673.5,-0.035
6933.528,674.0,-0.034
6943.5036,674.5,-0.034
6953.4666,675.0,-0.035
6963.4098,675.5,-0.035
6973.3146,676.0,-0.036
6983.2296,676.5,-0.037
6993.141,677.0,-0.036
7003.0602,677.5,-0.036
7013.0508,678.0,-0.040
7023.0168,678.5,-0.040
7032.9906,679.0,-0.040
7042.9482,679.5,-0.042
7052.913,680.0,-0.043
7062.84,680.5,-0.043
7072.74,681.0,-0.042
7082.6586,681.5,-0.043
7092.5838,682.0,-0.044
7102.488,682.5,-0.043
7112.415,683.0,-0.045
7122.3036,683.5,-0.044
7132.1994,684.0,-0.044
7142.1612,684.5,-0.044
7152.1686,685.0,-0.044
7162.227,685.5,-0.046
7172.2644,686.0,-0.048
7182.243,686.5,-0.047
7192.1958,687.0,-0.048
7202.136,687.5,-0.047
7212.0882,688.0,-0.049
7222.0332,688.5,-0.048
7231.9758,689.0,-0.050
7241.8824,689.5,-0.049
7251.7818,690.0,-0.051
7261.686,690.5,-0.051
7271.595,691.0,-0.048
7281.4866,691.5,-0.049
7291.4046,692.0,-0.050
7301.31,692.5,-0.052
7311.1818,693.0,-0.051
7321.0932,693.5,-0.050
7330.9974,694.0,-0.051
7340.9022,694.5,-0.049
7350.8514,695.0,-0.050
7360.794,695.5,-0.050
7370.7522,696.0,-0.050
7380.7188,696.5,-0.050
7390.6806,697.0,-0.050
7400.6646,697.5,-0.049
7410.6516,698.0,-0.049
7420.632,698.5,-0.048
7430.565,699.0,-0.048
7440.5154,699.5,-0.049
7450.4448,700.0,-0.047
7460.3562,700.5,-0.048
7470.2958,701.0,-0.047
7480.2228,701.5,-0.046
7490.1438,702.0,-0.045
7500.1032,702.5,-0.043
7510.0746,703.0,-0.046
7520.0316,703.5,-0.043
7529.9862,704.0,-0.042
7539.9414,704.5,-0.043
7549.8984,705.0,-0.040
7559.913,705.5,-0.042
7569.9054,706.0,-0.042
7579.9068,706.5,-0.042
7589.9256,707.0,-0.041
7599.909,707.5,-0.040
7609.9344,708.0,-0.042
7619.8794,708.5,-0.039
7629.8196,709.0,-0.040
7639.716,709.5,-0.038
7649.6544,710.0,-0.041
7659.6306,710.5,-0.038
7669.6278,711.0,-0.039
7679.6808,711.5,-0.040
7689.6378,712.0,-0.038
7699.5966,712.5,-0.036
7709.5482,713.0,-0.036
7719.504,713.5,-0.034
7729.4682,714.0,-0.032
7739.4222,714.5,-0.033
7749.3972,715.0,-0.033
7759.3518,715.5,-0.035
7769.3418,716.0,-0.034
7779.363,716.5,-0.031
7789.3956,717.0,-0.032
7799.4258,717.5,-0.029
7809.4464,718.0,-0.030
7819.4544,718.5,-0.030
7829.4372,719.0,-0.030
7839.4194,719.5,-0.029
7849.3878,720.0,-0.032
7859.3556,720.5,-0.031
7869.3462,721.0,-0.031
7879.3458,721.5,-0.029
7889.325,722.0,-0.026
7899.294,722.5,-0.027
7909.269,723.0,-0.028
7919.2332,723.5,-0.026
7929.2094,724.0,-0.026
7939.2156,724.5,-0.027
7949.2356,725.0,-0.029
7959.2628,725.5,-0.030
7969.2942,726.0,-0.027
7979.3142,726.5,-0.028
7989.2682,727.0,-0.026
7999.2582,727.5,-0.027
8009.235,728.0,-0.027
8019.1836,728.5,-0.029
8029.2132,729.0,-0.029
8039.2122,729.5,-0.027
8049.1716,730.0,-0.028
8059.1574,730.5,-0.030
8069.1174,731.0,-0.033
8079.0978,731.5,-0.033
8089.1172,732.0,-0.032
8099.13,732.5,-0.032
8109.1272,733.0,-0.032
8119.1112,733.5,-0.032
8129.0808,734.0,-0.033
8139.0834,734.5,-0.035
8149.0494,735.0,-0.034
8159.0244,735.5,-0.035
8168.9862,736.0,-0.035
8178.9324,736.5,-0.036
8188.881,737.0,-0.033
8198.8338,737.5,-0.035
8208.8172,738.0,-0.036
8218.803,738.5,-0.035
8228.8152,739.0,-0.037
8238.8172,739.5,-0.034
8248.8096,740.0,-0.034
8258.8332,740.5,-0.037
8268.834,741.0,-0.036
8278.8636,741.5,-0.037
8288.8854,742.0,-0.036
8298.8706,742.5,-0.036
8308.8588,743.0,-0.034
8318.8338,743.5,-0.036
8328.7914,744.0,-0.034
8338.7724,744.5,-0.035
8348.7444,745.0,-0.036
8358.7134,745.5,-0.036
8368.6824,746.0,-0.036
8378.655,746.5,-0.035
8388.612,747.0,-0.036
8398.587,747.5,-0.036
8408.5596,748.0,-0.037
8418.5142,748.5,-0.038
8428.4892,749.0,-0.038
8438.4672,749.5,-0.040
8448.45,750.0,-0.040
8458.4364,750.5,-0.042
8468.4354,751.0,-0.040
8478.4164,751.5,-0.040
8488.4172,752.0,-0.039
8498.4192,752.5,-0.037
8508.4332,753.0,-0.037
8518.4658,753.5,-0.037
8528.487,754.0,-0.037
8538.5124,754.5,-0.035
8548.5306,755.0,-0.036
8558.5392,755.5,-0.036
8568.5694,756.0,-0.035
8578.5996,756.5,-0.036
8588.6502,757.0,-0.038
8598.6972,757.5,-0.036
8608.7232,758.0,-0.037
8618.7588,758.5,-0.034
8628.7086,759.0,-0.036
8638.6512,759.5,-0.037
8648.5998,760.0,-0.038
8658.606,760.5,-0.036
8668.6452,761.0,-0.037
8678.6886,761.5,-0.037
8688.7422,762.0,-0.033
8698.752,762.5,-0.032
8708.781,763.0,-0.034
8718.8112,763.5,-0.032
8728.8666,764.0,-0.033
8738.922,764.5,-0.034
8748.993,765.0,-0.034
8759.0766,765.5,-0.032
8769.1488,766.0,-0.033
8779.2258,766.5,-0.033
8789.2998,767.0,-0.033
8799.36,767.5,-0.031
8809.4262,768.0,-0.030
8819.4564,768.5,-0.030
8829.4794,769.0,-0.028
8839.5162,769.5,-0.029
8849.5866,770.0,-0.028
8859.6834,770.5,-0.028
8869.7646,771.0,-0.029
8879.895,771.5,-0.029
8890.0176,772.0,-0.028
8900.13,772.5,-0.028
8910.261,773.0,-0.029
8920.3566,773.5,-0.030
8930.4306,774.0,-0.030
8940.5232,774.5,-0.031
8950.6104,775.0,-0.031
8960.7042,775.5,-0.033
8970.7836,776.0,-0.034
8980.8396,776.5,-0.031
8990.8566,777.0,-0.032
9000.8604,777.5,-0.033
9010.8726,778.0,-0.033
9020.8896,778.5,-0.034
9030.8868,779.0,-0.034
9040.9086,779.5,-0.033
9050.9016,780.0,-0.036
9060.8832,780.5,-0.035
9070.8672,781.0,-0.034
9080.8308,781.5,-0.036
9090.8166,782.0,-0.037
9100.8096,782.5,-0.035
9110.796,783.0,-0.037
9120.8124,783.5,-0.034
9130.7976,784.0,-0.035
9140.769,784.5,-0.036
9150.7332,785.0,-0.038
9160.731,785.5,-0.035
9170.7336,786.0,-0.037
9180.7446,786.5,-0.036
9190.7976,787.0,-0.035
9200.8326,787.5,-0.036
9210.8814,788.0,-0.034
9220.9254,788.5,-0.034
9230.9934,789.0,-0.033
9241.0578,789.5,-0.034
9251.0916,790.0,-0.033
9261.1398,790.5,-0.036
9271.1622,791.0,-0.034
9281.1738,791.5,-0.035
9291.2058,792.0,-0.034
9301.2624,792.5,-0.036
9311.3382,793.0,-0.033
9321.384,793.5,-0.035
9331.428,794.0,-0.034
9341.4738,794.5,-0.033
9351.4506,795.0,-0.034
9361.4406,795.5,-0.034
9371.4438,796.0,-0.035
9381.4446,796.5,-0.038
9391.4988,797.0,-0.038
9401.5506,797.5,-0.037
9411.6174,798.0,-0.035
9421.6794,798.5,-0.035
9431.7438,799.0,-0.037
9441.825,799.5,-0.039
9451.8522,800.0,-0.039
9461.8998,800.5,-0.037
9471.939,801.0,-0.038
9481.9452,801.5,-0.038
9491.985,802.0,-0.037
9502.0284,802.5,-0.035
9512.0196,803.0,-0.038
9522.087,803.5,-0.038
9532.1484,804.0,-0.040
9542.2296,804.5,-0.039
9552.3084,805.0,-0.038
9562.3242,805.5,-0.038
9572.3364,806.0,-0.041
9582.366,806.5,-0.040
9592.4178,807.0,-0.041
9602.469,807.5,-0.039
9612.5118,808.0,-0.040
9622.548,808.5,-0.042
9632.6016,809.0,-0.041
9642.672,809.5,-0.042
9652.7382,810.0,-0.045
9662.8032,810.5,-0.040
9672.825,811.0,-0.042
9682.8822,811.5,-0.041
9692.949,812.0,-0.042
9703.0416,812.5,-0.044
9713.1372,813.0,-0.043
9723.1974,813.5,-0.042
9733.2276,814.0,-0.044
9743.2902,814.5,-0.044
9753.3378,815.0,-0.046
9763.3404,815.5,-0.045
9773.4144,816.0,-0.044
9783.4626,816.5,-0.044
9793.5204,817.0,-0.045
9803.5566,817.5,-0.046
9813.564,818.0,-0.046
9823.5894,818.5,-0.045
9833.6424,819.0,-0.049
9843.7542,819.5,-0.048
