Time (s),Mass (g),HRR (kW/m2)
0,94.03,5.1
1,94.42,5.5
2,94.27,5.7
3,94.34,5.8
4,94.3,5.9
5,94.27,5.9
6,94.26,5.5
7,94.24,5.6
8,94.25,5.5
9,94.23,5.1
10,94.21,4.9
11,94.2,4.7
12,94.19,4.6
13,94.18,4.5
14,94.22,4.5
15,94.2,4.4
16,94.17,4.4
17,94.16,4.5
18,94.15,4.4
19,94.13,4.1
20,94.12,3.8
21,94.1,3.6
22,94.08,3.5
23,94.06,3.4
24,94.05,2.9
25,94.04,2.6
26,94.02,2.4
27,94.01,2.2
28,94,2.1
29,94,2.1
30,93.98,2.1
31,93.96,2.1
32,93.95,2.2
33,93.94,1.9
34,93.93,1.6
35,93.9,1.5
36,93.88,1.3
37,93.88,1.2
38,93.84,1.3
39,93.79,1.7
40,93.78,1.9
41,93.77,2
42,93.76,2.1
43,93.76,2.1
44,93.74,2
45,93.72,2
46,93.7,1.9
47,93.69,1.9
48,93.67,1.9
49,93.68,1.9
50,93.72,2.2
51,93.71,2.5
52,93.7,2.9
53,93.67,3.2
54,93.68,3.7
55,93.67,3.9
56,93.66,4.4
57,93.64,4.7
58,93.63,5.1
59,93.62,5.1
60,93.6,4.9
61,93.58,4.7
62,93.58,4.6
63,93.57,4.4
64,93.56,4.1
65,93.55,3.7
66,93.53,2.8
67,93.51,2
68,93.52,1.4
69,93.5,1
70,93.48,0.8
71,93.47,0.2
72,93.44,-0.2
73,93.42,-0.3
74,93.4,-0.4
75,93.37,-0.4
76,93.36,-0.4
77,93.34,-0.4
78,93.31,-0.5
79,93.29,-0.2
80,93.27,0.1
81,93.26,0.3
82,93.26,0.5
83,93.26,0.6
84,93.25,0.6
85,93.23,0.7
86,93.22,0.7
87,93.24,0.7
88,93.23,0.7
89,93.22,0.7
90,93.2,0.8
91,93.19,0.8
92,93.17,0.8
93,93.16,0.8
94,93.13,0.6
95,93.12,0.5
96,93.11,0.4
97,93.1,0.4
98,93.07,0.4
99,93.06,0.3
100,93.04,0.6
101,93.03,0.8
102,93.02,1.3
103,93,1.8
104,92.99,2.1
105,92.98,2.8
106,92.95,3.3
107,92.91,3.6
108,92.86,3.8
109,92.81,3.8
110,92.74,4
