Time (s),Temperature (K),Heat Flow Rate (W/g)
270.9366,424.5,8.06E-01
271.9044,425.0,8.10E-01
272.8722,425.5,8.13E-01
273.8424,426.0,8.14E-01
274.8042,426.5,8.15E-01
275.7714,427.0,8.17E-01
276.7392,427.5,8.16E-01
277.7052,428.0,8.18E-01
278.6664,428.5,8.19E-01
279.6312,429.0,8.20E-01
280.5978,429.5,8.23E-01
281.5536,430.0,8.27E-01
282.5046,430.5,8.28E-01
283.461,431.0,8.31E-01
284.4216,431.5,8.32E-01
285.3834,432.0,8.35E-01
286.3416,432.5,8.35E-01
287.3088,433.0,8.37E-01
288.2778,433.5,8.39E-01
289.2342,434.0,8.37E-01
290.187,434.5,8.39E-01
291.1428,435.0,8.41E-01
292.0968,435.5,8.44E-01
293.0514,436.0,8.47E-01
294.006,436.5,8.46E-01
294.9588,437.0,8.48E-01
295.9152,437.5,8.50E-01
296.8656,438.0,8.52E-01
297.81,438.5,8.55E-01
298.7634,439.0,8.56E-01
299.7132,439.5,8.59E-01
300.6672,440.0,8.61E-01
301.6164,440.5,8.62E-01
302.571,441.0,8.63E-01
303.5268,441.5,8.65E-01
304.4754,442.0,8.68E-01
305.4246,442.5,8.70E-01
306.3666,443.0,8.73E-01
307.3044,443.5,8.75E-01
308.25,444.0,8.77E-01
309.1908,444.5,8.79E-01
310.1358,445.0,8.81E-01
311.0796,445.5,8.82E-01
312.0318,446.0,8.85E-01
312.9816,446.5,8.86E-01
313.9224,447.0,8.89E-01
314.8674,447.5,8.91E-01
315.8064,448.0,8.93E-01
316.7424,448.5,8.94E-01
317.6802,449.0,8.97E-01
318.6186,449.5,8.99E-01
319.5588,450.0,9.01E-01
320.4948,450.5,9.04E-01
321.4344,451.0,9.06E-01
322.374,451.5,9.10E-01
323.3058,452.0,9.09E-01
324.2412,452.5,9.11E-01
325.1766,453.0,9.12E-01
326.1114,453.5,9.16E-01
327.0438,454.0,9.19E-01
327.9762,454.5,9.20E-01
328.9116,455.0,9.22E-01
329.8392,455.5,9.24E-01
330.7662,456.0,9.27E-01
331.6944,456.5,9.27E-01
332.6184,457.0,9.30E-01
333.543,457.5,9.31E-01
334.4664,458.0,9.33E-01
335.3922,458.5,9.35E-01
336.318,459.0,9.37E-01
337.2426,459.5,9.39E-01
338.1702,460.0,9.42E-01
339.096,460.5,9.43E-01
340.0206,461.0,9.46E-01
340.9476,461.5,9.46E-01
341.8614,462.0,9.49E-01
342.774,462.5,9.53E-01
343.683,463.0,9.52E-01
344.5944,463.5,9.55E-01
345.5154,464.0,9.58E-01
346.4316,464.5,9.61E-01
347.3568,465.0,9.62E-01
348.2802,465.5,9.64E-01
349.2084,466.0,9.66E-01
350.1306,466.5,9.68E-01
351.0456,467.0,9.69E-01
351.9636,467.5,9.72E-01
352.8792,468.0,9.75E-01
353.7966,468.5,9.77E-01
354.714,469.0,9.79E-01
355.6344,469.5,9.81E-01
356.5494,470.0,9.83E-01
357.4662,470.5,9.87E-01
358.3842,471.0,9.89E-01
359.2992,471.5,9.92E-01
360.2112,472.0,9.91E-01
361.122,472.5,9.94E-01
362.034,473.0,9.97E-01
362.9394,473.5,1.00E+00
363.8442,474.0,1.00E+00
364.7514,474.5,1.00E+00
365.6574,475.0,1.01E+00
366.5628,475.5,1.01E+00
367.4688,476.0,1.01E+00
368.3778,476.5,1.01E+00
369.2946,477.0,1.02E+00
370.2102,477.5,1.02E+00
371.1252,478.0,1.02E+00
372.0366,478.5,1.02E+00
372.9474,479.0,1.03E+00
373.8666,479.5,1.03E+00
374.775,480.0,1.03E+00
375.6828,480.5,1.03E+00
376.5942,481.0,1.04E+00
377.5044,481.5,1.04E+00
378.4164,482.0,1.04E+00
379.3218,482.5,1.04E+00
380.2314,483.0,1.04E+00
381.1386,483.5,1.04E+00
382.0428,484.0,1.04E+00
382.9506,484.5,1.05E+00
383.856,485.0,1.05E+00
384.7626,485.5,1.05E+00
385.668,486.0,1.05E+00
386.5746,486.5,1.06E+00
387.4788,487.0,1.06E+00
388.3854,487.5,1.06E+00
389.2902,488.0,1.06E+00
390.1938,488.5,1.06E+00
391.095,489.0,1.07E+00
391.998,489.5,1.07E+00
392.9046,490.0,1.07E+00
393.8094,490.5,1.07E+00
394.7142,491.0,1.07E+00
395.6184,491.5,1.08E+00
396.5268,492.0,1.08E+00
397.4304,492.5,1.08E+00
398.3316,493.0,1.08E+00
399.2262,493.5,1.08E+00
400.1238,494.0,1.09E+00
401.025,494.5,1.09E+00
401.9268,495.0,1.09E+00
402.828,495.5,1.09E+00
403.7292,496.0,1.09E+00
404.637,496.5,1.09E+00
405.5376,497.0,1.09E+00
406.4382,497.5,1.10E+00
407.3358,498.0,1.10E+00
408.2364,498.5,1.10E+00
409.1364,499.0,1.10E+00
410.037,499.5,1.10E+00
410.943,500.0,1.11E+00
411.8424,500.5,1.11E+00
412.7412,501.0,1.11E+00
413.6394,501.5,1.11E+00
414.54,502.0,1.12E+00
415.4388,502.5,1.12E+00
416.3334,503.0,1.12E+00
417.2316,503.5,1.12E+00
418.1292,504.0,1.12E+00
419.0274,504.5,1.13E+00
419.9262,505.0,1.13E+00
420.8244,505.5,1.13E+00
421.7232,506.0,1.13E+00
422.6238,506.5,1.13E+00
423.5232,507.0,1.13E+00
424.422,507.5,1.14E+00
425.3172,508.0,1.14E+00
426.2154,508.5,1.14E+00
427.113,509.0,1.14E+00
428.0082,509.5,1.14E+00
428.904,510.0,1.14E+00
429.7992,510.5,1.14E+00
430.6956,511.0,1.15E+00
431.592,511.5,1.15E+00
432.4866,512.0,1.15E+00
433.3842,512.5,1.15E+00
434.2836,513.0,1.15E+00
435.1806,513.5,1.15E+00
436.0746,514.0,1.15E+00
436.9602,514.5,1.15E+00
437.853,515.0,1.15E+00
438.7476,515.5,1.15E+00
439.6386,516.0,1.15E+00
440.5326,516.5,1.16E+00
441.4284,517.0,1.16E+00
442.3314,517.5,1.16E+00
443.2296,518.0,1.16E+00
444.1218,518.5,1.16E+00
445.0146,519.0,1.16E+00
445.9092,519.5,1.16E+00
446.7996,520.0,1.16E+00
447.6924,520.5,1.17E+00
448.584,521.0,1.17E+00
449.4696,521.5,1.17E+00
450.3564,522.0,1.17E+00
451.2444,522.5,1.17E+00
452.1408,523.0,1.17E+00
453.0342,523.5,1.17E+00
453.9294,524.0,1.17E+00
454.8312,524.5,1.17E+00
455.7318,525.0,1.17E+00
456.63,525.5,1.17E+00
457.5216,526.0,1.18E+00
458.4162,526.5,1.18E+00
459.3078,527.0,1.17E+00
460.1982,527.5,1.18E+00
461.0898,528.0,1.18E+00
461.9808,528.5,1.17E+00
462.8706,529.0,1.18E+00
463.7586,529.5,1.18E+00
464.6502,530.0,1.18E+00
465.543,530.5,1.18E+00
466.4352,531.0,1.18E+00
467.3268,531.5,1.18E+00
468.2196,532.0,1.18E+00
469.1148,532.5,1.18E+00
470.0046,533.0,1.18E+00
470.8968,533.5,1.18E+00
471.7866,534.0,1.18E+00
472.6776,534.5,1.18E+00
473.565,535.0,1.18E+00
474.4554,535.5,1.18E+00
475.3476,536.0,1.18E+00
476.2374,536.5,1.18E+00
477.1284,537.0,1.18E+00
478.0194,537.5,1.18E+00
478.9092,538.0,1.18E+00
479.8008,538.5,1.18E+00
480.6882,539.0,1.18E+00
481.5774,539.5,1.18E+00
482.466,540.0,1.18E+00
483.3486,540.5,1.18E+00
484.2336,541.0,1.18E+00
485.1162,541.5,1.18E+00
485.9988,542.0,1.18E+00
486.882,542.5,1.18E+00
487.7664,543.0,1.18E+00
488.6532,543.5,1.18E+00
489.5442,544.0,1.18E+00
490.4328,544.5,1.18E+00
491.3268,545.0,1.18E+00
492.2262,545.5,1.18E+00
493.1238,546.0,1.18E+00
494.025,546.5,1.18E+00
494.9202,547.0,1.18E+00
495.816,547.5,1.18E+00
496.71,548.0,1.18E+00
497.5974,548.5,1.18E+00
498.4872,549.0,1.18E+00
499.3752,549.5,1.18E+00
500.2668,550.0,1.17E+00
501.1578,550.5,1.17E+00
502.0464,551.0,1.17E+00
502.935,551.5,1.17E+00
503.8224,552.0,1.17E+00
504.7122,552.5,1.17E+00
505.6002,553.0,1.17E+00
506.49,553.5,1.17E+00
507.3816,554.0,1.17E+00
508.2744,554.5,1.17E+00
509.1648,555.0,1.17E+00
510.0546,555.5,1.17E+00
510.9468,556.0,1.17E+00
511.8396,556.5,1.17E+00
512.7294,557.0,1.17E+00
513.6114,557.5,1.17E+00
514.4934,558.0,1.17E+00
515.3778,558.5,1.17E+00
516.2682,559.0,1.17E+00
517.1556,559.5,1.17E+00
518.0448,560.0,1.17E+00
518.9436,560.5,1.17E+00
519.8412,561.0,1.17E+00
520.7376,561.5,1.17E+00
521.6268,562.0,1.16E+00
522.5208,562.5,1.16E+00
523.4112,563.0,1.16E+00
524.2998,563.5,1.16E+00
525.1854,564.0,1.16E+00
526.0758,564.5,1.16E+00
526.965,565.0,1.16E+00
527.853,565.5,1.16E+00
528.741,566.0,1.16E+00
529.6296,566.5,1.16E+00
530.5248,567.0,1.16E+00
531.4134,567.5,1.16E+00
532.3026,568.0,1.16E+00
533.1918,568.5,1.16E+00
534.0864,569.0,1.16E+00
534.9822,569.5,1.16E+00
535.8738,570.0,1.16E+00
536.7666,570.5,1.16E+00
537.6618,571.0,1.16E+00
538.5552,571.5,1.16E+00
539.445,572.0,1.16E+00
540.3342,572.5,1.16E+00
541.2252,573.0,1.16E+00
542.1168,573.5,1.16E+00
543.0066,574.0,1.16E+00
543.8964,574.5,1.16E+00
544.7856,575.0,1.16E+00
545.676,575.5,1.16E+00
546.5658,576.0,1.16E+00
547.4592,576.5,1.16E+00
548.3502,577.0,1.16E+00
549.2454,577.5,1.16E+00
550.1376,578.0,1.16E+00
551.031,578.5,1.16E+00
551.9244,579.0,1.16E+00
552.8154,579.5,1.16E+00
553.7082,580.0,1.16E+00
554.5986,580.5,1.16E+00
555.4926,581.0,1.16E+00
556.386,581.5,1.16E+00
557.2782,582.0,1.16E+00
558.1704,582.5,1.16E+00
559.0632,583.0,1.16E+00
559.9566,583.5,1.16E+00
560.85,584.0,1.16E+00
561.7428,584.5,1.16E+00
562.632,585.0,1.16E+00
563.5182,585.5,1.16E+00
564.405,586.0,1.16E+00
565.2972,586.5,1.17E+00
566.1894,587.0,1.17E+00
567.0816,587.5,1.17E+00
567.9744,588.0,1.17E+00
568.8714,588.5,1.17E+00
569.7708,589.0,1.17E+00
570.6636,589.5,1.17E+00
571.5564,590.0,1.17E+00
572.4486,590.5,1.18E+00
573.3462,591.0,1.18E+00
574.239,591.5,1.18E+00
575.1336,592.0,1.18E+00
576.027,592.5,1.19E+00
576.9198,593.0,1.19E+00
577.815,593.5,1.19E+00
578.7096,594.0,1.19E+00
579.6078,594.5,1.19E+00
580.5024,595.0,1.19E+00
581.3982,595.5,1.20E+00
582.294,596.0,1.20E+00
583.1862,596.5,1.20E+00
584.0778,597.0,1.20E+00
584.9718,597.5,1.21E+00
585.8652,598.0,1.21E+00
586.761,598.5,1.21E+00
587.6538,599.0,1.21E+00
588.5508,599.5,1.22E+00
589.449,600.0,1.22E+00
590.3466,600.5,1.22E+00
591.2412,601.0,1.23E+00
592.1364,601.5,1.23E+00
593.0346,602.0,1.23E+00
593.931,602.5,1.23E+00
594.8256,603.0,1.23E+00
595.7214,603.5,1.24E+00
596.6196,604.0,1.24E+00
597.516,604.5,1.24E+00
598.4112,605.0,1.25E+00
599.3076,605.5,1.25E+00
600.2058,606.0,1.25E+00
601.1034,606.5,1.26E+00
602.0016,607.0,1.26E+00
602.901,607.5,1.26E+00
603.8004,608.0,1.27E+00
604.6974,608.5,1.27E+00
605.589,609.0,1.27E+00
606.4788,609.5,1.28E+00
607.3752,610.0,1.28E+00
608.2752,610.5,1.28E+00
609.1758,611.0,1.29E+00
610.0782,611.5,1.29E+00
610.9872,612.0,1.29E+00
611.8956,612.5,1.30E+00
612.7974,613.0,1.30E+00
613.6962,613.5,1.30E+00
614.595,614.0,1.31E+00
615.4932,614.5,1.31E+00
616.3914,615.0,1.32E+00
617.2896,615.5,1.32E+00
618.1884,616.0,1.33E+00
619.0878,616.5,1.33E+00
619.9872,617.0,1.33E+00
620.8884,617.5,1.34E+00
621.7902,618.0,1.34E+00
622.6938,618.5,1.35E+00
623.5944,619.0,1.35E+00
624.495,619.5,1.35E+00
625.3968,620.0,1.35E+00
626.2992,620.5,1.36E+00
627.1986,621.0,1.36E+00
628.098,621.5,1.37E+00
629.0004,622.0,1.37E+00
629.9046,622.5,1.37E+00
630.8064,623.0,1.37E+00
631.7082,623.5,1.37E+00
632.6112,624.0,1.37E+00
633.513,624.5,1.38E+00
634.4154,625.0,1.38E+00
635.3154,625.5,1.38E+00
636.2208,626.0,1.39E+00
637.1244,626.5,1.39E+00
638.0256,627.0,1.39E+00
638.9244,627.5,1.40E+00
639.828,628.0,1.40E+00
640.7328,628.5,1.40E+00
641.6346,629.0,1.41E+00
642.537,629.5,1.41E+00
643.4436,630.0,1.41E+00
644.355,630.5,1.41E+00
645.2616,631.0,1.42E+00
646.167,631.5,1.42E+00
647.0724,632.0,1.42E+00
647.9784,632.5,1.43E+00
648.8844,633.0,1.43E+00
649.791,633.5,1.43E+00
650.6982,634.0,1.44E+00
651.6066,634.5,1.44E+00
652.5144,635.0,1.45E+00
653.4228,635.5,1.45E+00
654.3348,636.0,1.46E+00
655.2438,636.5,1.47E+00
656.1522,637.0,1.47E+00
657.0612,637.5,1.48E+00
657.9726,638.0,1.48E+00
658.8828,638.5,1.49E+00
659.7924,639.0,1.50E+00
660.7026,639.5,1.50E+00
661.6122,640.0,1.51E+00
662.5224,640.5,1.52E+00
663.435,641.0,1.52E+00
664.347,641.5,1.53E+00
665.2596,642.0,1.54E+00
666.1746,642.5,1.55E+00
667.0926,643.0,1.56E+00
668.01,643.5,1.57E+00
668.925,644.0,1.58E+00
669.8382,644.5,1.59E+00
670.7532,645.0,1.60E+00
671.6688,645.5,1.61E+00
672.5844,646.0,1.62E+00
673.5006,646.5,1.64E+00
674.4186,647.0,1.65E+00
675.3414,647.5,1.66E+00
676.2618,648.0,1.67E+00
677.1834,648.5,1.68E+00
678.1044,649.0,1.70E+00
679.0296,649.5,1.71E+00
679.953,650.0,1.73E+00
680.8752,650.5,1.74E+00
681.7956,651.0,1.76E+00
682.7142,651.5,1.77E+00
683.6376,652.0,1.78E+00
684.5586,652.5,1.80E+00
685.4808,653.0,1.81E+00
686.4042,653.5,1.83E+00
687.3324,654.0,1.84E+00
688.2612,654.5,1.86E+00
689.1876,655.0,1.88E+00
690.114,655.5,1.89E+00
691.041,656.0,1.90E+00
691.9656,656.5,1.92E+00
692.8902,657.0,1.93E+00
693.8148,657.5,1.94E+00
694.7376,658.0,1.95E+00
695.6604,658.5,1.97E+00
696.588,659.0,1.98E+00
697.5144,659.5,1.99E+00
698.4402,660.0,2.00E+00
699.3648,660.5,2.01E+00
700.2876,661.0,2.01E+00
701.2122,661.5,2.02E+00
702.1302,662.0,2.02E+00
703.0488,662.5,2.03E+00
703.9692,663.0,2.03E+00
704.8878,663.5,2.03E+00
705.807,664.0,2.03E+00
706.7226,664.5,2.03E+00
707.6406,665.0,2.03E+00
708.5556,665.5,2.02E+00
709.47,666.0,2.01E+00
710.3814,666.5,2.00E+00
711.2832,667.0,1.98E+00
712.1856,667.5,1.97E+00
713.0922,668.0,1.95E+00
713.997,668.5,1.93E+00
714.9006,669.0,1.90E+00
715.8018,669.5,1.88E+00
716.7096,670.0,1.85E+00
717.6156,670.5,1.82E+00
718.515,671.0,1.78E+00
719.4126,671.5,1.74E+00
720.3006,672.0,1.71E+00
721.197,672.5,1.66E+00
722.0898,673.0,1.62E+00
722.9784,673.5,1.57E+00
723.8622,674.0,1.52E+00
724.7472,674.5,1.47E+00
725.64,675.0,1.42E+00
726.522,675.5,1.37E+00
727.4052,676.0,1.31E+00
728.2872,676.5,1.25E+00
729.1734,677.0,1.20E+00
730.0548,677.5,1.14E+00
730.9362,678.0,1.08E+00
731.8194,678.5,1.02E+00
732.7026,679.0,9.67E-01
733.5876,679.5,9.10E-01
734.4714,680.0,8.49E-01
735.3564,680.5,7.93E-01
736.2408,681.0,7.43E-01
737.1258,681.5,6.88E-01
738.0126,682.0,6.35E-01
738.8994,682.5,5.84E-01
739.7862,683.0,5.36E-01
740.6754,683.5,4.90E-01
741.5628,684.0,4.45E-01
742.4544,684.5,4.04E-01
743.3478,685.0,3.61E-01
744.2442,685.5,3.21E-01
745.143,686.0,2.84E-01
746.0448,686.5,2.54E-01
746.9514,687.0,2.24E-01
747.8574,687.5,1.94E-01
748.7652,688.0,1.67E-01
749.673,688.5,1.42E-01
750.5802,689.0,1.21E-01
751.491,689.5,1.03E-01
752.4006,690.0,8.74E-02
753.315,690.5,7.63E-02
754.2288,691.0,6.28E-02
755.1456,691.5,4.91E-02
756.066,692.0,3.77E-02
756.9864,692.5,2.98E-02
757.908,693.0,2.08E-02
758.8278,693.5,1.03E-02
759.7482,694.0,3.05E-03
760.6704,694.5,-5.95E-03
761.5914,695.0,-1.27E-02
762.513,695.5,-1.88E-02
763.4334,696.0,-2.16E-02
764.355,696.5,-2.93E-02
765.2772,697.0,-3.88E-02
766.1982,697.5,-4.66E-02
767.1198,698.0,-5.17E-02
768.0426,698.5,-5.79E-02
768.9696,699.0,-6.07E-02
769.893,699.5,-6.20E-02
770.8146,700.0,-6.42E-02
771.7428,700.5,-6.52E-02
772.6704,701.0,-6.97E-02
773.592,701.5,-7.81E-02
774.5112,702.0,-8.15E-02
775.4394,702.5,-8.56E-02
776.3706,703.0,-8.94E-02
777.2964,703.5,-9.34E-02
778.224,704.0,-9.63E-02
779.1552,704.5,-9.78E-02
780.0876,705.0,-1.00E-01
781.014,705.5,-1.04E-01
781.9392,706.0,-1.07E-01
782.8662,706.5,-1.11E-01
783.7944,707.0,-1.14E-01
784.7238,707.5,-1.17E-01
785.649,708.0,-1.20E-01
786.5796,708.5,-1.24E-01
787.5078,709.0,-1.28E-01
788.4366,709.5,-1.33E-01
789.3666,710.0,-1.35E-01
790.2942,710.5,-1.39E-01
791.226,711.0,-1.41E-01
792.1542,711.5,-1.46E-01
793.083,712.0,-1.47E-01
794.0124,712.5,-1.49E-01
794.9388,713.0,-1.52E-01
795.8718,713.5,-1.57E-01
796.8006,714.0,-1.61E-01
797.7306,714.5,-1.64E-01
798.6624,715.0,-1.64E-01
799.5918,715.5,-1.64E-01
800.5224,716.0,-1.67E-01
801.453,716.5,-1.73E-01
802.3824,717.0,-1.73E-01
803.3124,717.5,-1.75E-01
804.243,718.0,-1.78E-01
805.1748,718.5,-1.77E-01
806.1048,719.0,-1.80E-01
807.033,719.5,-1.82E-01
807.9636,720.0,-1.83E-01
808.8972,720.5,-1.86E-01
809.8266,721.0,-1.89E-01
810.7602,721.5,-1.91E-01
811.6932,722.0,-1.90E-01
812.628,722.5,-1.91E-01
813.5598,723.0,-1.92E-01
814.4922,723.5,-1.92E-01
815.4246,724.0,-1.92E-01
816.354,724.5,-1.95E-01
817.2882,725.0,-1.97E-01
818.22,725.5,-2.00E-01
819.1566,726.0,-1.99E-01
820.0908,726.5,-1.93E-01
821.0256,727.0,-1.92E-01
821.9634,727.5,-1.93E-01
822.8976,728.0,-1.95E-01
823.8318,728.5,-1.98E-01
824.7672,729.0,-1.95E-01
825.705,729.5,-1.94E-01
826.641,730.0,-1.96E-01
827.577,730.5,-1.97E-01
828.5142,731.0,-1.95E-01
829.4532,731.5,-1.90E-01
830.388,732.0,-1.88E-01
831.3258,732.5,-1.90E-01
832.26,733.0,-1.90E-01
833.199,733.5,-1.90E-01
834.1344,734.0,-1.89E-01
835.0716,734.5,-1.87E-01
836.0112,735.0,-1.85E-01
836.9508,735.5,-1.82E-01
837.8898,736.0,-1.81E-01
838.827,736.5,-1.80E-01
839.7678,737.0,-1.76E-01
840.705,737.5,-1.74E-01
841.6422,738.0,-1.70E-01
842.5842,738.5,-1.68E-01
843.5238,739.0,-1.66E-01
844.4646,739.5,-1.61E-01
845.403,740.0,-1.59E-01
846.3408,740.5,-1.56E-01
847.2852,741.0,-1.52E-01
848.2272,741.5,-1.51E-01
849.171,742.0,-1.46E-01
850.1124,742.5,-1.41E-01
851.0586,743.0,-1.36E-01
852.0066,743.5,-1.32E-01
852.9468,744.0,-1.29E-01
853.8864,744.5,-1.26E-01
854.8314,745.0,-1.23E-01
855.7758,745.5,-1.21E-01
856.7178,746.0,-1.13E-01
857.6586,746.5,-1.12E-01
858.6024,747.0,-1.08E-01
859.5444,747.5,-1.02E-01
860.4864,748.0,-9.69E-02
861.4302,748.5,-9.55E-02
862.3752,749.0,-9.25E-02
863.3196,749.5,-8.81E-02
864.267,750.0,-8.52E-02
865.2132,750.5,-8.06E-02
866.157,751.0,-7.63E-02
867.102,751.5,-7.23E-02
868.0434,752.0,-6.80E-02
868.9836,752.5,-6.33E-02
869.9202,753.0,-6.27E-02
870.8532,753.5,-5.97E-02
871.7952,754.0,-5.66E-02
872.7372,754.5,-5.20E-02
873.6846,755.0,-4.68E-02
874.6254,755.5,-3.71E-02
875.5788,756.0,-3.35E-02
876.534,756.5,-3.12E-02
877.4856,757.0,-2.96E-02
878.436,757.5,-2.78E-02
879.3882,758.0,-2.38E-02
880.3428,758.5,-2.30E-02
881.292,759.0,-1.65E-02
882.2364,759.5,-1.49E-02
883.182,760.0,-1.13E-02
884.1282,760.5,-8.56E-03
885.0756,761.0,-5.66E-03
