Time,Mass (g),HRRPUA (kW/m2)
217.0,71.95,127.8
218.0,71.87,125.4
219.0,71.76,125.7
220.0,71.64,125.1
221.0,71.59,126.4
222.0,71.47,125.9
223.0,71.38,125.8
224.0,71.28,125.7
225.0,71.17,123.6
226.0,71.04,124.7
227.0,70.94,124.4
228.0,70.85,125.2
229.0,70.75,124.1
230.0,70.67,125.9
231.0,70.55,124.8
232.0,70.47,125.5
233.0,70.35,125.6
234.0,70.25,125.5
235.0,70.19,122.6
236.0,70.06,124.3
237.0,70.02,124.0
238.0,69.9,124.7
239.0,69.78,122.8
240.0,69.71,120.6
241.0,69.63,123.8
242.0,69.53,125.8
243.0,69.41,121.6
244.0,69.32,123.6
245.0,69.25,123.3
246.0,69.17,122.9
247.0,69.1,122.8
248.0,69.01,123.5
249.0,68.9,121.7
250.0,68.81,122.2
251.0,68.68,120.3
252.0,68.59,119.1
253.0,68.5,119.2
254.0,68.44,119.7
255.0,68.34,118.6
256.0,68.23,118.2
257.0,68.16,121.8
258.0,67.98,119.3
259.0,67.9,120.3
260.0,67.82,121.4
261.0,67.73,119.2
262.0,67.66,119.3
263.0,67.57,120.3
264.0,67.45,120.0
265.0,67.33,121.1
266.0,67.27,120.0
267.0,67.19,121.7
268.0,67.06,119.3
269.0,66.96,120.5
270.0,66.88,116.2
271.0,66.75,118.9
272.0,66.66,120.3
273.0,66.6,120.4
274.0,66.51,123.8
275.0,66.4,121.5
276.0,66.31,120.9
277.0,66.23,121.5
278.0,66.13,118.5
279.0,66.03,121.9
280.0,65.97,121.4
281.0,65.9,119.8
282.0,65.8,121.9
283.0,65.69,122.0
284.0,65.62,122.8
285.0,65.5,119.5
286.0,65.43,123.9
287.0,65.33,120.8
288.0,65.26,121.6
289.0,65.16,121.7
290.0,65.09,121.8
291.0,64.98,123.1
292.0,64.89,122.4
293.0,64.78,120.0
294.0,64.7,121.2
295.0,64.59,122.8
296.0,64.51,119.6
297.0,64.41,121.1
298.0,64.32,121.5
299.0,64.24,121.5
300.0,64.14,121.4
301.0,64.07,121.0
302.0,63.96,120.2
303.0,63.87,120.2
304.0,63.78,118.5
305.0,63.69,121.3
306.0,63.57,120.1
307.0,63.52,120.4
308.0,63.44,120.1
309.0,63.36,120.6
310.0,63.22,118.3
311.0,63.16,120.9
312.0,63.09,120.2
313.0,63.0,119.9
314.0,62.9,120.0
315.0,62.8,115.3
316.0,62.73,119.1
317.0,62.64,119.0
318.0,62.6,116.0
319.0,62.47,118.8
320.0,62.38,119.4
321.0,62.29,116.4
322.0,62.22,119.0
323.0,62.11,116.6
324.0,62.0,117.7
325.0,61.89,120.4
326.0,61.84,120.6
327.0,61.74,120.6
328.0,61.64,120.4
329.0,61.51,118.8
330.0,61.43,118.8
331.0,61.36,119.7
332.0,61.25,119.5
333.0,61.15,119.3
334.0,61.07,119.9
335.0,60.99,118.7
336.0,60.92,120.1
337.0,60.82,119.2
338.0,60.7,120.0
339.0,60.63,119.4
340.0,60.53,121.5
341.0,60.44,120.2
342.0,60.36,120.3
343.0,60.26,120.4
344.0,60.17,119.4
345.0,60.1,122.5
346.0,60.0,122.4
347.0,59.9,122.4
348.0,59.82,121.7
349.0,59.74,124.7
350.0,59.67,122.1
351.0,59.58,122.8
352.0,59.47,123.7
353.0,59.4,120.7
354.0,59.33,124.2
355.0,59.23,122.5
356.0,59.15,123.8
357.0,59.07,121.6
358.0,58.98,122.2
359.0,58.84,124.4
360.0,58.78,125.7
361.0,58.68,126.6
362.0,58.62,122.9
363.0,58.51,121.7
364.0,58.4,121.8
365.0,58.32,122.6
366.0,58.2,124.9
367.0,58.13,124.6
368.0,58.03,122.7
369.0,57.95,124.3
370.0,57.84,123.4
371.0,57.73,123.5
372.0,57.68,122.6
373.0,57.58,125.0
374.0,57.47,124.6
375.0,57.36,124.2
376.0,57.3,123.4
377.0,57.23,123.4
378.0,57.1,123.4
379.0,57.0,123.0
380.0,56.94,125.8
381.0,56.89,123.6
382.0,56.78,123.1
383.0,56.73,124.3
384.0,56.62,126.0
385.0,56.53,126.8
386.0,56.42,124.5
387.0,56.37,125.8
388.0,56.29,125.2
389.0,56.2,125.0
390.0,56.09,128.3
391.0,56.03,128.1
392.0,55.91,124.1
393.0,55.85,126.8
394.0,55.77,124.7
395.0,55.7,126.5
396.0,55.62,124.7
397.0,55.5,127.9
398.0,55.41,126.8
399.0,55.29,122.5
400.0,55.22,126.4
401.0,55.14,127.4
402.0,55.06,123.6
403.0,54.93,126.1
404.0,54.87,126.7
405.0,54.78,125.8
406.0,54.68,125.7
407.0,54.6,126.1
408.0,54.5,127.0
409.0,54.4,127.8
410.0,54.31,124.8
411.0,54.21,127.5
412.0,54.14,126.9
413.0,54.08,128.5
414.0,53.97,128.0
415.0,53.88,128.3
416.0,53.81,128.4
417.0,53.69,129.0
418.0,53.61,129.7
419.0,53.53,127.7
420.0,53.46,126.8
421.0,53.37,127.8
422.0,53.28,128.8
423.0,53.21,126.3
424.0,53.12,127.8
425.0,53.06,130.8
426.0,52.97,128.0
427.0,52.91,127.6
428.0,52.83,128.1
429.0,52.74,128.0
430.0,52.65,129.9
431.0,52.58,128.4
432.0,52.45,130.1
433.0,52.39,130.4
434.0,52.29,128.4
435.0,52.23,131.7
436.0,52.14,130.8
437.0,52.03,130.0
438.0,51.93,126.5
439.0,51.88,129.1
440.0,51.78,128.8
441.0,51.63,129.0
442.0,51.55,130.9
443.0,51.46,129.0
444.0,51.35,131.3
445.0,51.25,128.4
446.0,51.18,130.6
447.0,51.05,132.1
448.0,50.98,129.4
449.0,50.9,129.3
450.0,50.82,131.4
451.0,50.73,130.0
452.0,50.66,131.8
453.0,50.57,131.2
454.0,50.47,135.6
455.0,50.41,132.8
456.0,50.34,134.9
457.0,50.28,132.9
458.0,50.18,131.9
459.0,50.08,132.5
460.0,50.02,134.7
461.0,49.92,129.9
462.0,49.82,132.3
463.0,49.74,134.6
464.0,49.68,133.5
465.0,49.57,136.0
466.0,49.51,134.0
467.0,49.41,135.2
468.0,49.34,134.4
469.0,49.26,137.0
470.0,49.15,135.7
471.0,49.05,134.2
472.0,49.0,136.7
473.0,48.92,134.0
474.0,48.77,135.6
475.0,48.71,133.7
476.0,48.59,137.2
477.0,48.49,135.0
478.0,48.41,132.6
479.0,48.31,135.2
480.0,48.2,132.1
481.0,48.13,134.0
482.0,48.06,133.8
483.0,47.95,134.7
484.0,47.88,133.7
485.0,47.8,133.6
486.0,47.7,134.9
487.0,47.66,135.5
488.0,47.56,134.1
489.0,47.47,134.3
490.0,47.35,134.1
491.0,47.29,136.7
492.0,47.21,137.8
493.0,47.16,135.9
494.0,47.05,135.4
495.0,46.97,136.4
496.0,46.89,137.0
497.0,46.81,135.1
498.0,46.73,136.3
499.0,46.65,136.6
500.0,46.57,138.1
501.0,46.46,138.5
502.0,46.35,138.6
503.0,46.25,140.0
504.0,46.17,138.2
505.0,46.08,137.2
506.0,45.97,139.5
507.0,45.9,138.8
508.0,45.81,138.2
509.0,45.72,139.0
510.0,45.58,139.7
511.0,45.51,138.2
512.0,45.43,139.1
513.0,45.33,138.7
514.0,45.28,136.9
515.0,45.16,137.1
516.0,45.09,138.8
517.0,45.0,139.1
518.0,44.92,143.3
519.0,44.83,141.6
520.0,44.76,142.5
521.0,44.67,142.1
522.0,44.58,141.8
523.0,44.52,141.4
524.0,44.4,143.2
525.0,44.3,142.2
526.0,44.22,144.2
527.0,44.14,144.4
528.0,44.08,141.1
529.0,43.95,143.7
530.0,43.86,143.0
531.0,43.78,142.7
532.0,43.7,140.8
533.0,43.63,141.1
534.0,43.52,141.2
535.0,43.43,143.6
536.0,43.37,143.8
537.0,43.29,145.2
538.0,43.2,142.8
539.0,43.1,142.8
540.0,43.0,141.2
541.0,42.92,144.2
542.0,42.83,144.3
543.0,42.72,141.6
544.0,42.66,142.1
545.0,42.58,143.1
546.0,42.44,142.2
547.0,42.35,143.9
548.0,42.26,142.3
549.0,42.15,143.0
550.0,42.1,141.6
551.0,41.98,141.2
552.0,41.92,143.1
553.0,41.82,141.2
554.0,41.69,144.6
555.0,41.64,141.6
556.0,41.52,143.2
557.0,41.45,143.7
558.0,41.35,143.4
559.0,41.27,142.6
560.0,41.19,144.6
561.0,41.08,145.2
562.0,41.01,142.7
563.0,40.89,145.8
564.0,40.8,145.0
565.0,40.74,145.8
566.0,40.64,146.1
567.0,40.54,144.8
568.0,40.49,147.2
569.0,40.35,146.2
570.0,40.28,148.0
571.0,40.23,145.8
572.0,40.11,147.7
573.0,40.02,147.4
574.0,39.93,148.2
575.0,39.84,147.6
576.0,39.73,147.5
577.0,39.67,150.4
578.0,39.55,146.3
579.0,39.46,147.9
580.0,39.36,148.6
581.0,39.28,148.8
582.0,39.18,152.7
583.0,39.09,147.2
584.0,39.01,148.7
585.0,38.87,148.3
586.0,38.79,151.5
587.0,38.71,150.7
588.0,38.59,149.4
589.0,38.47,149.8
590.0,38.41,149.8
591.0,38.29,150.9
592.0,38.22,151.0
593.0,38.09,151.8
594.0,38.0,151.8
595.0,37.92,150.9
596.0,37.84,153.0
597.0,37.72,153.5
598.0,37.63,151.7
599.0,37.53,153.6
600.0,37.47,151.9
601.0,37.36,155.5
602.0,37.24,151.6
603.0,37.14,156.6
604.0,37.09,152.5
605.0,36.99,155.8
606.0,36.88,156.3
607.0,36.82,154.4
608.0,36.71,156.8
609.0,36.61,155.0
610.0,36.51,155.9
611.0,36.42,154.2
612.0,36.32,156.5
613.0,36.22,153.0
614.0,36.12,155.3
615.0,36.05,155.1
616.0,35.92,155.0
617.0,35.84,156.1
618.0,35.78,155.5
619.0,35.67,158.2
620.0,35.56,156.9
621.0,35.41,153.7
622.0,35.31,159.4
623.0,35.22,157.2
624.0,35.11,156.7
625.0,35.01,158.5
626.0,34.9,159.7
627.0,34.81,160.2
628.0,34.71,160.2
629.0,34.62,160.0
630.0,34.53,162.2
631.0,34.43,161.2
632.0,34.31,163.0
633.0,34.22,165.5
634.0,34.15,163.5
635.0,34.05,163.6
636.0,33.94,165.9
637.0,33.85,167.5
638.0,33.74,165.1
639.0,33.67,166.4
640.0,33.56,164.9
641.0,33.44,166.8
642.0,33.36,165.6
643.0,33.31,163.5
644.0,33.2,164.9
645.0,33.12,166.5
646.0,33.0,167.4
647.0,32.9,165.6
648.0,32.8,165.5
649.0,32.73,167.6
650.0,32.62,167.5
651.0,32.47,162.7
652.0,32.39,169.3
653.0,32.3,166.5
654.0,32.21,165.6
655.0,32.11,168.2
656.0,32.01,168.1
657.0,31.86,166.9
658.0,31.77,166.1
659.0,31.68,167.5
660.0,31.56,168.0
661.0,31.48,162.7
662.0,31.37,166.9
663.0,31.27,163.6
664.0,31.17,168.0
665.0,31.05,165.4
666.0,30.96,165.7
667.0,30.88,164.2
668.0,30.79,166.4
669.0,30.68,165.7
670.0,30.6,164.9
671.0,30.48,164.6
672.0,30.38,164.8
673.0,30.32,163.8
674.0,30.21,164.3
675.0,30.09,160.9
676.0,30.01,162.7
677.0,29.96,163.4
678.0,29.84,158.5
679.0,29.74,163.8
680.0,29.65,160.3
681.0,29.56,161.5
682.0,29.47,160.5
683.0,29.37,164.2
684.0,29.3,160.9
685.0,29.19,161.2
686.0,29.09,161.3
687.0,29.01,162.7
688.0,28.93,161.2
689.0,28.83,161.6
690.0,28.72,160.9
691.0,28.61,161.0
692.0,28.51,158.7
693.0,28.43,161.5
694.0,28.31,162.1
695.0,28.24,161.2
696.0,28.14,159.9
697.0,28.02,161.0
698.0,27.96,160.3
699.0,27.85,161.9
700.0,27.78,158.3
701.0,27.68,160.5
702.0,27.6,160.5
703.0,27.52,159.5
704.0,27.43,161.9
705.0,27.32,159.0
706.0,27.22,160.2
707.0,27.13,158.5
708.0,27.05,158.9
709.0,26.97,158.3
710.0,26.87,156.8
711.0,26.79,158.3
712.0,26.73,158.0
713.0,26.64,154.0
714.0,26.54,155.5
715.0,26.47,157.3
716.0,26.35,153.7
717.0,26.3,152.8
718.0,26.23,149.9
719.0,26.13,153.5
720.0,26.06,154.4
721.0,25.96,151.0
722.0,25.88,152.8
723.0,25.79,153.9
724.0,25.69,150.2
725.0,25.59,151.9
726.0,25.51,151.5
727.0,25.46,153.3
728.0,25.33,150.6
729.0,25.23,151.0
730.0,25.15,151.2
731.0,25.04,149.6
732.0,24.98,148.9
733.0,24.9,146.9
734.0,24.81,149.3
735.0,24.76,149.7
736.0,24.67,148.4
737.0,24.6,147.1
738.0,24.51,149.0
739.0,24.43,148.0
740.0,24.34,147.1
741.0,24.26,146.6
742.0,24.18,148.2
743.0,24.14,147.3
744.0,24.03,144.6
745.0,23.97,144.4
746.0,23.89,144.4
747.0,23.82,143.4
748.0,23.75,142.8
749.0,23.7,142.9
750.0,23.63,143.2
751.0,23.56,141.1
752.0,23.49,142.4
753.0,23.4,139.9
754.0,23.33,140.6
755.0,23.25,140.6
756.0,23.19,140.2
757.0,23.11,136.4
758.0,23.05,137.3
759.0,22.95,137.3
760.0,22.9,136.1
761.0,22.77,133.8
762.0,22.74,136.7
763.0,22.6,133.1
764.0,22.55,131.9
765.0,22.48,132.5
766.0,22.41,131.6
767.0,22.33,131.2
768.0,22.26,132.8
769.0,22.23,131.2
770.0,22.15,131.2
771.0,22.07,130.0
772.0,22.03,127.9
773.0,21.97,130.3
774.0,21.88,129.4
775.0,21.84,127.6
776.0,21.77,125.4
777.0,21.69,128.1
778.0,21.63,130.5
779.0,21.59,126.5
780.0,21.54,128.6
781.0,21.44,127.7
782.0,21.39,123.3
783.0,21.34,124.4
784.0,21.32,121.1
785.0,21.27,123.1
786.0,21.22,123.0
787.0,21.12,121.1
788.0,21.05,123.5
789.0,21.01,122.2
790.0,20.95,118.8
791.0,20.9,121.1
792.0,20.81,120.2
793.0,20.78,120.1
794.0,20.73,117.2
795.0,20.67,118.0
796.0,20.61,118.1
797.0,20.55,117.3
798.0,20.45,114.8
799.0,20.41,117.0
800.0,20.33,116.1
801.0,20.31,114.6
802.0,20.25,113.2
803.0,20.17,111.9
804.0,20.14,111.3
805.0,20.07,110.0
806.0,20.05,111.3
807.0,20.0,110.5
808.0,19.92,108.5
809.0,19.87,108.2
810.0,19.82,109.7
811.0,19.76,106.9
812.0,19.74,106.2
813.0,19.68,103.9
814.0,19.63,103.4
815.0,19.6,103.7
816.0,19.54,105.3
817.0,19.47,103.9
818.0,19.47,102.2
819.0,19.45,102.2
820.0,19.41,100.6
821.0,19.37,98.8
822.0,19.35,99.4
823.0,19.29,100.2
824.0,19.25,97.7
825.0,19.21,98.3
826.0,19.16,96.9
827.0,19.14,97.0
828.0,19.1,95.4
829.0,19.06,95.0
830.0,19.01,94.6
831.0,18.99,94.7
832.0,18.95,91.8
833.0,18.92,91.5
834.0,18.86,91.8
835.0,18.81,90.6
836.0,18.72,89.4
837.0,18.69,89.1
838.0,18.64,88.2
839.0,18.6,85.9
840.0,18.57,87.2
841.0,18.53,86.9
842.0,18.5,84.4
843.0,18.49,84.7
844.0,18.43,83.0
845.0,18.4,84.0
846.0,18.36,82.5
847.0,18.33,82.9
848.0,18.31,80.4
849.0,18.26,80.1
850.0,18.24,79.5
851.0,18.22,79.0
852.0,18.19,77.9
853.0,18.17,78.3
854.0,18.13,77.7
855.0,18.11,77.4
856.0,18.06,77.7
857.0,18.04,76.4
858.0,18.02,75.8
859.0,18.05,75.2
860.0,18.03,74.1
861.0,18.0,74.9
862.0,17.96,73.9
863.0,17.93,74.3
864.0,17.92,72.2
865.0,17.9,73.1
866.0,17.88,72.8
867.0,17.86,71.7
868.0,17.81,71.3
869.0,17.81,69.9
870.0,17.78,70.2
871.0,17.7,70.5
872.0,17.68,68.6
873.0,17.65,67.2
874.0,17.62,67.3
875.0,17.61,65.5
876.0,17.6,64.6
877.0,17.59,64.2
878.0,17.57,63.4
879.0,17.54,63.0
880.0,17.52,62.6
881.0,17.49,63.1
882.0,17.49,61.8
883.0,17.46,61.9
884.0,17.45,60.9
885.0,17.43,60.9
886.0,17.41,60.5
887.0,17.38,59.9
888.0,17.37,58.8
889.0,17.36,58.1
890.0,17.3,58.2
891.0,17.31,57.5
892.0,17.31,57.3
893.0,17.31,57.5
894.0,17.28,57.1
895.0,17.31,57.0
896.0,17.3,56.5
897.0,17.27,56.8
898.0,17.3,56.8
899.0,17.29,56.8
900.0,17.27,55.8
901.0,17.25,55.1
902.0,17.25,54.5
903.0,17.21,53.8
904.0,17.2,52.9
905.0,17.16,52.1
906.0,17.16,51.2
907.0,17.13,51.0
908.0,17.11,50.6
909.0,17.08,49.9
910.0,17.09,49.6
911.0,17.03,49.3
912.0,17.02,48.8
913.0,17.02,48.2
914.0,17.01,48.4
915.0,17.0,48.1
916.0,16.98,48.4
917.0,16.98,47.2
918.0,16.95,47.5
919.0,16.94,47.0
920.0,16.92,46.6
921.0,16.92,47.5
922.0,16.9,45.7
923.0,16.88,46.5
924.0,16.86,45.1
925.0,16.85,45.0
926.0,16.82,44.8
927.0,16.84,44.3
928.0,16.84,44.1
929.0,16.8,44.6
930.0,16.83,44.3
931.0,16.84,44.5
932.0,16.84,43.6
933.0,16.86,43.9
934.0,16.87,43.6
935.0,16.85,43.3
936.0,16.87,42.8
937.0,16.86,42.9
938.0,16.84,43.1
939.0,16.82,41.4
940.0,16.79,42.4
941.0,16.79,42.4
942.0,16.76,42.1
943.0,16.73,41.5
944.0,16.74,41.1
945.0,16.71,41.1
946.0,16.68,40.6
947.0,16.65,40.0
948.0,16.64,39.8
949.0,16.6,40.2
950.0,16.59,41.1
951.0,16.56,41.0
952.0,16.55,41.1
953.0,16.53,41.2
954.0,16.53,40.5
955.0,16.52,40.3
956.0,16.5,40.2
957.0,16.48,40.0
958.0,16.46,39.8
959.0,16.46,39.7
960.0,16.46,39.7
961.0,16.42,40.0
962.0,16.42,39.5
963.0,16.37,39.2
964.0,16.37,39.2
965.0,16.4,39.7
966.0,16.4,39.4
967.0,16.39,39.3
968.0,16.39,39.0
969.0,16.38,40.1
970.0,16.45,40.5
971.0,16.43,39.9
972.0,16.41,40.3
973.0,16.39,40.6
974.0,16.4,40.6
975.0,16.4,40.3
976.0,16.37,40.4
977.0,16.35,39.5
978.0,16.35,39.0
979.0,16.34,39.4
980.0,16.31,39.9
981.0,16.31,39.3
982.0,16.29,39.7
983.0,16.27,40.1
984.0,16.22,40.0
985.0,16.19,41.0
986.0,16.19,40.6
987.0,16.17,40.9
988.0,16.15,40.7
989.0,16.14,40.9
990.0,16.11,40.6
991.0,16.09,40.7
992.0,16.09,41.1
993.0,16.09,40.6
994.0,16.09,41.4
995.0,16.1,40.9
996.0,16.09,41.2
997.0,16.08,40.9
998.0,16.07,41.5
999.0,16.07,40.2
1000.0,16.05,40.3
1001.0,16.04,39.3
1002.0,16.04,40.1
1003.0,16.04,40.0
1004.0,16.03,40.2
1005.0,16.02,40.1
1006.0,16.08,40.4
1007.0,16.09,40.4
1008.0,16.08,39.2
1009.0,16.08,39.7
1010.0,16.05,39.6
1011.0,16.03,39.8
1012.0,16.01,39.9
1013.0,16.01,39.5
1014.0,16.0,39.3
1015.0,16.0,39.5
1016.0,15.94,39.8
1017.0,15.92,40.1
1018.0,15.87,39.9
1019.0,15.86,40.8
1020.0,15.79,41.2
1021.0,15.79,40.9
1022.0,15.77,40.4
