Time (s),Temperature (K),Mass (mg)
0,324.5,3.95
15.0216,325,3.951
24.6138,325.5,3.95
32.6586,326,3.947
39.6276,326.5,3.947
45.813,327,3.947
51.5472,327.5,3.947
56.9418,328,3.95
62.0142,328.5,3.948
66.8772,329,3.947
71.6124,329.5,3.948
76.1406,330,3.949
80.592,330.5,3.949
84.9252,331,3.949
89.1978,331.5,3.949
93.3462,332,3.948
97.4358,332.5,3.947
101.4498,333,3.947
105.4374,333.5,3.947
109.3566,334,3.947
113.2542,334.5,3.946
117.0786,335,3.947
120.8628,335.5,3.945
124.6014,336,3.946
128.3352,336.5,3.946
132.0486,337,3.943
135.7356,337.5,3.943
139.374,338,3.943
143.0034,338.5,3.944
146.5794,339,3.944
150.1668,339.5,3.944
153.738,340,3.944
157.2774,340.5,3.944
160.8108,341,3.944
164.3028,341.5,3.944
167.7558,342,3.943
171.2064,342.5,3.943
174.6618,343,3.943
178.113,343.5,3.942
181.53,344,3.941
184.9092,344.5,3.943
188.3094,345,3.943
191.6862,345.5,3.942
195.0486,346,3.942
198.4092,346.5,3.942
201.7398,347,3.942
205.0176,347.5,3.942
208.3092,348,3.942
211.6152,348.5,3.943
214.9158,349,3.941
218.2368,349.5,3.942
221.5284,350,3.944
224.7978,350.5,3.943
228.0492,351,3.943
231.294,351.5,3.942
234.5274,352,3.942
237.7392,352.5,3.941
240.9444,353,3.941
244.152,353.5,3.938
247.3356,354,3.94
250.506,354.5,3.94
253.6692,355,3.938
256.8258,355.5,3.938
259.974,356,3.939
263.124,356.5,3.939
266.2782,357,3.938
269.412,357.5,3.937
272.5476,358,3.937
275.6664,358.5,3.937
278.7678,359,3.937
281.871,359.5,3.936
284.955,360,3.937
288.027,360.5,3.936
291.1062,361,3.936
294.1686,361.5,3.936
297.2334,362,3.936
300.2922,362.5,3.937
303.3324,363,3.937
306.3678,363.5,3.937
309.3966,364,3.936
312.4272,364.5,3.936
315.4572,365,3.936
318.4782,365.5,3.937
321.4938,366,3.936
324.501,366.5,3.936
327.5082,367,3.936
330.5142,367.5,3.934
333.5202,368,3.934
336.5178,368.5,3.936
339.504,369,3.936
342.4818,369.5,3.936
345.4458,370,3.935
348.4218,370.5,3.935
351.3858,371,3.934
354.3378,371.5,3.934
357.2982,372,3.934
360.2376,372.5,3.934
363.1896,373,3.935
366.153,373.5,3.934
369.0912,374,3.933
372.0474,374.5,3.934
374.9838,375,3.933
377.9232,375.5,3.931
380.8686,376,3.932
383.8134,376.5,3.931
386.7528,377,3.931
389.6814,377.5,3.932
392.6124,378,3.932
395.5434,378.5,3.931
398.4612,379,3.932
401.3808,379.5,3.93
404.3112,380,3.932
407.2032,380.5,3.932
410.1216,381,3.932
413.0334,381.5,3.931
415.9392,382,3.932
418.8672,382.5,3.932
421.7868,383,3.93
424.7022,383.5,3.931
427.614,384,3.93
430.5348,384.5,3.931
433.4418,385,3.93
436.3512,385.5,3.931
439.2726,386,3.93
442.1766,386.5,3.931
445.0842,387,3.931
447.9858,387.5,3.931
450.888,388,3.93
453.789,388.5,3.931
456.6822,389,3.932
459.5844,389.5,3.932
462.474,390,3.932
465.363,390.5,3.931
468.258,391,3.929
471.1578,391.5,3.928
474.0672,392,3.928
476.9646,392.5,3.928
479.8698,393,3.929
482.7582,393.5,3.929
485.6478,394,3.93
488.5434,394.5,3.929
491.4348,395,3.929
494.3286,395.5,3.929
497.2236,396,3.928
500.1066,396.5,3.929
