Time,MLR_mean,Temp_avg_all4,MLR_error,Temperature_Error
10.243,0,309.5145843,0,1.360651373
10.376,0,309.5108186,0,1.360571742
10.509,0,309.5150376,0,1.3589299
10.642,0,309.5136064,0,1.354565789
10.775,0,309.5233256,0,1.3570367
10.908,0,309.4894358,0,1.357359418
11.041,0,309.5235872,0,1.346031082
11.174,0,309.5268829,0,1.356252625
11.307,0,309.5065501,0,1.348794413
11.44,0,309.5247623,0,1.347344467
11.573,0,309.5255878,0,1.346578333
11.706,0,309.5415594,0,1.349986519
11.839,0,309.574565,0,1.363045116
11.972,0,309.5731158,0,1.354774508
12.105,0,309.6045091,0,1.349013083
12.238,0,309.5906785,0,1.355216395
12.372,0,309.5787202,0,1.365760111
12.504,0,309.5845339,0,1.345546887
12.637,0,309.5901648,0,1.344256668
12.77,0,309.5890049,0,1.350068632
12.903,0,309.5947385,0,1.347795828
13.036,0,309.6408977,0,1.341842707
13.169,0,309.6251802,0,1.339363363
13.302,0,309.649749,0,1.344548275
13.435,0,309.6820946,0,1.346749227
13.568,0,309.6796113,0,1.349935281
13.701,0,309.6375928,0,1.36314215
13.835,0,309.6364257,0,1.373431666
13.967,0,309.6585604,0,1.372655603
14.1,0,309.6943146,0,1.379075242
14.233,0,309.7094485,0,1.363165159
14.366,0,309.7140371,0,1.359039288
14.5,0,309.7407537,0,1.355991882
14.632,0,309.7587473,0,1.358489425
14.766,0,309.749486,0,1.363400755
14.899,0,309.7773627,0,1.367841209
15.031,0,309.8150553,0,1.38715609
15.164,0,309.8292274,0,1.381123876
15.297,0,309.8427413,0,1.380395994
15.431,0,309.8870622,0,1.390060056
15.564,0,309.9082716,0,1.38876696
15.697,0,309.9395465,0,1.385019812
15.83,0,309.9607239,0,1.39150155
15.963,0,309.9575896,0,1.4120803
16.096,0,309.9200218,0,1.389068263
16.229,0,309.9409277,0,1.380730593
16.362,0,309.9484804,0,1.371112841
16.495,0,309.9920291,0,1.376940336
16.628,0,310.0233114,0,1.38232066
16.76,0,310.0503447,0,1.384057519
16.894,0,310.0775487,0,1.381487133
17.027,0,310.114542,0,1.377859423
17.16,0,310.1277772,0,1.384640677
17.293,0,310.1877701,0,1.374082978
17.426,0,310.1915384,0,1.381991534
17.559,0,310.2441825,0,1.384736776
17.692,0,310.2724849,0,1.378326804
17.825,0,310.3141162,0,1.377119441
17.958,0,310.3809505,0,1.370979949
18.091,0,310.4091178,0,1.374474617
18.224,0,310.4536035,0,1.364803807
18.357,0,310.4752366,0,1.362888881
18.49,0,310.5280687,0,1.370043409
18.623,0,310.5498221,0,1.369195469
18.756,0,310.6002673,0,1.365329661
18.889,0,310.6534442,0,1.367540271
19.022,0,310.6913095,0,1.368620591
19.155,0,310.7322726,0,1.36330287
19.288,0,310.7430584,0,1.364058432
19.421,0,310.8294851,0,1.361516281
19.554,0,310.8661926,0,1.365612311
19.687,0,310.9034635,0,1.372926098
19.82,0,310.9220159,0,1.372106518
19.953,0,310.9846707,0,1.385397262
20.086,0,311.035466,0,1.38699338
20.219,0,311.0729418,0,1.379456118
20.352,0,311.0910793,0,1.384794816
20.485,0,311.1560635,0,1.384452047
20.618,0,311.1826388,0,1.389313607
20.751,0,311.2582963,0,1.385222653
20.884,0,311.2838412,0,1.386496167
21.017,0,311.3422048,0,1.39156307
21.15,0,311.436673,0,1.38005622
21.283,0,311.4857346,0,1.382824279
21.416,0,311.5460457,0,1.377508074
21.549,0,311.5894773,0,1.371293849
21.682,0,311.6624603,0,1.37563867
21.815,0,311.6959756,0,1.379965061
21.948,0,311.7616909,0,1.380699946
22.081,0,311.8799018,0,1.353794077
22.214,0,311.9445252,0,1.359849526
22.347,0,312.0274921,0,1.359398266
22.48,0,312.0803275,0,1.35694255
22.613,0,312.1206852,0,1.352037858
22.746,0,312.2095042,0,1.36010542
22.88,0,312.2831242,0,1.359807242
23.013,0,312.341046,0,1.373176749
23.145,0,312.4345315,0,1.360581752
23.278,0,312.5049741,0,1.358456214
23.411,0,312.5267413,0,1.349651258
23.544,0,312.5842422,0,1.358846045
23.677,0,312.6503188,0,1.352906261
23.81,0,312.7240979,0,1.342147066
23.943,0,312.7948248,0,1.343101939
24.076,0,312.8718094,0,1.343487843
24.209,0,312.8762147,0,1.37087132
24.342,0,312.9554496,0,1.372929944
24.475,0,313.0285988,0,1.385613002
24.608,0,313.0765192,0,1.387525857
24.741,0,313.1364426,0,1.391115215
24.874,0,313.2505815,0,1.395859664
25.007,0,313.3201556,0,1.39110697
25.14,0,313.4053023,0,1.390416418
25.273,0,313.4688293,0,1.394502301
25.406,0,313.5592753,0,1.39453879
25.539,0,313.6863733,0,1.391148416
25.672,0,313.7766233,0,1.393710188
25.805,0,313.8536108,0,1.401643815
25.938,0,313.9239137,0,1.410350448
26.071,0,314.0481249,0,1.394581105
26.204,0,314.134608,0,1.380916501
26.337,0,314.2435811,0,1.378564454
26.47,0,314.3229082,0,1.367161411
26.603,0,314.407475,0,1.368309131
26.736,0,314.4964985,0,1.379435856
26.869,0,314.5706298,0,1.374489274
27.002,0,314.6516978,0,1.377656072
27.135,0,314.7367391,0,1.373573186
27.268,0,314.8493471,0,1.372955242
27.401,0,314.9375744,0,1.37646438
27.534,0,315.0224331,0,1.377696834
27.667,0,315.1047587,0,1.377655183
27.8,0,315.1954273,0,1.377326717
27.934,0,315.2830256,0,1.383049315
28.067,0,315.3833129,0,1.375012017
28.2,0,315.4850197,0,1.369585678
28.332,0,315.5895638,0,1.382184179
28.466,0,315.7001709,0,1.374178266
28.599,0,315.7809062,0,1.389950419
28.732,0,315.8917293,0,1.386124998
28.864,0,315.9830469,0,1.385930346
28.998,0,316.1057797,0,1.379459815
29.131,0,316.2017555,0,1.377413062
29.264,0,316.3020131,0,1.378004543
29.397,0,316.3946917,0,1.385812349
29.53,0,316.4869583,0,1.386657315
29.663,0,316.6189334,0,1.383257058
29.796,0,316.7210833,0,1.377663649
29.929,0,316.8159565,0,1.38258699
30.062,0,316.9067602,0,1.391063678
30.195,0,317.0416339,0,1.388051287
30.328,0,317.1470464,0,1.39192915
30.461,0,317.2685561,0,1.395499068
30.594,0,317.3635224,0,1.389453953
30.727,0,317.4552178,0,1.399662465
30.86,0,317.5685951,0,1.394651479
30.993,0,317.6773358,0,1.393731864
31.126,0,317.8209799,0,1.392121084
31.259,0,317.9148384,0,1.386372828
31.392,0,318.0357014,0,1.390807713
31.525,0,318.1615496,0,1.398556575
31.658,0,318.2308485,0,1.397154883
31.791,0,318.3679859,0,1.366363364
31.924,0,318.4887701,0,1.384273032
32.057,0,318.6119581,0,1.389478446
32.19,0,318.7480564,0,1.383313243
32.323,0,318.8655921,0,1.390106089
32.456,0,318.959328,0,1.393439625
32.589,0,319.078144,0,1.396635089
32.722,0,319.1669228,0,1.399474099
32.855,0,319.2963488,0,1.404084165
32.988,0,319.4397946,0,1.393967155
33.121,0,319.567863,0,1.390428797
33.254,0,319.6787172,0,1.398623191
33.387,0,319.8331705,0,1.385176472
33.52,0,319.9340766,0,1.384762312
33.653,0,320.0808414,0,1.391780738
33.786,0,320.2108497,0,1.382716509
33.919,0,320.3337089,0,1.376270258
34.052,0,320.4771351,0,1.380646362
34.185,0,320.5967198,0,1.379373879
34.318,0,320.7029498,0,1.387220231
34.451,0,320.8527801,0,1.380713979
34.584,0,320.9513594,0,1.378280704
34.717,0,321.0509898,0,1.399855641
34.85,0,321.2071943,0,1.396504075
34.983,0,321.3404952,0,1.410879257
35.116,0,321.483066,0,1.406314736
35.249,0,321.5921045,0,1.414725098
35.382,0,321.7160164,0,1.410642374
35.515,0,321.8514196,0,1.408691663
35.898,0,322.1134328,0,1.363966725
36.031,0,322.2532938,0,1.346916078
36.164,0,322.3626628,0,1.362242753
36.297,0,322.5001925,0,1.357056445
36.43,0,322.6485077,0,1.35930484
36.563,0,322.7886184,0,1.354931908
36.64,0,322.9053687,0,1.363427242
36.774,0,323.1118816,0,1.381680212
36.907,0,323.2533801,0,1.375670756
37.04,0,323.3884065,0,1.375189307
37.173,0,323.5272285,0,1.384977386
37.306,0,323.6737594,0,1.385453507
37.439,0,323.8046133,0,1.376823387
37.572,0,323.9701959,0,1.37999408
37.705,0,324.1081684,0,1.376097316
37.838,0,324.2350032,0,1.379429334
37.971,0,324.3766142,0,1.380690952
38.104,0,324.5291611,0,1.377567955
38.237,0,324.6814426,0,1.37149212
38.37,0,324.8266368,0,1.367211848
38.503,0,324.9867015,0,1.368325518
38.636,0,325.118719,0,1.36826781
38.757,0,325.2394671,0,1.381236986
38.89,0,325.3965651,0,1.394019515
39.023,0,325.5033498,0,1.374701766
39.156,0,325.6198798,0,1.370140569
39.289,0,325.7553895,0,1.373002701
39.422,0,325.9131737,0,1.368835696
39.555,0,326.0408324,0,1.36457746
39.64,0,326.1615288,0,1.378130704
39.773,0,326.3229744,0,1.370772607
39.906,0,326.4753033,0,1.365738975
40.039,0,326.5975958,0,1.368616129
40.172,0,326.7505925,0,1.369379857
40.305,0,326.8883827,0,1.381181035
40.438,0,327.0710146,0,1.366220843
40.571,0,327.2300846,0,1.367688911
40.704,0,327.3823675,0,1.370224222
40.837,0,327.5612123,0,1.359735868
40.97,0,327.6933211,0,1.348917287
41.103,0,327.8724483,0,1.361135085
41.236,0,328.0094891,0,1.356545522
41.37,0,328.1559462,0,1.361332058
41.503,0,328.3003065,0,1.343042662
41.635,0,328.4859224,0,1.347318245
41.768,0,328.6180188,0,1.347047553
41.902,0,328.7590951,0,1.344301149
42.034,0,328.9030408,0,1.348298691
42.168,0,329.061031,0,1.35105008
42.301,0,329.2135521,0,1.341762603
42.433,0,329.3523909,0,1.337433711
42.567,0,329.512479,0,1.333507549
42.7,0,329.6531721,0,1.339828708
42.833,0,329.7854406,0,1.333229322
42.966,0,329.9746272,0,1.33530266
43.098,0,330.1004252,0,1.343930682
43.232,0,330.3140297,0,1.336997569
43.365,0,330.447286,0,1.34146694
43.498,0,330.6081051,0,1.33270656
43.631,0,330.7659597,0,1.337076974
43.762,0,330.9111791,0,1.33492211
43.895,0,331.0717754,0,1.329471867
44.028,0,331.2416597,0,1.332188598
44.161,0,331.3789369,0,1.325107709
44.294,0,331.5570187,0,1.317155465
44.427,0,331.6902654,0,1.326499806
44.56,0,331.8685062,0,1.32817503
44.693,0,331.9993641,0,1.33105876
44.826,0,332.146614,0,1.314479783
44.959,0,332.3766808,0,1.30100038
45.092,0,332.5466857,0,1.299095821
45.225,0,332.6967322,0,1.285952813
45.358,0,332.8315319,0,1.291078233
45.491,0,333.002345,0,1.28475192
45.624,0,333.1732006,0,1.288113386
45.757,0,333.305094,0,1.292782027
45.89,0,333.4697019,0,1.28799893
46.023,0,333.5875943,0,1.281250266
46.156,0,333.7565939,0,1.280780447
46.289,0,333.9240789,0,1.279066893
46.422,0,334.0589795,0,1.2770042
46.555,0,334.2314282,0,1.267737125
46.688,0,334.3789878,0,1.275666514
46.821,0,334.5306968,0,1.271736949
46.954,0,334.6308545,0,1.294161858
47.087,0,334.7739444,0,1.295811928
47.22,0,334.8691949,0,1.273514988
47.353,0,334.9617222,0,1.243409757
47.486,0,335.0309777,0,1.215807368
47.619,0,335.1089962,0,1.185007041
47.769,0,335.2046637,0,1.145356647
48.018,0,335.4012114,0,1.066187845
48.151,0,335.4651877,0,1.042707753
48.284,0,336.2492785,0,1.295117057
48.417,0,336.4027933,0,1.290782104
48.55,0,336.5395725,0,1.299483934
48.682,0,336.7101426,0,1.290554359
48.815,0,336.8728092,0,1.293589588
48.948,0,337.0548603,0,1.289577531
49.081,0,337.1601265,0,1.295909894
49.214,0,337.3350643,0,1.30496419
49.348,0,337.4887561,0,1.302950039
49.48,0,337.6720978,0,1.300941963
49.613,0,337.8156271,0,1.300282633
49.747,0,337.9764871,0,1.300854805
49.88,0,338.2167441,0,1.341613212
50.013,0,338.3573463,0,1.346524872
50.146,0,338.4791538,0,1.351123038
50.279,0,338.6073281,0,1.347419788
50.412,0,338.7416869,0,1.336715544
50.545,0,338.9141771,0,1.328556826
50.677,0,339.0515947,0,1.335330856
50.81,0,339.1726712,0,1.332528687
50.943,0,339.3066736,0,1.315203921
51.076,0,339.4368751,0,1.319479409
51.209,0,339.5803247,0,1.323222384
51.342,0,339.7479507,0,1.329831442
51.475,0,339.8967399,0,1.346179666
51.608,0,340.0388704,0,1.344998387
51.741,0,340.2073883,0,1.346695765
51.874,0,340.3572819,0,1.339674205
52.007,0,340.5158354,0,1.334962113
52.14,0,340.7080511,0,1.336160325
52.273,0,340.8733338,0,1.327916571
52.406,0,341.0220489,0,1.342091322
52.539,0,341.1963237,0,1.358256083
52.672,0,341.3641634,0,1.364781613
52.805,0,341.5364419,0,1.368884872
52.938,0,341.7134228,0,1.364582086
53.072,0,341.8152307,0,1.361677823
53.204,0,342.0292925,0,1.336849847
53.337,0,342.162433,0,1.316964087
53.47,0,342.2824753,0,1.308172425
53.603,0,342.369523,0,1.29260708
53.736,0,342.4941946,0,1.295245259
53.869,0,342.6471889,0,1.28238806
54.002,0,342.8460993,0,1.290186062
54.135,0,343.034602,0,1.295618822
54.269,0,343.1496332,0,1.313091168
54.401,0,343.2861836,0,1.31953411
54.534,0,343.4088077,0,1.310853841
54.668,0,343.5241811,0,1.299327929
54.801,0,343.6648537,0,1.281529525
54.934,0,343.7909631,0,1.274111178
55.067,0,343.8973246,0,1.273004737
55.199,0,344.0625192,0,1.257465932
55.333,0,344.1922301,0,1.24322951
55.466,0,344.3011642,0,1.221431485
55.599,0,344.4503256,0,1.205120762
55.732,0,344.5752201,0,1.203747205
55.864,0,344.7434338,0,1.199724531
55.998,0,344.9545146,0,1.210130411
56.131,0,345.0833831,0,1.217453202
56.264,0,345.2200176,0,1.223705409
56.397,0,345.3705601,0,1.232299857
56.53,0,345.5397216,0,1.22765595
56.663,0,345.6757666,0,1.246497471
56.796,0,345.8409207,0,1.267508004
56.929,0,346.0375856,0,1.286876375
57.062,0,346.2029593,0,1.29749854
57.195,0,346.3885992,0,1.302410214
57.328,0,346.565025,0,1.313670447
57.461,0,346.7589701,0,1.318818644
57.594,0,346.9444495,0,1.322478296
57.727,0,347.1041271,0,1.339058982
57.86,0,347.3205942,0,1.348780778
57.993,0,347.5128971,0,1.350407729
58.126,0,347.6950278,0,1.350369786
58.259,0,347.8579599,0,1.348109974
58.392,0,348.0184381,0,1.332944756
58.525,0,348.1568649,0,1.341236895
58.658,0,348.3051678,0,1.359425338
58.791,0,348.4529012,0,1.365078979
58.924,0,348.5775076,0,1.369457635
59.057,0,348.645298,0,1.374181995
59.19,0,348.7576453,0,1.353110938
59.323,0,348.8597715,0,1.337318164
59.456,0,348.9932152,0,1.321966678
59.589,0,349.1602872,0,1.336076715
59.722,0,349.3771245,0,1.349784502
59.855,0,349.5409192,0,1.364412966
59.988,0,349.730226,0,1.383499931
60.121,0,349.8608273,0,1.372185975
60.254,0,349.9625259,0,1.348091955
60.387,0,350.0476023,0,1.336919277
60.52,0,350.145195,0,1.332756355
60.653,0,350.2771308,0,1.313945736
60.786,0,350.4424438,0,1.31073726
60.919,0,350.5937752,0,1.329246016
61.052,0,350.7470502,0,1.3314205
61.185,0,350.8616501,0,1.360842528
61.318,0,351.0079935,0,1.384831247
61.451,0,351.1796181,0,1.396429745
61.584,0,351.3043484,0,1.389814705
61.717,0,351.4543102,0,1.393968696
61.85,0,351.5995882,0,1.387936537
61.983,0,351.7171867,0,1.388983708
62.116,0,351.8613767,0,1.386381688
62.249,0,351.9872434,0,1.391136936
62.382,0,352.1137789,0,1.390062881
62.515,0,352.3343327,0,1.38863344
62.648,0,352.5182791,0,1.419259133
62.781,0,352.7447801,0,1.445343526
62.914,0,352.9353158,0,1.476419992
63.047,0,353.1145814,0,1.499376937
63.18,0,353.2938913,0,1.500293874
63.313,0,353.5012885,0,1.497539494
63.446,0,353.6568672,0,1.481250233
63.579,0,353.84661,0,1.473459178
63.712,0,354.0518993,0,1.47212058
63.845,0,354.2563373,0,1.485379658
63.978,0,354.3910198,0,1.487089178
64.111,0,354.4887678,0,1.500601204
64.244,0,354.5815993,0,1.508876261
64.377,0,354.6176189,0,1.509439857
64.51,0,354.6584067,0,1.513211513
64.643,0,354.7338191,0,1.519984654
64.776,0,354.8551585,0,1.536346966
64.909,0,355.0752191,0,1.523172289
65.042,0,355.4179202,0,1.461461797
65.175,0,355.5831184,0,1.434419176
65.308,0,355.7576803,0,1.425623816
65.441,0,355.866853,0,1.40707094
65.574,0,355.9474881,0,1.376272098
65.707,0,356.0697635,0,1.330335851
65.84,0,356.1760544,0,1.289591543
65.973,0,356.3215135,0,1.275626588
66.106,0,356.4788175,0,1.266649367
66.239,0,356.6020785,0,1.253968031
66.372,0,356.7294332,0,1.274068004
66.505,0,356.8812162,0,1.305685422
66.638,0,357.0183606,0,1.353065674
66.771,0,357.1057069,0,1.397790788
66.905,0,357.2158599,0,1.431583743
67.037,0,357.3111977,0,1.438213916
67.17,0,357.4044847,0,1.441052698
67.304,0,357.4934985,0,1.423384529
67.436,0,357.5793041,0,1.423078406
67.569,0,357.6864782,0,1.413501386
67.702,0,357.8572892,0,1.39999793
67.836,0,358.0173004,0,1.40768749
67.968,0,358.2319828,0,1.420144176
68.102,0,358.3634296,0,1.453936988
68.235,0,358.532047,0,1.458213664
68.368,0,358.7353219,0,1.466822001
68.501,0,358.8475491,0,1.465306469
68.633,0,358.9670535,0,1.430132988
68.767,0,359.1542874,0,1.409016939
68.9,0,359.4124756,0,1.415688837
69.033,0,359.6435771,0,1.404845624
69.166,0,359.8806216,0,1.382295423
69.299,0,360.0866943,0,1.350273165
69.432,0,360.2675657,0,1.320795226
69.565,0,360.4082327,0,1.294630979
69.698,0,360.4814136,0,1.27674041
69.831,0,360.5755702,0,1.262627853
69.964,0,360.6389951,0,1.25164462
70.097,0,360.7815643,0,1.212332553
70.23,0,360.9694129,0,1.202195138
70.363,0,361.1875872,0,1.215050262
70.496,0,361.3941744,0,1.243654878
70.629,0,361.6154186,0,1.26681687
70.762,0,361.8392638,0,1.276751002
70.895,0,361.9925285,0,1.289623161
71.028,0,362.1024681,0,1.27676489
71.161,0,362.2106361,0,1.281734164
71.294,0,362.367535,0,1.283258427
71.427,0,362.4835824,0,1.304322233
71.56,0,362.6290682,0,1.327981553
71.693,0,362.8280772,0,1.358794333
71.826,0,363.066227,0,1.410358471
71.959,0,363.22125,0,1.453693025
72.092,0,363.3326605,0,1.47551808
72.225,0,363.408312,0,1.485253255
72.358,0,363.5493934,0,1.507186114
72.491,0,363.6535449,0,1.524705906
72.624,0,363.8184275,0,1.562840933
72.757,0,363.9278711,0,1.581102877
72.89,0,364.0981848,0,1.593646987
73.023,0,364.2426719,0,1.597214013
73.156,0,364.4086112,0,1.615904962
73.289,0,364.5680072,0,1.643381775
73.422,0,364.6735291,0,1.662620522
73.555,0,364.7492011,0,1.666505468
73.688,0,364.8991001,0,1.689987776
73.821,0,365.1711264,0,1.678751948
73.954,0,365.434262,0,1.65151085
74.087,0,365.6238884,0,1.605124033
74.22,0,365.7369318,0,1.567457378
74.353,0,365.8412898,0,1.526479531
74.486,0,365.9230984,0,1.482290205
74.619,0,366.0265819,0,1.472807499
74.752,0,366.1319411,0,1.486915842
74.885,0,366.2492197,0,1.497565069
75.018,0,366.3341605,0,1.511965462
75.151,0,366.4273326,0,1.526154901
75.284,0,366.4872954,0,1.530030273
75.417,0,366.5501186,0,1.533249166
75.55,0,366.6918165,0,1.521533493
75.683,0,366.8564162,0,1.520574858
75.816,0,366.9735146,0,1.524068275
75.949,0,367.1402797,0,1.521555184
76.083,0,367.2992502,0,1.516284224
76.215,0,367.4123211,0,1.487266612
76.348,0,367.4265475,0,1.448384134
76.481,0,367.5060041,0,1.410106529
76.614,0,367.648009,0,1.386317206
76.747,0,367.7734264,0,1.372247319
76.88,0,367.8320568,0,1.369717254
77.013,0,367.9102206,0,1.34304396
77.146,0,368.0261081,0,1.337533343
77.279,0,368.214614,0,1.348644101
77.412,0,368.4312439,0,1.388009394
77.545,0,368.6997399,0,1.439258108
77.678,0,369.0122247,0,1.484438537
77.811,0,369.3434717,0,1.539282541
77.944,0,369.5395828,0,1.583089975
78.078,0,369.6820875,0,1.619102944
78.211,0,369.7917207,0,1.65099258
78.343,0,369.8063921,0,1.659878721
78.476,0,369.7500545,0,1.643985657
78.609,0,369.7505728,0,1.616557333
78.742,0,369.9119995,0,1.573707979
78.875,0,370.0699543,0,1.559371123
79.008,0,370.1949485,0,1.565351933
79.141,0,370.2939185,0,1.556764002
79.274,0,370.4030947,0,1.519108065
79.407,0,370.5460622,0,1.512475377
79.54,0,370.6518841,0,1.526596228
79.673,0,370.7407228,0,1.541136328
79.806,0,370.9523032,0,1.56667572
79.939,0,371.1596585,0,1.587902749
80.072,0,371.3786636,0,1.590254922
80.206,0,371.6233111,0,1.582176421
80.338,0,371.8165579,0,1.589032538
80.471,0,372.0638373,0,1.59252664
80.605,0,372.3474373,0,1.5934963
80.737,0,372.5841188,0,1.615739282
80.871,0,372.637664,0,1.589839035
81.004,0,372.6581687,0,1.547395492
81.137,0,372.6815368,0,1.537898078
81.27,0,372.7470365,0,1.553988598
81.402,0,372.8337352,0,1.573032795
81.536,0,372.9386517,0,1.592998287
81.669,0,373.1234691,0,1.60229424
81.802,0,373.3405634,0,1.626905919
81.935,0,373.5645424,0,1.615967832
82.068,0,373.7489615,0,1.590012298
82.201,0,373.9014717,0,1.554632274
82.334,0,374.0187357,0,1.508018015
82.467,0,374.1252848,0,1.463499019
82.6,0,374.2434898,0,1.446743572
82.733,0,374.3361718,0,1.446386733
82.866,0,374.5414683,0,1.458350635
82.999,0,374.7013225,0,1.45253005
83.132,0,374.7651742,0,1.418202069
83.265,0,374.8624388,0,1.399381231
83.398,0,375.0880437,0,1.460501692
83.531,0,375.272826,0,1.527544483
83.664,0,375.372039,0,1.550777751
83.797,0,375.450442,0,1.613580099
83.93,0,375.5624262,0,1.672448886
84.063,0,375.6601702,0,1.732279035
84.196,0,375.7635835,0,1.782082985
84.329,0,375.806306,0,1.821104569
84.462,0,376.0186049,0,1.880448665
84.595,0,376.1892557,0,1.90828657
84.728,0,376.2876036,0,1.918624317
84.861,0,376.2118119,0,1.838887942
84.994,0,376.1747266,0,1.75449222
85.127,0,376.3591918,0,1.769259165
85.26,0,376.6243921,0,1.808882182
85.393,0,376.9198491,0,1.841580174
85.526,0,377.2328441,0,1.869135825
85.659,0,377.4071801,0,1.786950975
85.792,0,377.5516953,0,1.732707612
85.925,0,377.59417,0,1.706522644
86.058,0,377.5833778,0,1.696974299
86.191,0,377.5506113,0,1.721533379
86.324,0,377.6017385,0,1.71853601
86.457,0,377.8556647,0,1.668880514
86.59,0,378.2541131,0,1.66603822
86.723,0,378.585204,0,1.683845583
86.856,0,378.8974862,0,1.724843357
86.989,0,379.044949,0,1.751083136
87.122,0,379.2084652,0,1.75979873
87.255,0,379.2458655,0,1.783827787
87.388,0,379.1878576,0,1.813511933
87.521,0,379.2144322,0,1.855248684
87.654,0,379.36682,0,1.830002926
87.787,0,379.5418323,0,1.757981247
87.92,0,379.5903164,0,1.650809623
88.053,0,379.4635216,0,1.572643406
88.186,0,379.4293934,0,1.531647366
88.319,0,379.5745394,0,1.568490916
88.452,0,379.9074764,0,1.638584864
88.585,0,380.0488656,0,1.631734622
88.718,0,380.0566515,0,1.587739104
88.851,0,380.1123104,0,1.623124366
88.984,0,380.2667276,0,1.705952343
89.117,0,380.3318142,0,1.752390268
89.25,0,380.4730399,0,1.809975932
89.384,0,380.6255822,0,1.847984087
89.516,0,380.8431378,0,1.857943454
89.649,0,381.0126213,0,1.842269874
89.782,0,381.1020453,0,1.840397651
89.915,0,381.1504964,0,1.858065799
90.048,0,381.2481481,0,1.877899435
90.181,0,381.355638,0,1.867016408
90.314,0,381.5089858,0,1.87880191
90.447,0,381.701771,0,1.896468424
90.581,0,381.8978011,0,1.908738063
90.713,0,382.0187355,0,1.909345671
90.846,0,382.1253661,0,1.921148423
90.979,0,382.1701514,0,1.944030913
91.112,0,382.2205923,0,1.939023232
91.246,0,382.2063188,0,1.911771119
91.378,0,382.1650945,0,1.883793194
91.512,0,382.121116,0,1.885460795
91.644,0,382.2812775,0,1.960287672
91.777,0,382.4771862,0,2.041225227
91.91,0,382.6977704,0,2.108696057
92.043,0,382.8324789,0,2.149564322
92.176,0,382.9137937,0,2.141871494
92.309,0,383.0189716,0,2.086432306
92.442,0,383.2886422,0,2.00518401
92.575,0,383.5158444,0,1.963719781
92.708,0,383.6279601,0,1.966706233
92.841,0,383.7532509,0,1.967092087
