Time,MLR_mean,"Temp_avg, all4",MLR_error,Temperature_Error
[s],[kg/s/m^2],[K],[kg/s/m^2],[K]
2.49315,-0.000260366,0,0.001030198,0
7.50806,-0.0002508,0,0.000454634,0
12.5234475,0.001199156,0,0.000289296,0
17.5398075,0.000973333,0,0.000337859,0
22.55627,0.004774699,0,0.000927216,0
27.57311,0.01073036,0,0.001089449,0
32.591445,0.015633281,0,0.00069556,0
37.6117575,0.017238126,0,0.00058606,0
42.6298425,0.01814478,0,0.000399137,0
47.64548,0.018913583,0,0.000304719,0
52.6607175,0.020564919,0,0.000364624,0
57.6753825,0.0209623,0,0.000343216,0
62.56814474,0.022633181,0,0.000691289,0
67.45539,0.02250719,0,0.000585457,0
72.4715,0.022839544,0,0.00071374,0
77.487735,0.023046238,0,0.000412467,0
82.5044,0.022196645,0,0.000592869,0
87.518615,0.023085009,0,0.000342244,0
92.53275,0.023889451,0,0.000370589,0
97.54921,0.024100855,0,0.000748653,0
102.5644725,0.023410945,0,0.000630322,0
107.4496,0.023942394,0,0.0007359,0
112.342405,0.024455283,0,0.000342419,0
117.3600675,0.024295505,0,0.000397993,0
122.3773325,0.024083619,0,0.000545008,0
127.3943675,0.02500547,0,0.000452827,0
132.4092275,0.024398757,0,0.000494299,0
137.42334,0.025505756,0,0.000412429,0
142.439375,0.025378656,0,0.000678547,0
147.455615,0.025327273,0,0.000354926,0
152.47018,0.024877874,0,0.00043408,0
157.48514,0.026503795,0,0.000568927,0
162.5021,0.026260242,0,0.00040276,0
167.518485,0.026796176,0,0.000324452,0
172.5329975,0.02711086,0,0.000432136,0
177.5484125,0.027360529,0,0.000420058,0
182.5651,0.02743618,0,0.000432462,0
187.581285,0.028326356,0,0.000528299,0
192.5992225,0.028500382,0,0.000493924,0
197.6157325,0.028593994,0,0.000610944,0
202.6320175,0.030100971,0,0.000446942,0
207.6474275,0.029752516,0,0.000407067,0
212.6632425,0.030082479,0,0.000738712,0
217.67848,0.030638814,0,0.000618145,0
222.6913425,0.031090109,0,0.000573707,0
227.5850289,0.031735782,0,0.000806875,0
232.4709025,0.031816067,0,0.000683193,0
237.4857175,0.033612668,0,0.000683338,0
242.505055,0.032817926,0,0.000645993,0
247.3986605,0.031188869,0,0.000496448,0
252.298335,0.032006535,0,0.000520398,0
257.3160975,0.031702024,0,0.000572916,0
262.3325575,0.031744513,0,0.000656471,0
267.3482175,0.029565877,0,0.000658074,0
272.363905,0.027907745,0,0.000555152,0
277.3795425,0.021419505,0,0.001515462,0
282.3948075,0.019496867,0,0.001064124,0
287.4084475,0.012242374,0,0.001137212,0
292.421485,0.006669651,0,0.000769452,0
297.4379975,0.003084511,0,0.000419058,0
302.4550575,0.002055262,0,0.00053601,0
307.4712925,0.000547483,0,0.000117617,0
312.4881275,0.000442644,0,0.000154365,0
317.504815,-2.57E-05,0,7.59E-05,0
322.52095,0.000402156,0,7.62E-05,0
327.535635,0.000171301,0,0.000169722,0
332.5509225,6.63E-05,0,0.000103988,0
337.5677875,0.000357048,0,0.000233377,0
342.586775,-0.000455311,0,0.000257242,0
347.6062375,0.000117551,0,0.000105651,0
352.6246275,0.000141132,0,6.95E-05,0
357.64279,0.001402371,0,0.001084554,0
362.5444842,0.002002406,0,0.001226431,0
