Relative Time [s],"Temp_avg, all4 [K]",Error [K]
481.9,493.7296038,1.333663974
482.033,493.7844092,1.337934378
482.166,493.8168875,1.332310232
482.299,493.8582117,1.324852688
482.432,493.8827566,1.314514446
482.565,493.9097337,1.316350446
482.698,493.9496632,1.312012824
482.831,493.9840976,1.312351954
482.964,494.028543,1.311666732
483.097,494.0557444,1.315276052
483.231,494.086645,1.314530748
483.364,494.1093069,1.319498257
483.497,494.1337006,1.323448738
483.63,494.1416874,1.323262911
483.763,494.1517865,1.325910716
483.896,494.1499762,1.321987371
484.029,494.1631485,1.320777499
484.162,494.1737569,1.319919989
484.295,494.1840114,1.318263608
484.428,494.2025878,1.322709968
484.56,494.2284718,1.325768572
484.694,494.2418646,1.329196254
484.827,494.2554448,1.327616165
484.96,494.2785185,1.330588642
485.093,494.3157184,1.33411104
485.226,494.3331529,1.330796859
485.359,494.3461728,1.33534094
485.492,494.3562884,1.336334172
485.625,494.3663239,1.340059515
485.758,494.3619008,1.338337939
485.891,494.3595081,1.338101079
486.025,494.3725802,1.337538128
486.157,494.3763198,1.335774803
486.297,494.4090896,1.321612151
486.556,494.4778369,1.327167046
486.689,494.5034084,1.328346713
486.822,494.5258981,1.32607293
486.955,494.5420472,1.326614437
487.088,494.5661491,1.327079583
487.221,494.5988052,1.331525469
487.354,494.622088,1.335643131
487.487,494.6594859,1.343552669
487.62,494.6821632,1.34522409
487.753,494.7096424,1.344891526
487.886,494.7264317,1.3453252
488.019,494.7512006,1.340797934
488.152,494.7776548,1.331142853
488.285,494.8064674,1.325626355
488.418,494.8211555,1.32782663
488.551,494.8687075,1.331159602
488.684,494.8933338,1.332839409
488.817,494.9325128,1.335424807
488.95,494.9477095,1.336216355
489.083,494.9753816,1.344480678
489.216,494.9874368,1.341428319
489.349,494.9948651,1.33844848
489.482,494.9951737,1.334961514
489.615,494.9913797,1.333885368
489.748,495.0037745,1.33192682
489.881,495.0094449,1.334245723
490.014,495.0165434,1.340765494
490.147,495.0055923,1.345974758
490.28,495.0138791,1.353127023
490.413,495.0017663,1.358756215
490.546,495.0044317,1.362340621
490.679,495.0225858,1.366534005
490.812,495.036757,1.370384108
490.945,495.0664183,1.372297995
491.078,495.1021831,1.377130313
491.211,495.1368588,1.377578744
491.344,495.1554168,1.377217863
491.477,495.183815,1.376439492
491.61,495.2057513,1.374615643
491.743,495.2407279,1.376631056
491.876,495.2786096,1.376438974
492.009,495.3117401,1.373750059
492.142,495.3371107,1.375960092
492.275,495.3604181,1.375233768
492.408,495.3623352,1.372046207
492.542,495.3644835,1.368299279
492.675,495.3653026,1.361842478
492.808,495.3819112,1.362389512
492.941,495.3995072,1.35637093
493.073,495.4115428,1.350888325
493.206,495.4322265,1.351367686
493.339,495.438516,1.350048293
493.472,495.4642674,1.352018333
493.605,495.4980405,1.346340305
493.738,495.5258157,1.349215278
493.871,495.5671837,1.341930818
494.004,495.6263883,1.348280839
494.137,495.6902452,1.357264469
494.27,495.7401317,1.360280505
494.403,495.7539071,1.366216654
494.536,495.7477778,1.371347484
494.669,495.7547759,1.370541864
494.802,495.7434622,1.371241975
494.935,495.7371804,1.369198855
495.069,495.737265,1.373177887
495.201,495.7480243,1.373060875
495.335,495.7713558,1.368063447
495.468,495.7893112,1.367632718
495.601,495.815053,1.359900763
495.734,495.8267037,1.356385261
495.867,495.8370158,1.347441974
496,495.8518809,1.345753524
496.133,495.8632271,1.347600534
496.266,495.8952922,1.342672533
496.399,495.9336759,1.343590199
496.532,495.961746,1.341622221
496.665,495.9864027,1.343076394
496.798,496.0012313,1.341415858
496.931,496.0102244,1.342688364
497.064,496.0369159,1.341558378
497.197,496.0681379,1.341777106
497.33,496.0932275,1.340486978
497.463,496.1132182,1.341747358
497.596,496.1364718,1.345052026
497.729,496.1467714,1.34778068
497.862,496.1521258,1.350015945
497.995,496.1751733,1.350904328
498.128,496.1852681,1.353068461
498.261,496.2002134,1.350278277
498.394,496.2240126,1.340328435
498.527,496.2418412,1.333605735
498.66,496.2506304,1.326480149
498.793,496.2694513,1.322169345
498.926,496.277703,1.322059225
499.059,496.2873826,1.324084643
499.192,496.3126493,1.331769979
499.325,496.3519727,1.336909848
499.458,496.3881256,1.342207528
499.591,496.4006713,1.354976996
499.724,496.4384463,1.355489051
499.857,496.4627168,1.352926101
499.99,496.5009423,1.350819587
500.123,496.5014714,1.35000628
500.256,496.508048,1.347050354
500.389,496.5264234,1.339809224
500.522,496.5203816,1.338874961
500.655,496.5371621,1.32881689
500.788,496.5367265,1.320352255
500.921,496.5492934,1.315808185
501.054,496.571457,1.311008344
501.187,496.5716949,1.30533319
501.32,496.5895898,1.300137412
501.453,496.5914624,1.295683431
501.586,496.5965217,1.299310329
501.719,496.6196253,1.304672305
501.852,496.618527,1.30534823
501.985,496.6338024,1.308726727
502.118,496.636425,1.310552269
502.251,496.6660901,1.307251735
502.384,496.6836428,1.306350514
502.517,496.6988073,1.307104793
502.65,496.7271153,1.306422385
502.783,496.7457047,1.306101726
502.916,496.7868145,1.303558644
503.049,496.8172307,1.30642953
503.182,496.8474156,1.30815351
503.315,496.8826332,1.310880737
503.448,496.9356814,1.317486959
503.581,496.947903,1.316542693
503.714,496.9718924,1.318804743
503.847,497.0007282,1.322784917
503.98,496.9932518,1.329206049
504.113,497.0055347,1.330752974
504.246,497.0150654,1.336311916
504.379,497.023565,1.34310096
504.512,497.040434,1.344119283
504.645,497.039564,1.346636015
504.778,497.0176983,1.351279405
504.911,497.0061401,1.343896795
505.044,497.013234,1.338312355
505.177,497.0179709,1.330151685
505.31,497.0268083,1.324286102
505.443,497.0304865,1.323913785
505.576,497.0447289,1.314780787
505.709,497.0571882,1.314708964
505.842,497.0739956,1.313710289
505.975,497.0972295,1.311628444
506.108,497.1266927,1.308797623
506.242,497.1297221,1.308082959
506.375,497.1637065,1.311463969
506.508,497.1945199,1.312941437
506.641,497.2220048,1.316845723
506.774,497.2460178,1.317759807
506.907,497.2718225,1.326416819
507.04,497.2876831,1.327544535
507.173,497.3071583,1.333579587
507.305,497.323878,1.338601037
507.439,497.3366717,1.338078142
507.572,497.3461468,1.33789592
507.705,497.3659236,1.339861631
507.838,497.3923632,1.344197288
507.971,497.4172016,1.340201567
508.104,497.4558283,1.339695567
508.237,497.4949252,1.336557708
508.37,497.5314814,1.33306035
508.503,497.5654058,1.331089197
508.636,497.5950835,1.332597202
508.769,497.6154505,1.330305841
508.902,497.6426361,1.33866569
509.035,497.6538154,1.334212885
509.168,497.6665201,1.337892853
509.301,497.6653112,1.336757792
509.434,497.6832958,1.335235363
509.567,497.691218,1.332125694
509.7,497.6854507,1.330017003
509.833,497.6907084,1.327002537
509.966,497.7001329,1.323052984
510.099,497.7162,1.323181946
510.232,497.7386319,1.327631572
510.365,497.7489245,1.328394406
510.498,497.7777689,1.325486893
510.631,497.8025632,1.329806097
510.764,497.825101,1.331563347
510.897,497.8438754,1.332414759
511.03,497.8587367,1.330237561
511.163,497.8813046,1.328027182
511.296,497.9084471,1.333809268
511.429,497.9217089,1.331265533
511.562,497.9392775,1.334425329
511.695,497.955991,1.337532336
511.828,497.984146,1.337342869
511.961,497.9982137,1.339911817
512.094,498.0275371,1.337541523
512.227,498.0521088,1.340327017
512.36,498.0776481,1.341673787
512.493,498.0873319,1.344266918
512.626,498.1002886,1.348235231
512.759,498.1029708,1.347718968
512.892,498.1267785,1.348163611
513.025,498.1368987,1.346522521
513.158,498.1559057,1.341756842
513.291,498.156687,1.340800655
513.424,498.1654198,1.33536519
513.557,498.1570225,1.333417597
513.69,498.1769984,1.341734167
513.823,498.1883769,1.343686999
513.956,498.2316249,1.35393844
514.089,498.2993502,1.364540228
514.222,498.3364915,1.375009467
514.355,498.3646138,1.370910735
514.488,498.363573,1.372518394
514.621,498.3501816,1.361192242
514.754,498.3322926,1.351403954
514.887,498.34175,1.351279171
515.02,498.363855,1.355068116
515.153,498.3965284,1.356480384
515.286,498.4320604,1.359227281
515.419,498.4572211,1.355393123
515.552,498.467737,1.354643921
515.685,498.4850438,1.350394187
515.818,498.4855774,1.346416218
515.951,498.4966354,1.34364015
516.084,498.4900498,1.342681035
516.217,498.4788073,1.345624743
516.35,498.4725402,1.343289275
516.483,498.5990429,1.360157915
516.616,498.6213491,1.366571888
516.749,498.6563826,1.377871803
516.882,498.6923562,1.381380023
517.015,498.7165686,1.382314012
517.148,498.7375324,1.384438807
517.281,498.7399072,1.387719167
517.414,498.7402035,1.387561107
517.547,498.738931,1.380166012
517.68,498.7634129,1.374833197
517.813,498.7983086,1.371736949
517.946,498.8539161,1.373532098
518.079,498.8896219,1.371543253
518.212,498.9369449,1.370759347
518.345,498.9743711,1.379732775
518.478,498.9772392,1.389315964
518.611,498.9864054,1.382902333
518.745,498.9602607,1.381387231
518.878,498.9552569,1.378755779
519.011,498.9514845,1.376801046
519.144,498.9774794,1.374411636
519.276,499.00972,1.373553131
519.409,499.0500076,1.369487021
519.543,499.0990827,1.368547569
519.676,499.1398282,1.366019953
519.809,499.1779158,1.364248474
519.942,499.1900351,1.363893808
520.075,499.1887957,1.363696032
520.208,499.1947533,1.362296931
520.341,499.2034179,1.358560709
520.474,499.2382198,1.356321169
520.607,499.2654906,1.355914005
520.74,499.2634904,1.349943416
520.873,499.277659,1.347917218
521.006,499.2915938,1.350631841
521.139,499.3223853,1.352762423
521.272,499.3596207,1.357109032
521.405,499.3982705,1.361349101
521.538,499.4367043,1.368207645
521.671,499.460682,1.373541984
521.804,499.4734267,1.37840453
521.937,499.4911925,1.380215104
522.07,499.5395458,1.382934845
522.203,499.5676204,1.379215104
522.336,499.5768322,1.378433008
522.469,499.5802247,1.36859908
522.602,499.5949377,1.360248828
522.735,499.6105199,1.359244194
522.868,499.6354491,1.3617607
523.001,499.6788831,1.369842404
523.134,499.7098518,1.371693864
523.267,499.7185229,1.370508137
523.4,499.7354044,1.367281283
523.533,499.7629156,1.373784933
523.666,499.7970104,1.373867632
523.799,499.8345442,1.376337351
523.932,499.8452299,1.375261695
524.065,499.8407965,1.367168175
524.198,499.8472575,1.357389118
524.331,499.883012,1.359803242
524.464,499.9083987,1.3608803
524.597,499.9258846,1.368373009
524.73,499.9474597,1.367474933
524.863,499.9658361,1.370721925
524.996,500.0001399,1.374598018
525.129,500.0215961,1.375956665
525.262,500.041792,1.383601327
525.395,500.0512993,1.380118199
525.528,499.9994828,1.375219881
525.661,499.9715439,1.367419862
525.794,499.9315347,1.356666619
525.927,499.9213758,1.355241242
526.06,499.9109799,1.351503376
526.193,499.9206917,1.353342028
526.326,499.9526432,1.365067465
526.459,499.9974629,1.369435044
526.592,500.0539714,1.367818105
526.725,500.0800618,1.366762647
526.858,500.1054263,1.366224013
526.991,500.1275811,1.365160695
527.124,500.138355,1.367391243
527.257,500.1720746,1.371015098
527.39,500.1723457,1.36825279
527.523,500.196714,1.370602162
527.656,500.2211371,1.370534
527.789,500.2492561,1.37497072
527.922,500.2668847,1.379403141
528.055,500.298401,1.377481791
528.188,500.334499,1.379458852
528.321,500.3640497,1.380642784
528.454,500.4051721,1.382637079
528.587,500.4338403,1.382738215
528.72,500.4809337,1.370112522
528.853,500.5068338,1.362651619
528.986,500.5147113,1.360573227
529.119,500.5034167,1.354725391
529.252,500.5056948,1.347279407
529.385,500.4770139,1.342990078
529.518,500.4742574,1.336331
529.651,500.4770313,1.330419702
529.784,500.4964368,1.337478121
529.917,500.5165412,1.337422612
530.05,500.5181267,1.340997994
530.183,500.5464387,1.345472403
530.317,500.6056586,1.348588927
530.449,500.6560226,1.344625196
530.582,500.7035093,1.342969704
530.715,500.7693966,1.34774998
530.848,500.8223564,1.355969326
530.982,500.8692306,1.361956171
531.115,500.9086186,1.367987402
531.248,500.9361063,1.37384065
531.38,500.9748095,1.372947548
531.514,500.9888966,1.37277894
531.647,501.022112,1.368521228
531.78,501.0280807,1.361021263
531.913,501.0440693,1.355967048
532.046,501.0507813,1.350723695
532.179,501.0461383,1.344322682
532.312,501.0405543,1.34676719
532.445,501.0452625,1.347001496
532.578,501.0415023,1.345449021
532.711,501.0479828,1.346928474
532.844,501.0221136,1.347800029
532.977,500.9935655,1.34196185
533.11,500.9869334,1.340172391
533.243,500.9917034,1.33587472
533.376,500.9943938,1.333051453
533.509,501.004474,1.335389603
533.642,501.0191058,1.336153217
533.775,501.0382136,1.339282715
533.908,501.0504634,1.347735146
534.041,501.037041,1.352519516
534.174,501.0484785,1.360678243
534.307,501.0896071,1.360969941
534.44,501.0974995,1.360201602
534.573,501.0945956,1.35463708
534.706,501.0915612,1.345657139
534.839,501.1009403,1.340917227
534.972,501.1405243,1.331757446
535.105,501.1884866,1.326102941
535.238,501.2454342,1.331852748
535.371,501.3262149,1.341086604
535.504,501.3775654,1.350507643
535.637,501.4032444,1.354819956
535.77,501.4476386,1.364336246
535.903,501.4982792,1.372683261
536.036,501.5246607,1.380021746
536.169,501.5436434,1.389398213
536.302,501.5672066,1.396663802
536.435,501.6028957,1.396218158
536.568,501.6508366,1.394606084
536.701,501.6644335,1.393797115
536.834,501.6452429,1.385929999
536.967,501.632104,1.381807304
537.1,501.6215162,1.383225839
537.233,501.6110349,1.380937941
537.366,501.6127405,1.379977576
537.499,501.6191145,1.377526132
537.632,501.6276962,1.376179094
537.765,501.6662067,1.384908788
537.898,501.6942278,1.392506545
538.031,501.7049315,1.394224702
538.164,501.7193168,1.396849515
538.297,501.7189316,1.391236765
538.43,501.7542261,1.391237364
538.563,501.7939919,1.397346878
538.696,501.8240384,1.391335194
538.829,501.8307248,1.386293908
538.962,501.8400453,1.386483026
539.095,501.8525764,1.399801183
539.228,501.8844445,1.405956782
539.361,501.9004857,1.418842844
539.494,501.9171368,1.423440671
539.628,501.9208697,1.422077886
539.761,501.9235024,1.425845192
539.893,501.955676,1.426093816
540.026,502.0166908,1.436396359
540.159,502.0695085,1.436040091
540.292,502.1065815,1.442606439
540.425,502.1055678,1.44787052
540.558,502.0815491,1.447527063
540.691,502.0296643,1.449032801
540.824,501.9806159,1.454465448
540.958,501.9518776,1.453549107
541.09,501.9381823,1.445975769
541.223,501.9346594,1.441416761
541.356,501.9523714,1.440788132
541.489,501.9891276,1.43469537
541.622,502.0157542,1.429968926
541.755,502.0478326,1.420880301
541.888,502.0623075,1.417097543
542.021,502.0909629,1.422081494
542.154,502.1159429,1.420355337
542.287,502.1353996,1.423501007
542.421,502.1147517,1.420936564
542.554,502.1184624,1.413182556
542.687,502.132826,1.419061273
542.819,502.1702881,1.424474052
542.953,502.1855079,1.422181553
543.086,502.1684412,1.415873048
543.219,502.1901533,1.413204162
543.352,502.2392865,1.416251174
543.484,502.28874,1.42196593
543.618,502.3263716,1.425889498
543.751,502.3432863,1.419548666
543.884,502.3377487,1.420943502
544.017,502.3594253,1.420287808
544.15,502.3526568,1.424944117
544.283,502.3693771,1.42811478
544.416,502.369423,1.42957483
544.549,502.3888137,1.430950067
544.682,502.4183038,1.431570563
544.815,502.4674225,1.440624183
544.948,502.4782113,1.438908525
545.081,502.4901942,1.441579165
545.214,502.49101,1.446019084
545.347,502.508079,1.441969009
545.48,502.5136621,1.433784786
545.613,502.5104791,1.419666165
545.746,502.4970836,1.411011084
545.879,502.5077359,1.407958782
546.012,502.5719975,1.411307876
546.145,502.6228352,1.423671705
546.278,502.6625731,1.427322402
546.411,502.6598677,1.424841736
546.544,502.6330179,1.410489072
546.677,502.5890746,1.398055419
546.81,502.5846401,1.404458517
546.943,502.5977688,1.406810096
547.076,502.6403636,1.412369942
547.209,502.6931059,1.423829657
547.342,502.7539023,1.432953905
547.475,502.8034461,1.442185356
547.608,502.858723,1.450973344
547.741,502.8726212,1.448463521
547.874,502.8589197,1.435529956
548.007,502.8332731,1.424696741
548.14,502.8347052,1.420172691
548.273,502.8738204,1.414322983
548.406,502.9125967,1.409340883
548.539,502.9398389,1.412277362
548.672,502.9864046,1.415119808
548.805,503.0325464,1.419575727
548.938,503.0686413,1.418754619
549.071,503.1023326,1.414795726
549.204,503.1349685,1.407202028
549.337,503.1281634,1.395926494
549.47,503.1373179,1.404314002
549.603,503.1522984,1.403887264
549.736,503.168811,1.405138332
549.869,503.152253,1.404360512
550.002,503.1589945,1.399004834
550.136,503.1608379,1.392708735
550.268,503.163134,1.389163952
550.401,503.1465849,1.386289075
550.534,503.1630476,1.385507217
550.667,503.1821386,1.385778026
550.8,503.2230851,1.397697092
550.933,503.269701,1.410479458
551.066,503.3110623,1.422769108
551.2,503.3499767,1.430029865
551.332,503.3912703,1.438880854
551.465,503.4328659,1.455233039
551.598,503.4503011,1.457466328
551.731,503.4439623,1.452372914
551.864,503.4731642,1.446723857
551.997,503.4890761,1.443831959
552.13,503.499814,1.439504683
552.263,503.5387351,1.437756653
552.396,503.5896592,1.436892046
552.529,503.6188023,1.432542963
552.662,503.6219008,1.430497394
552.795,503.6224061,1.417385609
552.929,503.6320099,1.410633836
553.061,503.6618569,1.419455747
553.194,503.6975157,1.428447992
553.327,503.7149559,1.430329729
553.46,503.7592788,1.436590341
553.593,503.8116715,1.443349441
553.726,503.8443217,1.44325518
553.86,503.8580436,1.438539915
553.992,503.8798936,1.436103035
554.125,503.8801797,1.43660471
554.259,503.9171816,1.442339131
554.392,503.9456373,1.449510295
554.525,504.0100929,1.461655105
554.658,504.0797557,1.469372883
554.791,504.1199479,1.476849392
554.923,504.1212444,1.468593384
555.057,504.1173895,1.465132997
555.19,504.1086878,1.457009042
555.323,504.0694317,1.438896647
555.456,504.0544481,1.431731006
555.589,504.0983975,1.451153932
555.722,504.161132,1.459950705
555.855,504.2037202,1.475836733
555.988,504.2364398,1.486807572
556.121,504.2660762,1.488229014
556.254,504.2515941,1.484211897
556.387,504.2473182,1.473325162
556.52,504.2233503,1.466890564
556.653,504.2098198,1.456744006
556.786,504.2088159,1.441677548
556.919,504.2190586,1.430063349
557.052,504.2441035,1.420995592
557.185,504.2707538,1.418099678
557.318,504.3264842,1.422132113
557.451,504.3606448,1.423966607
557.584,504.3749366,1.422232215
557.717,504.4002118,1.418205416
557.85,504.4067977,1.419304145
557.983,504.4169944,1.417716138
558.116,504.43059,1.423278604
558.249,504.4385269,1.422780558
558.382,504.4513052,1.419817032
558.515,504.4578524,1.418202318
558.648,504.449522,1.415735466
558.781,504.4414711,1.41389658
558.914,504.4286505,1.416291043
559.047,504.4445531,1.418836235
559.18,504.5265972,1.433284993
559.313,504.6222028,1.451594826
559.446,504.6359863,1.474060533
559.579,504.6587576,1.478230449
559.712,504.6767053,1.481639666
559.845,504.6717496,1.475107891
559.978,504.6522922,1.46579173
560.111,504.6280431,1.451502493
560.244,504.6179567,1.442307315
560.377,504.6345077,1.437759444
560.51,504.6785179,1.435720671
560.643,504.7166884,1.436756
560.776,504.7651424,1.438555968
560.909,504.8166392,1.439698986
561.042,504.8675482,1.441351399
561.175,504.8966015,1.445363638
561.308,504.9082016,1.444491528
561.441,504.918921,1.444116435
561.574,504.9515515,1.443225305
561.707,504.9547633,1.440432813
561.84,504.9397709,1.432158833
561.973,504.9416507,1.434188077
562.106,504.9624441,1.443268512
562.239,505.0079951,1.454175026
562.372,505.0311207,1.455846491
562.505,505.0426321,1.45461431
562.638,505.065055,1.45892384
562.771,505.081987,1.460328192
562.904,505.0979042,1.462866181
563.037,505.1340423,1.465495676
563.17,505.1441582,1.460925677
563.303,505.1452005,1.454401119
563.436,505.1587043,1.450035721
563.569,505.193137,1.450018865
563.702,505.23233,1.450999394
563.835,505.2737052,1.458710895
563.968,505.3298403,1.46913771
564.101,505.3506627,1.471961218
564.234,505.3645058,1.463819277
564.367,505.3980449,1.463582682
564.5,505.4047072,1.461371462
564.633,505.3984444,1.466742913
564.766,505.3846458,1.460855402
564.899,505.3540928,1.453625479
565.032,505.3612173,1.454797644
565.165,505.4195752,1.460059095
565.298,505.4554775,1.472929341
565.431,505.5116198,1.483370001
565.564,505.564331,1.493040548
565.698,505.6139395,1.507360669
565.831,505.6391115,1.510874969
565.964,505.6631861,1.513227308
566.097,505.6934123,1.510489257
566.229,505.7174867,1.513068353
566.363,505.7522873,1.514314254
566.496,505.7928973,1.515819568
566.629,505.8287534,1.516493394
566.762,505.8599527,1.517848276
566.895,505.8917691,1.515986595
567.028,505.9133945,1.511683013
567.161,505.9155362,1.502442402
567.294,505.9205214,1.495706728
567.427,505.9117352,1.493948839
567.56,505.9053465,1.491341911
567.693,505.8918834,1.490237759
567.826,505.9043719,1.488531819
567.959,505.9239459,1.488607754
568.092,505.9408478,1.481647983
568.225,505.9546601,1.486699677
568.358,505.9900794,1.483865925
568.491,506.0145583,1.479782888
568.624,506.0504061,1.481543028
568.757,506.0919091,1.478392817
568.89,506.1235673,1.474679878
569.023,506.1293113,1.480370129
569.156,506.1590629,1.475159583
569.289,506.182283,1.477682735
569.422,506.2044043,1.479930742
569.555,506.222319,1.476239643
569.688,506.2350558,1.480069587
569.821,506.2493273,1.480784207
569.954,506.2694486,1.484913458
570.087,506.2972781,1.485241138
570.22,506.3110928,1.487978144
570.353,506.3375062,1.487404308
570.486,506.3596685,1.484336429
570.619,506.3832041,1.483685869
570.752,506.3976956,1.478111604
570.885,506.4141442,1.476178706
571.018,506.4246681,1.468393026
571.151,506.4433759,1.463366839
571.284,506.455659,1.457947171
571.417,506.4619922,1.462924711
571.55,506.4841409,1.458303262
571.683,506.5175158,1.465029829
571.816,506.5551884,1.461314418
571.949,506.5639205,1.464866498
572.082,506.5834458,1.46506222
572.215,506.5809271,1.463349705
572.348,506.5748747,1.465480723
572.481,506.598014,1.46777239
572.614,506.6029967,1.474176604
572.747,506.6325161,1.476626024
572.88,506.6650161,1.476703312
573.013,506.6759161,1.477850832
573.146,506.6665656,1.472791065
573.279,506.6745891,1.470410675
573.412,506.6853342,1.465415365
573.545,506.7105108,1.464531184
573.678,506.7391466,1.464185038
573.811,506.768978,1.464988561
573.944,506.7924103,1.467927777
574.077,506.8270831,1.47539367
574.21,506.8521645,1.473735099
574.343,506.8758054,1.481914747
574.476,506.8872988,1.485340049
574.609,506.9085573,1.487566404
574.742,506.9373222,1.485001559
574.875,506.9553836,1.487292377
575.008,506.9559147,1.485440664
575.142,506.9837867,1.493157986
575.275,507.011119,1.50037618
575.407,507.0465857,1.505686321
575.54,507.0508927,1.510005527
575.673,507.0729497,1.508207553
575.806,507.0839919,1.50941955
575.939,507.103348,1.509668498
576.072,507.1191885,1.511698504
576.205,507.1529166,1.518373788
576.339,507.1869642,1.515980918
576.471,507.2559415,1.545648614
576.604,507.2578541,1.548155156
576.737,507.2812196,1.553082069
576.87,507.3099135,1.552541898
577.003,507.3293982,1.55153125
577.136,507.3422696,1.544304838
577.269,507.348268,1.540273116
577.403,507.3548646,1.536626947
577.535,507.3703837,1.529090477
577.668,507.3676132,1.533218471
577.802,507.3944492,1.526162121
577.935,507.4166674,1.52341051
578.068,507.4455834,1.530329645
578.201,507.4751198,1.534950098
578.333,507.5093266,1.535518544
578.467,507.5478012,1.536311912
578.6,507.5923818,1.545117334
578.733,507.6202241,1.539286434
578.866,507.6478407,1.541260194
578.999,507.6650551,1.54246299
579.132,507.6604259,1.541677834
579.265,507.6845048,1.541823296
579.398,507.7196828,1.553830929
579.531,507.7234957,1.554858809
579.664,507.7331543,1.554915672
579.797,507.7326538,1.544097343
579.93,507.6984695,1.537328808
580.063,507.6880272,1.53037143
580.196,507.6775516,1.531273911
580.329,507.6339116,1.522228586
580.462,507.6314962,1.513368456
580.595,507.6635927,1.508725291
580.728,507.7143376,1.514856224
580.861,507.7881322,1.523206253
580.994,507.8415107,1.532105905
581.127,507.9039583,1.529715157
581.26,507.9431527,1.534351637
581.393,507.9720159,1.522565074
581.526,507.9925894,1.523854253
581.659,507.992521,1.525319174
581.792,508.0072824,1.52428893
581.925,508.0163531,1.528770109
582.058,508.0064668,1.528558055
582.191,508.0175087,1.524457636
582.324,508.0179844,1.516489492
582.457,508.0171012,1.508470482
582.59,508.0189135,1.505779387
582.723,508.0728452,1.51580102
582.856,508.1402107,1.53551407
582.989,508.1905643,1.544244055
583.122,508.2196415,1.542589164
583.255,508.247907,1.538972108
583.388,508.2642195,1.535382391
583.521,508.3013393,1.533902751
583.654,508.3266627,1.531721325
583.787,508.3811235,1.53947159
583.92,508.4179462,1.546440572
584.053,508.4603072,1.547937379
584.186,508.4820095,1.555597679
584.319,508.5008034,1.556692556
584.452,508.4532297,1.553658281
584.585,508.4168682,1.551174626
584.718,508.4059383,1.558565428
584.851,508.4155168,1.561936216
584.984,508.4260601,1.568660134
585.117,508.450386,1.56971341
585.25,508.4483075,1.569030375
585.383,508.4853797,1.56604011
585.516,508.5298211,1.572219601
585.649,508.6033411,1.586173738
585.782,508.6629531,1.601765676
585.915,508.6968935,1.600330853
586.048,508.7130089,1.607276094
586.181,508.7309214,1.615137019
586.314,508.7626195,1.615754179
586.447,508.7646223,1.608398551
586.58,508.776061,1.597986012
586.713,508.785975,1.591848149
586.846,508.8432241,1.596363617
586.979,508.8861893,1.604023383
587.112,508.9152508,1.600318702
587.245,508.9150458,1.595237046
587.378,508.8937099,1.589140717
587.511,508.9019397,1.58297
587.644,508.9201992,1.582579096
587.777,508.943981,1.588407459
587.91,509.0080033,1.613093411
588.043,509.0401555,1.626626658
588.176,509.0518917,1.629102917
588.309,509.0476565,1.625261972
588.443,509.0782312,1.640136687
588.576,509.1148165,1.647397755
588.709,509.1494921,1.641312531
588.842,509.1897129,1.633503588
588.974,509.2034237,1.61966269
589.108,509.1852094,1.610848667
589.24,509.1603645,1.60591116
589.373,509.1925066,1.6114037
589.507,509.2351213,1.621318876
589.639,509.2826682,1.632379628
589.772,509.3656831,1.634804579
589.906,509.3981735,1.630052547
590.039,509.4208875,1.622081946
590.172,509.423292,1.617059887
590.305,509.4600371,1.622135329
590.437,509.4912331,1.633020584
590.571,509.4975957,1.641545349
590.704,509.5031181,1.641595736
590.837,509.4843949,1.637737797
590.97,509.4902704,1.637088186
591.103,509.5021283,1.642412768
591.236,509.5274588,1.641271637
591.369,509.5552596,1.642988816
591.502,509.5702795,1.642833093
591.635,509.5915131,1.642810202
591.768,509.6143982,1.631776092
591.901,509.6326371,1.633631568
592.034,509.6891073,1.629988444
592.167,509.7337662,1.628123487
592.3,509.7727073,1.633413916
592.433,509.79503,1.635275947
592.566,509.8180471,1.638239698
592.699,509.8175216,1.639933175
592.832,509.8277523,1.641168387
592.965,509.8247939,1.638026389
593.098,509.8100058,1.632077788
593.231,509.8034214,1.626502965
593.364,509.8228382,1.626919954
593.497,509.8681533,1.633800546
593.63,509.9162461,1.640498447
593.763,509.9555644,1.640151453
593.896,509.9964944,1.646833094
594.029,510.0304668,1.654985423
594.162,510.0547809,1.668169094
594.295,510.0973412,1.679824629
594.428,510.1236466,1.694957148
594.561,510.1487575,1.696930272
594.694,510.1214307,1.688290806
594.827,510.0881914,1.67968536
594.96,510.069133,1.675044347
595.093,510.0635399,1.673717134
595.226,510.0910305,1.671335936
595.359,510.1270747,1.672082589
595.492,510.1573741,1.667655936
595.625,510.1875835,1.662346967
595.758,510.2249647,1.657899308
595.891,510.2521385,1.647806167
596.024,510.2736596,1.648643283
596.157,510.2988404,1.644232921
596.29,510.2986112,1.639469789
596.423,510.2934433,1.639461917
596.556,510.3153401,1.638405528
596.689,510.3308226,1.642033713
596.822,510.360473,1.64698974
596.955,510.3997907,1.648807414
597.088,510.4648326,1.649134432
597.221,510.4969799,1.652455403
597.354,510.5342017,1.653070107
597.487,510.5745246,1.657120632
597.62,510.6055396,1.655895649
597.753,510.6281903,1.654929152
597.886,510.6379267,1.650300451
598.019,510.6606117,1.648125064
598.152,510.6730415,1.640925632
598.285,510.6649395,1.642929568
598.418,510.6612212,1.648729884
598.551,510.6642417,1.652022275
598.684,510.6590754,1.653709979
